start,end,seconds,bytes,bits_per_second,jitter_ms,lost_packets,packets,lost_percent,omitted,sender,interval,type,rtt,snd_cwnd,throughput,protocol,direction,throughput_rolled3,time_since_start,run,month,server location
0.0,1.000021,1.000020980834961,68506912,548043797.5835315,0.003695763682744663,117436,167223,70.22718166759357,False,False,0,udp,,,548.0437975835315,UDP,downlink,548.0437975835315,0.0,64603,dec,west2
1.000021,2.000449,1.0004279613494873,70092064,560496641.1010913,0.001666223887745172,116316,167255,69.5441092941915,False,False,1,udp,,,560.4966411010913,UDP,downlink,554.2702193423114,1.000428,64603,dec,west2
2.000449,3.00002,0.9995710253715515,67480416,540075006.475237,0.00733061247525878,116349,165390,70.34826773081807,False,False,2,udp,,,540.075006475237,UDP,downlink,549.5384817199533,1.999999,64603,dec,west2
3.00002,4.00043,1.0004099607467651,64041792,512124385.10464585,0.0025011147526728846,116363,162905,71.42997452502992,False,False,3,udp,,,512.1243851046459,UDP,downlink,537.5653442269914,3.0004090000000003,64603,dec,west2
4.00043,5.000022,0.9995920062065125,62932736,503667381.16549766,0.004365075007181375,117299,163035,71.94712791731837,False,False,4,udp,,,503.66738116549766,UDP,downlink,518.6222575817936,4.000001,64603,dec,west2
5.000022,6.000023,1.0000009536743164,62521312,500170019.00069904,0.0013535623228858255,116556,161993,71.95125715308686,False,False,5,udp,,,500.170019000699,UDP,downlink,505.32059509028096,5.000002,64603,dec,west2
6.000023,7.00002,0.9999970197677612,63235456,505885155.65525,0.0005592562357990378,118061,164017,71.98095319387625,False,False,6,udp,,,505.88515565525,UDP,downlink,503.24085194048234,5.999999000000001,64603,dec,west2
7.00002,8.000463,1.0004429817199707,68601856,548571840.7024782,0.0014851067565277705,119959,169815,70.64099166740276,False,False,7,udp,,,548.5718407024782,UDP,downlink,518.2090051194758,7.0004420000000005,64603,dec,west2
8.000463,9.000023,0.9995599985122681,65130208,521271024.02608305,0.001561673353626004,122923,170256,72.19892397331078,False,False,8,udp,,,521.2710240260831,UDP,downlink,525.2426734612704,8.000002,64603,dec,west2
9.000023,10.000023,1.0,64487616,515900928.0,0.003180068529714734,120126,166992,71.9351825237137,False,False,9,udp,,,515.900928,UDP,downlink,528.5812642428538,9.000002,64603,dec,west2
10.000023,11.000376,1.0003529787063599,60237152,481727176.56439793,0.10196943468773416,114523,158300,72.34554643082754,False,False,10,udp,,,481.72717656439795,UDP,downlink,506.29970953016027,10.000355,64603,dec,west2
11.000376,12.000094,0.9997180104255676,66032864,528411918.6520657,0.00481392340808009,128641,176630,72.83077619883372,False,False,11,udp,,,528.4119186520657,UDP,downlink,508.68000773882113,11.000073,64603,dec,west2
12.000094,13.000684,1.0005899667739868,64582560,516355847.2065943,0.0006892554390325377,123119,170054,72.39994354734378,False,False,12,udp,,,516.3558472065943,UDP,downlink,508.83164747435256,12.000663000000001,64603,dec,west2
13.000684,14.000021,0.9993370175361633,65782432,526608588.2593217,0.0011805708494223406,121231,169038,71.71819354228043,False,False,13,udp,,,526.6085882593217,UDP,downlink,523.7921180393271,13.0,64603,dec,west2
14.000021,15.00002,0.9999989867210388,64651360,517211404.0794342,0.005189640609826591,125626,172611,72.77983442538425,False,False,14,udp,,,517.2114040794343,UDP,downlink,520.0586131817832,13.999999,64603,dec,west2
15.00002,16.000024,1.0000040531158447,64143616,513146848.15637904,0.002659712190076907,116880,163496,71.48798747369966,False,False,15,udp,,,513.1468481563791,UDP,downlink,518.9889468317115,15.000003000000001,64603,dec,west2
16.000024,17.000291,1.0002670288085938,62668544,501214513.2856674,0.04654516474081396,121024,166568,72.65741318860765,False,False,16,udp,,,501.2145132856674,UDP,downlink,510.5242551738268,16.00027,64603,dec,west2
17.000291,18.00002,0.9997289776802063,65324224,522735464.9783569,0.008900863470234775,122945,170419,72.14277750720284,False,False,17,udp,,,522.7354649783568,UDP,downlink,512.3656088068011,16.999999000000003,64603,dec,west2
18.00002,19.000023,1.0000029802322388,63212064,505695004.91144335,0.0003902459084972202,122650,168589,72.7508912206609,False,False,18,udp,,,505.69500491144333,UDP,downlink,509.8816610584891,18.000002000000002,64603,dec,west2
19.000023,20.00002,0.9999970197677612,63765216,510123248.28575027,0.0009025505562302087,108072,154413,69.9889258028793,False,False,19,udp,,,510.12324828575026,UDP,downlink,512.8512393918501,18.999999000000003,64603,dec,west2
20.00002,21.000354,1.0003340244293213,66705728,533467632.7783998,0.1237739594558598,123001,171479,71.72948291044385,False,False,20,udp,,,533.4676327783998,UDP,downlink,516.428628658531,20.000333,64603,dec,west2
21.000354,22.000021,0.9996669888496399,70715392,565911590.8698777,0.0005921231034656212,126064,177456,71.03958164277341,False,False,21,udp,,,565.9115908698777,UDP,downlink,536.5008239780091,21.0,64603,dec,west2
22.000021,23.000445,1.0004240274429321,67190080,537292813.1023544,0.0022851384874969026,121765,170595,71.37665230516721,False,False,22,udp,,,537.2928131023544,UDP,downlink,545.5573455835438,22.000424000000002,64603,dec,west2
23.000445,24.000506,1.00006103515625,56830176,454613660.5841929,0.013759033618868027,104582,145883,71.68895621833936,False,False,23,udp,,,454.61366058419287,UDP,downlink,519.2726881854749,23.000485,64603,dec,west2
24.000506,25.000131,0.999625027179718,58927200,471594435.095357,0.02841220309891547,111905,154730,72.3227557681122,False,False,24,udp,,,471.594435095357,UDP,downlink,487.83363626063465,24.000110000000003,64603,dec,west2
25.000131,26.000438,1.0003069639205933,66470432,531600273.8957365,0.02535418479525553,126538,174845,72.37152906860362,False,False,25,udp,,,531.6002738957366,UDP,downlink,485.9361231917621,25.000417000000002,64603,dec,west2
26.000438,27.00042,0.9999819993972778,66705728,533655430.1193881,0.008759067747572315,127616,176094,72.47038513521187,False,False,26,udp,,,533.6554301193881,UDP,downlink,512.2833797034938,26.000399,64603,dec,west2
27.00042,28.000212,0.9997919797897339,65511360,524199924.1784491,0.015431954256046907,125142,172752,72.44026118366213,False,False,27,udp,,,524.1999241784491,UDP,downlink,529.8185427311912,27.000191,64603,dec,west2
28.000212,29.000382,1.0001699924468994,64533024,516176445.9029291,0.0013478814175379634,122509,169408,72.31594729882886,False,False,28,udp,,,516.1764459029291,UDP,downlink,524.6772667335888,28.000361,64603,dec,west2
