start,end,seconds,bytes,bits_per_second,omitted,sender,interval,type,rtt,snd_cwnd,throughput,protocol,direction,throughput_rolled3,time_since_start,run,month,server location
0.0,1.00193,1.0019299983978271,17632064,140784797.5662587,False,False,0,tcp8,,,140.7847975662587,TCP,downlink,140.7847975662587,0.0,60272,jan,central
1.00193,2.001468,0.999538004398346,174170656,1394009274.153324,False,False,1,tcp8,,,1394.009274153324,TCP,downlink,767.3970358597913,0.999538,60272,jan,central
2.001468,3.001741,1.0002729892730713,228532064,1827757553.7940392,False,False,2,tcp8,,,1827.7575537940393,TCP,downlink,1120.8505418378738,1.9998110000000002,60272,jan,central
3.001741,4.000969,0.9992280006408691,232274368,1859630577.6141384,False,False,3,tcp8,,,1859.6305776141385,TCP,downlink,1693.7991351871672,2.9990390000000002,60272,jan,central
4.000969,5.000513,0.9995440244674683,220641984,1765941097.9325495,False,False,4,tcp8,,,1765.9410979325494,TCP,downlink,1817.7764097802421,3.9985830000000004,60272,jan,central
5.000513,6.000527,1.0000139474868774,194889344,1559093006.5707502,False,False,5,tcp8,,,1559.0930065707503,TCP,downlink,1728.2215607058126,4.998597,60272,jan,central
6.000527,7.000075,0.9995480179786682,211685536,1694250058.5661123,False,False,6,tcp8,,,1694.2500585661123,TCP,downlink,1673.0947210231377,5.998145,60272,jan,central
7.000075,8.002223,1.0021480321884155,231118304,1844983348.3805878,False,False,7,tcp8,,,1844.9833483805878,TCP,downlink,1699.4421378391505,7.000293,60272,jan,central
8.002223,9.000109,0.9978860020637512,224063424,1796304776.5905864,False,False,8,tcp8,,,1796.3047765905865,TCP,downlink,1778.5127278457628,7.998179,60272,jan,central
9.000109,10.000111,1.0000020265579224,226806336,1814447010.9180353,False,False,9,tcp8,,,1814.4470109180352,TCP,downlink,1818.5783786297368,8.998181,60272,jan,central
10.000111,11.000294,1.0001829862594604,226973856,1815458644.013527,False,False,10,tcp8,,,1815.458644013527,TCP,downlink,1808.736810507383,9.998364,60272,jan,central
11.000294,12.001419,1.0011249780654907,232325184,1856512935.6690724,False,False,11,tcp8,,,1856.5129356690725,TCP,downlink,1828.8061968668783,10.999489,60272,jan,central
12.001419,13.00165,1.0002310276031494,230614368,1844488816.1697643,False,False,12,tcp8,,,1844.4888161697643,TCP,downlink,1838.820131950788,11.99972,60272,jan,central
13.00165,14.000808,0.9991580247879028,228158304,1826804556.1536276,False,False,13,tcp8,,,1826.8045561536276,TCP,downlink,1842.6021026641547,12.998878000000001,60272,jan,central
14.000808,15.001031,1.0002230405807495,224345056,1794360232.8515909,False,False,14,tcp8,,,1794.3602328515908,TCP,downlink,1821.8845350583276,13.999101000000001,60272,jan,central
15.001031,16.000087,0.9990559816360474,228301792,1828140133.858241,False,False,15,tcp8,,,1828.1401338582411,TCP,downlink,1816.4349742878196,14.998157,60272,jan,central
16.000087,17.00083,1.00074303150177,231752864,1852646337.4096658,False,False,16,tcp8,,,1852.6463374096659,TCP,downlink,1825.0489013731658,15.9989,60272,jan,central
17.00083,18.00117,1.0003399848937988,229042144,1831714396.7753425,False,False,17,tcp8,,,1831.7143967753425,TCP,downlink,1837.5002893477497,16.99924,60272,jan,central
18.00117,19.003539,1.0023690462112427,230483392,1839509253.5722787,False,False,18,tcp8,,,1839.5092535722788,TCP,downlink,1841.2899959190956,18.001609000000002,60272,jan,central
19.003539,20.004455,1.0009160041809082,198646752,1587719658.1550198,False,False,19,tcp8,,,1587.7196581550197,TCP,downlink,1752.9811028342137,19.002525000000002,60272,jan,central
20.004455,21.000821,0.996366024017334,225652672,1811805433.4303496,False,False,20,tcp8,,,1811.8054334303497,TCP,downlink,1746.3447817192161,19.998891,60272,jan,central
21.000821,22.002784,1.0019630193710327,230713216,1842089670.2940335,False,False,21,tcp8,,,1842.0896702940336,TCP,downlink,1747.2049206264676,21.000854,60272,jan,central
22.002784,23.000269,0.9974849820137024,227295168,1822946086.194831,False,False,22,tcp8,,,1822.946086194831,TCP,downlink,1825.6137299730715,21.998339,60272,jan,central
23.000269,24.002493,1.0022239685058594,228629504,1824977339.8722172,False,False,23,tcp8,,,1824.9773398722173,TCP,downlink,1830.004365453694,23.000563000000003,60272,jan,central
24.002493,25.002331,0.9998379945755005,226444672,1811850905.6751037,False,False,24,tcp8,,,1811.8509056751036,TCP,downlink,1819.9247772473839,24.000401,60272,jan,central
25.002331,26.001701,0.9993699789047241,230136832,1842255315.7117825,False,False,25,tcp8,,,1842.2553157117825,TCP,downlink,1826.3611870863679,24.999771000000003,60272,jan,central
26.001701,27.00098,0.9992790222167969,227803168,1823740220.1810846,False,False,26,tcp8,,,1823.7402201810846,TCP,downlink,1825.9488138559902,25.99905,60272,jan,central
27.00098,28.004535,1.0035550594329834,226296032,1803955088.4461412,False,False,27,tcp8,,,1803.9550884461412,TCP,downlink,1823.3168747796697,27.002605000000003,60272,jan,central
28.004535,29.003796,0.9992610216140747,225908864,1808607433.8022037,False,False,28,tcp8,,,1808.6074338022036,TCP,downlink,1812.1009141431432,28.001866000000003,60272,jan,central
29.003796,30.003076,0.9992799758911133,230376288,1844338272.0207975,False,False,29,tcp8,,,1844.3382720207976,TCP,downlink,1818.9669314230475,29.001146000000002,60272,jan,central
