start,end,seconds,bytes,bits_per_second,omitted,sender,interval,type,rtt,snd_cwnd,throughput,protocol,direction,throughput_rolled3,time_since_start,run,month,server location
0.0,1.005793,1.0057929754257202,10704256,85140829.26832317,False,False,0,tcp1c,,,85.14082926832317,TCP,downlink,85.14082926832317,0.0,60276,jan,central
1.005793,2.003368,0.9975749850273132,38321600,307318050.8747482,False,False,1,tcp1c,,,307.31805087474817,TCP,downlink,196.22944007153566,0.9975750000000001,60276,jan,central
2.003368,3.00016,0.9967920184135437,49818080,399827278.54734284,False,False,2,tcp1c,,,399.8272785473428,TCP,downlink,264.09538623013805,1.9943670000000002,60276,jan,central
3.00016,4.001052,1.0008920431137085,49995232,399605390.7629691,False,False,3,tcp1c,,,399.6053907629691,TCP,downlink,368.91690672835335,2.9952590000000003,60276,jan,central
4.001052,5.004191,1.0031390190124512,51450016,410312150.3589834,False,False,4,tcp1c,,,410.3121503589834,TCP,downlink,403.24827322309847,3.9983980000000003,60276,jan,central
5.004191,6.005782,1.0015909671783447,49543232,395716284.3796155,False,False,5,tcp1c,,,395.7162843796155,TCP,downlink,401.877941833856,4.999989,60276,jan,central
6.005782,7.002909,0.9971269965171814,51004192,409209195.44371116,False,False,6,tcp1c,,,409.20919544371117,TCP,downlink,405.07921006077004,5.997116,60276,jan,central
7.002909,8.003134,1.0002249479293823,52098112,416691162.1858744,False,False,7,tcp1c,,,416.6911621858744,TCP,downlink,407.20554733640034,6.9973410000000005,60276,jan,central
8.003134,9.005259,1.0021250247955322,53679136,428522467.13190204,False,False,8,tcp1c,,,428.52246713190203,TCP,downlink,418.14094158716256,7.999466000000001,60276,jan,central
9.005259,10.003033,0.9977740049362183,54122208,433943620.356874,False,False,9,tcp1c,,,433.94362035687396,TCP,downlink,426.3857498915501,8.99724,60276,jan,central
10.003033,11.005938,1.002905011177063,58827776,469259005.34453666,False,False,10,tcp1c,,,469.25900534453666,TCP,downlink,443.9083642777709,10.000145,60276,jan,central
11.005938,12.002132,0.9961940050125122,63106112,506777689.3454193,False,False,11,tcp1c,,,506.7776893454193,TCP,downlink,469.9934383489433,10.996339,60276,jan,central
12.002132,13.000061,0.9979289770126343,66597728,533887517.3210395,False,False,12,tcp1c,,,533.8875173210395,TCP,downlink,503.3080706703318,11.994268,60276,jan,central
13.000061,14.001546,1.001484990119934,72619424,580093958.2034345,False,False,13,tcp1c,,,580.0939582034345,TCP,downlink,540.2530549566311,12.995753,60276,jan,central
14.001546,15.002689,1.001142978668213,79721312,637042370.1601591,False,False,14,tcp1c,,,637.0423701601591,TCP,downlink,583.6746152282111,13.996896000000001,60276,jan,central
15.002689,16.001122,0.998432993888855,86743040,695033441.6505165,False,False,15,tcp1c,,,695.0334416505165,TCP,downlink,637.3899233380367,14.995329000000002,60276,jan,central
16.001122,17.000064,0.9989420175552368,88745824,710718519.7170287,False,False,16,tcp1c,,,710.7185197170287,TCP,downlink,680.9314438425682,15.994271000000001,60276,jan,central
17.000064,18.00319,1.0031260251998901,103701536,827026980.816977,False,False,17,tcp1c,,,827.026980816977,TCP,downlink,744.259647394841,16.997397,60276,jan,central
18.00319,19.001031,0.9978410005569458,113221408,907731054.8418466,False,False,18,tcp1c,,,907.7310548418466,TCP,downlink,815.1588517919508,17.995238,60276,jan,central
19.001031,20.000182,0.9991509914398193,131040608,1049215657.0743316,False,False,19,tcp1c,,,1049.2156570743316,TCP,downlink,927.9912309110518,18.994389,60276,jan,central
20.000182,21.002782,1.0025999546051025,135522240,1081366416.4058623,False,False,20,tcp1c,,,1081.3664164058623,TCP,downlink,1012.7710427740136,19.996989000000003,60276,jan,central
21.002782,22.007168,1.0043859481811523,153037344,1218952489.5455666,False,False,21,tcp1c,,,1218.9524895455666,TCP,downlink,1116.5115210085871,21.001375000000003,60276,jan,central
22.007168,23.001968,0.9947999715805054,168046752,1351401341.381326,False,False,22,tcp1c,,,1351.401341381326,TCP,downlink,1217.240082444252,21.996175,60276,jan,central
23.001968,24.000064,0.9980959892272949,186248128,1492827383.4198205,False,False,23,tcp1c,,,1492.8273834198205,TCP,downlink,1354.3937381155715,22.994271,60276,jan,central
24.000064,25.000191,1.0001269578933716,191982624,1535666027.07628,False,False,24,tcp1c,,,1535.6660270762802,TCP,downlink,1459.9649172924758,23.994398,60276,jan,central
25.000191,26.005065,1.0048739910125732,190265024,1514737375.6446989,False,False,25,tcp1c,,,1514.737375644699,TCP,downlink,1514.4102620469337,24.999272,60276,jan,central
26.005065,27.000462,0.9953969717025757,168491200,1354162849.917491,False,False,26,tcp1c,,,1354.162849917491,TCP,downlink,1468.1887508794905,25.994669000000002,60276,jan,central
27.000462,28.002962,1.002500057220459,137553216,1097681461.536322,False,False,27,tcp1c,,,1097.681461536322,TCP,downlink,1322.1938956995043,26.997169000000003,60276,jan,central
28.002962,29.005179,1.0022170543670654,151995712,1213275797.5944884,False,False,28,tcp1c,,,1213.2757975944885,TCP,downlink,1221.7067030161008,27.999386,60276,jan,central
29.005179,30.001675,0.9964960217475891,162394144,1303721363.3042214,False,False,29,tcp1c,,,1303.7213633042213,TCP,downlink,1204.8928741450109,28.995882,60276,jan,central
