start,end,seconds,bytes,bits_per_second,jitter_ms,lost_packets,packets,lost_percent,omitted,sender,interval,type,rtt,snd_cwnd,throughput,protocol,direction,throughput_rolled3,time_since_start,run,month,server location
0.0,1.000028,1.0000280141830444,185831552,1486610769.8137786,0.01212143385999916,41402,176454,23.46333888718873,False,False,0,udp,,,1486.6107698137787,UDP,downlink,1486.6107698137787,0.0,64644,dec,north-central
1.000028,2.000085,1.0000569820404053,192598720,1540701967.6582265,0.0013376207930725149,30569,170539,17.92493212696216,False,False,1,udp,,,1540.7019676582265,UDP,downlink,1513.6563687360026,1.000057,64644,dec,north-central
2.000085,3.000073,0.9999880194664001,210818336,1686566893.9713416,0.02452758926746721,23937,177148,13.51243028428207,False,False,2,udp,,,1686.5668939713416,UDP,downlink,1571.2932104811155,2.000045,64644,dec,north-central
3.000073,4.000024,0.9999510049819946,207276512,1658293344.112253,0.003916002992108906,24595,175232,14.035678414901389,False,False,3,udp,,,1658.293344112253,UDP,downlink,1628.5207352472737,2.9999960000000003,64644,dec,north-central
4.000024,5.000088,1.0000640153884888,203398944,1627087393.3684084,0.003434564136763302,27340,175159,15.608675546218008,False,False,4,udp,,,1627.0873933684084,UDP,downlink,1657.3158771506676,4.00006,64644,dec,north-central
5.000088,6.000025,0.9999369978904724,195292928,1562441861.1332655,0.006436372366192817,26697,168625,15.832171979243885,False,False,5,udp,,,1562.4418611332655,UDP,downlink,1615.9408662046424,4.9999970000000005,64644,dec,north-central
6.000025,7.000023,0.9999979734420776,192700544,1541607476.156844,0.003951801040609733,33257,173301,19.190310500227927,False,False,6,udp,,,1541.6074761568439,UDP,downlink,1577.0455768861727,5.999995,64644,dec,north-central
7.000023,8.000023,1.0,203257216,1626057728.0,0.003164228102178762,29152,176868,16.482348418029265,False,False,7,udp,,,1626.057728,UDP,downlink,1576.702355096703,6.999995,64644,dec,north-central
8.000023,9.000024,1.0000009536743164,189374752,1514996571.1866806,0.0031741435284928093,38181,175808,21.717441754641428,False,False,8,udp,,,1514.9965711866805,UDP,downlink,1560.8872584478413,7.999996,64644,dec,north-central
9.000024,10.000083,1.0000590085983276,207675552,1661306384.6388497,0.0028397597179276473,24901,175828,14.162135723548014,False,False,9,udp,,,1661.3063846388497,UDP,downlink,1600.7868946085098,9.000055,64644,dec,north-central
10.000083,11.000026,0.9999430179595947,196589120,1572802581.5002487,0.0020461611674242653,32893,175763,18.714405193356964,False,False,10,udp,,,1572.8025815002486,UDP,downlink,1583.0351791085925,9.999998000000001,64644,dec,north-central
11.000026,12.000033,1.0000070333480835,199947936,1599572237.6516678,0.0037485005506119147,26702,172013,15.523245336108317,False,False,11,udp,,,1599.5722376516678,UDP,downlink,1611.2270679302549,11.000005,64644,dec,north-central
12.000033,13.000026,0.9999930262565613,200459808,1603689647.7201586,0.007293287667690146,27300,172983,15.781897643121,False,False,12,udp,,,1603.6896477201585,UDP,downlink,1592.0214889573579,11.999998000000001,64644,dec,north-central
13.000026,14.000031,1.0000050067901611,211246272,1689961714.716314,0.00324941070196216,28131,181653,15.486119139237998,False,False,13,udp,,,1689.9617147163142,UDP,downlink,1631.074533362713,13.000003000000001,64644,dec,north-central
14.000031,15.000026,0.9999949932098389,208469504,1667764382.1462996,0.0019908302865052855,27359,178863,15.296064585744396,False,False,14,udp,,,1667.7643821462996,UDP,downlink,1653.805248194257,13.999998000000001,64644,dec,north-central
15.000026,16.000024,0.9999979734420776,208165408,1665326638.8808932,0.002969161355981585,21630,172913,12.509180917571264,False,False,15,udp,,,1665.3266388808931,UDP,downlink,1674.350911914502,14.999996000000001,64644,dec,north-central
16.000024,17.000024,1.0,206109664,1648877312.0,0.004296469832737215,21477,171266,12.540142234886083,False,False,16,udp,,,1648.877312,UDP,downlink,1660.656111009064,15.999996000000001,64644,dec,north-central
17.000024,18.000083,1.0000590085983276,207056352,1656353076.926595,0.0023254842297790023,24879,175356,14.187709573667282,False,False,17,udp,,,1656.353076926595,UDP,downlink,1656.8523426024958,17.000055,64644,dec,north-central
18.000083,19.000082,0.9999989867210388,211048128,1688386734.8067567,0.003505761868029894,22741,176119,12.91229225693991,False,False,18,udp,,,1688.3867348067567,UDP,downlink,1664.5390412444503,18.000054000000002,64644,dec,north-central
19.000082,20.000025,0.9999430179595947,194443936,1555640131.548832,0.007092276683908029,23056,164367,14.027146568350094,False,False,19,udp,,,1555.640131548832,UDP,downlink,1633.459981094061,18.999997,64644,dec,north-central
20.000025,21.000065,1.000040054321289,193626592,1548950693.8312483,0.024214595321551288,29151,169868,17.160972048885018,False,False,20,udp,,,1548.9506938312484,UDP,downlink,1597.6591867289455,20.000037000000003,64644,dec,north-central
21.000065,22.000042,0.9999769926071167,196382720,1571097906.8668015,0.004457597479266992,28929,171649,16.85357910619928,False,False,21,udp,,,1571.0979068668014,UDP,downlink,1558.5629107489603,21.000014,64644,dec,north-central
22.000042,23.000083,1.0000410079956055,198028416,1584162364.676711,0.0037131464841974513,32870,176786,18.593101263674725,False,False,22,udp,,,1584.1623646767111,UDP,downlink,1568.0703217915868,22.000055,64644,dec,north-central
23.000083,24.000089,1.0000059604644775,209140992,1673117963.4398122,0.002382692308696191,24411,176403,13.838200030611723,False,False,23,udp,,,1673.1179634398122,UDP,downlink,1609.4594116611079,23.000061000000002,64644,dec,north-central
24.000089,25.000025,0.9999359846115112,206807296,1654564285.5755208,0.0037431760490006126,24472,174768,14.002563398333791,False,False,24,udp,,,1654.5642855755207,UDP,downlink,1637.2815378973476,23.999997,64644,dec,north-central
25.000025,26.0001,1.0000749826431274,182145248,1457052730.3351035,0.00155596197664195,28270,160643,17.5980279252753,False,False,25,udp,,,1457.0527303351034,UDP,downlink,1594.9116597834784,25.000072000000003,64644,dec,north-central
26.0001,27.000026,0.999925971031189,202955872,1623767181.8100586,0.012220113512039646,26621,174118,15.289056846506393,False,False,26,udp,,,1623.7671818100587,UDP,downlink,1578.4613992402274,25.999998,64644,dec,north-central
27.000026,28.000026,1.0,210529376,1684235008.0,0.0035132728897394492,22577,175578,12.858672498832428,False,False,27,udp,,,1684.235008,UDP,downlink,1588.3516400483875,26.999998,64644,dec,north-central
28.000026,29.000429,1.0004030466079712,198921440,1590730381.5155334,0.2557155581207367,27208,171773,15.839509119593883,False,False,28,udp,,,1590.7303815155335,UDP,downlink,1632.9108571085308,28.000401,64644,dec,north-central
29.000429,30.000055,0.9996259808540344,200553376,1605027318.947084,0.0027292903627685406,27518,173269,15.881663771361294,False,False,29,udp,,,1605.027318947084,UDP,downlink,1626.664236154206,29.000027000000003,64644,dec,north-central
