start,end,seconds,bytes,bits_per_second,jitter_ms,lost_packets,packets,lost_percent,omitted,sender,interval,type,rtt,snd_cwnd,throughput,protocol,direction,throughput_rolled3,time_since_start,run,month,server location
0.0,1.000019,1.0000189542770386,73560960,588476525.8528982,0.0021311218360178783,393730,447190,88.04534985129364,False,False,0,udp,,,588.4765258528982,UDP,downlink,588.4765258528982,0.0,64609,dec,central
1.000019,2.00002,1.0000009536743164,74910816,599285956.4763751,0.001276831783110891,-54441,0,0.0,False,False,1,udp,,,599.2859564763751,UDP,downlink,593.8812411646367,1.0000010000000001,64609,dec,central
2.00002,3.000235,1.0002150535583496,71839584,574593103.7084444,0.008357155437177492,58366,110575,52.78408320144698,False,False,2,udp,,,574.5931037084443,UDP,downlink,587.4518620125726,2.000216,64609,dec,central
3.000235,4.0019,1.0016649961471558,73990272,590938266.0637969,0.33489495392999913,131423,185195,70.96465887307973,False,False,3,udp,,,590.9382660637968,UDP,downlink,588.2724420828722,3.001881,64609,dec,central
4.0019,5.000146,0.9982460141181946,71944160,576564566.1089042,0.0021589687344900697,134540,186825,72.01391676702796,False,False,4,udp,,,576.5645661089043,UDP,downlink,580.6986452937152,4.000127,64609,dec,central
5.000146,6.000021,0.999875009059906,72169824,577430765.6142334,0.003582183127181337,128727,181176,71.05080143065307,False,False,5,udp,,,577.4307656142333,UDP,downlink,581.644532595645,5.000002,64609,dec,central
6.000021,7.000324,1.000303030014038,71612544,572726798.5901833,0.014327764797481856,134434,186478,72.09107776788683,False,False,6,udp,,,572.7267985901833,UDP,downlink,575.5740434377739,6.000305,64609,dec,central
7.000324,8.000224,0.9998999834060669,69704032,557688034.0576437,0.021906929231248453,127088,177745,71.50018284621227,False,False,7,udp,,,557.6880340576437,UDP,downlink,569.2818660873537,7.000205,64609,dec,central
8.000224,9.000498,1.0002739429473877,65565024,524376542.74433964,0.0006066901580939034,125053,172702,72.40969994557098,False,False,8,udp,,,524.3765427443396,UDP,downlink,551.5971251307225,8.000479,64609,dec,central
9.000498,10.000519,1.000020980834961,73031200,584237342.2127451,0.0006790917017520621,131577,184652,71.2567424127548,False,False,9,udp,,,584.237342212745,UDP,downlink,555.4339730049097,9.0005,64609,dec,central
10.000519,11.00002,0.9995009899139404,68699552,549870807.078762,0.019774329365094448,134109,184036,72.87106870394923,False,False,10,udp,,,549.870807078762,UDP,downlink,552.8282306786159,10.000001000000001,64609,dec,central
11.00002,12.000019,0.9999989867210388,67872576,542981158.191384,0.0014826674438829532,136080,185406,73.39568298760558,False,False,11,udp,,,542.981158191384,UDP,downlink,559.0297691609641,11.0,64609,dec,central
12.000019,13.000429,1.0004099607467651,69478368,555599170.1493036,0.03817623786470058,132283,182776,72.37438175690463,False,False,12,udp,,,555.5991701493035,UDP,downlink,549.4837118064836,12.00041,64609,dec,central
13.000429,14.000106,0.9996770024299622,73296768,586563602.6183183,0.027154179023940968,131415,184683,71.15706372541057,False,False,13,udp,,,586.5636026183183,UDP,downlink,561.7146436530024,13.000087,64609,dec,central
14.000106,15.000455,1.0003490447998047,65430176,523258767.2483398,0.0006120391532970347,130387,177938,73.27664692196159,False,False,14,udp,,,523.2587672483397,UDP,downlink,555.1405133386543,14.000436,64609,dec,central
15.000455,16.000032,0.999576985836029,70067296,560775584.0148474,0.005407136534068553,134724,185645,72.5707667860702,False,False,15,udp,,,560.7755840148474,UDP,downlink,556.8659846271689,15.000013000000001,64609,dec,central
16.000032,17.00005,1.0000180006027222,71360736,570875611.8949065,0.022422762168004717,132890,184751,71.92924530855042,False,False,16,udp,,,570.8756118949066,UDP,downlink,551.6366543860316,16.000031,64609,dec,central
17.00005,18.000023,0.9999729990959167,69338016,554719105.917372,0.01944144254319883,135065,185456,72.82859546199637,False,False,17,udp,,,554.719105917372,UDP,downlink,562.1234339423758,17.000004,64609,dec,central
18.000023,19.000488,1.0004650354385376,73360064,586607718.6223209,0.028149918659352072,133847,187161,71.51436463793205,False,False,18,udp,,,586.6077186223209,UDP,downlink,570.7341454782003,18.000469000000002,64609,dec,central
19.000488,20.000244,0.9997559785842896,68092736,544874849.1320702,0.03640483198611172,136954,186440,73.45741257240935,False,False,19,udp,,,544.8748491320702,UDP,downlink,562.0672245572548,19.000225,64609,dec,central
20.000244,21.00049,1.0002460479736328,64143616,513022699.8042855,0.0005307577662856752,137670,184286,74.70453534180567,False,False,20,udp,,,513.0226998042855,UDP,downlink,548.1684225195594,20.000471,64609,dec,central
21.00049,22.000023,0.9995329976081848,69210048,553939074.8728856,0.008592155500524822,136423,186721,73.062483598524,False,False,21,udp,,,553.9390748728856,UDP,downlink,537.2788746030809,21.000004,64609,dec,central
22.000023,23.000355,1.000331997871399,68154656,545056290.4717708,0.00520711231696957,135267,184798,73.1972207491423,False,False,22,udp,,,545.0562904717708,UDP,downlink,537.3393550496477,22.000336,64609,dec,central
23.000355,24.000022,0.9996669888496399,68582592,548843507.0076363,0.009991036281124755,137021,186863,73.326982869803,False,False,23,udp,,,548.8435070076363,UDP,downlink,549.2796241174314,23.000003000000003,64609,dec,central
24.000022,25.00023,1.0002080202102661,68043200,544232388.6640764,0.0021108575067679196,137439,186889,73.5404437928396,False,False,24,udp,,,544.2323886640764,UDP,downlink,546.0440620478283,24.000211,64609,dec,central
25.00023,26.000186,0.9999560117721558,32513504,260119474.1946976,0.003806994855477258,168923,192552,87.7285097012755,False,False,25,udp,,,260.1194741946976,UDP,downlink,451.06512328880393,25.000167,64609,dec,central
26.000186,27.00023,1.0000439882278442,1376000,11007515.798887039,0.010409771964353798,184021,185021,99.45952081115117,False,False,26,udp,,,11.007515798887038,UDP,downlink,271.78645955255416,26.000211,64609,dec,central
27.00023,28.000451,1.0002210140228271,1376000,11005567.615227863,0.0035550498824881735,184751,185751,99.46164489020248,False,False,27,udp,,,11.005567615227863,UDP,downlink,94.04418586960462,27.000432,64609,dec,central
28.000451,29.000193,0.9997419714927673,1376000,11010841.11089522,0.010041245897247718,184033,185033,99.45955586300822,False,False,28,udp,,,11.01084111089522,UDP,downlink,11.007974841670489,28.000174,64609,dec,central
29.000193,30.000259,1.0000660419464111,1377376,11018280.331320817,3.9206706427706814,186194,187195,99.46526349528567,False,False,29,udp,,,11.018280331320817,UDP,downlink,11.011563019148417,29.00024,64609,dec,central
