start,end,seconds,bytes,bits_per_second,jitter_ms,lost_packets,packets,lost_percent,omitted,sender,interval,type,rtt,snd_cwnd,throughput,protocol,direction,throughput_rolled3,time_since_start,run,month,server location
0.0,1.000083,1.0000829696655273,208221824,1665636394.7054412,0.0019595176545496628,36076,187400,19.250800426894344,False,False,0,udp,,,1665.6363947054413,UDP,downlink,1665.6363947054413,0.0,64638,dec,west-central
1.000083,2.000016,0.9999330043792725,205113440,1641017460.9834232,0.004260210507045341,20404,169469,12.039960110698711,False,False,1,udp,,,1641.0174609834232,UDP,downlink,1653.3269278444322,0.9999330000000001,64638,dec,west-central
2.000016,3.000018,1.0000020265579224,204989600,1639913476.620352,0.0019204528856810298,22247,171222,12.993073320017288,False,False,2,udp,,,1639.913476620352,UDP,downlink,1648.8557774364053,1.999935,64638,dec,west-central
3.000018,4.00005,1.0000319480895996,181792992,1454297473.9739969,0.06029823460707832,32340,164457,19.664714788668164,False,False,3,udp,,,1454.2974739739968,UDP,downlink,1578.4094705259238,2.9999670000000003,64638,dec,west-central
4.00005,5.000018,0.9999679923057556,199220032,1593811270.2238207,0.0033732843444708536,32835,177617,18.486406143556078,False,False,4,udp,,,1593.8112702238207,UDP,downlink,1562.6740736060563,3.9999350000000002,64638,dec,west-central
5.000018,6.000015,0.9999970197677612,192645504,1541168625.0404217,0.0025064497348208895,30964,170968,18.110991530578822,False,False,5,udp,,,1541.1686250404218,UDP,downlink,1529.7591230794126,4.999932,64638,dec,west-central
6.000015,7.000019,1.0000040531158447,198039424,1584308970.6122084,0.003349927919735195,26975,170899,15.784176618938671,False,False,6,udp,,,1584.3089706122084,UDP,downlink,1573.096288625483,5.999936,64638,dec,west-central
7.000019,8.000054,1.000035047531128,194002240,1551963527.5099602,0.008175905761140346,29512,170502,17.308887872283023,False,False,7,udp,,,1551.9635275099602,UDP,downlink,1559.1470410541963,6.999971,64638,dec,west-central
8.000054,9.000032,0.9999780058860779,199749792,1598033483.3304837,0.004342235206417209,25626,170793,15.00412780383271,False,False,8,udp,,,1598.0334833304837,UDP,downlink,1578.1019938175505,7.999949000000001,64638,dec,west-central
9.000032,10.000018,0.9999859929084778,196611136,1572911119.910013,0.003198463326512694,28035,170921,16.40231451957337,False,False,9,udp,,,1572.911119910013,UDP,downlink,1574.3027102501521,8.999935,64638,dec,west-central
10.000018,11.00008,1.0000619888305664,190805792,1526351719.2418911,0.0024974352181469286,27136,165803,16.36641074045705,False,False,10,udp,,,1526.351719241891,UDP,downlink,1565.7654408274627,9.999997,64638,dec,west-central
11.00008,12.000015,0.99993497133255,198991616,1592036456.0092661,0.0032525455204758295,28935,173551,16.672332628449276,False,False,11,udp,,,1592.0364560092662,UDP,downlink,1563.76643172039,10.999932000000001,64638,dec,west-central
12.000015,13.000017,1.0000020265579224,200744640,1605953865.441471,0.0074907789389849905,23235,169125,13.738359201773836,False,False,12,udp,,,1605.9538654414712,UDP,downlink,1574.7806802308762,11.999934000000001,64638,dec,west-central
13.000017,14.000016,0.9999989867210388,201768384,1614148707.5829256,0.00308488680331685,29964,176598,16.967349573607855,False,False,13,udp,,,1614.1487075829255,UDP,downlink,1604.046343011221,12.999933,64638,dec,west-central
14.000016,15.00009,1.000074028968811,202655904,1621127221.6234717,0.0034527048277587513,30513,177792,17.162189524838013,False,False,14,udp,,,1621.1272216234718,UDP,downlink,1613.7432648826227,14.000007,64638,dec,west-central
15.00009,16.000016,0.999925971031189,197669280,1581471314.6906307,0.0026063742878227464,27578,171233,16.10554040401091,False,False,15,udp,,,1581.4713146906306,UDP,downlink,1605.5824146323428,14.999933,64638,dec,west-central
16.000016,17.000016,1.0,201029472,1608235776.0,0.0035676238420195724,25365,171462,14.793365293767716,False,False,16,udp,,,1608.235776,UDP,downlink,1603.6114374380343,15.999933,64638,dec,west-central
17.000016,18.000966,1.0009499788284302,189308704,1513032283.3640728,0.10588983332550349,33261,170840,19.469093889018964,False,False,17,udp,,,1513.0322833640728,UDP,downlink,1567.579791351568,17.000883,64638,dec,west-central
18.000966,19.000017,0.9990509748458862,200585024,1606204520.4925988,0.002819047072391847,26169,171943,15.219578581274027,False,False,18,udp,,,1606.2045204925987,UDP,downlink,1575.8241932855574,17.999934,64638,dec,west-central
19.000017,20.000015,0.9999979734420776,201969280,1615757514.4261916,0.0027884955257286995,25311,172091,14.707916160635943,False,False,19,udp,,,1615.7575144261916,UDP,downlink,1578.3314394276215,18.999932,64638,dec,west-central
20.000015,21.000015,1.0,186834656,1494677248.0,0.002942175675201493,28004,163785,17.098024849650457,False,False,20,udp,,,1494.677248,UDP,downlink,1572.2130943062639,19.999932,64638,dec,west-central
21.000015,22.000017,1.0000020265579224,170980384,1367840299.9924035,0.07630020293192533,24095,148354,16.241557356053764,False,False,21,udp,,,1367.8402999924035,UDP,downlink,1492.7583541395322,20.999934,64638,dec,west-central
22.000017,23.000018,1.0000009536743164,193866016,1550926648.9210882,0.0030747165404740543,40399,181290,22.28418555904904,False,False,22,udp,,,1550.9266489210881,UDP,downlink,1471.148065637831,21.999935,64638,dec,west-central
23.000018,24.000016,0.9999979734420776,175280384,1402245913.7325656,0.003404629304305402,40896,168280,24.30235322082244,False,False,23,udp,,,1402.2459137325657,UDP,downlink,1440.3376208820198,22.999933000000002,64638,dec,west-central
24.000016,25.000019,1.0000029802322388,210013376,1680102000.9058526,0.002859677881030823,35057,187683,18.678836122611,False,False,24,udp,,,1680.1020009058525,UDP,downlink,1544.424854519836,23.999936,64638,dec,west-central
25.000019,26.000087,1.000067949295044,172031648,1376159674.9202213,0.002385509423374341,27484,152507,18.021467867048727,False,False,25,udp,,,1376.1596749202213,UDP,downlink,1486.169196519547,25.000004,64638,dec,west-central
26.000087,27.000016,0.9999290108680725,186435616,1491590814.7371292,0.003463581724738685,45836,181327,25.27808875677643,False,False,26,udp,,,1491.5908147371292,UDP,downlink,1515.950830187735,25.999933000000002,64638,dec,west-central
27.000016,28.000093,1.0000770092010498,196626272,1572889049.070991,0.007646959985100308,32921,175818,18.724476447235208,False,False,27,udp,,,1572.889049070991,UDP,downlink,1480.2131795761143,27.000010000000003,64638,dec,west-central
28.000093,29.000116,1.0000230073928833,185315552,1482490307.7630436,0.0046542231455373095,29294,163971,17.865354239469173,False,False,28,udp,,,1482.4903077630436,UDP,downlink,1515.656723857055,28.000033000000002,64638,dec,west-central
29.000116,30.000116,1.0,214997248,1719977984.0,0.003125124922284933,24133,180381,13.378903543056087,False,False,29,udp,,,1719.977984,UDP,downlink,1591.785780278012,29.000033000000002,64638,dec,west-central
