timestamp,latitude,longitude,movingSpeed,compassDirection,nrStatus,rsrp,nr_ssRsrp,nr_ssSinr,rsrp_avg,nr_ssRsrp_avg,nr_ssSinr_avg,mobileRx,mobileTx,currentNow,voltageNow,nrStatus_array,downlink_mbps,uplink_mbps,sw_power,sw_power_rolled,sw_power_baseline,Fixedtimestamp,_start,_end,iperf_type,Throughput,run_number,seq_no,time_since_start,avg_power,avg_power_rolled,avg_power_baseline,provider,radio_type_used,direction
2021-01-24 18:25:58,44.97369120000001,-93.22247389999998,0.04832021,337,CONNECTED,-72.0,-72.0,3.0,-72.0,-72.0,3.0,96819763,8662157365,-942.0,3787000.0,['CONNECTED'],0.249936,16.758472,3567.354,2698.094435555556,262.7930885555561,2021-01-24 18:25:58-06:00,0.0,1.0,parallel-merged,476.0,20086.0,0.0,0.0,2978.4994798959688,2978.045351070257,542.7440040702548,TMobile,NSA+LTE,uplink
2021-01-24 18:25:59,44.9736914,-93.22247409999999,0.040838312,333,CONNECTED,-72.0,-72.0,3.0,-72.0,-72.0,3.0,96948591,8668526997,-998.6,3787000.0,['CONNECTED'],1.030624,50.957056,3781.6982,2798.866505555556,363.5651585555561,2021-01-24 18:25:59-06:00,1.0,2.0,parallel-merged,76.5,20086.0,1.0,1.0,3698.4804799999997,3698.4703440000444,1263.168997000042,TMobile,NSA+LTE,uplink
2021-01-24 18:26:00,44.9736916,-93.22247419999998,0.031716507000000005,334,CONNECTED,-72.0,-72.0,3.0,-73.2,-73.2,2.1,97069543,8675648509,-1237.2,3787000.0,['CONNECTED'],0.967616,56.972096,4685.2764,2987.421235555556,552.1198885555559,2021-01-24 18:26:00-06:00,2.0,3.0,parallel-merged,66.0,20086.0,2.0,2.0,3951.483420000001,3951.005036000049,1515.7036890000486,TMobile,NSA+LTE,uplink
2021-01-24 18:26:01,44.97369170000001,-93.22247430000002,0.0216647,332,CONNECTED,-76.0,-76.0,0.0,-76.3,-76.3,0.0,97222871,8684386601,-1337.6,3787000.0,['CONNECTED'],1.226624,69.904736,5065.4912,3223.4944000000005,788.1930530000004,2021-01-24 18:26:01-06:00,3.0,4.0,parallel-merged,84.0,20086.0,3.0,3.0,4814.629119999997,4813.763348000037,2378.4620010000663,TMobile,NSA+LTE,uplink
2021-01-24 18:26:02,44.9736919,-93.2224745,0.021971522,327,CONNECTED,-77.0,-77.0,0.0,-77.0,-77.0,0.0,97361379,8692610977,-1218.2,3787000.0,['CONNECTED'],1.108064,65.795008,4613.3234,3442.4966100000006,1007.1952630000005,2021-01-24 18:26:02-06:00,4.0,5.0,parallel-merged,63.9,20086.0,4.0,4.0,5352.787940000011,5353.503850000115,2918.2025030000877,TMobile,NSA+LTE,uplink
2021-01-24 18:26:03,44.97369200000001,-93.22247459999998,0.018321478999999998,325,CONNECTED,-77.0,-77.0,0.0,-78.2,-78.2,-1.2,97496995,8700250317,-1363.8,3787000.0,['CONNECTED'],1.084928,61.11472,5164.7106,3710.5026000000007,1275.2012530000006,2021-01-24 18:26:03-06:00,5.0,6.0,parallel-merged,60.8,20086.0,5.0,5.0,5336.13379999998,5336.229244000107,2900.9278970000937,TMobile,NSA+LTE,uplink
2021-01-24 18:26:04,44.9736921,-93.22247459999998,0.013683750999999996,336,CONNECTED,-81.0,-81.0,-2.0,-81.4,-81.4,-3.2,97619143,8707318393,-1201.3,3787000.0,['CONNECTED'],0.977184,56.544608,4549.3231,3933.5947700000006,1498.2934230000005,2021-01-24 18:26:04-06:00,6.0,7.0,parallel-merged,54.5,20086.0,6.0,6.0,5272.328759999986,5271.217426000103,2835.9160790000788,TMobile,NSA+LTE,uplink
2021-01-24 18:26:05,44.97369220000001,-93.22247469999999,0.012637408000000001,334,CONNECTED,-82.0,-82.0,-2.0,-83.2,-83.2,-2.4,97710247,8713917289,-1212.6,3787000.0,['CONNECTED'],0.728832,52.791168,4592.1162,4138.963780000001,1703.6624330000009,2021-01-24 18:26:05-06:00,7.0,8.0,parallel-merged,39.8,20086.0,7.0,7.0,5142.282579999996,5142.5889840001155,2707.287637000083,TMobile,NSA+LTE,uplink
2021-01-24 18:26:06,44.9736923,-93.2224748,0.012800148999999999,329,CONNECTED,-83.0,-83.0,-3.0,-84.2,-84.2,-3.4,97772699,8720174801,-1221.7,3756200.0,['CONNECTED'],0.499616,50.060096,4588.94954,4371.623354000001,1936.3220070000011,2021-01-24 18:26:06-06:00,8.0,9.0,parallel-merged,65.0,20086.0,8.0,8.0,5053.484276855374,5053.670264052916,2618.368917052877,TMobile,NSA+LTE,uplink
2021-01-24 18:26:07,44.97369249999999,-93.22247489999998,0.017560335000000003,335,CONNECTED,-73.0,-73.0,5.0,-79.0,-79.0,-0.4,97850075,8727821497,-1161.6,3743000.0,['CONNECTED'],0.619008,61.173568,4347.8688,4495.611144000001,2060.3097970000013,2021-01-24 18:26:07-06:00,9.0,10.0,parallel-merged,49.3,20086.0,9.0,9.0,4908.207099999995,4907.237634000108,2471.9362870000787,TMobile,NSA+LTE,uplink
