timestamp,latitude,longitude,locationAccuracy,movingSpeed,movingSpeedAccuracyMPS,compassDirection,compassAccuracy,nrStatus,rsrp,nr_ssRsrp,nr_ssSinr,rsrp_avg,nr_ssRsrp_avg,nr_ssSinr_avg,mobileRx,mobileTx,currentNow,voltageNow,nrStatus_array,downlink_mbps,uplink_mbps,sw_power,sw_power_rolled,sw_power_baseline,Throughput,run_number,time_since_start,avg_power,avg_power_rolled,avg_power_baseline,provider,network_type,direction
2021-01-16 19:10:30,44.97374354,-93.22253044,7.3551,0.0002376971789999999,0.0,0,0.0,CONNECTED,-96.0,-96.0,10.0,-97.8,-97.8,8.2,476593309,711407,-2105.7,3783000,['CONNECTED'],1683.213664,1.046496,7965.863099999999,4805.868556666666,2470.9789476666665,1510.0,151.0,2.0,7513.54436000001,7510.482352000124,5175.592743000163,Verizon,ALL,downlink
2021-01-16 19:10:31,44.97374117,-93.222525,6.887800000000001,0.019868078766000004,0.0725603184,161,0.0,CONNECTED,-96.0,-96.0,11.0,-96.0,-96.0,10.1,689102233,860575,-2187.8,3783000,['CONNECTED'],1700.071392,1.193344,8276.447400000001,5308.931896666666,2974.042287666666,1730.0,151.0,3.0,8152.610899999999,8152.671600000118,5817.781991000147,Verizon,ALL,downlink
2021-01-16 19:10:32,44.97373928,-93.22251999,6.3555,0.2121258983,0.080622576,127,0.0,CONNECTED,-96.0,-96.0,11.0,-96.0,-96.0,10.8,925318089,1018331,-2313.9,3627000,['CONNECTED'],1889.726848,1.262048,8392.5153,5803.627786666666,3468.738177666666,1830.0,151.0,4.0,8365.673220000011,8366.598328000147,6031.708719000167,Verizon,ALL,downlink
2021-01-16 19:10:33,44.97373882999999,-93.22251688999998,5.825899999999999,0.22800465600000006,0.080622576,109,0.0,CONNECTED,-96.0,-96.0,10.0,-96.0,-96.0,9.6,1162329761,1189307,-2304.6,3627000,['CONNECTED'],1896.093376,1.367808,8358.7842,6314.659996666665,3979.7703876666656,1830.0,151.0,5.0,8545.904299999993,8544.080760000215,6209.1911510001855,Verizon,ALL,downlink
2021-01-16 19:10:34,44.97373889,-93.222516,4.9961,0.12571448400000002,0.080622576,98,0.0,CONNECTED,-96.0,-96.0,10.0,-96.4,-96.4,8.4,1408815185,1347335,-2327.4,3627000,['CONNECTED'],1971.883392,1.264224,8441.4798,6825.979636666665,4491.090027666665,1940.0,151.0,6.0,8934.077639999972,8934.42070400018,6599.531095000176,Verizon,ALL,downlink
2021-01-16 19:10:35,44.9737389,-93.22251581999998,4.528599999999999,0.066924383,0.080622576,96,0.0,CONNECTED,-98.0,-98.0,10.0,-98.0,-98.0,10.0,1664122921,1508795,-2261.7,3627000,['CONNECTED'],2042.461888,1.29168,8203.185899999999,7351.770659999997,5016.881050999998,1960.0,151.0,7.0,8891.846389277853,8891.724992998807,6556.83538399877,Verizon,ALL,downlink
2021-01-16 19:10:36,44.97373899000001,-93.22251598,4.059,0.021618400000000003,0.08548318800000003,93,0.0,CONNECTED,-92.0,-92.0,16.0,-96.8,-96.8,11.2,1912257481,1662147,-2363.9,3627000,['CONNECTED'],1985.07648,1.226816,8573.8653,7876.7071499999975,5541.817540999998,1820.0,151.0,8.0,8735.121260000018,8736.364974000204,6401.475365000191,Verizon,ALL,downlink
2021-01-16 19:10:37,44.97373818999999,-93.22251501,4.015599999999999,0.07088395099999999,0.7527232796000001,129,0.0,CONNECTED,-92.0,-92.0,16.0,-92.6,-92.6,15.6,2124894597,1796167,-2238.9,3627000,['CONNECTED'],1701.096928,1.07216,8120.4903,8199.084659999997,5864.195050999997,1650.0,151.0,9.0,8918.066839999994,8916.80566200023,6581.916053000193,Verizon,ALL,downlink
2021-01-16 19:10:38,44.97373657000001,-93.22251229,4.015999999999999,0.192231819,0.15524042440000008,131,0.0,CONNECTED,-95.0,-95.0,14.0,-95.0,-95.0,14.0,2338980001,1934207,-2379.7,3627000,['CONNECTED'],1712.683232,1.10432,8631.1719,8296.976609999998,5962.087000999998,1670.0,151.0,10.0,8865.474599999987,8866.599838000231,6531.710229000204,Verizon,ALL,downlink
2021-01-16 19:10:39,44.97373517,-93.22251029,4.019999999999999,0.21163692500000006,0.080622576,133,0.0,CONNECTED,-95.0,-95.0,16.0,-95.0,-95.0,14.4,2587160293,2097227,-2351.3,3627000,['CONNECTED'],1985.442336,1.30416,8528.1651,8349.196829999997,6014.307220999997,1840.0,151.0,11.0,8604.41103999999,8603.51336600024,6268.6237570001995,Verizon,ALL,downlink
