timestamp,latitude,longitude,movingSpeed,compassDirection,nrStatus,rsrp,nr_ssRsrp,nr_ssSinr,rsrp_avg,nr_ssRsrp_avg,nr_ssSinr_avg,mobileRx,mobileTx,currentNow,voltageNow,nrStatus_array,downlink_mbps,uplink_mbps,sw_power,sw_power_rolled,sw_power_baseline,Fixedtimestamp,_start,_end,iperf_type,Throughput,run_number,seq_no,time_since_start,avg_power,avg_power_rolled,avg_power_baseline,provider,radio_type_used,direction
2021-01-15 21:51:45,44.9736933,-93.2224884,0.5237662000000001,30,CONNECTED,-94.0,-94.0,14.0,-96.7,-96.7,13.9,21514899,425944,-1613.4,3794000.0,['CONNECTED'],166.528416,0.26688,6121.2396,3993.736423950617,1636.463883356867,2021-01-15 21:51:45-06:00,0.0,1.0,parallel-merged,883.0,123.0,0.0,0.0,3775.241948389675,3775.175553110562,1417.903012516822,Verizon,DEFAULT,downlink
2021-01-15 21:51:46,44.97369452,-93.2224879,0.488754388,28,CONNECTED,-94.0,-94.0,13.0,-94.0,-94.0,12.6,199056611,536876,-2145.4,3794000.0,['CONNECTED'],1420.333696,0.887456,8139.6476,4434.6169,2077.34435940625,2021-01-15 21:51:46-06:00,1.0,2.0,parallel-merged,1140.0,123.0,1.0,1.0,4833.651440000008,4830.464420000007,2473.191879406213,Verizon,DEFAULT,downlink
2021-01-15 21:51:47,44.9736994,-93.2224859,0.3487071400000001,18,CONNECTED,-94.0,-94.0,14.0,-94.2,-94.2,9.5,326634423,617216,-1970.7,3794000.0,['CONNECTED'],1020.622496,0.64272,7476.8358,4813.827200000001,2456.5546594062507,2021-01-15 21:51:47-06:00,2.0,3.0,parallel-merged,902.0,123.0,2.0,2.0,7446.13904000002,7446.442071999965,5089.169531406182,Verizon,DEFAULT,downlink
2021-01-15 21:51:48,44.97370008,-93.22248612,0.4219322200000001,79,CONNECTED,-96.0,-96.0,14.0,-96.2,-96.2,13.8,432000595,687940,-2103.7,3794000.0,['CONNECTED'],842.929376,0.565792,7981.437799999999,5266.71698,2909.4444394062502,2021-01-15 21:51:48-06:00,3.0,4.0,parallel-merged,757.0,123.0,3.0,3.0,8127.5599599999905,8127.167114000002,5769.894573406204,Verizon,DEFAULT,downlink
2021-01-15 21:51:49,44.97370346000001,-93.22248682,0.7241649319999999,324,CONNECTED,-94.0,-94.0,16.0,-97.6,-97.6,12.4,551882971,771484,-2161.2,3794000.0,['CONNECTED'],959.059008,0.668352,8199.592799999999,5638.98426,3281.7117194062503,2021-01-15 21:51:49-06:00,4.0,5.0,parallel-merged,1040.0,123.0,4.0,4.0,7836.262560000001,7837.106073999992,5479.8335334062085,Verizon,DEFAULT,downlink
2021-01-15 21:51:50,44.97370726000001,-93.22248627999998,0.798244128,328,CONNECTED,-91.0,-91.0,16.0,-93.7,-93.7,15.0,700873407,865532,-2140.5,3794000.0,['CONNECTED'],1191.923488,0.752384,8121.057,6066.4163,3709.14375940625,2021-01-15 21:51:50-06:00,5.0,6.0,parallel-merged,1270.0,123.0,5.0,5.0,7938.610719999987,7936.543484000006,5579.2709434062335,Verizon,DEFAULT,downlink
2021-01-15 21:51:51,44.97371190000001,-93.222487,0.94524264,336,CONNECTED,-89.0,-89.0,19.0,-90.8,-90.8,7.3,881261411,995980,-2256.3,3794000.0,['CONNECTED'],1443.104032,1.043584,8560.4022,6528.10816,4170.83561940625,2021-01-15 21:51:51-06:00,6.0,7.0,parallel-merged,1490.0,123.0,6.0,6.0,8388.724099999996,8389.309551999975,6032.037011406198,Verizon,DEFAULT,downlink
2021-01-15 21:51:52,44.97371314,-93.22248538,0.841543422,337,CONNECTED,-89.0,-89.0,19.0,-89.0,-89.0,18.9,1070815523,1123620,-2225.4,3794000.0,['CONNECTED'],1516.432896,1.02112,8443.1676,7015.788919999999,4658.516379406249,2021-01-15 21:51:52-06:00,7.0,8.0,parallel-merged,1520.0,123.0,7.0,7.0,8355.589119999993,8354.700943999887,5997.428403406157,Verizon,DEFAULT,downlink
2021-01-15 21:51:55,44.97371701999998,-93.22247014,0.6241595679999999,337,CONNECTED,-91.0,-91.0,16.0,-91.0,-91.0,15.3,1675081342,1503757,-2279.9,3794000.0,['CONNECTED'],1884.07148,1.179272,8649.9406,8329.954639999998,5972.682099406248,2021-01-15 21:51:55-06:00,10.0,11.0,parallel-merged,1460.0,123.0,10.0,10.0,8551.466400000023,8552.325235999886,6195.052695406102,Verizon,DEFAULT,downlink
2021-01-15 21:51:56,44.97371799,-93.22246748,1.202652828,337,CONNECTED,-91.0,-91.0,15.0,-91.2,-91.2,9.6,1839679834,1615737,-2362.8,3794000.0,['CONNECTED'],1316.787936,0.89584,8964.4632,8412.436199999998,6055.163659406248,2021-01-15 21:51:56-06:00,11.0,12.0,parallel-merged,1570.0,123.0,11.0,11.0,9025.482539999995,9025.784975999886,6668.512435406099,Verizon,DEFAULT,downlink
