timestamp,latitude,longitude,movingSpeed,compassDirection,nrStatus,rsrp,nr_ssRsrp,nr_ssSinr,rsrp_avg,nr_ssRsrp_avg,nr_ssSinr_avg,mobileRx,mobileTx,currentNow,voltageNow,nrStatus_array,downlink_mbps,uplink_mbps,sw_power,sw_power_rolled,sw_power_baseline,Fixedtimestamp,_start,_end,iperf_type,Throughput,run_number,seq_no,time_since_start,avg_power,avg_power_rolled,avg_power_baseline,provider,radio_type_used,direction
2021-01-15 22:30:57,44.973668,-93.22248922,0.0079628106,253,CONNECTED,-81.0,-81.0,-1.0,-81.0,-81.0,-1.0,100543429242,87906809,-1480.1,3779000,"['NOT_RESTRICTED', 'CONNECTED']",141.70092,0.747,5593.2979,3137.28801,780.0154694062503,2021-01-15 22:30:57-06:00,0.0,1.0,parallel-merged,420.0,131.0,0.0,0.0,3578.6058800000033,3578.216787999911,1220.9442474061573,Verizon,DEFAULT,downlink
2021-01-15 22:30:58,44.97366635,-93.22249092,0.1836339657,249,CONNECTED,-86.0,-86.0,21.0,-86.0,-86.0,21.0,100606777130,87958745,-1859.1,3779000,['CONNECTED'],506.783104,0.415488,7025.5389,3548.17868,1190.90613940625,2021-01-15 22:30:58-06:00,1.0,2.0,parallel-merged,415.0,131.0,1.0,1.0,5273.615980000002,5270.479435999876,2913.2068954061388,Verizon,DEFAULT,downlink
2021-01-15 22:30:59,44.97366092,-93.22249658,0.5911999280000001,212,CONNECTED,-90.0,-90.0,13.0,-90.0,-90.0,13.0,100674078255,88035951,-1970.2,3779000,['CONNECTED'],538.409,0.617648,7445.3858,3994.8942700000007,1637.6217294062508,2021-01-15 22:30:59-06:00,2.0,3.0,parallel-merged,559.0,131.0,2.0,2.0,7307.868360000011,7306.235695999901,4948.963155406158,Verizon,DEFAULT,downlink
2021-01-15 22:31:00,44.97365892000001,-93.22250086,0.5578881680000001,216,CONNECTED,-96.0,-96.0,10.0,-96.0,-96.0,10.0,100739443811,88095627,-1843.6,3779000,['CONNECTED'],522.924448,0.477408,6966.9644,4401.968150000001,2044.6956094062507,2021-01-15 22:31:00-06:00,3.0,4.0,parallel-merged,456.0,131.0,3.0,3.0,7231.555679999997,7232.158859999897,4874.886319406135,Verizon,DEFAULT,downlink
2021-01-15 22:31:01,44.97365726,-93.22250579,0.48277249,227,CONNECTED,-98.0,-98.0,9.0,-98.0,-98.0,9.0,100797783303,88148623,-1797.5,3779000,['CONNECTED'],466.715936,0.423968,6792.7525,4821.2104100000015,2463.9378694062516,2021-01-15 22:31:01-06:00,4.0,5.0,parallel-merged,487.0,131.0,4.0,4.0,7352.01609999999,7351.469145999881,4994.196605406135,Verizon,DEFAULT,downlink
2021-01-15 22:31:02,44.97365567999999,-93.22250954,0.4237540899999999,233,CONNECTED,-98.0,-98.0,9.0,-98.0,-98.0,9.0,100872892543,88208319,-2029.0,3779000,['CONNECTED'],600.87392,0.477568,7667.591,5306.320640000001,2949.048099406251,2021-01-15 22:31:02-06:00,5.0,6.0,parallel-merged,625.0,131.0,5.0,5.0,7215.521699999998,7215.407779999883,4858.135239406105,Verizon,DEFAULT,downlink
2021-01-15 22:31:03,44.97365416,-93.22251219999998,0.34070739200000005,228,CONNECTED,-98.0,-98.0,6.0,-98.0,-98.0,6.0,100956969939,88267239,-1870.4,3779000,['CONNECTED'],672.619168,0.47136,7068.2416,5767.849910000001,3410.577369406251,2021-01-15 22:31:03-06:00,6.0,7.0,parallel-merged,584.0,131.0,6.0,6.0,7267.0156400000005,7268.347881999886,4911.075341406155,Verizon,DEFAULT,downlink
2021-01-15 22:31:04,44.97365298,-93.22251046,0.179249572,191,CONNECTED,-93.0,-93.0,14.0,-93.0,-93.0,14.0,100990831835,88298335,-1570.9,3779000,['CONNECTED'],270.895168,0.248768,5936.4311,6101.006550000001,3743.734009406251,2021-01-15 22:31:04-06:00,7.0,8.0,parallel-merged,155.0,131.0,7.0,7.0,7310.859971994415,7311.904064812861,4954.6315242191085,Verizon,DEFAULT,downlink
2021-01-15 22:31:05,44.97365200999999,-93.22250806,0.14941507550000002,144,CONNECTED,-97.0,-97.0,3.0,-97.0,-97.0,3.0,101038742247,88347127,-1652.3,3779000,['CONNECTED'],383.283296,0.390336,6244.0417,6477.546110000001,4120.273569406251,2021-01-15 22:31:05-06:00,8.0,9.0,parallel-merged,415.0,131.0,8.0,8.0,6370.964960000022,6373.504079999856,4016.23153940611,Verizon,DEFAULT,downlink
2021-01-15 22:31:06,44.9736509,-93.22250714,0.1913709575,158,CONNECTED,-95.0,-95.0,14.0,-95.0,-95.0,14.0,101095418171,88396723,-1835.5,3779000,['CONNECTED'],453.407392,0.396768,6936.3545,6767.659940000002,4410.387399406252,2021-01-15 22:31:06-06:00,9.0,10.0,parallel-merged,493.0,131.0,9.0,9.0,6170.753280000005,6166.649537999877,3809.3769974061115,Verizon,DEFAULT,downlink
