start,end,seconds,bytes,bits_per_second,jitter_ms,lost_packets,packets,lost_percent,omitted,sender,interval,type,rtt,snd_cwnd,timestamp,throughput,protocol,direction,throughput_rolled3
0.0,1.00008,1.0000799894332886,227784416,1822129576.8877664,0.001381634653606882,30693,196234,15.641020414403213,False,False,0,summary,,,2021-05-18 21:32:43.000080,1822.1295768877665,UDP,downlink,1822.1295768877665
1.00008,2.000079,0.9999989867210388,249003712,1992031714.4838264,0.0012355191863387717,6118,187080,3.2702587128501177,False,False,1,summary,,,2021-05-18 21:32:44.000079,1992.0317144838264,UDP,downlink,1907.0806456857963
2.000079,3.000021,0.9999420046806335,238839200,1910824418.8724258,0.036491246912480554,12885,186460,6.910329293145983,False,False,2,summary,,,2021-05-18 21:32:45.000021,1910.824418872426,UDP,downlink,1908.3285700813394
3.000021,4.000017,0.9999960064888,230511648,1844100548.436194,0.0018434713376138565,18753,186276,10.067319461444308,False,False,3,summary,,,2021-05-18 21:32:46.000017,1844.100548436194,UDP,downlink,1915.6522272641487
4.000017,5.000018,1.0000009536743164,216908512,1735266441.120963,0.006450985904174599,14451,172088,8.39744781739575,False,False,4,summary,,,2021-05-18 21:32:47.000018,1735.266441120963,UDP,downlink,1830.0638028098608
5.000018,6.000019,1.0000009536743164,207414112,1659311313.5574174,0.004921737060621019,37842,188579,20.066921555422397,False,False,5,summary,,,2021-05-18 21:32:48.000019,1659.3113135574174,UDP,downlink,1746.2261010381915
6.000019,7.000018,0.9999989867210388,210668352,1685348523.7282014,0.0019775509459739275,30166,183268,16.460047580592356,False,False,6,summary,,,2021-05-18 21:32:49.000018,1685.3485237282014,UDP,downlink,1693.3087594688604
7.000018,8.000019,1.0000009536743164,226441440,1811529792.3905635,0.002011241321673162,29178,193743,15.060157012124309,False,False,7,summary,,,2021-05-18 21:32:50.000019,1811.5297923905634,UDP,downlink,1718.7298765587275
8.000019,9.000081,1.0000619888305664,223265632,1786014343.059499,0.0012677623541958276,26846,189103,14.196496089432744,False,False,8,summary,,,2021-05-18 21:32:51.000081,1786.014343059499,UDP,downlink,1760.964219726088
9.000081,10.000018,0.9999369978904724,230638240,1845222172.889439,0.0017442783175446194,21927,189542,11.568412278017536,False,False,9,summary,,,2021-05-18 21:32:52.000018,1845.2221728894392,UDP,downlink,1814.2554361131672
10.000018,11.000093,1.0000749826431274,223130784,1784912434.5479066,0.0023444983199142834,24569,186728,13.15764106079431,False,False,10,summary,,,2021-05-18 21:32:53.000093,1784.9124345479067,UDP,downlink,1805.3829834989483
11.000093,12.000018,0.9999250173568726,200843712,1606870183.373512,0.004728269897819538,25957,171919,15.098389357778954,False,False,11,summary,,,2021-05-18 21:32:54.000018,1606.870183373512,UDP,downlink,1745.6682636036194
12.000018,13.000097,1.0000790357589722,204967584,1639611084.0935495,0.0014708401487221602,53555,202514,26.44508527805485,False,False,12,summary,,,2021-05-18 21:32:55.000097,1639.6110840935494,UDP,downlink,1677.1312340049897
13.000097,14.000018,0.9999210238456726,223184448,1785616605.1325765,0.0019493197070423285,23094,185292,12.46357101224014,False,False,13,summary,,,2021-05-18 21:32:56.000018,1785.6166051325765,UDP,downlink,1677.3659575332128
14.000018,15.000017,0.9999989867210388,219251840,1754016497.3080144,0.004664864776349243,23948,183288,13.065776264676357,False,False,14,summary,,,2021-05-18 21:32:57.000017,1754.0164973080143,UDP,downlink,1726.4147288447136
15.000017,16.000018,1.0000009536743164,233814048,1870510600.142082,0.002045504626773374,13812,183735,7.517348354967752,False,False,15,summary,,,2021-05-18 21:32:58.000018,1870.510600142082,UDP,downlink,1803.3812341942241
16.000018,17.000097,1.0000790357589722,198050432,1584278241.3667705,0.0021073776062852895,34915,178847,19.52227322795462,False,False,16,summary,,,2021-05-18 21:32:59.000097,1584.2782413667705,UDP,downlink,1736.2684462722889
17.000097,18.000018,0.9999210238456726,205314336,1642644417.7390404,0.0020807560351168057,39336,188547,20.862702668300212,False,False,17,summary,,,2021-05-18 21:33:00.000018,1642.6444177390404,UDP,downlink,1699.1444197492974
18.000018,19.000099,1.000080943107605,212762624,1701963229.80715,0.05284695495557078,29645,184269,16.08789324303057,False,False,18,summary,,,2021-05-18 21:33:01.000099,1701.96322980715,UDP,downlink,1642.9619629709869
19.000099,20.000588,1.0004889965057373,224513664,1795231450.0939143,0.002523325902663385,22528,185692,12.131917368545764,False,False,19,summary,,,2021-05-18 21:33:02.000588,1795.2314500939142,UDP,downlink,1713.279699213368
20.000588,21.000079,0.9994909763336182,222559744,1781384718.9808922,0.0020914461471417864,20055,181799,11.031413814157393,False,False,20,summary,,,2021-05-18 21:33:03.000079,1781.384718980892,UDP,downlink,1759.5264662939853
21.000079,22.000079,1.0,213351552,1706812416.0,0.0024514643018459887,23614,178666,13.216840361344632,False,False,21,summary,,,2021-05-18 21:33:04.000079,1706.812416,UDP,downlink,1761.1428616916019
22.000079,23.000098,1.0000189542770386,204718528,1637717182.2548168,0.029157166691934012,40517,189295,21.40415753189466,False,False,22,summary,,,2021-05-18 21:33:05.000098,1637.7171822548169,UDP,downlink,1708.6381057452363
23.000098,24.000019,0.9999210238456726,202837536,1622828452.7503314,0.0020942202766490114,36648,184059,19.911006796733655,False,False,23,summary,,,2021-05-18 21:33:06.000019,1622.8284527503315,UDP,downlink,1655.786017001716
24.000019,25.00008,1.00006103515625,221650208,1773093442.9646628,0.002700154692066056,26548,187631,14.14904786522483,False,False,24,summary,,,2021-05-18 21:33:07.000080,1773.0934429646627,UDP,downlink,1677.8796926566038
25.00008,26.000082,1.0000020265579224,229413600,1835305080.6479487,0.0030211023501791386,19535,186260,10.488027488456996,False,False,25,summary,,,2021-05-18 21:33:08.000082,1835.3050806479487,UDP,downlink,1743.7423254543144
26.000082,27.000019,0.9999369978904724,237768672,1902269222.9739368,0.004866114395512458,13207,186004,7.1003849379583235,False,False,26,summary,,,2021-05-18 21:33:09.000019,1902.2692229739368,UDP,downlink,1836.889248862183
27.000019,28.000058,1.000038981437683,237913152,1903231025.31839,0.025485233330187564,10935,183837,5.948204115602409,False,False,27,summary,,,2021-05-18 21:33:10.000058,1903.2310253183898,UDP,downlink,1880.268442980092
28.000058,29.000029,0.9999709725379944,234574976,1876654282.5108833,0.012038524396641855,16906,187382,9.022211311652134,False,False,28,summary,,,2021-05-18 21:33:11.000029,1876.6542825108834,UDP,downlink,1894.051510267737
29.000029,30.000148,1.0001189708709717,202993024,1623751012.9277508,0.001660985043201113,31760,179284,17.714910421454228,False,False,29,summary,,,2021-05-18 21:33:12.000148,1623.751012927751,UDP,downlink,1801.2121069190082
