start,end,seconds,bytes,bits_per_second,retransmits,omitted,interval,type,rtt,snd_cwnd,timestamp,throughput,protocol,direction,throughput_rolled3
0.0,0.500088,0.500088,106954752,1710975000.0,0,False,0,summary,40.243625,0.232544,2021-05-18 20:45:47.500088,1710.975,TCP,downlink,1710.975
0.500088,1.000118,0.50003,54016064,864205101.276821,0,False,1,summary,39.60775,0.42484,2021-05-18 20:45:48.000118,864.205101276821,TCP,downlink,1287.5900506384105
1.000118,1.500104,0.499986,55506208,888124313.949766,1,False,2,summary,39.582875,0.683872,2021-05-18 20:45:48.500104,888.124313949766,TCP,downlink,1154.434805075529
1.500104,2.000075,0.499971,92106464,1473789000.0,1,False,3,summary,39.970875,1.091856,2021-05-18 20:45:49.000075,1473.789,TCP,downlink,1075.3728050755292
2.000075,2.500293,0.500218,109288512,1747854000.0,0,False,4,summary,51.4515,1.70538,2021-05-18 20:45:49.500293,1747.854,TCP,downlink,1369.9224379832556
2.500293,3.000089,0.499796,110193824,1763821000.0,0,False,5,summary,69.62875,2.32372,2021-05-18 20:45:50.000089,1763.821,TCP,downlink,1661.8213333333333
3.000089,3.500293,0.500204,127777312,2043603000.0,1,False,6,summary,82.829375,2.68836,2021-05-18 20:45:50.500293,2043.603,TCP,downlink,1851.7593333333334
3.500293,4.000104,0.499811,126290752,2021416000.0,1,False,7,summary,87.504375,2.907316,2021-05-18 20:45:51.000104,2021.416,TCP,downlink,1942.9466666666667
4.000104,4.500112,0.500008,125206016,2003264000.0,3,False,8,summary,84.295,3.127476,2021-05-18 20:45:51.500112,2003.264,TCP,downlink,2022.7610000000002
4.500112,5.000092,0.49998,126770272,2028406000.0,0,False,9,summary,107.71075,3.555756,2021-05-18 20:45:52.000092,2028.406,TCP,downlink,2017.6953333333333
5.000092,5.500111,0.500019,127748320,2043896000.0,0,False,10,summary,117.89775,4.023252,2021-05-18 20:45:52.500111,2043.896,TCP,downlink,2025.1886666666667
5.500111,6.000151,0.50004,92157824,1474407000.0,2,False,11,summary,180.366625,3.739108,2021-05-18 20:45:53.000151,1474.407,TCP,downlink,1848.903
6.000151,6.500095,0.499944,132791168,2124897000.0,0,False,12,summary,121.768125,4.321672,2021-05-18 20:45:53.500095,2124.897,TCP,downlink,1881.0666666666666
6.500095,7.000103,0.500008,138549312,2216753000.0,0,False,13,summary,146.213625,4.843348,2021-05-18 20:45:54.000103,2216.753,TCP,downlink,1938.6856666666665
7.000103,7.500082,0.499979,135011872,2160281000.0,2,False,14,summary,148.661625,4.8633,2021-05-18 20:45:54.500082,2160.281,TCP,downlink,2167.3103333333333
7.500082,8.000123,0.500041,137112512,2193620000.0,0,False,15,summary,144.39975,4.636776,2021-05-18 20:45:55.000123,2193.62,TCP,downlink,2190.218
8.000123,8.500083,0.49996,125951808,2015390000.0,1,False,16,summary,140.59575,4.61476,2021-05-18 20:45:55.500083,2015.39,TCP,downlink,2123.0969999999998
8.500083,9.000043,0.49996,129432896,2071092000.0,0,False,17,summary,144.8115,4.6741,2021-05-18 20:45:56.000043,2071.092,TCP,downlink,2093.367333333333
9.000043,9.500082,0.500039,123778272,1980297000.0,0,False,18,summary,151.089375,4.73086,2021-05-18 20:45:56.500082,1980.297,TCP,downlink,2022.2596666666666
