start,end,seconds,bytes,bits_per_second,retransmits,omitted,interval,type,rtt,snd_cwnd,timestamp,throughput,protocol,direction,throughput_rolled3
0.0,0.500086,0.500086,11665408,186614404.529677,1,False,0,summary,41.094,0.078432,2021-05-11 17:38:58.500086,186.61440452967702,TCP,downlink,186.61440452967702
0.500086,1.000082,0.499996,917504,14680183.000965,0,False,1,summary,41.382,0.088064,2021-05-11 17:38:59.000082,14.680183000965,TCP,downlink,100.64729376532101
1.000082,1.500077,0.499995,1048576,16777384.001682,0,False,2,summary,40.938,0.09632,2021-05-11 17:38:59.500077,16.777384001681998,TCP,downlink,72.69065717744134
1.500077,2.000093,0.500016,1179648,18873765.019264,0,False,3,summary,41.786,0.104576,2021-05-11 17:39:00.000093,18.873765019264003,TCP,downlink,16.777110673970338
2.000093,2.500089,0.499996,1310720,20971690.001378,0,False,4,summary,43.373,0.112832,2021-05-11 17:39:00.500089,20.971690001378,TCP,downlink,18.874279674108
2.500089,3.000078,0.499989,1310720,20971980.01009,0,False,5,summary,39.961,0.121088,2021-05-11 17:39:01.000078,20.97198001009,TCP,downlink,20.272478343577333
3.000078,3.500141,0.500063,1441792,23065768.365524,0,False,6,summary,45.5,0.129344,2021-05-11 17:39:01.500141,23.065768365524,TCP,downlink,21.669812792330664
3.500141,4.000144,0.500003,1572864,25165668.000967,0,False,7,summary,44.679,0.138976,2021-05-11 17:39:02.000144,25.165668000967,TCP,downlink,23.067805458860335
4.000144,4.500079,0.499935,1703936,27266525.462057,0,False,8,summary,47.435,0.147232,2021-05-11 17:39:02.500079,27.266525462056997,TCP,downlink,25.165987276182666
4.500079,5.000151,0.500072,1572864,25162200.521798,0,False,9,summary,40.978,0.155488,2021-05-11 17:39:03.000151,25.162200521798,TCP,downlink,25.86479799494067
5.000151,5.500079,0.499928,1966080,31461810.652436,0,False,10,summary,43.562,0.163744,2021-05-11 17:39:03.500079,31.461810652436,TCP,downlink,27.963512212097
5.500079,6.000079,0.5,1966080,31457280.0,0,False,11,summary,41.519,0.183008,2021-05-11 17:39:04.000079,31.45728,TCP,downlink,29.36043039141133
6.000079,6.500079,0.5,2097152,33554432.0,0,False,12,summary,56.651,0.217408,2021-05-11 17:39:04.500079,33.554432,TCP,downlink,32.15784088414533
6.500079,7.000076,0.499997,2359296,37748952.001236,0,False,13,summary,42.306,0.249056,2021-05-11 17:39:05.000076,37.748952001236,TCP,downlink,34.25355466707866
7.000076,7.500195,0.500119,2228224,35643103.01798,0,False,14,summary,49.583,0.284832,2021-05-11 17:39:05.500195,35.64310301798,TCP,downlink,35.64882900640533
7.500195,8.000096,0.499901,1835008,29365939.149953,0,False,15,summary,76.1,0.328864,2021-05-11 17:39:06.000096,29.365939149953,TCP,downlink,34.252664723056334
8.000096,8.500109,0.500013,2097152,33553568.022247,0,False,16,summary,81.907,0.3784,2021-05-11 17:39:06.500109,33.553568022247,TCP,downlink,32.85420339672666
8.500109,9.000085,0.499976,2883584,46139566.107018,0,False,17,summary,81.208,0.441696,2021-05-11 17:39:07.000085,46.139566107018,TCP,downlink,36.353024426405995
9.000085,9.500116,0.500031,2883584,46134484.177277,0,False,18,summary,76.96,0.50912,2021-05-11 17:39:07.500116,46.134484177276995,TCP,downlink,41.94253943551399
9.500116,10.000128,0.500012,3145728,50330424.029765,0,False,19,summary,80.37,0.579296,2021-05-11 17:39:08.000128,50.330424029765005,TCP,downlink,47.53482477135333
10.000128,10.500156,0.500028,4194304,67105120.208866,0,False,20,summary,79.21,0.670112,2021-05-11 17:39:08.500156,67.105120208866,TCP,downlink,54.52334280530266
10.500156,11.000144,0.499988,4325376,69207666.03934,0,False,21,summary,84.782,0.758176,2021-05-11 17:39:09.000144,69.20766603934,TCP,downlink,62.21440342599033
11.000144,11.500176,0.500032,4849664,77589666.316777,0,False,22,summary,82.784,0.85312,2021-05-11 17:39:09.500176,77.58966631677701,TCP,downlink,71.300817521661
