start,end,seconds,bytes,bits_per_second,retransmits,omitted,interval,type,rtt,snd_cwnd,timestamp,throughput,protocol,direction,throughput_rolled3
0.0,0.500117,0.500117,94371840,1509597000.0,1,False,0,summary,56.82775,0.7353,2021-05-18 21:14:43.500117,1509.597,TCP,downlink,1509.597
0.500117,1.000322,0.500205,135138176,2161325000.0,0,False,1,summary,91.3895,2.563316,2021-05-18 21:14:44.000322,2161.325,TCP,downlink,1835.4609999999998
1.000322,1.500115,0.499793,108545952,1737454000.0,0,False,2,summary,96.088125,3.162048,2021-05-18 21:14:44.500115,1737.454,TCP,downlink,1802.7919999999997
1.500115,2.000094,0.499979,127068640,2033184000.0,0,False,3,summary,119.52125,3.860884,2021-05-18 21:14:45.000094,2033.184,TCP,downlink,1977.321
2.000094,2.500088,0.499994,124123616,1986002000.0,0,False,4,summary,142.044875,4.544928,2021-05-18 21:14:45.500088,1986.002,TCP,downlink,1918.88
2.500088,3.000113,0.500025,125721760,2011447000.0,0,False,5,summary,159.77325,4.918684,2021-05-18 21:14:46.000113,2011.447,TCP,downlink,2010.2110000000002
3.000113,3.500108,0.499995,121752544,1948060000.0,2,False,6,summary,154.84375,4.767324,2021-05-18 21:14:46.500108,1948.06,TCP,downlink,1981.8363333333336
3.500108,4.000215,0.500107,119972160,1919145000.0,1,False,7,summary,154.328125,4.883252,2021-05-18 21:14:47.000215,1919.145,TCP,downlink,1959.5506666666668
4.000215,4.500082,0.499867,133468096,2136057000.0,2,False,8,summary,165.052375,4.810668,2021-05-18 21:14:47.500082,2136.057,TCP,downlink,2001.0873333333332
4.500082,5.000069,0.499987,133634496,2138208000.0,2,False,9,summary,162.56575,4.807916,2021-05-18 21:14:48.000069,2138.208,TCP,downlink,2064.47
5.000069,5.500109,0.50004,129488704,2071653000.0,1,False,10,summary,153.889125,4.63368,2021-05-18 21:14:48.500109,2071.653,TCP,downlink,2115.306
5.500109,6.000112,0.500003,112833792,1805330000.0,0,False,11,summary,151.145875,4.695944,2021-05-18 21:14:49.000112,1805.33,TCP,downlink,2005.0636666666667
6.000112,6.500069,0.499957,123739424,1980001000.0,1,False,12,summary,157.923,4.710736,2021-05-18 21:14:49.500069,1980.001,TCP,downlink,1952.3280000000002
6.500069,7.000327,0.500258,111253696,1779141000.0,1,False,13,summary,168.91225,4.60874,2021-05-18 21:14:50.000327,1779.141,TCP,downlink,1854.8239999999998
7.000327,7.500117,0.49979,99462656,1592071000.0,2,False,14,summary,154.894875,4.402168,2021-05-18 21:14:50.500117,1592.071,TCP,downlink,1783.7376666666667
7.500117,8.002158,0.502041,128734144,2051372000.0,0,False,15,summary,147.619,4.376884,2021-05-18 21:14:51.002158,2051.372,TCP,downlink,1807.5279999999996
8.002158,8.500109,0.497951,114324416,1836717000.0,0,False,16,summary,151.052375,4.419196,2021-05-18 21:14:51.500109,1836.717,TCP,downlink,1826.72
8.500109,9.000139,0.50003,105921344,1694640000.0,1,False,17,summary,147.931375,4.359168,2021-05-18 21:14:52.000139,1694.64,TCP,downlink,1860.9096666666667
9.000139,9.500114,0.499975,130321472,2085248000.0,0,False,18,summary,142.00925,4.396664,2021-05-18 21:14:52.500114,2085.248,TCP,downlink,1872.201666666667
9.500114,10.000161,0.500047,107129920,1713918000.0,0,False,19,summary,148.945625,4.431064,2021-05-18 21:14:53.000161,1713.918,TCP,downlink,1831.2686666666668
10.000161,10.500305,0.500144,130750848,2091411000.0,0,False,20,summary,145.15025,4.464088,2021-05-18 21:14:53.500305,2091.411,TCP,downlink,1963.5256666666667
10.500305,11.000127,0.499822,116365504,1862511000.0,0,False,21,summary,138.894375,4.492124,2021-05-18 21:14:54.000127,1862.511,TCP,downlink,1889.28
11.000127,11.500083,0.499956,108212384,1731550000.0,0,False,22,summary,115.38775,4.523772,2021-05-18 21:14:54.500083,1731.55,TCP,downlink,1895.1573333333336
11.500083,12.001086,0.501003,127366944,2033791000.0,0,False,23,summary,128.4855,4.551292,2021-05-18 21:14:55.001086,2033.791,TCP,downlink,1875.9506666666668
12.001086,12.500111,0.499025,125349472,2009511000.0,27,False,24,summary,144.158375,4.572104,2021-05-18 21:14:55.500111,2009.511,TCP,downlink,1924.9506666666668
12.500111,13.000095,0.499984,116628544,1866116000.0,1,False,25,summary,160.29825,4.566084,2021-05-18 21:14:56.000095,1866.116,TCP,downlink,1969.8060000000003
13.000095,13.500085,0.49999,97717600,1563513000.0,1,False,26,summary,123.871625,4.110284,2021-05-18 21:14:56.500085,1563.513,TCP,downlink,1813.0466666666669
13.500085,14.000224,0.500139,138973888,2222964000.0,0,False,27,summary,123.68475,4.17788,2021-05-18 21:14:57.000224,2222.964,TCP,downlink,1884.197666666667
14.000224,14.500118,0.499894,129279584,2068911000.0,0,False,28,summary,132.418375,4.242552,2021-05-18 21:14:57.500118,2068.911,TCP,downlink,1951.7960000000003
14.500118,15.000082,0.499964,124473792,1991724000.0,0,False,29,summary,129.446125,4.308772,2021-05-18 21:14:58.000082,1991.724,TCP,downlink,2094.5330000000004
15.000082,15.50011,0.500028,125545376,2008614000.0,0,False,30,summary,136.911625,4.369832,2021-05-18 21:14:58.500110,2008.614,TCP,downlink,2023.0830000000005
15.50011,16.00012,0.50001,129707584,2075280000.0,0,False,31,summary,141.785125,4.431924,2021-05-18 21:14:59.000120,2075.28,TCP,downlink,2025.2060000000008
16.00012,16.500196,0.500076,124286656,1988284000.0,0,False,32,summary,141.988,4.49178,2021-05-18 21:14:59.500196,1988.284,TCP,downlink,2024.0593333333338
