start,end,seconds,bytes,bits_per_second,retransmits,omitted,interval,type,rtt,snd_cwnd,timestamp,throughput,protocol,direction,throughput_rolled3
0.0,0.500143,0.500143,1930944,30886267.368024,0,False,0,summary,25.999,0.154112,2021-05-11 17:20:35.500143,30.886267368024,TCP,downlink,30.886267368024
0.500143,1.000093,0.49995,4718592,75505032.757102,0,False,1,summary,29.151,0.367392,2021-05-11 17:20:36.000093,75.505032757102,TCP,downlink,53.195650062563004
1.000093,1.500161,0.500068,10616832,169846230.136793,0,False,2,summary,28.169,0.842112,2021-05-11 17:20:36.500161,169.846230136793,TCP,downlink,92.079176753973
1.500161,2.000141,0.49998,25821184,413155492.662845,0,False,3,summary,27.465,2.054368,2021-05-11 17:20:37.000141,413.155492662845,TCP,downlink,219.50225185224664
2.000141,2.500163,0.500022,47316992,757038300.488757,0,False,4,summary,29.575,2.859328,2021-05-11 17:20:37.500163,757.038300488757,TCP,downlink,446.6800077627983
2.500163,3.000157,0.499994,52297728,836773623.118913,0,False,5,summary,28.07,2.879968,2021-05-11 17:20:38.000157,836.7736231189131,TCP,downlink,668.9891387568382
3.000157,3.500075,0.499918,51380224,822218454.123014,0,False,6,summary,27.884,2.879968,2021-05-11 17:20:38.500075,822.218454123014,TCP,downlink,805.3434592435611
3.500075,4.000074,0.499999,51249152,819988387.004661,0,False,7,summary,28.337,2.879968,2021-05-11 17:20:39.000074,819.9883870046609,TCP,downlink,826.3268214155291
4.000074,4.500187,0.500113,51249152,819801139.879876,0,False,8,summary,28.378,2.879968,2021-05-11 17:20:39.500187,819.801139879876,TCP,downlink,820.6693270025168
4.500187,5.00006,0.499873,51511296,824389865.051307,0,False,9,summary,28.421,2.879968,2021-05-11 17:20:40.000060,824.389865051307,TCP,downlink,821.3931306452811
5.00006,5.50019,0.50013,51511296,823966606.647133,0,False,10,summary,29.284,2.879968,2021-05-11 17:20:40.500190,823.966606647133,TCP,downlink,822.7192038594384
5.50019,6.000145,0.499955,51904512,830547042.745716,0,False,11,summary,27.503,2.879968,2021-05-11 17:20:41.000145,830.547042745716,TCP,downlink,826.301171481385
6.000145,6.500171,0.500026,50987008,815749729.203688,0,False,12,summary,28.212,2.879968,2021-05-11 17:20:41.500171,815.749729203688,TCP,downlink,823.4211261988453
6.500171,7.000085,0.499914,51511296,824322240.290821,0,False,13,summary,27.427,2.879968,2021-05-11 17:20:42.000085,824.3222402908209,TCP,downlink,823.5396707467413
7.000085,7.500172,0.500087,51904512,830328073.014549,0,False,14,summary,27.245,2.879968,2021-05-11 17:20:42.500172,830.328073014549,TCP,downlink,823.4666808363523
7.500172,8.00005,0.499878,52166656,834869923.567932,0,False,15,summary,26.954,2.879968,2021-05-11 17:20:43.000050,834.869923567932,TCP,downlink,829.8400789577669
8.00005,8.500071,0.500021,51380224,822049089.447449,0,False,16,summary,27.601,2.879968,2021-05-11 17:20:43.500071,822.049089447449,TCP,downlink,829.0823620099762
8.500071,9.000079,0.500008,50200576,803196577.198879,0,False,17,summary,27.944,2.879968,2021-05-11 17:20:44.000079,803.196577198879,TCP,downlink,820.0385300714196
9.000079,9.500097,0.500018,51380224,822053793.079612,0,False,18,summary,28.452,2.879968,2021-05-11 17:20:44.500097,822.053793079612,TCP,downlink,815.766486575313
9.500097,10.000158,0.500061,51773440,828273932.342243,0,False,19,summary,27.163,2.879968,2021-05-11 17:20:45.000158,828.2739323422429,TCP,downlink,817.8414342069109
10.000158,10.500083,0.499925,52428800,838986818.92851,0,False,20,summary,26.75,2.879968,2021-05-11 17:20:45.500083,838.9868189285099,TCP,downlink,829.7715147834546
10.500083,11.00011,0.500027,52035584,832524485.417097,0,False,21,summary,27.737,2.879968,2021-05-11 17:20:46.000110,832.524485417097,TCP,downlink,833.2617455626163
