start,end,seconds,bytes,bits_per_second,jitter_ms,lost_packets,packets,lost_percent,omitted,sender,interval,type,rtt,snd_cwnd,timestamp,throughput,protocol,direction,throughput_rolled3
0.0,1.000022,1.000022053718567,194453568,1555594237.362485,0.030436174278566486,16440,157758,10.42102460730993,False,False,0,summary,,,2021-05-18 21:20:26.000022,1555.5942373624848,UDP,downlink,1555.5942373624848
1.000022,2.000101,1.0000790357589722,203024672,1624069016.4726598,0.0027796452938967766,15603,163150,9.563591786699357,False,False,1,summary,,,2021-05-18 21:20:27.000101,1624.0690164726598,UDP,downlink,1589.8316269175723
2.000101,3.000021,0.9999200105667114,199210400,1593810688.0137036,0.0020116218687806484,18963,163738,11.581306721713958,False,False,2,summary,,,2021-05-18 21:20:28.000021,1593.8106880137036,UDP,downlink,1591.1579806162827
3.000021,4.000021,1.0,200139200,1601113600.0,0.004049616841011203,20569,166019,12.389545774881189,False,False,3,summary,,,2021-05-18 21:20:29.000021,1601.1136,UDP,downlink,1606.3311014954543
4.000021,5.000023,1.0000020265579224,195964416,1567712150.9405205,0.0025920552468302127,17547,159963,10.969411676450179,False,False,4,summary,,,2021-05-18 21:20:30.000023,1567.7121509405206,UDP,downlink,1587.5454796514077
5.000023,6.000035,1.0000120401382446,188487232,1507879700.9199448,0.005236351614547825,23862,160844,14.835492775608664,False,False,5,summary,,,2021-05-18 21:20:31.000035,1507.8797009199448,UDP,downlink,1558.9018172868211
6.000035,7.00009,1.000054955482483,186845664,1494683170.9651806,0.0026511469246532386,13401,149190,8.982505529861252,False,False,6,summary,,,2021-05-18 21:20:32.000090,1494.6831709651806,UDP,downlink,1523.4250076085482
7.00009,8.000021,0.9999309778213501,214676640,1717531667.7776103,0.0024908695021141035,20298,176313,11.512480645216177,False,False,7,summary,,,2021-05-18 21:20:33.000021,1717.5316677776102,UDP,downlink,1573.3648465542447
8.000021,9.000022,1.0000009536743164,190962656,1527699791.0719461,0.009660623969567649,26115,164896,15.837254997089074,False,False,8,summary,,,2021-05-18 21:20:34.000022,1527.699791071946,UDP,downlink,1579.9715432715784
9.000022,10.000104,1.000082015991211,196590496,1572594990.0631166,0.00513911132485721,19582,162453,12.05394791108813,False,False,9,summary,,,2021-05-18 21:20:35.000104,1572.5949900631165,UDP,downlink,1605.9421496375571
10.000104,11.000087,0.999983012676239,205738144,1645933111.9986625,0.002561300465681944,17373,166892,10.409726050379886,False,False,10,summary,,,2021-05-18 21:20:36.000087,1645.9331119986625,UDP,downlink,1582.0759643779081
11.000087,12.000021,0.9999340176582336,201570240,1612668327.6327496,0.0023948127474176075,16388,162878,10.06151843711244,False,False,11,summary,,,2021-05-18 21:20:37.000021,1612.6683276327497,UDP,downlink,1610.398809898176
12.000021,13.000021,1.0,185490304,1483922432.0,0.00268771653879429,22864,157668,14.501357282390847,False,False,12,summary,,,2021-05-18 21:20:38.000021,1483.922432,UDP,downlink,1580.8412905438038
13.000021,14.000024,1.0000029802322388,214177152,1713412109.6339927,0.002893130607092574,23290,178942,13.015390461713851,False,False,13,summary,,,2021-05-18 21:20:39.000024,1713.4121096339927,UDP,downlink,1603.3342897555804
14.000024,15.000022,0.9999979734420776,196502432,1572022641.7949388,0.04128046255895636,20520,163327,12.56375247203463,False,False,14,summary,,,2021-05-18 21:20:40.000022,1572.0226417949389,UDP,downlink,1589.7857278096435
15.000022,16.000085,1.0000629425048828,187235072,1497786301.5783994,0.003095662095113241,23072,159144,14.497561956467099,False,False,15,summary,,,2021-05-18 21:20:41.000085,1497.7863015783994,UDP,downlink,1594.40701766911
16.000085,17.000023,0.9999380111694336,195224128,1561889843.724886,0.002294097573837141,17182,159060,10.802213001383127,False,False,16,summary,,,2021-05-18 21:20:42.000023,1561.8898437248858,UDP,downlink,1543.8995956994077
17.000023,18.000024,1.0000009536743164,198040800,1584324889.0700445,0.0021450673068764766,18214,162139,11.233571195085698,False,False,17,summary,,,2021-05-18 21:20:43.000024,1584.3248890700445,UDP,downlink,1548.0003447911095
18.000024,19.00004,1.0000159740447998,189018368,1512122789.2828212,0.039725686377651205,16843,154211,10.922048362308784,False,False,18,summary,,,2021-05-18 21:20:44.000040,1512.1227892828213,UDP,downlink,1552.7791740259165
19.00004,20.00006,1.0000200271606445,214001024,1711973906.0235648,0.0073491754631392694,15801,171325,9.222822121698526,False,False,19,summary,,,2021-05-18 21:20:45.000060,1711.9739060235647,UDP,downlink,1602.8071947921428
20.00006,21.000023,0.9999629855155945,204799712,1638458342.6907747,0.0019843311769504384,18661,167498,11.141028549594623,False,False,20,summary,,,2021-05-18 21:20:46.000023,1638.4583426907748,UDP,downlink,1620.8516793323863
21.000023,22.000022,0.9999989867210388,201958272,1615667813.1222034,0.002212949458954163,19765,166537,11.868233485651837,False,False,21,summary,,,2021-05-18 21:20:47.000022,1615.6678131222034,UDP,downlink,1655.3666872788472
22.000022,23.000022,1.0,197361056,1578888448.0,0.0027341481447091306,17332,160763,10.781087688087434,False,False,22,summary,,,2021-05-18 21:20:48.000022,1578.888448,UDP,downlink,1611.004867937659
23.000022,24.000023,1.0000009536743164,198271968,1586174231.3063743,0.0025468397180354882,17680,161773,10.928894191243286,False,False,23,summary,,,2021-05-18 21:20:49.000023,1586.1742313063744,UDP,downlink,1593.5768308095255
24.000023,25.000021,0.9999979734420776,186681920,1493458386.579925,0.008873208315134374,19353,155023,12.483953993923482,False,False,24,summary,,,2021-05-18 21:20:50.000021,1493.458386579925,UDP,downlink,1552.8403552954326
25.000021,26.000024,1.0000029802322388,204880896,1639042283.2733467,0.0048877142004775265,25095,173991,14.423159818611307,False,False,25,summary,,,2021-05-18 21:20:51.000024,1639.0422832733466,UDP,downlink,1572.8916337198816
26.000024,27.000022,0.9999979734420776,191793760,1534353189.4556117,0.010806845211774252,24248,163633,14.818526825273631,False,False,26,summary,,,2021-05-18 21:20:52.000022,1534.3531894556118,UDP,downlink,1555.6179531029609
27.000022,28.000023,1.0000009536743164,201972032,1615774715.0771532,0.009069881267551289,16002,162784,9.83020444269707,False,False,27,summary,,,2021-05-18 21:20:53.000023,1615.7747150771531,UDP,downlink,1596.3900626020368
28.000023,29.000099,1.0000760555267334,209656992,1677128381.1175745,0.004498220135561584,14639,167006,8.765553333413171,False,False,28,summary,,,2021-05-18 21:20:54.000099,1677.1283811175745,UDP,downlink,1609.0854285501127
29.000099,30.000142,1.0000430345535278,203244832,1625888686.606286,0.0062452216719714685,19504,167211,11.664304381888751,False,False,29,summary,,,2021-05-18 21:20:55.000142,1625.888686606286,UDP,downlink,1639.5972609336707
