start,end,seconds,bytes,bits_per_second,omitted,sender,interval,type,rtt,snd_cwnd,timestamp,throughput,protocol,direction,throughput_rolled3
0.0,1.00743,1.0074299573898315,3069856,24377722.560117193,False,False,0,summary,,,2021-01-23 17:21:00.007430,24.377722560117192,TCP,downlink,24.377722560117192
1.00743,2.003706,0.9962760210037231,11225408,90138939.51750988,False,False,1,summary,,,2021-01-23 17:21:01.003706,90.13893951750988,TCP,downlink,57.25833103881354
2.003706,3.001177,0.9974709749221802,38255168,306817292.6273634,False,False,2,summary,,,2021-01-23 17:21:02.001177,306.8172926273634,TCP,downlink,140.44465156833016
3.001177,4.001437,1.0002599954605103,64913440,519172537.4970292,False,False,3,summary,,,2021-01-23 17:21:03.001437,519.1725374970292,TCP,downlink,305.37625654730084
4.001437,5.004381,1.002943992614746,64961792,518168850.73025864,False,False,4,summary,,,2021-01-23 17:21:04.004381,518.1688507302587,TCP,downlink,448.05289361821707
5.004381,6.00107,0.9966890215873718,63183296,507145515.8550573,False,False,5,summary,,,2021-01-23 17:21:05.001070,507.1455158550573,TCP,downlink,514.8289680274484
6.00107,7.000959,0.9998890161514282,64079040,512689220.2227816,False,False,6,summary,,,2021-01-23 17:21:06.000959,512.6892202227816,TCP,downlink,512.6678622693659
7.000959,8.001071,1.0001120567321777,59104512,472783117.46882766,False,False,7,summary,,,2021-01-23 17:21:07.001071,472.78311746882764,TCP,downlink,497.5392845155555
8.001071,9.002176,1.0011049509048462,63979264,511269184.651799,False,False,8,summary,,,2021-01-23 17:21:08.002176,511.26918465179904,TCP,downlink,498.9138407811361
9.002176,10.004164,1.0019880533218384,54756384,437181931.00980824,False,False,9,summary,,,2021-01-23 17:21:09.004164,437.18193100980824,TCP,downlink,473.7447443768117
10.004164,11.000116,0.9959520101547241,63800512,512478604.1856647,False,False,10,summary,,,2021-01-23 17:21:10.000116,512.4786041856647,TCP,downlink,486.9765732824241
11.000116,12.002956,1.0028400421142578,63632192,507615885.50729305,False,False,11,summary,,,2021-01-23 17:21:11.002956,507.61588550729306,TCP,downlink,485.7588069009221
12.002956,13.010776,1.0078200101852417,63058720,500555411.583142,False,False,12,summary,,,2021-01-23 17:21:12.010776,500.55541158314196,TCP,downlink,506.8833004253666
13.010776,14.004418,0.9936419725418091,63813120,513771533.5173401,False,False,13,summary,,,2021-01-23 17:21:13.004418,513.7715335173401,TCP,downlink,507.31427686925844
14.004418,15.003733,0.9993150234222412,63955200,511992302.7353665,False,False,14,summary,,,2021-01-23 17:21:14.003733,511.99230273536654,TCP,downlink,508.7730826119496
15.003733,16.003817,1.0000840425491333,64042336,512295633.3690618,False,False,15,summary,,,2021-01-23 17:21:15.003817,512.2956333690619,TCP,downlink,512.6864898739228
16.003817,17.001706,0.99788898229599,63630816,510123407.5445565,False,False,16,summary,,,2021-01-23 17:21:16.001706,510.12340754455647,TCP,downlink,511.4704478829949
17.001706,18.002589,1.0008829832077026,65009280,519615428.3023458,False,False,17,summary,,,2021-01-23 17:21:17.002589,519.6154283023458,TCP,downlink,514.0114897386546
18.002589,19.000508,0.9979190230369568,63186560,506546591.78821933,False,False,18,summary,,,2021-01-23 17:21:18.000508,506.54659178821936,TCP,downlink,512.0951425450404
19.000508,20.000502,0.9999939799308777,63553056,508427508.7687465,False,False,19,summary,,,2021-01-23 17:21:19.000502,508.4275087687465,TCP,downlink,511.5298429531038
20.000502,21.001258,1.000756025314331,63832736,510276106.3463039,False,False,20,summary,,,2021-01-23 17:21:20.001258,510.2761063463039,TCP,downlink,508.4167356344233
21.001258,22.001469,1.0002110004425049,62811136,502383084.94676924,False,False,21,summary,,,2021-01-23 17:21:21.001469,502.38308494676926,TCP,downlink,507.0289000206066
22.001469,23.002132,1.0006630420684814,63279840,505903284.83956844,False,False,22,summary,,,2021-01-23 17:21:22.002132,505.9032848395684,TCP,downlink,506.1874920442139
23.002132,24.007535,1.0054030418395996,62671424,498677019.2008112,False,False,23,summary,,,2021-01-23 17:21:23.007535,498.67701920081123,TCP,downlink,502.32112966238293
24.007535,25.003801,0.9962660074234009,64323648,516517857.84688115,False,False,24,summary,,,2021-01-23 17:21:24.003801,516.5178578468812,TCP,downlink,507.03272062908695
25.003801,26.009392,1.0055910348892212,62930432,500644336.0500532,False,False,25,summary,,,2021-01-23 17:21:25.009392,500.6443360500532,TCP,downlink,505.2797376992485
26.009392,27.000835,0.9914429783821106,63166240,509691359.9858504,False,False,26,summary,,,2021-01-23 17:21:26.000835,509.6913599858504,TCP,downlink,508.95118462759496
27.000835,28.000234,0.9993990063667297,59977312,480107037.27268916,False,False,27,summary,,,2021-01-23 17:21:27.000234,480.1070372726892,TCP,downlink,496.8142444361976
28.000234,29.000685,1.0004509687423706,63894016,510921718.27525955,False,False,28,summary,,,2021-01-23 17:21:28.000685,510.92171827525954,TCP,downlink,500.2400385112664
29.000685,30.01486,1.0141750574111938,62279936,491275627.77161705,False,False,29,summary,,,2021-01-23 17:21:29.014860,491.27562777161705,TCP,downlink,494.101461106522
