start,end,seconds,bytes,bits_per_second,retransmits,omitted,interval,type,rtt,snd_cwnd,timestamp,throughput,protocol,direction,throughput_rolled3
0.0,0.500159,0.500159,11796480,188683669.086494,0,False,0,summary,84.605,0.88064,2021-05-11 17:49:51.500159,188.683669086494,TCP,downlink,188.683669086494
0.500159,1.000092,0.499933,10878976,174086942.125497,0,False,1,summary,80.454,2.314432,2021-05-11 17:49:52.000092,174.08694212549702,TCP,downlink,181.3853056059955
1.000092,1.500082,0.49999,15728640,251663280.100939,0,False,2,summary,82.434,3.08224,2021-05-11 17:49:52.500082,251.663280100939,TCP,downlink,204.81129710431
1.500082,2.000075,0.499993,17956864,287313797.054941,0,False,3,summary,87.816,3.979392,2021-05-11 17:49:53.000075,287.313797054941,TCP,downlink,237.68800642712566
2.000075,2.500149,0.500074,37486592,599696825.103742,0,False,4,summary,68.966,5.770944,2021-05-11 17:49:53.500149,599.696825103742,TCP,downlink,379.55796741987405
2.500149,3.000071,0.499922,50724864,811724392.735325,0,False,5,summary,68.202,8.057856,2021-05-11 17:49:54.000071,811.724392735325,TCP,downlink,566.2450049646694
3.000071,3.500075,0.500004,61341696,981459180.064493,0,False,6,summary,68.937,8.505056,2021-05-11 17:49:54.500075,981.4591800644929,TCP,downlink,797.6267993011867
3.500075,4.000079,0.500004,58851328,941613615.061874,0,False,7,summary,67.352,8.505056,2021-05-11 17:49:55.000079,941.613615061874,TCP,downlink,911.599062620564
4.000079,4.500152,0.500073,61079552,977130256.803456,0,False,8,summary,67.301,8.505056,2021-05-11 17:49:55.500152,977.130256803456,TCP,downlink,966.7343506432744
4.500152,5.000077,0.499925,57409536,918690566.726718,0,False,9,summary,67.826,8.505056,2021-05-11 17:49:56.000077,918.690566726718,TCP,downlink,945.8114795306827
5.000077,5.500071,0.499994,62521344,1000353000.0,0,False,10,summary,68.864,8.505056,2021-05-11 17:49:56.500071,1000.353,TCP,downlink,965.391274510058
5.500071,6.00008,0.500009,54919168,878690766.288498,0,False,11,summary,69.229,8.505056,2021-05-11 17:49:57.000080,878.690766288498,TCP,downlink,932.5781110050721
6.00008,6.500076,0.499996,58064896,929045867.061049,0,False,12,summary,67.478,8.505056,2021-05-11 17:49:57.500076,929.045867061049,TCP,downlink,936.0298777831823
6.500076,7.000143,0.500067,57802752,924720127.602104,0,False,13,summary,69.509,8.505056,2021-05-11 17:49:58.000143,924.720127602104,TCP,downlink,910.8189203172169
7.000143,7.500077,0.499934,60686336,971109643.942129,0,False,14,summary,68.583,8.505056,2021-05-11 17:49:58.500077,971.109643942129,TCP,downlink,941.6252128684273
7.500077,8.000145,0.500068,55836672,893264932.613171,0,False,15,summary,67.363,8.505056,2021-05-11 17:49:59.000145,893.264932613171,TCP,downlink,929.6982347191346
8.000145,8.500068,0.499923,60293120,964838522.887579,0,False,16,summary,67.921,8.505056,2021-05-11 17:49:59.500068,964.838522887579,TCP,downlink,943.0710331476263
8.500068,9.000142,0.500074,58458112,935191552.434506,0,False,17,summary,68.459,8.505056,2021-05-11 17:50:00.000142,935.1915524345061,TCP,downlink,931.0983359784186
