start,end,seconds,bytes,bits_per_second,retransmits,omitted,interval,type,rtt,snd_cwnd,throughput,protocol,direction,throughput_rolled3,time_since_start,run,month,server location
0.0,0.500153,0.500153,12582912,201265074.802892,0,False,0,tcp1c,29.762,0.149984,201.265074802892,TCP,downlink,201.265074802892,0.0,64399,dec,north-central
0.500153,1.000156,0.500003,3538944,56622753.002176,0,False,1,tcp1c,29.065,0.326112,56.622753002176005,TCP,downlink,128.943913902534,0.5000030000000001,64399,dec,north-central
1.000156,1.500074,0.499918,8388608,134239747.611921,0,False,2,tcp1c,29.057,0.725152,134.23974761192102,TCP,downlink,130.709191805663,0.9999210000000001,64399,dec,north-central
1.500074,2.000069,0.499995,18481152,295701393.029651,0,False,3,tcp1c,29.878,1.645696,295.701393029651,TCP,downlink,162.187964547916,1.499916,64399,dec,north-central
2.000069,2.500145,0.500076,45088768,721310568.68952,0,False,4,tcp1c,26.809,3.902336,721.31056868952,TCP,downlink,383.75056977703065,1.9999920000000002,64399,dec,north-central
2.500145,3.000073,0.499928,92012544,1472413000.0,0,False,5,tcp1c,32.077,8.155552,1472.413,TCP,downlink,829.8083205730571,2.4999200000000004,64399,dec,north-central
3.000073,3.50009,0.500017,120848384,1933509000.0,0,False,6,tcp1c,35.934,8.43488,1933.509,TCP,downlink,1375.7441895631734,2.999937,64399,dec,north-central
3.50009,4.000142,0.500052,112852992,1805460000.0,0,False,7,tcp1c,35.675,8.43488,1805.46,TCP,downlink,1737.1273333333336,3.4999890000000002,64399,dec,north-central
4.000142,4.500071,0.499929,112459776,1799612000.0,0,False,8,tcp1c,34.695,8.43488,1799.612,TCP,downlink,1846.1936666666668,3.999918,64399,dec,north-central
4.500071,5.00014,0.500069,108658688,1738299000.0,0,False,9,tcp1c,36.609,8.43488,1738.299,TCP,downlink,1781.1236666666666,4.499987,64399,dec,north-central
5.00014,5.50014,0.5,114688000,1835008000.0,0,False,10,tcp1c,36.035,8.43488,1835.008,TCP,downlink,1790.973,4.999987,64399,dec,north-central
5.50014,6.000154,0.500014,109445120,1751073000.0,0,False,11,tcp1c,35.878,8.43488,1751.073,TCP,downlink,1774.7933333333333,5.500001,64399,dec,north-central
6.000154,6.500072,0.499918,116260864,1860479000.0,0,False,12,tcp1c,33.933,8.43488,1860.479,TCP,downlink,1815.5200000000002,5.999919,64399,dec,north-central
6.500072,7.000081,0.500009,120586240,1929346000.0,0,False,13,tcp1c,31.616,8.43488,1929.346,TCP,downlink,1846.9660000000003,6.499928000000001,64399,dec,north-central
7.000081,7.500081,0.5,123731968,1979711488.0,0,False,14,tcp1c,36.577,8.43488,1979.711488,TCP,downlink,1923.1788293333336,6.999928000000001,64399,dec,north-central
7.500081,8.000046,0.499965,121372672,1942098000.0,0,False,15,tcp1c,32.024,8.43488,1942.098,TCP,downlink,1950.3851626666667,7.499893,64399,dec,north-central
8.000046,8.500068,0.500022,124387328,1990110000.0,0,False,16,tcp1c,32.191,8.43488,1990.11,TCP,downlink,1970.6398293333332,7.9999150000000006,64399,dec,north-central
8.500068,9.000071,0.500003,115605504,1849677000.0,0,False,17,tcp1c,35.602,8.43488,1849.677,TCP,downlink,1927.2949999999998,8.499918000000001,64399,dec,north-central
9.000071,9.50007,0.499999,118620160,1897926000.0,0,False,18,tcp1c,33.897,8.43488,1897.926,TCP,downlink,1912.571,8.999917,64399,dec,north-central
9.50007,10.000141,0.500071,116391936,1862006000.0,0,False,19,tcp1c,32.243,8.43488,1862.006,TCP,downlink,1869.8696666666667,9.499988,64399,dec,north-central
10.000141,10.500147,0.500006,112984064,1807723000.0,0,False,20,tcp1c,34.495,8.43488,1807.723,TCP,downlink,1855.8850000000002,9.999994000000001,64399,dec,north-central
10.500147,11.000139,0.499992,98697216,1579180000.0,0,False,21,tcp1c,32.363,8.43488,1579.18,TCP,downlink,1749.6363333333338,10.499986,64399,dec,north-central
11.000139,11.500078,0.499939,61997056,992073998.783055,0,False,22,tcp1c,60.741,8.43488,992.073998783055,TCP,downlink,1459.658999594352,10.999925000000001,64399,dec,north-central
11.500078,12.000071,0.499993,117440512,1879075000.0,0,False,23,tcp1c,33.782,8.43488,1879.075,TCP,downlink,1483.442999594352,11.499918000000001,64399,dec,north-central
12.000071,12.500437,0.500366,125435904,2005506000.0,0,False,24,tcp1c,33.014,8.43488,2005.506,TCP,downlink,1625.5516662610187,12.000284,64399,dec,north-central
12.500437,13.00007,0.499633,116129792,1859442000.0,0,False,25,tcp1c,32.709,8.43488,1859.442,TCP,downlink,1914.6743333333336,12.499917,64399,dec,north-central
13.00007,13.500142,0.500072,125435904,2006685000.0,0,False,26,tcp1c,32.575,8.43488,2006.685,TCP,downlink,1957.2110000000002,12.999989000000001,64399,dec,north-central
13.500142,14.000139,0.499997,119144448,1906322000.0,0,False,27,tcp1c,32.431,8.43488,1906.322,TCP,downlink,1924.149666666667,13.499986000000002,64399,dec,north-central
14.000139,14.500138,0.499999,119144448,1906316000.0,0,False,28,tcp1c,35.499,8.43488,1906.316,TCP,downlink,1939.7743333333335,13.999985,64399,dec,north-central
14.500138,15.000074,0.499936,119275520,1908652000.0,0,False,29,tcp1c,33.226,8.43488,1908.652,TCP,downlink,1907.096666666667,14.499921,64399,dec,north-central
15.000074,15.500078,0.500004,125304832,2004861000.0,0,False,30,tcp1c,31.507,8.43488,2004.861,TCP,downlink,1939.9430000000002,14.999925000000001,64399,dec,north-central
15.500078,16.000155,0.500077,110100480,1761336000.0,0,False,31,tcp1c,34.019,8.43488,1761.336,TCP,downlink,1891.6163333333336,15.500002,64399,dec,north-central
16.000155,16.50007,0.499915,125829120,2013609000.0,0,False,32,tcp1c,33.368,8.43488,2013.609,TCP,downlink,1926.602,15.999917000000002,64399,dec,north-central
16.50007,17.000071,0.500001,114425856,1830810000.0,0,False,33,tcp1c,32.993,8.43488,1830.81,TCP,downlink,1868.585,16.499918,64399,dec,north-central
17.000071,17.500075,0.500004,69074944,1105190000.0,0,False,34,tcp1c,133.577,8.43488,1105.19,TCP,downlink,1649.8696666666665,16.999922,64399,dec,north-central
17.500075,18.00009,0.500015,31195136,499107182.450417,0,False,35,tcp1c,130.72,8.43488,499.107182450417,TCP,downlink,1145.035727483472,17.499937000000003,64399,dec,north-central
18.00009,18.500082,0.499992,31326208,501227215.124109,0,False,36,tcp1c,134.66,8.43488,501.227215124109,TCP,downlink,701.8414658581752,17.999929,64399,dec,north-central
18.500082,19.000071,0.499989,31195136,499133362.250699,0,False,37,tcp1c,130.331,8.43488,499.133362250699,TCP,downlink,499.82258660840824,18.499918,64399,dec,north-central
19.000071,19.500071,0.5,30670848,490733568.0,0,False,38,tcp1c,133.333,8.43488,490.733568,TCP,downlink,497.0313817916026,18.999918,64399,dec,north-central
19.500071,20.000073,0.500002,31850496,509605749.009386,0,False,39,tcp1c,127.849,8.43488,509.605749009386,TCP,downlink,499.82422642002825,19.49992,64399,dec,north-central
20.000073,20.500076,0.500003,31064064,497022180.016273,0,False,40,tcp1c,134.142,8.43488,497.022180016273,TCP,downlink,499.12049900855294,19.999923000000003,64399,dec,north-central
20.500076,21.000153,0.500077,31195136,499045313.838187,0,False,41,tcp1c,131.421,8.43488,499.045313838187,TCP,downlink,501.89108095461523,20.5,64399,dec,north-central
21.000153,21.500142,0.499989,31195136,499133124.240144,0,False,42,tcp1c,133.159,8.43488,499.133124240144,TCP,downlink,498.40020603153454,20.999989000000003,64399,dec,north-central
21.500142,22.000138,0.499996,31326208,501223391.032936,0,False,43,tcp1c,126.975,8.43488,501.223391032936,TCP,downlink,499.8006097037555,21.499985000000002,64399,dec,north-central
22.000138,22.500154,0.500016,31195136,499105992.524748,0,False,44,tcp1c,133.696,8.43488,499.10599252474805,TCP,downlink,499.8208359326092,22.000001,64399,dec,north-central
22.500154,23.000111,0.499957,30932992,494970591.68703,0,False,45,tcp1c,131.185,8.43488,494.97059168703004,TCP,downlink,498.4333250815712,22.499958000000003,64399,dec,north-central
