start,end,seconds,bytes,bits_per_second,retransmits,omitted,interval,type,rtt,snd_cwnd,throughput,protocol,direction,throughput_rolled3,time_since_start,run,month,server location
0.0,0.500088,0.500088,25034752,400485565.398804,0,False,0,tcp1c,33.705,2.011712,400.485565398804,TCP,downlink,400.485565398804,0.0,64522,dec,central
0.500088,1.000089,0.500001,41025536,656407324.002388,0,False,1,tcp1c,34.824,4.061952,656.407324002388,TCP,downlink,528.446444700596,0.500001,64522,dec,central
1.000089,1.500113,0.500024,83623936,1337919000.0,0,False,2,tcp1c,32.859,7.924384,1337.919,TCP,downlink,798.2706298003974,1.0000250000000002,64522,dec,central
1.500113,2.000151,0.500038,118358016,1893585000.0,0,False,3,tcp1c,34.61,8.415616,1893.585,TCP,downlink,1295.9704413341294,1.5000630000000001,64522,dec,central
2.000151,2.500097,0.499946,105644032,1690487000.0,0,False,4,tcp1c,36.09,8.415616,1690.487,TCP,downlink,1640.6636666666666,2.000009,64522,dec,central
2.500097,3.000107,0.50001,117833728,1885302000.0,0,False,5,tcp1c,34.677,8.415616,1885.302,TCP,downlink,1823.1246666666666,2.500019,64522,dec,central
3.000107,3.500106,0.499999,108527616,1736446000.0,0,False,6,tcp1c,34.34,8.415616,1736.446,TCP,downlink,1770.745,3.0000180000000003,64522,dec,central
3.500106,4.000147,0.500041,115867648,1853730000.0,0,False,7,tcp1c,35.018,8.415616,1853.73,TCP,downlink,1825.1593333333333,3.5000590000000003,64522,dec,central
4.000147,4.50012,0.499973,105381888,1686201000.0,0,False,8,tcp1c,34.74,8.415616,1686.201,TCP,downlink,1758.7923333333335,4.000032,64522,dec,central
4.50012,5.000122,0.500002,47579136,761262909.01402,0,False,9,tcp1c,281.984,8.415616,761.26290901402,TCP,downlink,1433.7313030046735,4.500034,64522,dec,central
5.000122,5.500177,0.500055,97517568,1560110000.0,0,False,10,tcp1c,39.722,8.415616,1560.11,TCP,downlink,1335.85796967134,5.000089,64522,dec,central
5.500177,6.000112,0.499935,112721920,1803785000.0,0,False,11,tcp1c,37.101,8.415616,1803.785,TCP,downlink,1375.0526363380068,5.500024000000001,64522,dec,central
6.000112,6.500119,0.500007,112459776,1799332000.0,0,False,12,tcp1c,47.694,8.415616,1799.332,TCP,downlink,1721.0756666666668,6.000031000000001,64522,dec,central
6.500119,7.000116,0.499997,112459776,1799368000.0,0,False,13,tcp1c,34.884,8.415616,1799.368,TCP,downlink,1800.8283333333338,6.500028,64522,dec,central
7.000116,7.500103,0.499987,115605504,1849736000.0,0,False,14,tcp1c,38.798,8.415616,1849.736,TCP,downlink,1816.1453333333338,7.000015,64522,dec,central
7.500103,8.000109,0.500006,112066560,1793044000.0,0,False,15,tcp1c,34.694,8.415616,1793.044,TCP,downlink,1814.0493333333336,7.500021,64522,dec,central
8.000109,8.500107,0.499998,109838336,1757420000.0,0,False,16,tcp1c,51.492,8.415616,1757.42,TCP,downlink,1800.0666666666668,8.000019,64522,dec,central
8.500107,9.000109,0.500002,118751232,1900012000.0,0,False,17,tcp1c,37.557,8.415616,1900.012,TCP,downlink,1816.8253333333334,8.500021,64522,dec,central
9.000109,9.500074,0.499965,107479040,1719785000.0,0,False,18,tcp1c,46.652,8.415616,1719.785,TCP,downlink,1792.4056666666668,8.999986,64522,dec,central
9.500074,10.000073,0.499999,116654080,1866469000.0,0,False,19,tcp1c,34.748,8.415616,1866.469,TCP,downlink,1828.7553333333335,9.499985,64522,dec,central
10.000073,10.500084,0.500011,113377280,1813997000.0,0,False,20,tcp1c,47.478,8.415616,1813.997,TCP,downlink,1800.083666666667,9.999996000000001,64522,dec,central
10.500084,11.000106,0.500022,115998720,1855898000.0,0,False,21,tcp1c,36.255,8.415616,1855.898,TCP,downlink,1845.4546666666672,10.500018,64522,dec,central
11.000106,11.500125,0.500019,110886912,1774123000.0,0,False,22,tcp1c,40.544,8.415616,1774.123,TCP,downlink,1814.672666666667,11.000037,64522,dec,central
11.500125,12.000077,0.499952,115212288,1843573000.0,0,False,23,tcp1c,32.798,8.415616,1843.573,TCP,downlink,1824.5313333333336,11.499989000000001,64522,dec,central
12.000077,12.500069,0.499992,112590848,1801483000.0,0,False,24,tcp1c,40.962,8.415616,1801.483,TCP,downlink,1806.3930000000003,11.999981,64522,dec,central
12.500069,13.000159,0.50009,114819072,1836774000.0,0,False,25,tcp1c,43.968,8.415616,1836.774,TCP,downlink,1827.2766666666673,12.500071,64522,dec,central
13.000159,13.500073,0.499914,115998720,1856299000.0,0,False,26,tcp1c,40.196,8.415616,1856.299,TCP,downlink,1831.518666666667,12.999985,64522,dec,central
13.500073,14.000093,0.50002,118095872,1889458000.0,0,False,27,tcp1c,33.086,8.415616,1889.458,TCP,downlink,1860.8436666666669,13.500005000000002,64522,dec,central
14.000093,14.500109,0.500016,110362624,1765746000.0,0,False,28,tcp1c,40.589,8.415616,1765.746,TCP,downlink,1837.167666666667,14.000021,64522,dec,central
