start,end,seconds,bytes,bits_per_second,retransmits,omitted,interval,type,rtt,snd_cwnd,throughput,protocol,direction,throughput_rolled3,time_since_start,run,month,server location
0.0,0.500071,0.500071,2800320,44798754.210227,0,False,0,tcp1d,80.038,0.88064,44.798754210226996,TCP,downlink,44.798754210226996,0.0,64353,dec,west-central
0.500071,1.000106,0.500035,9961472,159372380.783047,0,False,1,tcp1d,81.561,1.911264,159.372380783047,TCP,downlink,102.085567496637,0.500035,64353,dec,west-central
1.000106,1.500083,0.499977,12976128,207627552.435079,0,False,2,tcp1d,81.822,2.534592,207.627552435079,TCP,downlink,137.26622914278434,1.0000120000000001,64353,dec,west-central
1.500083,2.000103,0.50002,25296896,404734317.633967,0,False,3,tcp1d,50.718,2.860704,404.734317633967,TCP,downlink,257.244750284031,1.500032,64353,dec,west-central
2.000103,2.500084,0.499981,23855104,381696042.541642,0,False,4,tcp1d,51.398,2.860704,381.696042541642,TCP,downlink,331.352637536896,2.000013,64353,dec,west-central
2.500084,3.000109,0.500025,26607616,425700542.067144,0,False,5,tcp1d,51.765,2.860704,425.700542067144,TCP,downlink,404.0436340809176,2.500038,64353,dec,west-central
3.000109,3.500104,0.499995,26083328,417337427.041847,0,False,6,tcp1d,50.696,2.860704,417.337427041847,TCP,downlink,408.2446705502109,3.000033,64353,dec,west-central
3.500104,4.000107,0.500003,26083328,417330860.013664,0,False,7,tcp1d,52.045,2.860704,417.330860013664,TCP,downlink,420.122943040885,3.500036,64353,dec,west-central
4.000107,4.5001,0.499993,26345472,421533381.080606,0,False,8,tcp1d,52.849,2.860704,421.533381080606,TCP,downlink,418.73388937870567,4.0000290000000005,64353,dec,west-central
4.5001,5.000106,0.500006,26607616,425716781.060498,0,False,9,tcp1d,51.714,2.860704,425.716781060498,TCP,downlink,421.5270073849227,4.5000350000000005,64353,dec,west-central
5.000106,5.500072,0.499966,21626880,346053676.608999,0,False,10,tcp1d,51.513,2.860704,346.053676608999,TCP,downlink,397.76794625003436,5.000001,64353,dec,west-central
