start,end,seconds,bytes,bits_per_second,omitted,sender,interval,type,rtt,snd_cwnd,throughput,protocol,direction,throughput_rolled3,time_since_start,run,month,server location
0.0,1.000251,1.000251054763794,48775424,390105454.1673493,False,False,0,tcp1c,,,390.10545416734925,TCP,downlink,390.10545416734925,0.0,60314,jan,north-central
1.000251,2.000297,1.0000460147857666,137267008,1098085535.8293154,False,False,1,tcp1c,,,1098.0855358293154,TCP,downlink,744.0954949983324,1.000046,60314,jan,north-central
2.000297,3.000395,1.0000979900360107,159146784,1273049525.8311203,False,False,2,tcp1c,,,1273.0495258311203,TCP,downlink,920.4135052759284,2.000144,60314,jan,north-central
3.000395,4.001892,1.0014970302581787,151666848,1211521100.254497,False,False,3,tcp1c,,,1211.521100254497,TCP,downlink,1194.218720638311,3.0016410000000002,60314,jan,north-central
4.001892,5.013231,1.0113389492034912,158152960,1251038221.158656,False,False,4,tcp1c,,,1251.038221158656,TCP,downlink,1245.2029490814245,4.012980000000001,60314,jan,north-central
5.013231,6.000184,0.9869530200958252,162588512,1317902746.651215,False,False,5,tcp1c,,,1317.902746651215,TCP,downlink,1260.1540226881227,4.999933,60314,jan,north-central
6.000184,7.000086,0.9999020099639893,168305088,1346572654.7029254,False,False,6,tcp1c,,,1346.5726547029255,TCP,downlink,1305.1712075042656,5.999835,60314,jan,north-central
7.000086,8.000344,1.000257968902588,158611872,1268567724.9761295,False,False,7,tcp1c,,,1268.5677249761295,TCP,downlink,1311.0143754434237,7.000093000000001,60314,jan,north-central
8.000344,9.000775,1.000430941581726,150951328,1207090438.5371304,False,False,8,tcp1c,,,1207.0904385371305,TCP,downlink,1274.0769394053953,8.000524,60314,jan,north-central
9.000775,10.00006,0.9992849826812744,157796576,1263275872.126899,False,False,9,tcp1c,,,1263.275872126899,TCP,downlink,1246.3113452133866,8.999809,60314,jan,north-central
10.00006,11.000141,1.000080943107605,114767008,918061753.2287204,False,False,10,tcp1c,,,918.0617532287205,TCP,downlink,1129.4760212975837,9.99989,60314,jan,north-central
11.000141,12.000501,1.0003600120544434,140501984,1123611358.3664787,False,False,11,tcp1c,,,1123.6113583664787,TCP,downlink,1101.6496612406997,11.000250000000001,60314,jan,north-central
12.000501,13.000638,1.0001369714736938,166062368,1328317002.46264,False,False,12,tcp1c,,,1328.31700246264,TCP,downlink,1123.3300380192798,12.000387,60314,jan,north-central
13.000638,14.000186,0.9995480179786682,162063744,1297096216.1696463,False,False,13,tcp1c,,,1297.0962161696464,TCP,downlink,1249.6748589995884,12.999935,60314,jan,north-central
14.000186,15.000165,0.9999790191650391,152913856,1223336514.621515,False,False,14,tcp1c,,,1223.336514621515,TCP,downlink,1282.916577751267,13.999914,60314,jan,north-central
15.000165,16.000508,1.0003429651260376,161369024,1290509592.2150533,False,False,15,tcp1c,,,1290.5095922150533,TCP,downlink,1270.3141076687382,15.000257000000001,60314,jan,north-central
16.000508,17.000187,0.9996790289878845,155104096,1241231167.224013,False,False,16,tcp1c,,,1241.231167224013,TCP,downlink,1251.6924246868605,15.999936000000002,60314,jan,north-central
17.000187,18.000367,1.0001800060272217,144440096,1155312804.7318218,False,False,17,tcp1c,,,1155.3128047318219,TCP,downlink,1229.0178547236294,17.000116000000002,60314,jan,north-central
18.000367,19.000778,1.000411033630371,164235232,1313342028.2582061,False,False,18,tcp1c,,,1313.342028258206,TCP,downlink,1236.6286667380136,18.000527,60314,jan,north-central
19.000778,20.000699,0.9999210238456726,168932896,1351569909.79378,False,False,19,tcp1c,,,1351.5699097937802,TCP,downlink,1273.4082475946027,19.000448000000002,60314,jan,north-central
20.000699,21.000961,1.0002620220184326,162128576,1296688846.9710376,False,False,20,tcp1c,,,1296.6888469710377,TCP,downlink,1320.5335950076746,20.00071,60314,jan,north-central
21.000961,22.000557,0.9995959997177124,155010528,1240585420.8602295,False,False,21,tcp1c,,,1240.5854208602295,TCP,downlink,1296.2813925416826,21.000306000000002,60314,jan,north-central
22.000557,23.000044,0.9994869828224182,165175040,1322078569.016018,False,False,22,tcp1c,,,1322.0785690160178,TCP,downlink,1286.4509456157618,21.999793,60314,jan,north-central
23.000044,24.000515,1.0004709959030151,170509792,1363436163.1531322,False,False,23,tcp1c,,,1363.4361631531322,TCP,downlink,1308.7000510097932,23.000264,60314,jan,north-central
24.000515,25.000734,1.0002189874649048,149209312,1193413153.4789357,False,False,24,tcp1c,,,1193.4131534789358,TCP,downlink,1292.9759618826954,24.000483000000003,60314,jan,north-central
25.000734,26.000584,0.9998499751091003,152566752,1220717153.9578419,False,False,25,tcp1c,,,1220.717153957842,TCP,downlink,1259.18882352997,25.000333,60314,jan,north-central
26.000584,27.000163,0.9995790123939514,154215200,1234241200.248179,False,False,26,tcp1c,,,1234.241200248179,TCP,downlink,1216.1238358949859,25.999912000000002,60314,jan,north-central
27.000163,28.000251,1.0000879764556885,160335648,1282572347.8306737,False,False,27,tcp1c,,,1282.5723478306736,TCP,downlink,1245.8435673455651,27.0,60314,jan,north-central
28.000251,29.000304,1.00005304813385,164843424,1318677438.6227307,False,False,28,tcp1c,,,1318.6774386227307,TCP,downlink,1278.4969955671947,28.000053,60314,jan,north-central
29.000304,30.000144,0.9998400211334229,154230336,1234040108.3378427,False,False,29,tcp1c,,,1234.0401083378426,TCP,downlink,1278.429964930416,28.999893,60314,jan,north-central
