start,end,seconds,bytes,bits_per_second,retransmits,omitted,interval,type,rtt,snd_cwnd,throughput,protocol,direction,throughput_rolled3,time_since_start,run,month,server location
0.0,0.500155,0.500155,544896,8715634.640005,0,False,0,tcp1d,80.724,0.093568,8.715634640005,TCP,downlink,8.715634640005,0.0,64348,dec,south-central
0.500155,1.000116,0.499961,779200,12468175.02742,0,False,1,tcp1d,74.142,0.125216,12.46817502742,TCP,downlink,10.5919048337125,0.49996100000000004,64348,dec,south-central
1.000116,1.500146,0.50003,917504,14679182.052989,0,False,2,tcp1d,78.041,0.167872,14.679182052989,TCP,downlink,11.954330573471333,0.9999910000000001,64348,dec,south-central
1.500146,2.00015,0.500004,1310720,20971350.001378,0,False,3,tcp1d,80.226,0.225664,20.971350001378,TCP,downlink,16.039569027262335,1.4999950000000002,64348,dec,south-central
2.00015,2.500107,0.499957,1966080,31459980.231763,0,False,4,tcp1d,79.493,0.31648,31.459980231763,TCP,downlink,22.370170762043333,1.9999520000000002,64348,dec,south-central
2.500107,3.000106,0.499999,2359296,37748826.000215,0,False,5,tcp1d,83.074,0.423808,37.748826000215004,TCP,downlink,30.060052077785333,2.4999510000000003,64348,dec,south-central
3.000106,3.500125,0.500019,3145728,50329728.073239,0,False,6,tcp1d,81.368,0.568288,50.329728073238996,TCP,downlink,39.84617810173899,2.9999700000000002,64348,dec,south-central
3.500125,4.000148,0.500023,4325376,69202815.14805,0,False,7,tcp1d,80.722,0.760928,69.20281514805,TCP,downlink,52.42712307383466,3.4999930000000004,64348,dec,south-central
4.000148,4.500111,0.499963,8126464,130033096.719521,0,False,8,tcp1d,51.151,1.124192,130.033096719521,TCP,downlink,83.18854664693667,3.999956,64348,dec,south-central
4.500111,5.000128,0.500017,13893632,222290480.262015,0,False,9,tcp1d,50.486,1.80256,222.29048026201502,TCP,downlink,140.5087973765287,4.499973000000001,64348,dec,south-central
5.000128,5.500085,0.499957,14680064,234901297.749777,0,False,10,tcp1d,55.177,2.53872,234.901297749777,TCP,downlink,195.74162491043765,4.99993,64348,dec,south-central
5.500085,6.000107,0.500022,27000832,431994154.84954,0,False,11,tcp1d,50.937,2.987296,431.99415484954,TCP,downlink,296.3953109537773,5.499952,64348,dec,south-central
6.000107,6.50012,0.500013,21757952,348118268.23081,0,False,12,tcp1d,51.67,2.987296,348.11826823081,TCP,downlink,338.33790694337563,5.999965,64348,dec,south-central
6.50012,7.000107,0.499987,26476544,423635612.28088,0,False,13,tcp1d,51.427,2.987296,423.63561228087997,TCP,downlink,401.24934512040994,6.499952,64348,dec,south-central
7.000107,7.50002,0.499913,25952256,415308378.580462,0,False,14,tcp1d,51.978,2.987296,415.308378580462,TCP,downlink,395.68741969738386,6.999865000000001,64348,dec,south-central
7.50002,8.000107,0.500087,27000832,431938135.084209,0,False,15,tcp1d,51.811,2.987296,431.938135084209,TCP,downlink,423.6273753151836,7.499952,64348,dec,south-central
8.000107,8.500106,0.499999,27131904,434111499.002468,0,False,16,tcp1d,51.289,2.987296,434.111499002468,TCP,downlink,427.11933755571295,7.999951,64348,dec,south-central
8.500106,9.000036,0.49993,26345472,421586453.229284,0,False,17,tcp1d,51.7,2.987296,421.58645322928396,TCP,downlink,429.21202910532025,8.499881,64348,dec,south-central
9.000036,9.500113,0.500077,25559040,408881664.699355,0,False,18,tcp1d,52.641,2.987296,408.881664699355,TCP,downlink,421.5265389770356,8.999958000000001,64348,dec,south-central
9.500113,10.000176,0.500063,26738688,427765158.77881,0,False,19,tcp1d,51.73,2.987296,427.76515877881,TCP,downlink,419.4110922358163,9.500021,64348,dec,south-central
10.000176,10.500113,0.499937,25427968,406898710.448138,0,False,20,tcp1d,52.23,2.987296,406.898710448138,TCP,downlink,414.51517797543426,9.999958000000001,64348,dec,south-central
10.500113,11.000127,0.500014,26738688,427807176.327223,0,False,21,tcp1d,52.039,2.987296,427.807176327223,TCP,downlink,420.8236818513903,10.499972000000001,64348,dec,south-central
11.000127,11.500126,0.499999,25821184,413139732.001503,0,False,22,tcp1d,50.233,2.987296,413.139732001503,TCP,downlink,415.94853959228794,10.999971,64348,dec,south-central
11.500126,12.000088,0.499962,27525120,440435312.531725,0,False,23,tcp1d,51.64,2.987296,440.435312531725,TCP,downlink,427.1274069534836,11.499933,64348,dec,south-central
12.000088,12.500104,0.500016,26083328,417319915.42595,0,False,24,tcp1d,51.222,2.987296,417.31991542595,TCP,downlink,423.63165331972596,11.999949,64348,dec,south-central
12.500104,13.000083,0.499979,27000832,432031440.760713,0,False,25,tcp1d,50.509,2.987296,432.031440760713,TCP,downlink,429.9288895727959,12.499928,64348,dec,south-central
13.000083,13.500101,0.500018,26476544,423609554.541787,0,False,26,tcp1d,52.249,2.987296,423.609554541787,TCP,downlink,424.3203035761499,12.999946000000001,64348,dec,south-central
13.500101,14.000127,0.500026,26738688,427796773.155662,0,False,27,tcp1d,51.606,2.987296,427.796773155662,TCP,downlink,427.8125894860539,13.499972000000001,64348,dec,south-central
14.000127,14.500135,0.500008,26607616,425714954.111897,0,False,28,tcp1d,50.926,2.987296,425.714954111897,TCP,downlink,425.70709393644864,13.99998,64348,dec,south-central
14.500135,15.000114,0.499979,26607616,425739720.749635,0,False,29,tcp1d,52.423,2.987296,425.73972074963496,TCP,downlink,426.41714933906457,14.499959,64348,dec,south-central
15.000114,15.500107,0.499993,21889024,350229227.066971,0,False,30,tcp1d,52.06,2.987296,350.229227066971,TCP,downlink,400.56130064283434,14.999952,64348,dec,south-central
15.500107,16.000112,0.500005,26083328,417329069.041846,0,False,31,tcp1d,50.758,2.987296,417.32906904184597,TCP,downlink,397.766005619484,15.499957,64348,dec,south-central
16.000112,16.500112,0.5,27131904,434110464.0,0,False,32,tcp1d,51.295,2.987296,434.110464,TCP,downlink,400.5562533696057,15.999957,64348,dec,south-central
16.500112,17.000128,0.500016,27262976,436193680.445214,0,False,33,tcp1d,52.205,2.987296,436.193680445214,TCP,downlink,429.21107116235345,16.499973,64348,dec,south-central
17.000128,17.500146,0.500018,22544384,360697244.461323,0,False,34,tcp1d,51.516,2.987296,360.697244461323,TCP,downlink,410.3337963021791,16.999991,64348,dec,south-central
17.500146,18.000078,0.499932,26214400,419487407.747272,0,False,35,tcp1d,50.97,2.987296,419.487407747272,TCP,downlink,405.45944421793655,17.499923000000003,64348,dec,south-central
18.000078,18.500109,0.500031,26083328,417307379.603552,0,False,36,tcp1d,59.004,2.987296,417.30737960355196,TCP,downlink,399.1640106040492,17.999954000000002,64348,dec,south-central
18.500109,19.000095,0.499986,26214400,419442200.331983,0,False,37,tcp1d,53.222,2.987296,419.442200331983,TCP,downlink,418.7456625609359,18.499940000000002,64348,dec,south-central
19.000095,19.500118,0.500023,25427968,406828670.870353,0,False,38,tcp1d,51.024,2.987296,406.828670870353,TCP,downlink,414.52608360196285,18.999963,64348,dec,south-central
19.500118,20.000117,0.499999,27525120,440402760.001602,0,False,39,tcp1d,51.847,2.987296,440.402760001602,TCP,downlink,422.2245437346462,19.499962,64348,dec,south-central
20.000117,20.500083,0.499966,26869760,429945476.999059,0,False,40,tcp1d,50.769,2.987296,429.945476999059,TCP,downlink,425.7256359570049,19.999928,64348,dec,south-central
20.500083,21.000113,0.50003,27262976,436181409.574521,0,False,41,tcp1d,56.923,2.987296,436.181409574521,TCP,downlink,435.5098821917275,20.499958000000003,64348,dec,south-central
21.000113,21.500118,0.500005,25427968,406843414.040795,0,False,42,tcp1d,53.72,2.987296,406.84341404079504,TCP,downlink,424.32343353812524,20.999963,64348,dec,south-central
21.500118,22.000112,0.499994,27131904,434115639.061692,0,False,43,tcp1d,51.935,2.987296,434.115639061692,TCP,downlink,425.7134875590029,21.499957000000002,64348,dec,south-central
22.000112,22.50011,0.499998,23855104,381683302.00703,0,False,44,tcp1d,82.36,2.987296,381.68330200703,TCP,downlink,407.54745170317256,21.999955,64348,dec,south-central
22.50011,23.00013,0.50002,24772608,396345852.635877,0,False,45,tcp1d,51.648,2.987296,396.345852635877,TCP,downlink,404.04826456819984,22.499975000000003,64348,dec,south-central
23.00013,23.500213,0.500083,25427968,406779987.201037,0,False,46,tcp1d,51.597,2.987296,406.779987201037,TCP,downlink,394.93638061464816,23.000058000000003,64348,dec,south-central
23.500213,24.000108,0.499895,26869760,430006378.928685,0,False,47,tcp1d,51.698,2.987296,430.006378928685,TCP,downlink,411.0440729218665,23.499953,64348,dec,south-central
24.000108,24.500112,0.500004,21233664,339735870.022324,0,False,48,tcp1d,56.24,2.987296,339.73587002232404,TCP,downlink,392.1740787173488,23.999957000000002,64348,dec,south-central
24.500112,25.00015,0.500038,25690112,411010630.362585,0,False,49,tcp1d,50.636,2.987296,411.010630362585,TCP,downlink,393.58429310453147,24.499995000000002,64348,dec,south-central
25.00015,25.500142,0.499992,26738688,427825944.112451,0,False,50,tcp1d,52.571,2.987296,427.825944112451,TCP,downlink,392.85748149912007,24.999987,64348,dec,south-central
25.500142,26.000107,0.499965,26738688,427848794.073654,0,False,51,tcp1d,51.976,2.987296,427.848794073654,TCP,downlink,422.22845618289676,25.499952,64348,dec,south-central
26.000107,26.500067,0.49996,24772608,396393482.543813,0,False,52,tcp1d,51.807,2.987296,396.393482543813,TCP,downlink,417.3560735766394,25.999912000000002,64348,dec,south-central
26.500067,27.000102,0.500035,26476544,423595012.081257,0,False,53,tcp1d,53.458,2.987296,423.595012081257,TCP,downlink,415.94576289957473,26.499947000000002,64348,dec,south-central
27.000102,27.500109,0.500007,26476544,423618846.081005,0,False,54,tcp1d,51.151,2.987296,423.61884608100496,TCP,downlink,414.53578023535835,26.999954000000002,64348,dec,south-central
27.500109,28.000103,0.499994,27525120,440407170.062586,0,False,55,tcp1d,51.443,2.987296,440.40717006258603,TCP,downlink,429.2070094082828,27.499948000000003,64348,dec,south-central
28.000103,28.500135,0.500032,23068672,369075169.506831,0,False,56,tcp1d,50.795,2.987296,369.075169506831,TCP,downlink,411.0337285501407,27.99998,64348,dec,south-central
28.500135,29.000109,0.499974,26869760,429938506.161447,0,False,57,tcp1d,51.22,2.987296,429.938506161447,TCP,downlink,413.140281910288,28.499954000000002,64348,dec,south-central
29.000109,29.500124,0.500015,24117248,385864376.348222,0,False,58,tcp1d,51.226,2.987296,385.86437634822204,TCP,downlink,394.9593506721667,28.999969,64348,dec,south-central
