start,end,seconds,bytes,bits_per_second,jitter_ms,lost_packets,packets,lost_percent,omitted,sender,interval,type,rtt,snd_cwnd,throughput,protocol,direction,throughput_rolled3,time_since_start,run,month,server location
0.0,1.000082,1.000082015991211,217838688,1742566585.6742249,0.0034756946816372953,41465,199778,20.75553864789917,False,False,0,udp,,,1742.5665856742248,UDP,downlink,1742.5665856742248,0.0,64601,dec,west
1.000082,2.000022,0.9999399781227112,217278656,1738333586.0451887,0.0014598924270028755,19467,177373,10.97517660523304,False,False,1,udp,,,1738.3335860451887,UDP,downlink,1740.4500858597066,0.99994,64601,dec,west
2.000022,3.00002,0.9999979734420776,220137984,1761107440.9862366,0.0020722158679742225,17228,177212,9.721689276121255,False,False,2,udp,,,1761.1074409862365,UDP,downlink,1747.3358709018833,1.9999380000000002,64601,dec,west
3.00002,4.00002,1.0,215606816,1724854528.0,0.0037615340713575544,17497,174188,10.044894022550348,False,False,3,udp,,,1724.854528,UDP,downlink,1741.4318516771418,2.999938,64601,dec,west
4.00002,5.00002,1.0,223615136,1788921088.0,0.021379846607804693,22490,185001,12.15669104491327,False,False,4,udp,,,1788.921088,UDP,downlink,1758.2943523287456,3.999938,64601,dec,west
5.00002,6.00002,1.0,221174112,1769392896.0,0.0020138078778149673,23709,184446,12.85416869978205,False,False,5,udp,,,1769.392896,UDP,downlink,1761.0561706666667,4.999938,64601,dec,west
6.00002,7.000104,1.0000840425491333,217240128,1737774976.961116,0.00197736268031753,23464,181342,12.93908747008415,False,False,6,udp,,,1737.7749769611162,UDP,downlink,1765.362986987039,6.000022,64601,dec,west
7.000104,8.000082,0.9999780058860779,219487136,1755935708.2500072,0.001902397041990552,24258,183769,13.20026772741866,False,False,7,udp,,,1755.935708250007,UDP,downlink,1754.367860403708,7.0,64601,dec,west
8.000082,9.00002,0.9999380111694336,214269344,1714261017.0357316,0.012469563689436188,28751,184470,15.585732097360005,False,False,8,udp,,,1714.2610170357316,UDP,downlink,1735.9905674156182,7.999938,64601,dec,west
9.00002,10.000023,1.0000029802322388,207313664,1658504369.2718105,0.00159226792191766,25018,175682,14.24050272651723,False,False,9,udp,,,1658.5043692718104,UDP,downlink,1709.567031519183,8.999941,64601,dec,west
10.000023,11.000038,1.0000150203704834,217387360,1739072758.48287,0.052381714111066846,26877,184862,14.538953381441292,False,False,10,udp,,,1739.07275848287,UDP,downlink,1703.9460482634706,9.999956000000001,64601,dec,west
11.000038,12.000083,1.0000449419021606,216158592,1729191022.8662333,0.010764073671026102,23405,180497,12.966974520352139,False,False,11,udp,,,1729.1910228662334,UDP,downlink,1708.922716873638,11.000001000000001,64601,dec,west
12.000083,13.00002,0.9999369978904724,222449664,1779709437.4489055,0.002442825039020482,22379,184043,12.159658340713856,False,False,12,udp,,,1779.7094374489054,UDP,downlink,1749.3244062660026,11.999938,64601,dec,west
13.00002,14.000022,1.0000020265579224,223352320,1786814938.9160297,0.0025640699839512503,24316,186636,13.028568979189439,False,False,13,udp,,,1786.8149389160296,UDP,downlink,1765.2384664103893,12.99994,64601,dec,west
14.000022,15.00002,0.9999979734420776,227807808,1822466157.3332293,0.040497364752337284,18779,184337,10.187319962894048,False,False,14,udp,,,1822.4661573332294,UDP,downlink,1796.330177899388,13.999938,64601,dec,west
15.00002,16.000084,1.0000640153884888,213158912,1705162139.3832111,0.0019715525580657352,22030,176942,12.450407478156684,False,False,15,udp,,,1705.162139383211,UDP,downlink,1771.4810785441566,15.000002,64601,dec,west
16.000084,17.000021,0.9999369978904724,222457920,1779775489.610331,0.001950307048087282,20906,182576,11.450574007536588,False,False,16,udp,,,1779.775489610331,UDP,downlink,1769.134595442257,15.999939000000001,64601,dec,west
17.000021,18.000019,0.9999979734420776,224812256,1798501692.767854,0.001992146873521601,22517,185898,12.112556348104874,False,False,17,udp,,,1798.501692767854,UDP,downlink,1761.1464405871318,16.999937000000003,64601,dec,west
18.000019,19.000094,1.0000749826431274,221130080,1768908002.6025157,0.002538526610107545,22629,183334,12.343046025287181,False,False,18,udp,,,1768.9080026025158,UDP,downlink,1782.3950616602333,18.000012,64601,dec,west
19.000094,20.000022,0.9999279975891113,216159968,1729404265.2765012,0.0026851635824798967,26912,184005,14.62568951930654,False,False,19,udp,,,1729.4042652765013,UDP,downlink,1765.6046535489568,18.999940000000002,64601,dec,west
20.000022,21.00002,0.9999979734420776,213337792,1706705794.7381494,0.0019585645806247964,24159,179201,13.481509589790235,False,False,20,udp,,,1706.7057947381495,UDP,downlink,1735.0060208723887,19.999938,64601,dec,west
21.00002,22.000082,1.0000619888305664,213033696,1704163928.870956,0.002031417546202934,19386,174207,11.128140660249015,False,False,21,udp,,,1704.163928870956,UDP,downlink,1713.4246629618685,21.0,64601,dec,west
22.000082,23.00002,0.9999380111694336,221343360,1770856653.333041,0.04236848122850752,24615,185475,13.271330367974121,False,False,22,udp,,,1770.8566533330409,UDP,downlink,1727.2421256473817,21.999938,64601,dec,west
23.00002,24.000019,0.9999989867210388,216286560,1730294233.2707431,0.0020002998428421018,26644,183829,14.493904661397277,False,False,23,udp,,,1730.2942332707432,UDP,downlink,1735.1049384915798,22.999937000000003,64601,dec,west
24.000019,25.000022,1.0000029802322388,219983872,1759865731.191412,0.0026734270186592178,22430,182302,12.303759695450406,False,False,24,udp,,,1759.865731191412,UDP,downlink,1753.672205931732,23.999940000000002,64601,dec,west
25.000022,26.00008,1.0000580549240112,214012032,1711996866.152028,0.0024959935807007693,23935,179467,13.336713713384633,False,False,25,udp,,,1711.9968661520281,UDP,downlink,1734.0522768713945,24.999998,64601,dec,west
26.00008,27.000019,0.9999390244483948,211687968,1693607012.621797,0.006045883733674763,27062,180905,14.95923274646914,False,False,26,udp,,,1693.6070126217971,UDP,downlink,1721.8232033217457,25.999937000000003,64601,dec,west
27.000019,28.00002,1.0000009536743164,214521152,1716167579.335057,0.002162151468503589,21831,177733,12.283031288505793,False,False,27,udp,,,1716.167579335057,UDP,downlink,1707.2571527029606,26.999938,64601,dec,west
28.00002,29.000081,1.00006103515625,220160000,1761172506.5608788,0.0023038312573385096,23130,183130,12.630371866979742,False,False,28,udp,,,1761.1725065608787,UDP,downlink,1723.6490328392445,27.999999000000003,64601,dec,west
29.000081,30.000145,1.0000640153884888,220076064,1760495813.1765866,0.0024237836585206903,23449,183388,12.786550919362227,False,False,29,udp,,,1760.4958131765866,UDP,downlink,1745.9452996908406,29.000063,64601,dec,west
