parent_file,exp_label,protocol,length,timestamp,Fixedtimestamp,time,_socket,_start,_end,_seconds,_bytes,bits_per_second,rtt,rttvar,pmtu,_omitted,session_num,conn_num,iperf_type,snd_cwnd,Throughput,run_number,iperf_did,seq_no
S20UPM-run20067-iPerf.txt,S20UPM-run20067-iPerf,TCP,1015.0,2021-01-23 13:03:55 CST,2021-01-23 13:03:56-06:00,13:03:56,,0.0,1.0,1.0,,42300000.0,-1,,,,1,,parallel-merged,-1.0,42.3,20067,S20UPM,0
S20UPM-run20067-iPerf.txt,S20UPM-run20067-iPerf,TCP,1015.0,2021-01-23 13:03:55 CST,2021-01-23 13:03:57-06:00,13:03:57,,1.0,2.0,1.0,,80800000.0,-1,,,,1,,parallel-merged,-1.0,80.8,20067,S20UPM,1
S20UPM-run20067-iPerf.txt,S20UPM-run20067-iPerf,TCP,1015.0,2021-01-23 13:03:55 CST,2021-01-23 13:03:58-06:00,13:03:58,,2.0,3.0,1.0,,78000000.0,-1,,,,1,,parallel-merged,-1.0,78.0,20067,S20UPM,2
S20UPM-run20067-iPerf.txt,S20UPM-run20067-iPerf,TCP,1015.0,2021-01-23 13:03:55 CST,2021-01-23 13:03:59-06:00,13:03:59,,3.0,4.0,1.0,,93600000.0,-1,,,,1,,parallel-merged,-1.0,93.6,20067,S20UPM,3
S20UPM-run20067-iPerf.txt,S20UPM-run20067-iPerf,TCP,1015.0,2021-01-23 13:03:55 CST,2021-01-23 13:04:00-06:00,13:04:00,,4.0,5.0,1.0,,78400000.0,-1,,,,1,,parallel-merged,-1.0,78.4,20067,S20UPM,4
S20UPM-run20067-iPerf.txt,S20UPM-run20067-iPerf,TCP,1015.0,2021-01-23 13:03:55 CST,2021-01-23 13:04:01-06:00,13:04:01,,5.0,6.0,1.0,,102000000.0,-1,,,,1,,parallel-merged,-1.0,102.0,20067,S20UPM,5
S20UPM-run20067-iPerf.txt,S20UPM-run20067-iPerf,TCP,1015.0,2021-01-23 13:03:55 CST,2021-01-23 13:04:02-06:00,13:04:02,,6.0,7.0,1.0,,113000000.0,-1,,,,1,,parallel-merged,-1.0,113.0,20067,S20UPM,6
S20UPM-run20067-iPerf.txt,S20UPM-run20067-iPerf,TCP,1015.0,2021-01-23 13:03:55 CST,2021-01-23 13:04:03-06:00,13:04:03,,7.0,8.0,1.0,,103000000.0,-1,,,,1,,parallel-merged,-1.0,103.0,20067,S20UPM,7
S20UPM-run20067-iPerf.txt,S20UPM-run20067-iPerf,TCP,1015.0,2021-01-23 13:03:55 CST,2021-01-23 13:04:04-06:00,13:04:04,,8.0,9.0,1.0,,94600000.0,-1,,,,1,,parallel-merged,-1.0,94.6,20067,S20UPM,8
S20UPM-run20067-iPerf.txt,S20UPM-run20067-iPerf,TCP,1015.0,2021-01-23 13:03:55 CST,2021-01-23 13:04:05-06:00,13:04:05,,9.0,10.0,1.0,,104000000.0,-1,,,,1,,parallel-merged,-1.0,104.0,20067,S20UPM,9
