parent_file,exp_label,protocol,length,timestamp,Fixedtimestamp,time,_socket,_start,_end,_seconds,_bytes,bits_per_second,rtt,snd_cwnd,session_num,conn_num,iperf_type,Throughput,run_number,iperf_did,seq_no
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:42:03-06:00,12:42:03,,29.0,30.0,1.0,,5240000.0,-1,-1,1,,parallel-merged,5.24,20074,S20UPM,29
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:42:04-06:00,12:42:04,,30.0,31.0,1.0,,21000000.0,-1,-1,1,,parallel-merged,21.0,20074,S20UPM,30
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:42:05-06:00,12:42:05,,31.0,32.0,1.0,,5240000.0,-1,-1,1,,parallel-merged,5.24,20074,S20UPM,31
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:42:06-06:00,12:42:06,,32.0,33.0,1.0,,7340000.0,-1,-1,1,,parallel-merged,7.34,20074,S20UPM,32
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:42:07-06:00,12:42:07,,33.0,34.0,1.0,,8390000.0,-1,-1,1,,parallel-merged,8.39,20074,S20UPM,33
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:42:08-06:00,12:42:08,,34.0,35.0,1.0,,15700000.0,-1,-1,1,,parallel-merged,15.7,20074,S20UPM,34
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:42:09-06:00,12:42:09,,35.0,36.0,1.0,,4190000.0000000005,-1,-1,1,,parallel-merged,4.19,20074,S20UPM,35
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:42:10-06:00,12:42:10,,36.0,37.0,1.0,,6290000.0,-1,-1,1,,parallel-merged,6.29,20074,S20UPM,36
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:42:11-06:00,12:42:11,,37.0,38.0,1.0,,9440000.0,-1,-1,1,,parallel-merged,9.44,20074,S20UPM,37
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:42:12-06:00,12:42:12,,38.0,39.0,1.0,,17800000.0,-1,-1,1,,parallel-merged,17.8,20074,S20UPM,38
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:42:13-06:00,12:42:13,,39.0,40.0,1.0,,5240000.0,-1,-1,1,,parallel-merged,5.24,20074,S20UPM,39
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:42:14-06:00,12:42:14,,40.0,41.0,1.0,,21000000.0,-1,-1,1,,parallel-merged,21.0,20074,S20UPM,40
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:42:15-06:00,12:42:15,,41.0,42.0,1.0,,31500000.0,-1,-1,1,,parallel-merged,31.5,20074,S20UPM,41
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:42:16-06:00,12:42:16,,42.0,43.0,1.0,,23100000.0,-1,-1,1,,parallel-merged,23.1,20074,S20UPM,42
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:42:17-06:00,12:42:17,,43.0,44.0,1.0,,10500000.0,-1,-1,1,,parallel-merged,10.5,20074,S20UPM,43
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:42:18-06:00,12:42:18,,44.0,45.0,1.0,,37700000.0,-1,-1,1,,parallel-merged,37.7,20074,S20UPM,44
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:42:19-06:00,12:42:19,,45.0,46.0,1.0,,9440000.0,-1,-1,1,,parallel-merged,9.44,20074,S20UPM,45
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:42:20-06:00,12:42:20,,46.0,47.0,1.0,,34600000.0,-1,-1,1,,parallel-merged,34.6,20074,S20UPM,46
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:42:21-06:00,12:42:21,,47.0,48.0,1.0,,21000000.0,-1,-1,1,,parallel-merged,21.0,20074,S20UPM,47
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:42:22-06:00,12:42:22,,48.0,49.0,1.0,,5240000.0,-1,-1,1,,parallel-merged,5.24,20074,S20UPM,48
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:42:23-06:00,12:42:23,,49.0,50.0,1.0,,21000000.0,-1,-1,1,,parallel-merged,21.0,20074,S20UPM,49
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:42:24-06:00,12:42:24,,50.0,51.0,1.0,,27300000.0,-1,-1,1,,parallel-merged,27.3,20074,S20UPM,50
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:42:25-06:00,12:42:25,,51.0,52.0,1.0,,11500000.0,-1,-1,1,,parallel-merged,11.5,20074,S20UPM,51
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:42:26-06:00,12:42:26,,52.0,53.0,1.0,,12600000.0,-1,-1,1,,parallel-merged,12.6,20074,S20UPM,52
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:42:27-06:00,12:42:27,,53.0,54.0,1.0,,15700000.0,-1,-1,1,,parallel-merged,15.7,20074,S20UPM,53
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:42:28-06:00,12:42:28,,54.0,55.0,1.0,,23100000.0,-1,-1,1,,parallel-merged,23.1,20074,S20UPM,54
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:42:29-06:00,12:42:29,,55.0,56.0,1.0,,7340000.0,-1,-1,1,,parallel-merged,7.34,20074,S20UPM,55
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:42:30-06:00,12:42:30,,56.0,57.0,1.0,,10500000.0,-1,-1,1,,parallel-merged,10.5,20074,S20UPM,56
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:42:31-06:00,12:42:31,,57.0,58.0,1.0,,5240000.0,-1,-1,1,,parallel-merged,5.24,20074,S20UPM,57
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:42:32-06:00,12:42:32,,58.0,59.0,1.0,,10500000.0,-1,-1,1,,parallel-merged,10.5,20074,S20UPM,58
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:42:33-06:00,12:42:33,,59.0,60.0,1.0,,10500000.0,-1,-1,1,,parallel-merged,10.5,20074,S20UPM,59
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:42:34-06:00,12:42:34,,60.0,61.0,1.0,,0.0,-1,-1,1,,parallel-merged,0.0,20074,S20UPM,60
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:42:35-06:00,12:42:35,,61.0,62.0,1.0,,7330000.0,-1,-1,1,,parallel-merged,7.33,20074,S20UPM,61
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:42:36-06:00,12:42:36,,62.0,63.0,1.0,,0.0,-1,-1,1,,parallel-merged,0.0,20074,S20UPM,62
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:42:37-06:00,12:42:37,,63.0,64.0,1.0,,3150000.0,-1,-1,1,,parallel-merged,3.15,20074,S20UPM,63
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:42:38-06:00,12:42:38,,64.0,65.0,1.0,,0.0,-1,-1,1,,parallel-merged,0.0,20074,S20UPM,64
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:42:39-06:00,12:42:39,,65.0,66.0,1.0,,0.0,-1,-1,1,,parallel-merged,0.0,20074,S20UPM,65
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:42:40-06:00,12:42:40,,66.0,67.0,1.0,,0.0,-1,-1,1,,parallel-merged,0.0,20074,S20UPM,66
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:42:41-06:00,12:42:41,,67.0,68.0,1.0,,0.0,-1,-1,1,,parallel-merged,0.0,20074,S20UPM,67
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:42:42-06:00,12:42:42,,68.0,69.0,1.0,,0.0,-1,-1,1,,parallel-merged,0.0,20074,S20UPM,68
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:42:43-06:00,12:42:43,,69.0,70.0,1.0,,0.0,-1,-1,1,,parallel-merged,0.0,20074,S20UPM,69
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:42:44-06:00,12:42:44,,70.0,71.0,1.0,,0.0,-1,-1,1,,parallel-merged,0.0,20074,S20UPM,70
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:42:45-06:00,12:42:45,,71.0,72.0,1.0,,0.0,-1,-1,1,,parallel-merged,0.0,20074,S20UPM,71
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:42:46-06:00,12:42:46,,72.0,73.0,1.0,,0.0,-1,-1,1,,parallel-merged,0.0,20074,S20UPM,72
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:42:47-06:00,12:42:47,,73.0,74.0,1.0,,6290000.0,-1,-1,1,,parallel-merged,6.29,20074,S20UPM,73
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:42:48-06:00,12:42:48,,74.0,75.0,1.0,,16800000.0,-1,-1,1,,parallel-merged,16.8,20074,S20UPM,74
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:42:49-06:00,12:42:49,,75.0,76.0,1.0,,26200000.0,-1,-1,1,,parallel-merged,26.2,20074,S20UPM,75
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:42:50-06:00,12:42:50,,76.0,77.0,1.0,,30400000.0,-1,-1,1,,parallel-merged,30.4,20074,S20UPM,76
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:42:51-06:00,12:42:51,,77.0,78.0,1.0,,13600000.0,-1,-1,1,,parallel-merged,13.6,20074,S20UPM,77
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:42:52-06:00,12:42:52,,78.0,79.0,1.0,,22000000.0,-1,-1,1,,parallel-merged,22.0,20074,S20UPM,78
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:42:53-06:00,12:42:53,,79.0,80.0,1.0,,29400000.0,-1,-1,1,,parallel-merged,29.4,20074,S20UPM,79
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:42:54-06:00,12:42:54,,80.0,81.0,1.0,,6290000.0,-1,-1,1,,parallel-merged,6.29,20074,S20UPM,80
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:42:55-06:00,12:42:55,,81.0,82.0,1.0,,24100000.0,-1,-1,1,,parallel-merged,24.1,20074,S20UPM,81
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:42:56-06:00,12:42:56,,82.0,83.0,1.0,,24100000.0,-1,-1,1,,parallel-merged,24.1,20074,S20UPM,82
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:42:57-06:00,12:42:57,,83.0,84.0,1.0,,0.0,-1,-1,1,,parallel-merged,0.0,20074,S20UPM,83
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:42:58-06:00,12:42:58,,84.0,85.0,1.0,,0.0,-1,-1,1,,parallel-merged,0.0,20074,S20UPM,84
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:42:59-06:00,12:42:59,,85.0,86.0,1.0,,8390000.0,-1,-1,1,,parallel-merged,8.39,20074,S20UPM,85
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:43:00-06:00,12:43:00,,86.0,87.0,1.0,,19900000.0,-1,-1,1,,parallel-merged,19.9,20074,S20UPM,86
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:43:01-06:00,12:43:01,,87.0,88.0,1.0,,18900000.0,-1,-1,1,,parallel-merged,18.9,20074,S20UPM,87
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:43:02-06:00,12:43:02,,88.0,89.0,1.0,,31500000.0,-1,-1,1,,parallel-merged,31.5,20074,S20UPM,88
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:43:03-06:00,12:43:03,,89.0,90.0,1.0,,26200000.0,-1,-1,1,,parallel-merged,26.2,20074,S20UPM,89
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:43:04-06:00,12:43:04,,90.0,91.0,1.0,,30400000.0,-1,-1,1,,parallel-merged,30.4,20074,S20UPM,90
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:43:05-06:00,12:43:05,,91.0,92.0,1.0,,18900000.0,-1,-1,1,,parallel-merged,18.9,20074,S20UPM,91
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:43:06-06:00,12:43:06,,92.0,93.0,1.0,,19900000.0,-1,-1,1,,parallel-merged,19.9,20074,S20UPM,92
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:43:07-06:00,12:43:07,,93.0,94.0,1.0,,26200000.0,-1,-1,1,,parallel-merged,26.2,20074,S20UPM,93
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:43:08-06:00,12:43:08,,94.0,95.0,1.0,,28300000.0,-1,-1,1,,parallel-merged,28.3,20074,S20UPM,94
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:43:09-06:00,12:43:09,,95.0,96.0,1.0,,9440000.0,-1,-1,1,,parallel-merged,9.44,20074,S20UPM,95
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:43:10-06:00,12:43:10,,96.0,97.0,1.0,,21000000.0,-1,-1,1,,parallel-merged,21.0,20074,S20UPM,96
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:43:11-06:00,12:43:11,,97.0,98.0,1.0,,25200000.0,-1,-1,1,,parallel-merged,25.2,20074,S20UPM,97
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:43:12-06:00,12:43:12,,98.0,99.0,1.0,,23100000.0,-1,-1,1,,parallel-merged,23.1,20074,S20UPM,98
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:43:13-06:00,12:43:13,,99.0,100.0,1.0,,26200000.0,-1,-1,1,,parallel-merged,26.2,20074,S20UPM,99
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:43:14-06:00,12:43:14,,100.0,101.0,1.0,,19900000.0,-1,-1,1,,parallel-merged,19.9,20074,S20UPM,100
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:43:15-06:00,12:43:15,,101.0,102.0,1.0,,23100000.0,-1,-1,1,,parallel-merged,23.1,20074,S20UPM,101
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:43:16-06:00,12:43:16,,102.0,103.0,1.0,,12600000.0,-1,-1,1,,parallel-merged,12.6,20074,S20UPM,102
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:43:17-06:00,12:43:17,,103.0,104.0,1.0,,29400000.0,-1,-1,1,,parallel-merged,29.4,20074,S20UPM,103
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:43:18-06:00,12:43:18,,104.0,105.0,1.0,,22000000.0,-1,-1,1,,parallel-merged,22.0,20074,S20UPM,104
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:43:19-06:00,12:43:19,,105.0,106.0,1.0,,27300000.0,-1,-1,1,,parallel-merged,27.3,20074,S20UPM,105
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:43:20-06:00,12:43:20,,106.0,107.0,1.0,,19900000.0,-1,-1,1,,parallel-merged,19.9,20074,S20UPM,106
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:43:21-06:00,12:43:21,,107.0,108.0,1.0,,36700000.0,-1,-1,1,,parallel-merged,36.7,20074,S20UPM,107
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:43:22-06:00,12:43:22,,108.0,109.0,1.0,,19900000.0,-1,-1,1,,parallel-merged,19.9,20074,S20UPM,108
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:43:23-06:00,12:43:23,,109.0,110.0,1.0,,26200000.0,-1,-1,1,,parallel-merged,26.2,20074,S20UPM,109
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:43:24-06:00,12:43:24,,110.0,111.0,1.0,,23100000.0,-1,-1,1,,parallel-merged,23.1,20074,S20UPM,110
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:43:25-06:00,12:43:25,,111.0,112.0,1.0,,37700000.0,-1,-1,1,,parallel-merged,37.7,20074,S20UPM,111
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:43:26-06:00,12:43:26,,112.0,113.0,1.0,,21000000.0,-1,-1,1,,parallel-merged,21.0,20074,S20UPM,112
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:43:27-06:00,12:43:27,,113.0,114.0,1.0,,22000000.0,-1,-1,1,,parallel-merged,22.0,20074,S20UPM,113
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:43:28-06:00,12:43:28,,114.0,115.0,1.0,,31500000.0,-1,-1,1,,parallel-merged,31.5,20074,S20UPM,114
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:43:29-06:00,12:43:29,,115.0,116.0,1.0,,21000000.0,-1,-1,1,,parallel-merged,21.0,20074,S20UPM,115
S20UPM-run20074-iPerf.txt,S20UPM-run20074-iPerf,TCP,0,2021-01-24 12:41:33 CST,2021-01-24 12:43:30-06:00,12:43:30,,116.0,117.0,1.0,,30400000.0,-1,-1,1,,parallel-merged,30.4,20074,S20UPM,116
