pageRef,startedDateTime,requestMethod,requestUrl,requestHttpVersion,requestHeaderSize,responseStatus,responseContentSize,time,blocked,dns,connect,send,wait,receive,ssl
page_1,2020-12-27T02:45:55.735Z,GET,http://6pm.com/,http/1.1,-1,307,0,11.299000005237758,7.519000018797815,-1,-1,0,0,3.779999999096617,-1
page_1,2020-12-27T02:45:55.747Z,GET,https://6pm.com/,h2,-1,301,0,text/html,134,340.29000002192333,37.73200001806766,0.03300000000000125,213.43699999999998,0.40100000000001046,82.53,6.156999996164814,118.92
page_1,2020-12-27T02:45:56.088Z,GET,https://www.6pm.com/,h2,-1,200,179067,nosniff,36279,"max-age=0, no-cache, no-store",486.1479999963194,6.542999989019707,71.604,110.23,0.5720000000000027,289.01699999999994,8.182000019587576,66.57799999999999
page_1,2020-12-27T02:45:56.616Z,GET,https://www.6pm.com/marty-assets/marty-6pm.app.e48809230770885d3829.css,h2,-1,200,336635,text/css,35405,max-age=30725603,50.47499999636784,17.25099999106489,-1,-1,0.3860000000000001,0.11099999999999977,32.72700001252815,-1
page_1,2020-12-27T02:45:56.617Z,GET,https://www.6pm.com/marty-assets/marty-6pm.Landing.e611a4a6d764e0a95c7d.css,h2,-1,200,826,text/css,274,max-age=30726211,32.71700002369471,26.46700000037439,-1,-1,5.4350000000000005,0.11900000000000155,0.6960000318940729,-1
page_1,2020-12-27T02:45:56.657Z,GET,https://www.6pm.com/marty-assets/marty-6pm.Landing.e611a4a6d764e0a95c7d.js,h2,-1,200,6068,application/javascript,2231,max-age=30725385,14.346999989356846,11.998000002378598,-1,-1,1.1719999999999997,0.3360000000000003,0.8410000009462237,-1
page_1,2020-12-27T02:45:56.669Z,GET,https://www.google-analytics.com/analytics.js,h2,-1,200,47051,text/javascript,18817,"public, max-age=7200",233.1230000127107,139.94599999830314,-1,-1,4.0360000000000005,52.149,36.992000008467585,-1
page_1,2020-12-27T02:45:56.671Z,GET,https://images-na.ssl-images-amazon.com/images/G/01/6pm/logos/6pm-Logo-2x._V285053989_.png,h2,-1,200,4702,image/png,4702,"max-age=630720000,public",210.04700000048615,141.32499998474867,-1,-1,1.851,65.254,1.6170000017154962,-1
page_1,2020-12-27T02:45:56.671Z,GET,https://m.media-amazon.com/images/G/01/6pm/landing/2020/homepage/sunday-steals-m.jpg,h2,-1,200,27369,image/jpeg,27369,"max-age=86400,public",226.8560000229627,141.5310000210181,-1,-1,1.2439999999999998,68.174,15.906999993603677,-1
page_1,2020-12-27T02:45:56.672Z,GET,https://m.media-amazon.com/images/G/01/6pm/promos/201226/header-m.png,h2,-1,200,625919,image/png,625919,"max-age=86400,public",408.3029999746941,141.02899997901918,-1,-1,0.8150000000000004,79.96900000000001,186.48999999277294,-1
page_1,2020-12-27T02:45:56.692Z,GET,https://www.6pm.com/karakoram/js/main.bd1547e.js,h2,-1,200,61603,text/javascript,15169,max-age=1165827,12.604999996256083,3.703999995265156,-1,-1,0.2340000000000001,0.10199999999999987,8.564999996451661,-1
page_1,2020-12-27T02:45:56.706Z,GET,https://www.6pm.com/marty-assets/marty-6pm.vendor.e611a4a6d764e0a95c7d.js,h2,-1,200,1029536,application/javascript,229134,max-age=30726188,34.46199998143129,4.6539999899100515,-1,-1,0.484,2.8209999999999997,26.5030000009574,-1
page_1,2020-12-27T02:45:56.706Z,GET,https://www.6pm.com/marty-assets/marty-6pm.app.e611a4a6d764e0a95c7d.js,h2,-1,200,1003544,application/javascript,212104,max-age=30726846,213.44299998600036,25.359999996805563,-1,-1,1.642,0.19300000000000006,186.24799998360686,-1
page_1,2020-12-27T02:45:56.772Z,GET,https://s.go-mpulse.net/boomerang/Q9XJS-7ECPU-YHG3G-HBMFB-9Q3DD,h2,-1,200,191256,application/javascript; charset=utf-8,47928,max-age=604800,389.68399999430403,14.283999999718741,34.904,182.04700000000003,1.641999999999996,79.06700000000001,77.74000000790693,106.564
page_1,2020-12-27T02:45:56.800Z,GET,https://ds-aksb-a.akamaihd.net/aksb.min.js,http/1.1,-1,200,13363,application/x-javascript,4826,max-age=43200,290.5650000029709,10.320999999200925,54.083,160.29,0.3230000000000075,59.82700000000003,5.720999994082376,100.42899999999999
page_1,2020-12-27T02:45:56.817Z,GET,https://www.6pm.com/marty-assets/icons-sprite-2x.49a51592299045dbe43beea868f3a168.png,h2,-1,200,18591,application/octet-stream,18591,max-age=21609271,75.24200002080761,4.313000001164154,-1,-1,0.6139999999999999,68.452,1.863000012235716,-1
page_1,2020-12-27T02:45:56.847Z,GET,https://m.media-amazon.com/images/G/01/zappos/melody/6pm/Verlag-Light._CB1525671407_.woff2,h2,-1,200,19440,application/font-woff2,19440,"max-age=3600,public",58.8020000141114,7.466000010998919,-1,-1,2.848,42.984,5.504000000655651,-1
page_1,2020-12-27T02:45:56.851Z,GET,https://m.media-amazon.com/images/G/01/zappos/melody/melody-sprite.2020.09.01._TTH_.svg,h2,-1,200,96410,image/svg+xml,27847,"max-age=3600,public",236.08400000375696,4.985999997327104,-1,-1,11.917,92.683,126.49799999780953,-1
page_1,2020-12-27T02:45:56.855Z,GET,https://m.media-amazon.com/images/G/01/zappos/melody/6pm/Verlag-Book._CB1525671407_.woff2,h2,-1,200,18600,application/font-woff2,18600,"max-age=3600,public",108.4229999978561,13.008999997870996,-1,-1,5.075000000000001,71.08699999999999,19.25199999823235,-1
page_1,2020-12-27T02:45:56.856Z,GET,https://m.media-amazon.com/images/G/01/zappos/melody/6pm/Knockout-30JuniorWelterwt._CB1525671406_.woff2,h2,-1,200,15036,application/font-woff2,15036,"max-age=3600,public",68.22999997530133,16.53899997369759,-1,-1,1.9050000000000002,46.607,3.1789999920874834,-1
page_1,2020-12-27T02:45:56.857Z,GET,https://m.media-amazon.com/images/G/01/zappos/melody/6pm/Verlag-Black._CB1525671406_.woff2,h2,-1,200,18524,application/font-woff2,18524,"max-age=3600,public",112.94700001599267,16.279000024113806,-1,-1,1.125,89.878,5.6650000042282045,-1
page_1,2020-12-27T02:45:56.858Z,GET,https://m.media-amazon.com/images/G/01/zappos/melody/6pm/Verlag-Bold._CB1525671406_.woff2,h2,-1,200,19596,application/font-woff2,19596,"max-age=3600,public",84.5510000071954,16.135999991560354,-1,-1,1.1989999999999998,50.201,17.01500001945533,-1
page_1,2020-12-27T02:45:56.858Z,GET,https://m.media-amazon.com/images/G/01/zappos/melody/6pm/VerlagCondensed-Bold._CB1525671408_.woff2,h2,-1,200,20500,application/font-woff2,20500,"max-age=3600,public",118.15299998852424,16.28899998787977,-1,-1,0.5709999999999997,92.96199999999999,8.33099998999387,-1
page_1,2020-12-27T02:45:57.388Z,GET,https://www.6pm.com/track.cgi?ChRodHRwczovL3d3dy42cG0uY29tLxISbWFydHlfbGl2ZV82cG1fc3NsGgt3d3cuNnBtLmNvbSIPL2MvaG9tZXBhZ2UtbmV3KOTqn/8FMNMCOOTqn/8FQLEFSOXqn/8FUPgCWIkDYNMGaBiCASRlNjEyZjZjMS02OGZlLTg2MzItZGEzZC0zYTdhODM1ZDA5NDmIAYkDkAHXBZoGJGU2MTJmNmMxLTY4ZmUtODYzMi1kYTNkLTNhN2E4MzVkMDk0OQ==,h2,-1,200,35,image/gif,35,"max-age=0, no-cache, no-store",141.99800000642426,1.8179999959040432,-1,-1,2.645,135.786,1.7490000172983855,-1
page_1,2020-12-27T02:45:57.427Z,POST,https://www.google-analytics.com/j/collect?v=1&_v=j87&a=1913500198&t=pageview&_s=1&dl=https%3A%2F%2Fwww.6pm.com%2F&ul=en-us&de=UTF-8&dt=Discount%20Shoes%2C%20Clothing%20%26%20Accessories%20%7C%206pm&sd=24-bit&sr=393x851&vp=393x727&je=0&_u=IEBAAEABAAAAAC~&jid=594498407&gjid=578240230&cid=263225314.1609037157&tid=UA-8814898-13&_gid=1859292393.1609037157&_r=1&_slc=1&z=833035875,h2,-1,200,4,text/plain,4,"no-cache, no-store, must-revalidate",73.96099998732097,5.636999979007989,-1,-1,0.2920000000000007,66.771,1.260999997612089,-1
