timestamp,latitude,longitude,movingSpeed,compassDirection,nrStatus,rsrp,nr_ssRsrp,nr_ssSinr,rsrp_avg,nr_ssRsrp_avg,nr_ssSinr_avg,mobileRx,mobileTx,currentNow,voltageNow,nrStatus_array
2021-01-23 12:16:41,44.973724233333336,-93.2225095,0.011828979333333335,216,CONNECTED,-71.0,-71.0,5.0,-71.83333333333333,-71.83333333333333,5.0,204836037,1524127,-987.6666666666666,3825000.0,['CONNECTED']
2021-01-23 12:16:42,44.97372422000001,-93.2225095,0.007545448400000002,208,CONNECTED,-71.0,-71.0,5.0,-71.0,-71.0,4.9,204836121,1524211,-728.3,3825000.0,['CONNECTED']
2021-01-23 12:16:43,44.97372406000001,-93.2225095,0.011043148999999999,185,CONNECTED,-71.0,-71.0,4.0,-71.2,-71.2,3.9,204836121,1524211,-748.3,3825000.0,['CONNECTED']
2021-01-23 12:16:44,44.973724,-93.2225095,0.0104330104,180,CONNECTED,-72.0,-72.0,3.0,-72.9,-72.9,3.0,204836121,1524211,-689.4,3825000.0,['CONNECTED']
2021-01-23 12:16:45,44.97372395999999,-93.2225095,0.0077867878,178,CONNECTED,-72.0,-72.0,3.0,-72.0,-72.0,2.9,204836121,1524211,-646.4,3825000.0,['CONNECTED']
2021-01-23 12:16:46,44.973723899999996,-93.22250946000001,0.007110858199999999,162,CONNECTED,-72.0,-72.0,2.0,-72.1,-72.1,1.9,204836121,1524211,-839.9,3825000.0,['CONNECTED']
2021-01-23 12:16:47,44.97372394,-93.22250940000002,0.0065528896,88,CONNECTED,-72.0,-72.0,1.0,-72.9,-72.9,1.0,204836121,1524211,-603.3,3825000.0,['CONNECTED']
2021-01-23 12:16:48,44.97372404000001,-93.22250940000002,0.008108412,15,CONNECTED,-72.0,-72.0,1.0,-72.0,-72.0,1.0,204836121,1524211,-672.4,3825000.0,['CONNECTED']
2021-01-23 12:16:49,44.97372410000002,-93.22250935999999,0.007195083200000001,20,CONNECTED,-71.0,-71.0,2.0,-71.9,-71.9,1.1,204836121,1524211,-670.4,3825000.0,['CONNECTED']
2021-01-23 12:16:50,44.97372410000002,-93.22250929999998,0.004892838000000001,44,CONNECTED,-68.0,-68.0,2.0,-70.7,-70.7,2.0,204836121,1524211,-708.3,3825000.0,['CONNECTED']
2021-01-23 12:16:51,44.97372406000001,-93.22250929999998,0.003936473920000001,98,CONNECTED,-68.0,-68.0,3.0,-68.0,-68.0,2.1,204836121,1524211,-740.2,3825000.0,['CONNECTED']
