timestamp,latitude,longitude,movingSpeed,compassDirection,nrStatus,rsrp,nr_ssRsrp,nr_ssSinr,rsrp_avg,nr_ssRsrp_avg,nr_ssSinr_avg,mobileRx,mobileTx,currentNow,voltageNow,nrStatus_array
2021-01-17 15:16:02,44.9736848,-93.2225019,0.0049605933,0,NOT_RESTRICTED,,,,,,,66536460681,71460459,-775.5,3794000,['NOT_RESTRICTED']
2021-01-17 15:16:03,44.9736848,-93.2225019,0.003954285029999999,0,CONNECTED,-93.0,-93.0,16.0,-93.0,-93.0,16.0,66536460681,71460543,-1001.8,3794000,"['NOT_RESTRICTED', 'CONNECTED']"
2021-01-17 15:16:04,44.9736848,-93.22250180000002,0.004090747300000001,63,CONNECTED,-90.0,-90.0,16.0,-90.6,-90.6,16.0,66536460765,71460543,-1119.5,3794000,['CONNECTED']
2021-01-17 15:16:05,44.97368469999999,-93.22250180000002,0.005305497399999999,146,CONNECTED,-90.0,-90.0,16.0,-90.0,-90.0,15.2,66536460765,71460543,-927.8,3794000,['CONNECTED']
2021-01-17 15:16:06,44.97368469999999,-93.2225019,0.0042957827,207,CONNECTED,-90.0,-90.0,15.0,-92.33333333333333,-92.33333333333333,15.0,66536460765,71460543,-731.0,3794000,['CONNECTED']
2021-01-17 15:16:07,44.97368469999999,-93.2225019,0.0030775276699999995,225,CONNECTED,-93.0,-93.0,15.0,-93.0,-93.0,14.3,66536460765,71460543,-881.8,3794000,['CONNECTED']
2021-01-17 15:16:08,44.97368469999999,-93.2225019,0.00157316394,239,CONNECTED,-93.0,-93.0,15.0,-93.0,-93.0,14.7,66536460765,71460543,-740.1,3794000,['CONNECTED']
2021-01-17 15:16:09,44.97368461000001,-93.2225019,0.00492936762,190,CONNECTED,-93.0,-93.0,15.0,-93.0,-93.0,14.3,66536460765,71460543,-777.8,3794000,['CONNECTED']
2021-01-17 15:16:10,44.973684600000006,-93.2225019,0.004178903800000001,181,CONNECTED,-93.0,-93.0,15.0,-93.0,-93.0,14.7,66536460765,71460543,-838.0,3794000,['CONNECTED']
2021-01-17 15:16:11,44.973684600000006,-93.2225019,0.00220632881,179,CONNECTED,-93.0,-93.0,15.0,-93.0,-93.0,13.6,66536460765,71460543,-880.6,3794000,['CONNECTED']
2021-01-17 15:16:12,44.973684600000006,-93.2225019,0.000805533384,176,CONNECTED,-93.0,-93.0,13.0,-93.0,-93.0,10.9,66536460765,71460543,-1081.2,3794000,['CONNECTED']
2021-01-17 15:16:13,44.97368468999999,-93.2225019,0.004448350266,17,CONNECTED,-93.0,-93.0,14.0,-96.2,-96.2,13.2,66536460765,71460543,-957.8,3794000,['CONNECTED']
2021-01-17 15:16:14,44.97368469999999,-93.2225019,0.0037363741,0,NOT_RESTRICTED,-97.0,-97.0,14.0,-97.0,-97.0,12.5,66536460765,71460543,-659.0,3794000,"['CONNECTED', 'NOT_RESTRICTED']"
2021-01-17 15:16:15,44.97368469999999,-93.2225019,0.0016980227100000002,0,CONNECTED,,,,,,,66536460849,71460627,-1098.9,3794000,"['NOT_RESTRICTED', 'CONNECTED']"
2021-01-17 15:16:16,44.97368461000001,-93.2225019,0.004266737529999999,162,CONNECTED,-97.0,-97.0,9.0,-97.0,-97.0,9.0,66536460933,71460711,-934.8,3794000,['CONNECTED']
2021-01-17 15:16:17,44.973684600000006,-93.2225019,0.0038991549699999998,180,CONNECTED,-97.0,-97.0,11.0,-97.0,-97.0,10.2,66536460933,71460711,-859.7,3794000,['CONNECTED']
2021-01-17 15:16:18,44.97368450999999,-93.22250181000001,0.007366498429999998,155,CONNECTED,-97.0,-97.0,12.0,-97.0,-97.0,11.6,66536460933,71460711,-1034.4,3794000,['CONNECTED']
2021-01-17 15:16:19,44.97368459000001,-93.22250189,0.002013817649999999,292,CONNECTED,-94.0,-94.0,17.0,-95.2,-95.2,15.0,66536460933,71460711,-850.6,3794000,['CONNECTED']
