timestamp,latitude,longitude,movingSpeed,compassDirection,nrStatus,rsrp,nr_ssRsrp,nr_ssSinr,rsrp_avg,nr_ssRsrp_avg,nr_ssSinr_avg,mobileRx,mobileTx,currentNow,voltageNow,nrStatus_array
2021-01-24 18:00:21,44.9737584,-93.2225009,0.011693884,348,CONNECTED,-73.0,-73.0,4.0,-73.0,-73.0,4.0,1608564,87361704,-674.6,3822000.0,['CONNECTED']
2021-01-24 18:00:22,44.97375850000001,-93.2225009,0.010452995400000002,286,CONNECTED,-71.0,-71.0,5.0,-71.6,-71.6,4.7,1608648,87361788,-760.0,3822000.0,['CONNECTED']
2021-01-24 18:00:23,44.9737586,-93.22250099999998,0.015221582,348,CONNECTED,-71.0,-71.0,5.0,-71.0,-71.0,5.0,1608648,87361788,-771.4,3822000.0,['CONNECTED']
2021-01-24 18:00:24,44.97375879999999,-93.2225009,0.015995066999999998,0,CONNECTED,-71.0,-71.0,5.0,-71.7,-71.7,4.3,1608648,87361788,-610.6,3822000.0,['CONNECTED']
2021-01-24 18:00:25,44.9737589,-93.2225009,0.014241643000000002,3,CONNECTED,-71.0,-71.0,5.0,-71.3,-71.3,4.7,1608648,87361788,-734.5,3822000.0,['CONNECTED']
2021-01-24 18:00:26,44.973758999999994,-93.2225009,0.012399045999999999,3,CONNECTED,-71.0,-71.0,5.0,-71.0,-71.0,5.0,1608648,87361788,-685.0,3822000.0,['CONNECTED']
2021-01-24 18:00:27,44.97375920000001,-93.2225009,0.0155994756,1,CONNECTED,-71.0,-71.0,5.0,-71.7,-71.7,4.3,1608648,87361788,-824.6,3822000.0,['CONNECTED']
2021-01-24 18:00:28,44.97375929999999,-93.22250099999998,0.015519879000000004,335,CONNECTED,-72.0,-72.0,4.0,-72.0,-72.0,4.0,1608648,87361788,-663.3,3822000.0,['CONNECTED']
2021-01-24 18:00:29,44.97375950000001,-93.22250110000002,0.019114913000000004,340,CONNECTED,-71.0,-71.0,4.0,-71.3,-71.3,3.3,1608648,87361788,-717.2,3822000.0,['CONNECTED']
2021-01-24 18:00:30,44.9737596,-93.22250099999998,0.016145203,358,CONNECTED,-71.0,-71.0,4.0,-71.0,-71.0,3.7,1608648,87361788,-687.2,3822000.0,['CONNECTED']
2021-01-24 18:00:31,44.973759799999996,-93.22250099999998,0.018441342,3,CONNECTED,-71.0,-71.0,4.0,-71.0,-71.0,4.0,1608648,87361788,-667.9,3822000.0,['CONNECTED']
