timestamp,downlink_rolled_mbps_3,uplink_rolled_mbps_3,downlink_rolled_mbps_4,uplink_rolled_mbps_4,downlink_rolled_mbps_2,uplink_rolled_mbps_2,sw_power_baseline,avg_power_baseline,nr_ssRsrp_avg,rsrp,nr_ssRsrp,nr_ssSinr,rsrp_avg,nrStatus,nr_ssSinr_avg,provider,direction,network_type,sw_power_rolled,avg_power_rolled,avg_power,sw_power,downlink_mbps,uplink_mbps,Throughput
2021-01-13 23:50:40,0.999103999991995,42.13268266666734,0.9650239999917385,46.919096000000536,0.9347040000008671,31.691632000000038,4136.923712072926,3323.9425774059496,-117.0,-117.0,-117.0,-7.0,-117.0,CONNECTED,-7.0,Verizon,uplink,,6494.196252666676,5681.2151179997045,5679.203220000012,5258.6341,0.902336,53.430048,83.9
2021-01-13 23:56:31,0.918613333325332,68.23174400000066,0.9722559999917403,67.99279200000055,0.8175680000008674,70.36041600000014,2525.799499406264,3198.4572293605443,-91.0,-91.0,-91.0,22.0,-91.0,CONNECTED,22.0,Verizon,uplink,,4883.072040000014,5555.729769954304,5557.316583316664,7370.7732,1.059936,92.785728,109.0
2021-01-13 23:56:32,0.9897279999919988,78.60092800000065,1.0224719999917402,74.94429600000055,1.1969920000008674,93.93384000000015,2829.244939406264,5284.96327340655,-91.8,-91.0,-91.0,22.0,-91.8,CONNECTED,19.6,Verizon,uplink,,5186.517480000014,7642.235814000302,7642.948379999968,7963.579800000001,1.334048,95.081952,76.5
2021-01-13 23:56:33,1.128181333325332,89.74694400000065,0.9899359999917403,79.29398400000055,1.1623040000008673,88.22755200000014,3120.878959406265,5322.867355406523,-90.6,-87.0,-87.0,24.0,-90.6,CONNECTED,19.2,Verizon,uplink,,5478.151500000015,7680.139896000292,7680.259119999999,7422.191999999999,0.99056,81.373152,79.7
2021-01-13 23:56:34,1.1323519999919986,87.26032000000065,1.1142479999917403,88.64167200000054,1.0315040000008673,83.34950400000014,3439.4146994062653,5059.335775406488,-89.8,-87.0,-87.0,24.0,-89.8,CONNECTED,20.8,Verizon,uplink,,5796.687240000015,7416.608316000281,7416.704919999972,7367.0472,1.0724479999999998,85.325856,87.0
2021-01-13 23:56:35,1.0728853333253319,86.59392000000064,1.1381759999917405,88.71592800000055,1.1140480000008675,89.20430400000015,3725.906839406264,5040.3467214065195,-92.8,-91.0,-91.0,20.0,-92.8,CONNECTED,17.6,Verizon,uplink,,6083.179380000013,7397.619262000266,7397.184179999994,7253.0316,1.155648,93.082752,70.3
2021-01-13 23:56:38,1.1547626666586652,88.98176000000063,1.1137119999917404,87.07960800000055,1.1959200000008674,90.80971200000016,4620.854779406264,5365.404229406457,-94.0,-94.0,-94.0,18.0,-94.0,CONNECTED,17.6,Verizon,uplink,,6978.127320000013,7722.676770000207,7721.922639999975,7628.2398,1.236192,88.536672,80.7
2021-01-13 23:56:39,1.215914666658665,89.10384000000063,1.1800479999917404,88.15934400000054,1.2460480000008674,87.11438400000016,4867.550179406264,5213.395078930317,-95.2,-94.0,-94.0,17.0,-95.2,CONNECTED,14.6,Verizon,uplink,,7224.822720000014,7570.667619524084,7571.235007001395,7150.9086,1.255904,85.69209599999998,97.5
2021-01-13 23:56:40,1.266474666658665,87.69107200000064,1.2387679999917405,89.03899200000055,1.2816160000008674,87.26827200000017,5090.617339406264,5190.14324540641,-95.4,-93.0,-93.0,16.0,-95.4,CONNECTED,13.0,Verizon,uplink,,7447.889880000013,7547.415786000172,7546.368379999984,7673.985,1.307328,88.844448,67.1
2021-01-13 23:56:41,1.3043839999919984,91.32748800000064,1.2873359999917404,90.62978400000054,1.3286240000008673,94.14518400000017,5096.909239406265,5257.685131406398,-93.0,-93.0,-93.0,18.0,-93.0,CONNECTED,16.8,Verizon,uplink,,7454.1817800000135,7614.957672000208,7614.944819999996,7433.6922,1.34992,99.44592,107.0
