time,avg_power,active interface,handover type
0.0,1.2110233753249307,4G,unknown
1.0,1.1564457200000005,4G,
2.0,1.134241780000001,4G,
3.0,1.2236721199999976,4G,
4.0,0.9840777799999991,4G,
5.0,1.022560019999999,4G,
6.0,1.0344117200000011,4G,
7.0,0.9782353670734146,4G,
8.0,1.151742640000002,4G,
9.0,1.0436600599999948,4G,
10.0,1.0503330999999991,4G,
11.0,1.08181108,4G,
12.0,1.165156260000001,4G,
13.0,1.1321028799999993,4G,
14.0,0.9777231846369233,4G,
15.0,1.0911243799999955,4G,
16.0,1.0301567600000032,4G,
17.0,1.0187278399999995,4G,
18.0,1.049749460000002,4G,
19.0,1.01243532,4G,
20.0,1.0091868999999998,4G,
21.0,1.0344325800000005,4G,
22.0,1.0411477695539124,4G,
23.0,1.100938620000001,4G,
24.0,1.0580630000000004,4G,
25.0,1.0566249400000025,4G,
26.0,1.0817628599999998,4G,
27.0,1.108751040000003,4G,
28.0,1.1345550800000053,4G,
29.0,1.0339309861972443,4G,
30.0,1.0228504199999975,4G,
31.0,1.1393133200000023,4G,
32.0,1.082281720000005,4G,
33.0,1.2000815000000056,4G,
34.0,1.1707509800000078,4G,
35.0,1.2403675000000047,4G,
36.0,1.0662809000000073,4G,
37.0,1.1832394478895691,4G,
38.0,1.2070535599999932,4G,
39.0,1.0204927800000012,4G,
40.0,1.156755359999992,4G,
41.0,1.1738153199999934,4G,
42.0,1.2154720399999983,4G,
43.0,1.2082293999999918,4G,
44.0,1.056696919383873,4G,
45.0,0.9708506999999967,4G,
46.0,1.1292424599999924,4G,
47.0,1.1935835999999935,4G,
48.0,1.2671473999999923,4G,
49.0,1.2783007599999916,4G,
50.0,1.227411819999992,4G,
51.0,1.2385154999999886,4G,
52.0,1.2393663532706531,4G,
53.0,1.3417753399999968,4G,
54.0,1.3467282199999988,4G,
55.0,1.3595509400000048,4G,
56.0,1.4110854399999995,4G,
57.0,1.4084603399999998,4G,
58.0,1.05074776,4G,4t4
59.0,1.0693519303860766,4G,
60.0,1.113947339999999,4G,
61.0,1.0340287400000006,4G,
62.0,1.0653240800000006,4G,
63.0,1.1315458799999965,4G,
64.0,1.1447044999999976,4G,
65.0,1.2683875599999999,4G,
66.0,1.166957099999998,4G,4t4
67.0,1.153408201640331,4G,
68.0,1.1724690200000008,4G,
69.0,1.2129137599999988,4G,
70.0,1.1021817199999964,4G,
71.0,1.1297061199999987,4G,
72.0,1.142447480000001,4G,
73.0,1.3804989599999988,4G,
74.0,1.116252670534109,4G,
75.0,1.1348381799999978,4G,
76.0,1.3542336199999985,4G,
77.0,1.4748484799999997,4G,4t4
78.0,1.455583540000005,4G,
79.0,1.1337487400000015,4G,
80.0,1.1001095400000025,4G,
81.0,1.335633259999996,4G,
82.0,1.4577774154831016,4G,
83.0,1.2121123799999993,4G,
84.0,1.2324558199999973,4G,
85.0,1.3942343999999987,4G,
86.0,1.2682568600000055,4G,4t4
87.0,1.170889960000001,4G,
88.0,1.1665731799999994,4G,4t4
89.0,1.127353010602119,4G,
90.0,1.161468599999999,4G,
91.0,1.1175531599999986,4G,
92.0,1.1538491400000004,4G,
93.0,1.2888681200000018,4G,
94.0,1.0964959600000004,4G,
95.0,1.1407449799999996,4G,4t4
96.0,1.033628839999997,4G,
97.0,1.0775852770554095,4G,
98.0,1.108874419999999,4G,4t4
99.0,1.0441722999999996,4G,
100.0,1.0231981999999982,4G,
101.0,1.0573893000000008,4G,
102.0,1.1115668200000013,4G,
103.0,1.2567687800000023,4G,
104.0,1.0446805761152251,4G,
105.0,1.0209803799999997,4G,4t4
106.0,1.0252352399999998,4G,
107.0,1.0211806399999999,4G,
108.0,1.1397402599999968,4G,
109.0,1.1812642399999969,4G,
110.0,0.9783964000000005,4G,
111.0,1.2797127599999973,4G,
112.0,1.5062613322664538,4G,4t4
113.0,1.1469406400000017,4G,
114.0,1.2222365799999948,4G,
115.0,1.0905011200000003,4G,
116.0,1.1819153399999986,4G,
117.0,1.1719348200000061,4G,
118.0,1.1145185599999998,4G,
119.0,1.2911766153230648,4G,
120.0,1.223988399999998,4G,
121.0,1.2950966799999983,4G,
122.0,1.3049680799999974,4G,
123.0,1.1195914800000022,4G,
124.0,1.292883900000002,4G,
125.0,1.110739800000002,4G,4t4
126.0,1.1111276,4G,
127.0,1.0192747549509913,4G,
128.0,1.002516880000002,4G,
129.0,1.2636329000000028,4G,
130.0,1.0229956400000015,4G,
131.0,1.086691080000002,4G,
132.0,1.1581653800000025,4G,
133.0,1.0077074599999984,4G,
134.0,1.0587649729945938,4G,
135.0,1.0137054800000038,4G,
136.0,1.2034399799999993,4G,
137.0,1.0579843599999963,4G,
138.0,1.0257201799999978,4G,
139.0,1.2960380800000004,4G,
140.0,1.1834925000000014,4G,
141.0,1.0768890600000025,4G,
142.0,1.0846774754951007,4G,4t4
143.0,1.0541171000000014,4G,
144.0,0.9764577200000011,4G,
145.0,1.0248718600000006,4G,
146.0,1.0774023799999994,4G,
147.0,1.0763276400000044,4G,
148.0,1.0859170399999998,4G,
149.0,1.0410410682136444,4G,
150.0,1.1214441800000055,4G,
151.0,1.1231096399999991,4G,
152.0,1.0863740599999978,4G,
153.0,1.071221020000003,4G,
154.0,1.0538319400000014,4G,
155.0,1.091041939999998,4G,
156.0,1.055569140000003,4G,
157.0,1.019454570914184,4G,
158.0,1.0707719799999982,4G,
159.0,1.0053680600000003,4G,
160.0,1.1188876600000026,4G,
161.0,1.1685699799999958,4G,
162.0,1.264195299999999,4G,
163.0,1.6414571400000038,4G,
164.0,1.7676487097419464,4G,
165.0,1.3192447799999947,4G,4t4
166.0,1.15690772,4G,
167.0,1.05113876,4G,
