time,avg_power,active interface,handover type
0.0,1.3949031593681158,SA 5G,unknown
1.0,1.2724507799999976,SA 5G,
2.0,1.357781559999994,SA 5G,
3.0,1.242178599999997,SA 5G,
4.0,1.2627333199999988,SA 5G,
5.0,1.2421284400000003,SA 5G,
6.0,1.3299412199999963,SA 5G,
7.0,1.3885826365273055,SA 5G,
8.0,1.2560629399999994,SA 5G,
9.0,1.2718063999999965,SA 5G,
10.0,1.2439922799999992,SA 5G,
11.0,1.2421077600000026,SA 5G,
12.0,1.3157998000000033,SA 5G,
13.0,1.2561228199999985,SA 5G,
14.0,1.2637848369673923,SA 5G,
15.0,1.2477171000000014,SA 5G,
16.0,1.2360952200000088,SA 5G,
17.0,1.184878259999999,SA 5G,
18.0,1.2723877000000006,SA 5G,
19.0,1.262056320000001,SA 5G,
20.0,1.245096120000002,SA 5G,
21.0,1.2441125999999998,SA 5G,
22.0,1.2421983396679332,SA 5G,
23.0,1.1146704399999987,SA 5G,
24.0,1.3119854000000013,SA 5G,
25.0,1.2574122400000018,SA 5G,5t5
26.0,1.2817410400000018,SA 5G,
27.0,1.2795851000000027,SA 5G,
28.0,1.2740346799999986,SA 5G,
29.0,1.300538187637526,SA 5G,
30.0,1.2629690200000026,SA 5G,
31.0,1.241272740000001,SA 5G,
32.0,1.2837657600000016,SA 5G,
33.0,1.251779439999997,SA 5G,
34.0,1.2361626400000016,SA 5G,
35.0,1.2780995800000003,SA 5G,
36.0,1.2627566200000004,SA 5G,
37.0,1.2571174834967023,SA 5G,
38.0,1.3128747600000013,SA 5G,
39.0,1.2703249600000037,SA 5G,
40.0,1.2606604599999944,SA 5G,
41.0,1.268829559999999,SA 5G,
42.0,1.2625248000000013,SA 5G,
43.0,1.2486758199999992,SA 5G,
44.0,1.266962892578517,SA 5G,
45.0,1.2723800199999975,SA 5G,
46.0,1.261874240000001,SA 5G,
47.0,1.256566700000003,SA 5G,
48.0,1.2207323000000072,SA 5G,
49.0,1.2341284600000024,SA 5G,
50.0,1.2641233599999966,SA 5G,
51.0,1.2874373199999996,SA 5G,
52.0,1.283034286857367,SA 5G,
53.0,1.2732586000000028,SA 5G,
54.0,1.2562630999999962,SA 5G,
55.0,1.2720268399999954,SA 5G,
56.0,1.274166,SA 5G,
57.0,1.2500597799999946,SA 5G,
58.0,1.2576301799999932,SA 5G,
59.0,1.255990438087617,SA 5G,
60.0,1.2650021200000032,SA 5G,
61.0,1.1484986200000022,SA 5G,
62.0,1.2456992199999992,SA 5G,
63.0,1.2496862600000065,SA 5G,
64.0,1.2374151,SA 5G,
65.0,1.257377300000001,SA 5G,
66.0,1.4300949200000044,SA 5G,
67.0,1.2976041608321613,SA 5G,
68.0,1.2097495199999935,SA 5G,
69.0,1.2298568199999942,SA 5G,
70.0,1.2566620799999924,SA 5G,
71.0,1.206386739999996,SA 5G,
72.0,1.317212159999992,SA 5G,
73.0,1.2598647799999934,SA 5G,
74.0,1.247752750550106,SA 5G,
75.0,1.1622073999999898,SA 5G,
76.0,1.2868207399999971,SA 5G,
77.0,1.2578985399999938,SA 5G,
78.0,1.2562699599999896,SA 5G,
79.0,1.2841958399999964,SA 5G,
80.0,1.2508029999999912,SA 5G,
81.0,1.2483467799999968,SA 5G,
82.0,1.2703708141628296,SA 5G,
83.0,1.2524970399999964,SA 5G,
84.0,1.3003516799999941,SA 5G,
85.0,1.2973954199999955,SA 5G,
86.0,1.2618663999999982,SA 5G,
