20.055000,CONNECTED,-92,-89,17,242.005250,0.000000,6052.431000,4508.352674,7587.818600
21.059000,CONNECTED,-92,-89,15,210.869543,0.000000,6721.679400,4351.947054,7431.412980
22.059000,CONNECTED,-92,-91,15,203.689398,0.000000,6580.568300,4316.014374,7395.480300
23.060000,CONNECTED,-92,-91,13,203.916946,0.000000,6910.326600,4418.277834,7497.743760
24.060000,CONNECTED,-93,-88,17,203.389180,0.000000,6775.578600,4284.915934,7364.381860
25.061000,CONNECTED,-95,-88,15,204.324774,0.000000,6695.478400,4340.628094,7420.094020
26.062000,CONNECTED,-92,-88,12,203.837538,0.000000,7034.219900,4761.750294,7841.216220
27.063000,CONNECTED,-92,-88,13,205.155367,0.000000,7244.950800,4534.899274,7614.365200
28.065000,CONNECTED,-89,-88,11,203.452982,0.000000,6904.712100,4313.107214,7392.573140
29.067000,CONNECTED,-89,-86,14,205.889488,0.000000,6702.964400,4055.663574,7135.129500
30.069000,CONNECTED,-92,-93,12,204.067388,0.000000,7118.437400,4239.814814,7319.280740
31.070000,CONNECTED,-92,-93,12,202.560903,0.000000,6798.785200,4107.001414,7186.467340
32.072000,CONNECTED,-92,-89,14,205.631121,0.000000,6596.663200,4454.913334,7534.379260
33.074000,CONNECTED,-83,-89,17,204.074212,0.000000,6990.426800,4206.783994,7286.249920
34.074000,CONNECTED,-92,-89,12,203.938665,0.000000,6336.899000,4091.237814,7170.703740
35.075000,CONNECTED,-89,-91,15,203.164418,0.000000,6914.818200,4155.458354,7234.924280
36.075000,CONNECTED,-89,-88,14,203.097799,0.000000,6632.596000,4279.003134,7358.469060
37.078000,CONNECTED,-94,-82,16,205.619091,0.000000,7117.314500,4009.108794,7088.574720
38.080000,CONNECTED,-94,-80,19,203.372066,0.000000,6803.651100,4341.456054,7420.921980
39.082000,CONNECTED,-94,-80,18,203.646474,0.000000,7283.503700,4413.056494,7492.522420
40.083000,CONNECTED,-94,-80,18,206.209317,0.000000,7198.163300,4165.369394,7244.835320
41.085000,CONNECTED,-94,-82,18,201.754159,0.000000,6604.523500,4094.032914,7173.498840
