7.024000,CONNECTED,-94,-105,10,42.487588,0.973824,6274.445000,3844.477011,7034.795000
8.024000,CONNECTED,-94,-105,10,45.052466,0.513394,6534.278700,3983.521191,7173.839180
9.025000,CONNECTED,-94,-105,9,50.497585,0.579129,6375.898800,4160.952151,7351.270140
10.026000,CONNECTED,-94,-105,10,89.909120,0.835030,6659.935200,4282.472351,7472.790340
11.027000,CONNECTED,-93,-102,11,205.230459,1.674626,6638.568000,4467.642911,7657.960900
12.028000,CONNECTED,-93,-105,7,290.298495,1.439552,7141.802400,4857.483811,8047.801800
13.028000,CONNECTED,-97,-105,8,332.532123,0.368448,7568.778000,5005.948811,8196.266800
14.028000,CONNECTED,-93,-105,5,345.428437,0.350371,7661.983200,5167.068351,8357.386340
15.031000,CONNECTED,-93,-96,14,384.598409,0.367888,7323.423600,5039.187091,8229.505080
16.033000,CONNECTED,-91,-99,12,409.322005,0.389384,8051.750400,5728.092131,8918.410120
17.034000,CONNECTED,-90,-101,10,388.180534,0.402727,7934.967600,5387.756791,8578.074780
18.036000,CONNECTED,-90,-97,13,388.078951,0.374429,8072.749200,5166.594051,8356.912040
19.037000,CONNECTED,-90,-104,8,342.439162,0.359840,7502.466000,5191.351051,8381.669040
20.037000,CONNECTED,-90,-102,10,390.537294,0.393948,8198.005200,5312.266351,8502.584340
21.039000,CONNECTED,-90,-99,12,423.863910,0.379392,7589.776800,5283.148531,8473.466520
22.039000,CONNECTED,-91,-99,10,392.697729,0.386464,7731.610800,5340.791351,8531.109340
23.039000,CONNECTED,-91,-97,12,300.508024,0.445568,8271.685200,5286.886311,8477.204300
24.039000,CONNECTED,-92,-97,14,195.173021,0.291270,7547.410800,4907.972571,8098.290560
25.042000,CONNECTED,-92,-97,12,325.642217,2.356709,7701.033600,5226.966811,8417.284800
26.044000,CONNECTED,-89,-97,10,405.964842,0.419168,7722.769200,5367.179911,8557.497900
27.044000,CONNECTED,-89,-97,12,466.186490,0.420683,7255.269600,4631.623571,7821.941560
28.046000,CONNECTED,-89,-97,13,390.798875,0.392404,7965.913200,6526.111611,9716.429600
29.048000,CONNECTED,-90,-97,10,375.383715,0.384507,9387.568800,5797.273171,8987.591160
30.049000,CONNECTED,-90,-97,11,483.238369,0.473600,8272.790400,5348.980171,8539.298160
31.049000,CONNECTED,-90,-100,8,550.386119,0.460829,7490.677200,5623.713171,8814.031160
32.051000,CONNECTED,-90,-94,4,599.879379,0.514525,7507.255200,4892.698991,8083.016980
33.052000,CONNECTED,-92,-94,8,638.451274,0.500448,7787.607600,5344.145991,8534.463980
34.052000,CONNECTED,-92,-88,12,746.954275,0.533263,7644.300000,5689.049951,8879.367940
35.053000,CONNECTED,-92,-93,12,923.235104,0.741023,8372.995200,5935.518831,9125.836820
36.055000,CONNECTED,-92,-88,14,905.856871,0.628160,7937.178000,5531.732991,8722.050980
37.055000,CONNECTED,-92,-90,13,1082.666642,0.738464,7830.710400,5588.095291,8778.413280
38.055000,CONNECTED,-93,-90,11,1111.030501,0.766093,7800.180800,5439.023691,8629.341680
39.059000,CONNECTED,-93,-90,14,1210.045811,0.782597,7991.481600,5730.776531,8921.094520
40.060000,CONNECTED,-90,-90,15,1306.194376,0.801323,7906.710400,5878.879791,9069.197780
41.062000,CONNECTED,-87,-90,16,1173.005301,0.791681,7832.356000,5976.078111,9166.396100
42.062000,CONNECTED,-93,-93,12,1358.102652,0.886734,7536.734400,5876.743831,9067.061820
43.070000,CONNECTED,-93,-88,17,1426.800762,0.854880,8574.104000,5825.189151,9015.507140
44.070000,CONNECTED,-93,-88,14,1376.896737,0.893568,8153.121600,5922.451631,9112.769620
45.070000,CONNECTED,-93,-90,14,1399.960824,0.909376,8339.546400,5851.510171,9041.828160
46.070000,CONNECTED,-93,-90,12,1373.083058,0.896616,7752.254400,5931.068691,9121.386680
47.071000,CONNECTED,-91,-88,15,1775.103412,0.968864,8425.754400,6382.416791,9572.734780
48.071000,CONNECTED,-91,-88,16,1856.403000,1.051720,8906.723200,6470.667311,9660.985300
49.072000,CONNECTED,-92,-86,16,1834.151730,1.004759,8311.528800,6119.710131,9310.028120
50.074000,CONNECTED,-93,-86,16,1723.355173,0.939662,8856.794400,6196.522171,9386.840160
51.074000,CONNECTED,-91,-88,17,1789.284423,1.006581,8486.818400,6122.536491,9312.854480
52.075000,CONNECTED,-91,-88,17,1846.197188,1.059879,8076.971200,6249.256891,9439.574880
53.079000,CONNECTED,-94,-88,16,1878.521828,1.087313,8958.807200,6375.295431,9565.613420
54.081000,CONNECTED,-94,-88,17,1926.625603,1.145198,8153.480800,6355.444551,9545.762540
55.083000,CONNECTED,-94,-88,15,1457.954769,0.897728,8495.798400,6281.580411,9471.898400
56.083000,CONNECTED,-95,-85,17,1540.398714,0.869732,8712.755200,6349.984971,9540.302960
57.085000,CONNECTED,-95,-85,18,1735.172979,0.909751,8334.876800,6314.252211,9504.570200
