timestamp,downlink_rolled_mbps_3,uplink_rolled_mbps_3,downlink_rolled_mbps_4,uplink_rolled_mbps_4,downlink_rolled_mbps_2,uplink_rolled_mbps_2,sw_power_baseline,avg_power_baseline,nr_ssRsrp_avg,rsrp,nr_ssRsrp,nr_ssSinr,rsrp_avg,nrStatus,nr_ssSinr_avg,provider,direction,network_type,sw_power_rolled,avg_power_rolled,avg_power,sw_power,downlink_mbps,uplink_mbps,Throughput
2021-01-13 19:07:32,98.29472000000253,0.2827306666667175,106.20671199999802,0.2916320000000194,92.24447999999913,0.2798240000000153,2729.847503406264,2972.7794194056264,-73.5,-72.0,-72.0,13.0,-73.5,CONNECTED,12.1,Verizon,downlink,ALL,5087.120044000014,5330.05195999941,5329.875539999994,4611.88444,64.52812800000001,0.250784,63.6
2021-01-13 19:07:33,90.18370133333586,0.2913066666667174,95.23657599999802,0.2906160000000194,75.29513599999913,0.28252800000001527,2758.377483406264,2517.718369405649,-73.4,-72.0,-72.0,13.0,-73.4,CONNECTED,10.9,Verizon,downlink,ALL,5115.650024000014,4874.990909999375,4875.359420000009,5286.8398,86.06214399999998,0.314272,87.6
2021-01-13 19:07:34,83.36534400000254,0.33499733333338405,92.51421599999803,0.3284640000000194,92.78395199999913,0.37710400000001526,2809.142803406264,2720.3688534056605,-74.0,-74.0,-74.0,11.0,-74.0,CONNECTED,10.7,Verizon,downlink,ALL,5166.415344000014,5077.641393999401,5076.788339999991,5514.0292,99.50576,0.439936,96.8
2021-01-13 19:07:35,108.0238826666692,0.4277333333333841,97.14994399999803,0.38349600000001943,119.00475199999914,0.48446400000001527,2822.4813134062642,3055.966027405656,-75.4,-74.0,-74.0,11.0,-75.4,CONNECTED,10.3,Verizon,downlink,ALL,5179.753854000014,5413.238567999408,5413.1624800000045,5413.1811,138.50374399999998,0.528992,142.0
2021-01-13 19:07:36,127.20082133333587,0.48660266666671737,116.91615199999802,0.44352000000001945,141.04835199999914,0.5099360000000153,2828.339223406264,2947.1071193376392,-77.4,-76.0,-76.0,10.0,-77.4,CONNECTED,9.3,Verizon,downlink,ALL,5185.611764000014,5304.379659931391,5304.890598119622,5360.6951,143.59296,0.49088,134.0
2021-01-13 19:07:37,134.41147733333585,0.4555626666667174,125.68504799999803,0.4516560000000195,132.36534399999914,0.41884800000001526,2886.888413406264,3222.3365894056687,-75.9,-75.0,-75.0,10.0,-75.9,CONNECTED,9.7,Verizon,downlink,ALL,5244.160954000014,5579.609129999421,5579.33463999999,5477.6639,121.137728,0.346816,111.0
2021-01-13 19:07:38,122.2416426666692,0.38184533333338405,126.30716799999803,0.41863200000001954,111.56598399999913,0.3273280000000153,2934.1298634062628,3094.7499534056697,-75.0,-75.0,-75.0,11.0,-75.0,CONNECTED,10.7,Verizon,downlink,ALL,5291.402404000013,5452.022493999384,5452.677700000016,5190.4905,101.99424,0.30784,97.4
2021-01-13 19:07:39,107.86284800000253,0.32187733333338414,116.79537599999804,0.36412800000001955,101.22540799999913,0.3094080000000153,2909.9054734062647,2729.5537754056604,-77.1,-75.0,-75.0,11.0,-77.1,CONNECTED,8.2,Verizon,downlink,ALL,5267.178014000014,5086.826315999403,5087.5570600000065,5184.4921,100.456576,0.31097600000000003,104.0
2021-01-13 19:07:42,108.71584000000253,0.3259413333333841,111.82131199999803,0.33116000000001955,112.07663999999914,0.3349920000000153,3006.459249406264,3053.206881405661,-76.4,-75.0,-75.0,11.0,-76.4,CONNECTED,8.9,Verizon,downlink,ALL,5363.731790000014,5410.479421999391,5411.251180000023,5490.0356,123.696704,0.359008,122.0
2021-01-13 19:07:43,113.05349333333588,0.33608533333338403,110.28867999999802,0.3290240000000195,119.35195199999916,0.3486400000000152,3019.5432594062627,3040.189099733725,-79.1,-77.0,-77.0,8.0,-79.1,CONNECTED,6.6,Verizon,downlink,ALL,5376.815800000013,5397.461640327485,5397.156051210233,5417.6799,115.0072,0.338272,108.0
