parent_file,exp_label,protocol,length,timestamp,Fixedtimestamp,time,_start,_end,_seconds,bits_per_second,rtt,iperf_type,Throughput,run_number,iperf_did,seq_no
S20UPM-run20060-iPerf.txt,S20UPM-run20060-iPerf,TCP,1019.0,2021-01-23 10:42:20 CST,2021-01-23 10:42:21-06:00,10:42:21,0.0,1.0,1.0,29000000.0,-1,parallel-merged,29.0,20060,S20UPM,0
S20UPM-run20060-iPerf.txt,S20UPM-run20060-iPerf,TCP,1019.0,2021-01-23 10:42:20 CST,2021-01-23 10:42:22-06:00,10:42:22,1.0,2.0,1.0,33700000.0,-1,parallel-merged,33.7,20060,S20UPM,1
S20UPM-run20060-iPerf.txt,S20UPM-run20060-iPerf,TCP,1019.0,2021-01-23 10:42:20 CST,2021-01-23 10:42:25-06:00,10:42:25,4.0,5.0,1.0,25100000.0,-1,parallel-merged,25.1,20060,S20UPM,4
S20UPM-run20060-iPerf.txt,S20UPM-run20060-iPerf,TCP,1019.0,2021-01-23 10:42:20 CST,2021-01-23 10:42:26-06:00,10:42:26,5.0,6.0,1.0,25600000.0,-1,parallel-merged,25.6,20060,S20UPM,5
S20UPM-run20060-iPerf.txt,S20UPM-run20060-iPerf,TCP,1019.0,2021-01-23 10:42:20 CST,2021-01-23 10:42:27-06:00,10:42:27,6.0,7.0,1.0,19700000.0,-1,parallel-merged,19.7,20060,S20UPM,6
S20UPM-run20060-iPerf.txt,S20UPM-run20060-iPerf,TCP,1019.0,2021-01-23 10:42:20 CST,2021-01-23 10:42:28-06:00,10:42:28,7.0,8.0,1.0,27700000.0,-1,parallel-merged,27.7,20060,S20UPM,7
S20UPM-run20060-iPerf.txt,S20UPM-run20060-iPerf,TCP,1019.0,2021-01-23 10:42:20 CST,2021-01-23 10:42:29-06:00,10:42:29,8.0,9.0,1.0,28400000.0,-1,parallel-merged,28.4,20060,S20UPM,8
S20UPM-run20060-iPerf.txt,S20UPM-run20060-iPerf,TCP,1019.0,2021-01-23 10:42:20 CST,2021-01-23 10:42:30-06:00,10:42:30,9.0,10.0,1.0,35600000.0,-1,parallel-merged,35.6,20060,S20UPM,9
S20UPM-run20060-iPerf.txt,S20UPM-run20060-iPerf,TCP,1019.0,2021-01-23 10:42:20 CST,2021-01-23 10:42:31-06:00,10:42:31,10.0,11.0,1.0,31300000.0,-1,parallel-merged,31.3,20060,S20UPM,10
S20UPM-run20060-iPerf.txt,S20UPM-run20060-iPerf,TCP,1019.0,2021-01-23 10:42:20 CST,2021-01-23 10:42:32-06:00,10:42:32,11.0,12.0,1.0,24000000.0,-1,parallel-merged,24.0,20060,S20UPM,11
S20UPM-run20060-iPerf.txt,S20UPM-run20060-iPerf,TCP,1019.0,2021-01-23 10:42:20 CST,2021-01-23 10:42:33-06:00,10:42:33,12.0,13.0,1.0,22100000.0,-1,parallel-merged,22.1,20060,S20UPM,12
S20UPM-run20060-iPerf.txt,S20UPM-run20060-iPerf,TCP,1019.0,2021-01-23 10:42:20 CST,2021-01-23 10:42:34-06:00,10:42:34,13.0,14.0,1.0,17300000.0,-1,parallel-merged,17.3,20060,S20UPM,13
S20UPM-run20060-iPerf.txt,S20UPM-run20060-iPerf,TCP,1019.0,2021-01-23 10:42:20 CST,2021-01-23 10:42:35-06:00,10:42:35,14.0,15.0,1.0,17300000.0,-1,parallel-merged,17.3,20060,S20UPM,14
S20UPM-run20060-iPerf.txt,S20UPM-run20060-iPerf,TCP,1019.0,2021-01-23 10:42:20 CST,2021-01-23 10:42:36-06:00,10:42:36,15.0,16.0,1.0,24100000.0,-1,parallel-merged,24.1,20060,S20UPM,15
