nr_ssRsrp,hardware_power_full,nrStatus,downlink_Mbps,LTE_RSRP,nr_ssSinr,hardware_power,software_power,Timestamp,uplink_Mbps
-103,6749.2383,CONNECTED,0.9849120000000001,-71,10,4318.634844,6014.4777,339.631,71.67905400000001
-103,6750.09786,CONNECTED,0.618592,-67,8,4319.494404,5983.9983,351.64300000000003,62.043744999999994
-103,6751.700720000001,CONNECTED,425.02064800000005,-80,6,4430.700720000001,6580.0104,257.52099999999996,0.486767
-103,6752.995220000001,CONNECTED,0.753792,-69,12,4258.1527670000005,6078.5088,364.583,71.00015400000001
-103,6757.6525,CONNECTED,0.523188,-76,8,4273.610613,6334.7221,963.2669999999999,29.601621999999995
-103,6760.3574,CONNECTED,0.923535,-70,11,4329.753944,5948.6868,340.63199999999995,69.918695
-103,6760.420279999999,CONNECTED,0.6449779999999999,-70,8,4265.577827,6010.2068,365.585,68.190414
-103,6760.7915,CONNECTED,608.524268,-74,6,4439.7915,7015.5828,1137.854,0.46721599999999996
-103,6762.812540000001,CONNECTED,108.584346,-70,7,4441.81254,6520.4421,352.004,0.315587
-103,6796.744000000001,CONNECTED,0.571168,-75,7,4457.744000000001,6905.3915,354.48400000000004,64.465634
-103,6801.9258,CONNECTED,0.766239,-70,8,4371.322344,6319.2717,346.63699999999994,67.680853
-103,6802.83892,CONNECTED,0.7826890000000001,-66,6,4463.83892,6412.2394,228.33599999999998,68.335852
-103,6803.1214,CONNECTED,140.34239399999998,-78,7,4482.1214,6517.805,348.664,0.353477
-103,6807.48472,CONNECTED,184.112071,-76,10,4486.48472,6392.8656,367.67400000000004,0.404352
-103,6807.772040000001,CONNECTED,322.121194,-75,1,4486.77204,6333.3734,854.362,0.39877199999999996
-103,6808.72772,CONNECTED,0.48005600000000004,-76,8,4564.1664359999995,6455.2918,894.3430000000001,31.926913
-103,6811.14776,CONNECTED,383.950542,-66,10,4490.14776,6656.6381,213.44299999999998,0.392889
-103,6823.53752,CONNECTED,166.077501,-76,7,4502.53752,6675.3102,360.716,0.344997
-103,6824.67612,CONNECTED,127.69089199999999,-78,10,4503.67612,6542.8506,401.72,0.440813
-103,6828.36352,CONNECTED,0.764967,-70,13,4333.521067000001,6287.2248,377.60699999999997,69.689314
-103,6830.518440000001,CONNECTED,214.47282400000003,-68,7,4509.51844,6715.9918,353.006,0.510049
-103,6843.376859999999,CONNECTED,0.439091,-81,2,4598.815576,6921.2022,905.3560000000001,29.743578000000003
-103,6863.17398,CONNECTED,0.380704,-76,5,4432.570524000001,6305.7044,843.2819999999999,26.629340999999997
-103,6863.66008,CONNECTED,372.362392,-74,7,4542.66008,7417.0728,386.76,0.419897
-103,6881.109759999999,CONNECTED,102.353999,-87,6,4542.10976,6526.7773,1186.887,0.240454
-103,6893.6583,CONNECTED,601.631154,-61,7,4572.6583,7582.272,132.322,0.7281569999999999
-103,6908.54262,CONNECTED,0.499008,-75,6,4477.939164,6340.7689,842.2819999999999,24.241732
-103,6912.4488,CONNECTED,0.430824,-77,7,4428.406913000001,6179.8623,982.299,29.438407
-103,6923.17332,CONNECTED,0.38729600000000003,-80,7,4492.569864,6058.938,846.285,26.675456
-103,6927.68528,CONNECTED,340.38084,-62,5,4606.68528,6764.1033,249.85299999999998,0.286912
-103,6932.646740000001,CONNECTED,218.779238,-69,7,4611.64674,5927.5612,125.285,0.36952199999999996
-103,6935.92268,CONNECTED,0.682368,-74,5,4505.319224,6152.2096,849.2869999999999,34.078462
-103,6948.5804,CONNECTED,0.40775,-76,0,4517.976944,6265.1034,844.2819999999999,26.239227000000003
-103,6964.9587200000005,CONNECTED,0.9477770000000001,-74,3,4643.9587200000005,5950.3764,814.334,0.005344
-103,6972.256340000001,CONNECTED,0.5253760000000001,-71,10,4633.25634,6852.394,355.48400000000004,67.790025
-103,6974.48068,CONNECTED,186.664664,-67,5,4653.48068,6941.465999999999,358.69300000000004,0.346225
-103,6981.37302,CONNECTED,592.503605,-69,9,4660.37302,6760.2228,365.70300000000003,0.8206370000000001
-103,6983.87612,CONNECTED,0.380661,-79,4,4553.272664,6339.2231,845.284,26.052265
-103,6984.444659999999,CONNECTED,168.709255,-66,6,4663.44466,6565.2824,352.68800000000005,0.518217
-103,6985.659240000001,CONNECTED,181.28956499999998,-68,5,4664.65924,6599.3445,373.73699999999997,0.351034
-103,7011.0104599999995,CONNECTED,83.997281,-72,4,4672.01046,6906.0896,369.68300000000005,0.313395
-103,7025.46384,CONNECTED,0.47294200000000003,-76,5,4780.902556,6670.1856,893.341,29.434337
-103,7035.048640000001,CONNECTED,0.444704,-80,9,4604.445184,6034.4159,841.2819999999999,25.429817
-103,7042.9356,CONNECTED,681.428547,-70,10,4721.9356,6930.985,355.648,0.702068
-103,7046.7623,CONNECTED,378.91994,-56,6,4725.7623,6886.0988,219.453,0.49281899999999995
-103,7055.730240000001,CONNECTED,291.385374,-83,9,4734.73024,6980.3136,985.622,0.585232
-103,7059.2689,CONNECTED,420.47088499999995,-71,7,4720.2689,7293.5897,360.661,0.748958
-103,7060.96938,CONNECTED,369.54461299999997,-75,8,4721.96938,6854.606,380.728,0.541199
-103,7063.2469,CONNECTED,397.411861,-88,5,4724.2469,7192.9781,1263.014,0.395619
-103,7089.260679999999,CONNECTED,0.757467,-60,7,4844.699396,7327.2342,98.28200000000001,73.210211
-103,7097.5128,CONNECTED,504.48228,-72,5,4776.5128,6993.7995,364.019,0.5591020000000001
-103,7125.1763,CONNECTED,805.3896070000001,-65,7,4804.1763,6663.376,150.347,0.879296
-103,7146.97768,CONNECTED,175.778046,-84,7,4825.97768,6869.694,976.676,0.295288
-103,7149.755440000001,CONNECTED,810.670561,-66,9,4828.75544,6673.625,371.676,0.8419260000000001
-103,7154.499640000001,CONNECTED,0.47073100000000007,-72,5,4815.49964,6254.436,353.48199999999997,67.173688
-103,7158.7521,CONNECTED,449.135925,-72,9,4837.7521,7406.0769,422.83099999999996,0.529253
-103,7163.34898,CONNECTED,380.38504,-72,10,4842.34898,6563.7235,357.67699999999996,0.46360200000000007
-103,7171.483040000001,CONNECTED,602.6650089999999,-62,9,4850.48304,6988.9353,249.582,0.47927200000000003
-103,7176.379040000001,CONNECTED,0.438007,-75,5,4745.775584,6290.2022,840.2810000000001,27.720959000000004
-103,7176.9776,CONNECTED,116.541779,-83,3,4855.9776,6555.653,979.682,0.18315
-103,7194.28348,CONNECTED,746.51303,-77,6,4873.28348,7060.5472,871.819,0.74528
-103,7197.76816,CONNECTED,0.455718,-80,9,4713.726272999999,6049.3254,988.302,27.580025
-103,7203.654320000001,CONNECTED,162.224369,-82,6,4864.654320000001,6637.9248,414.744,0.261875
-103,7206.1738,CONNECTED,0.302431,-64,5,4775.570344,6541.1654,677.073,28.96335
-103,7208.13114,CONNECTED,243.341014,-64,5,4887.1311399999995,7200.633000000001,226.43400000000003,0.299471
-103,7210.5985200000005,CONNECTED,488.136238,-69,9,4889.5985200000005,6986.4963,418.82199999999995,0.5471020000000001
-103,7222.23438,CONNECTED,314.099056,-79,10,4901.23438,6653.9515,346.635,0.297183
-103,7222.519359999999,CONNECTED,509.417699,-60,5,4901.51936,6606.1396,186.399,0.688789
-103,7227.9802,CONNECTED,668.394415,-59,8,4906.9802,6540.588000000001,116.3,0.732928
-103,7229.177879999999,CONNECTED,704.48114,-59,5,4908.177879999999,7062.552,119.302,0.71872
-103,7232.96734,CONNECTED,356.403789,-77,5,4911.96734,6961.0104,384.75800000000004,0.414736
-103,7276.6883,CONNECTED,236.5929,-82,5,4937.6883,6737.0898,413.74300000000005,0.384673
-103,7283.15038,CONNECTED,724.433536,-79,9,4962.15038,7554.2756,357.01,0.666103
-103,7289.81362,CONNECTED,36.150903,-68,3,4968.81362,5896.8252,241.515,0.20997399999999997
-103,7294.6606,CONNECTED,143.476258,-75,9,4955.6606,6750.1718,378.694,0.330517
-103,7304.7712,CONNECTED,208.626206,-83,6,4983.7712,7234.253000000001,978.679,0.26942699999999997
-103,7324.53168,CONNECTED,228.27787400000003,-84,11,5003.53168,6536.4259999999995,980.682,0.316096
-103,7326.59466,CONNECTED,780.884275,-71,10,5005.59466,6899.7527,234.50799999999998,0.700415
-103,7328.250359999999,CONNECTED,0.256849,-88,-2,5083.689076,7253.6688,956.418,15.219028
-103,7333.994320000001,CONNECTED,0.894848,-62,3,4994.994320000001,6209.8608,931.12,68.29266700000001
-103,7338.26644,CONNECTED,543.366632,-60,7,5017.266439999999,6863.3631,236.46400000000003,0.498936
-103,7362.0019999999995,CONNECTED,446.87990199999996,-69,7,5041.002,6837.5415,417.816,0.504965
-103,7365.222479999999,CONNECTED,666.1311049999999,-80,8,5044.222479999999,6811.196,258.52299999999997,0.468379
-103,7381.77112,CONNECTED,1.0462719999999999,-74,12,4951.1676640000005,6103.5234,810.242,60.616425
-103,7386.4200200000005,CONNECTED,262.20502999999997,-84,10,5047.4200200000005,5726.485,1111.775,0.286912
-103,7387.884059999999,CONNECTED,866.22914,-69,11,5066.88406,7273.4256,215.445,0.610462
-103,7392.9365,CONNECTED,641.297624,-78,7,5071.9365,7041.2848,359.01099999999997,0.6660159999999999
-103,7413.776559999999,CONNECTED,198.13505,-70,10,5074.77656,7477.6814,358.66,0.37856799999999996
-103,7436.691959999999,CONNECTED,530.573039,-78,7,5115.69196,6773.7306,858.797,0.613506
-103,7446.9504799999995,CONNECTED,303.289687,-65,4,5125.9504799999995,6640.632,356.691,0.388288
-103,7462.92694,CONNECTED,301.49568,-86,5,5141.92694,5439.1866,1004.13,0.40771399999999997
-103,7466.60668,CONNECTED,0.737349,-66,6,5127.60668,6739.1048,932.2130000000001,60.391216
-103,7486.131740000001,CONNECTED,0.683665,-60,6,5147.13174,7086.0592,931.211,64.622169
-103,7491.7512,CONNECTED,673.088566,-64,6,5170.7512,7531.1711,297.597,0.578508
-103,7495.795359999999,CONNECTED,635.288803,-69,9,5174.79536,8244.1211,354.006,0.758063
-103,7496.4742400000005,CONNECTED,753.426789,-59,1,5175.47424,6840.206999999999,118.301,0.735599
-103,7525.1019,CONNECTED,668.6951429999999,-59,6,5204.1019,7294.0095,117.3,0.681669
-103,7557.9092,CONNECTED,545.2962190000001,-57,8,5236.9092,7774.9243,50.181999999999995,0.591008
-103,7585.91508,CONNECTED,908.480777,-79,2,5264.91508,7424.1508,851.4739999999999,0.754529
-103,7609.850759999999,CONNECTED,731.230084,-73,5,5288.85076,7855.245,841.347,0.668166
-103,7620.8157,CONNECTED,787.0467259999999,-69,5,5299.8157,7799.6524,102.219,0.704431
-103,7628.590020000001,CONNECTED,389.459965,-60,9,5289.590020000001,7913.682,188.386,0.34184699999999996
-103,7635.597140000001,CONNECTED,1089.835049,-73,3,5314.59714,8470.4648,975.561,0.9220290000000001
-103,7638.26964,CONNECTED,282.49327400000004,-76,2,5317.2696399999995,7291.7696,853.362,0.271328
-103,7645.355479999999,CONNECTED,731.492222,-67,9,5324.355479999999,7100.3878,366.662,0.724928
-103,7647.6491,CONNECTED,759.900608,-79,4,5326.6491,7712.404,880.382,0.7488
-103,7660.51172,CONNECTED,808.966657,-68,8,5339.51172,7660.905,255.497,0.616727
-103,7679.0172,CONNECTED,740.915324,-62,7,5358.0172,7499.104,148.33700000000002,1.143507
-103,7690.690079999999,CONNECTED,778.04974,-70,7,5351.690079999999,7895.7806,383.705,0.9717110000000001
-103,7691.79426,CONNECTED,346.73109900000003,-67,3,5370.794260000001,7577.024,298.586,0.45438100000000003
-103,7712.1970200000005,CONNECTED,801.905569,-87,8,5373.1970200000005,8239.6671,1286.0539999999999,0.565908
-103,7722.705059999999,CONNECTED,395.07547200000005,-65,0,5401.70506,7727.6478,303.54200000000003,0.348236
-103,7739.96868,CONNECTED,864.607113,-87,8,5400.96868,8626.6138,1285.053,0.602014
-103,7761.94132,CONNECTED,595.606636,-72,5,5440.94132,7114.437,378.722,0.657874
-103,7788.5030799999995,CONNECTED,656.5028269999999,-73,1,5467.5030799999995,7153.717,761.1519999999999,0.575335
-103,7792.377640000001,CONNECTED,121.31778600000001,-74,5,5471.37764,6011.4385,1138.856,0.11618800000000001
-103,7803.040959999999,CONNECTED,796.635855,-56,8,5482.04096,7629.6448,198.39,0.797128
-103,7819.52568,CONNECTED,697.424082,-72,6,5498.52568,7745.1881,838.3939999999999,0.548032
-103,7819.81452,CONNECTED,395.509038,-76,9,5498.81452,7462.953,876.375,0.49053599999999997
-103,7822.76048,CONNECTED,466.74784000000005,-76,4,5501.76048,7488.5830000000005,852.431,0.4939
-103,7848.704659999999,CONNECTED,0.507718,-83,-1,5418.101204,6645.5856,996.47,36.759606
-103,7849.18412,CONNECTED,511.761703,-77,7,5528.18412,7788.3719,855.434,0.531648
-103,7854.9098,CONNECTED,692.269683,-77,4,5533.9098,7497.9212,144.31,0.600226
-103,7856.81258,CONNECTED,1042.971077,-62,8,5535.81258,7960.68,875.437,0.9397559999999999
-103,7864.96966,CONNECTED,476.170791,-54,3,5543.96966,7754.4126,303.569,0.436352
-103,7871.9385,CONNECTED,755.9399990000001,-87,7,5532.9385,8509.9098,1264.015,0.6351680000000001
-103,7877.99958,CONNECTED,663.012782,-68,9,5556.99958,7767.3904,745.107,0.568719
-103,7886.6316,CONNECTED,486.289457,-76,4,5565.6316,7419.48,853.433,0.466016
-103,7900.39692,CONNECTED,692.502319,-74,8,5579.39692,7719.2478,943.4730000000001,0.62592
-103,7903.61558,CONNECTED,1088.33325,-61,5,5582.61558,7286.4,377.713,1.191548
-103,7910.24262,CONNECTED,700.890489,-71,2,5589.24262,7877.8458,795.332,0.5202829999999999
-103,7922.70052,CONNECTED,0.711804,-90,2,5427.858067,7181.6166,1029.336,11.704495
-103,7929.26302,CONNECTED,376.191167,-77,3,5608.26302,7759.1758,854.433,0.396346
-103,7935.909640000001,CONNECTED,634.626671,-78,9,5614.90964,6438.795999999999,879.382,0.643872
-103,7943.352620000001,CONNECTED,747.848253,-66,8,5622.352620000001,7264.1375,370.675,0.709008
-103,7943.40798,CONNECTED,603.2622240000001,-68,10,5622.40798,7770.5676,764.127,0.567904
-103,7946.8923,CONNECTED,766.9921929999999,-72,4,5625.8923,7384.9347,828.33,0.649978
-103,7947.642159999999,CONNECTED,234.91923500000001,-78,7,5608.64216,7008.6845,1007.563,0.34739200000000003
-103,7950.625,CONNECTED,279.56692400000003,-74,8,5629.625,7917.813,875.373,0.488991
-103,7960.2325200000005,CONNECTED,407.52154,-74,11,5639.2325200000005,6945.0315,1102.762,0.40265500000000004
-103,7962.849340000001,CONNECTED,799.061388,-78,8,5641.84934,7194.541,842.3480000000001,0.6890149999999999
-103,7963.54598,CONNECTED,1011.1087269999999,-60,7,5642.54598,7534.8,133.32299999999998,1.15232
-103,7963.564440000001,CONNECTED,871.645951,-62,3,5642.56444,7726.16,147.335,1.304867
-103,7975.192840000001,CONNECTED,701.505212,-72,8,5654.19284,7764.12,963.55,0.621898
-103,7981.5549200000005,CONNECTED,481.735337,-76,8,5660.5549200000005,7899.6412,849.4689999999999,0.44593599999999994
-103,7983.000840000001,CONNECTED,719.107572,-68,6,5662.00084,7905.17,354.648,0.701088
-103,7983.7327,CONNECTED,813.317459,-72,10,5662.7327,8493.3058,787.2589999999999,0.6420319999999999
-103,7987.6226400000005,CONNECTED,388.928436,-78,5,5666.62264,7896.514,878.377,0.44922
-103,7997.3283200000005,CONNECTED,432.387742,-78,7,5676.3283200000005,7455.371999999999,877.377,0.49433599999999994
-103,8000.639259999999,CONNECTED,699.366056,-79,8,5679.63926,7031.5634,358.01099999999997,0.63232
-103,8001.33762,CONNECTED,1262.92249,-56,4,5680.33762,8035.1975,72.175,0.971368
-103,8021.67038,CONNECTED,312.251571,-62,5,5700.67038,7103.328,221.80599999999998,0.385706
-103,8032.4087,CONNECTED,986.8950619999999,-65,-1,5711.4087,7732.048000000001,149.342,1.181569
-103,8034.32076,CONNECTED,1305.761151,-81,8,5695.3207600000005,8666.5145,1012.571,1.140919
-103,8036.74388,CONNECTED,940.8349949999999,-56,5,5715.74388,7749.3756,187.40200000000002,1.00003
-103,8045.57802,CONNECTED,690.003548,-75,9,5724.57802,7582.8392,1002.663,0.6269979999999999
-103,8051.795759999999,CONNECTED,121.977814,-79,7,5712.79576,6825.5,1110.775,0.137984
-103,8064.00508,CONNECTED,980.9850240000001,-69,10,5743.00508,7092.5184,199.393,0.9601930000000001
-103,8064.035640000001,CONNECTED,814.916733,-77,5,5743.03564,7354.9752,939.4680000000001,0.707906
-103,8067.22454,CONNECTED,736.611441,-67,8,5746.22454,7466.783,355.00800000000004,0.879222
-103,8075.8595,CONNECTED,436.79626399999995,-69,4,5754.8595,7335.8352,837.3910000000001,0.35942399999999997
-103,8083.29628,CONNECTED,909.8287949999999,-77,8,5762.29628,7979.9915,839.453,0.700688
-103,8087.28732,CONNECTED,0.612054,-57,3,5592.444867,6800.0595,875.194,61.185345
-103,8089.05138,CONNECTED,269.03570299999996,-86,7,5750.05138,6324.6274,1262.013,0.295134
-103,8089.65316,CONNECTED,531.078382,-72,2,5768.65316,7310.16,964.553,0.48015399999999997
-103,8095.86462,CONNECTED,888.3969999999999,-79,0,5774.86462,7916.008000000001,881.382,0.803296
-103,8103.7205,CONNECTED,0.55529,-90,8,5608.878047,7005.3492,1030.34,18.216414999999998
-103,8107.0513599999995,CONNECTED,254.657462,-62,1,5786.05136,6705.8285,321.63599999999997,0.288721
-103,8109.19332,CONNECTED,770.4284700000001,-72,6,5788.19332,7991.456999999999,873.373,0.8389120000000001
-103,8112.3458200000005,CONNECTED,706.95393,-70,1,5791.3458200000005,8126.3479,870.3539999999999,0.567909
-103,8127.9768,CONNECTED,932.5640179999999,-73,2,5806.9768,7719.7455,796.334,0.722242
-103,8132.209140000001,CONNECTED,186.618768,-75,5,5811.20914,7013.9736,851.3580000000001,0.25153000000000003
-103,8135.517140000001,CONNECTED,743.549976,-75,9,5814.51714,7866.975,373.67900000000003,0.812489
-103,8155.6532,CONNECTED,961.1457019999999,-71,7,5834.6532,8004.8188,129.289,1.024126
-103,8192.84252,CONNECTED,418.245051,-64,-1,5853.84252,7558.4875,916.377,0.36041599999999996
-103,8193.744840000001,CONNECTED,888.7320380000001,-61,1,5872.74484,7870.5536,201.396,1.070154
-103,8195.54504,CONNECTED,1020.193041,-72,11,5874.54504,8137.934,384.778,0.901416
-103,8196.42586,CONNECTED,757.225151,-75,8,5875.42586,7913.375,369.668,0.697932
-103,8208.67194,CONNECTED,916.9920089999999,-73,10,5887.67194,7795.757,353.68300000000005,0.960586
-103,8209.53442,CONNECTED,663.132345,-79,2,5888.53442,8112.5528,852.475,0.5739770000000001
-103,8211.72528,CONNECTED,1554.4086,-75,10,5872.72528,8889.0725,1015.575,1.253574
-103,8212.28154,CONNECTED,582.414123,-63,3,5891.28154,7916.9796,873.436,0.520656
-103,8213.9548,CONNECTED,400.103873,-62,7,5892.9548,7563.6887,874.437,0.4736
-103,8216.65594,CONNECTED,959.213597,-67,7,5895.65594,8115.4744,116.27,1.066484
-103,8225.187820000001,CONNECTED,823.4942269999999,-61,4,5904.18782,8213.7846,385.73,0.725887
-103,8226.89658,CONNECTED,849.3640359999999,-75,7,5905.89658,7869.2229,847.38,0.9941780000000001
-103,8238.93894,CONNECTED,1180.638195,-68,7,5917.93894,7518.6552,84.249,1.075968
-103,8239.3693,CONNECTED,730.008454,-77,6,5900.3693,8415.271999999999,1009.6360000000001,0.675353
-103,8241.5841,CONNECTED,1451.606638,-71,9,5920.5841,7748.3648,725.171,1.090592
-103,8243.324340000001,CONNECTED,1025.391838,-71,3,5922.32434,8256.4416,128.28799999999998,1.08966
-103,8249.68172,CONNECTED,387.696737,-86,10,5928.6817200000005,7057.4369,1079.8210000000001,0.39782399999999996
-103,8249.91638,CONNECTED,504.66052199999996,-82,4,5910.91638,7435.415,1113.777,0.5114920000000001
-103,8250.20946,CONNECTED,814.748588,-87,12,5929.20946,8208.818000000001,371.691,0.66205
-103,8256.01222,CONNECTED,749.8410230000001,-73,9,5935.0122200000005,7920.923000000001,1000.6610000000001,0.574912
-103,8256.348,CONNECTED,436.550575,-87,10,5917.348000000001,7881.7595,1182.028,0.368925
-103,8272.35228,CONNECTED,704.780124,-67,8,5951.35228,8067.714,334.601,0.581871
-103,8272.4579,CONNECTED,271.761073,-74,5,5951.4579,7408.441999999999,874.373,0.49696
-103,8276.808579999999,CONNECTED,723.175314,-75,5,5955.80858,7449.6873,1001.6610000000001,0.5992
-103,8277.27426,CONNECTED,483.156541,-79,7,5938.27426,7993.1195,997.62,0.4191
-103,8279.64834,CONNECTED,777.386866,-66,7,5958.64834,7495.6247,872.434,0.755571
-103,8287.07222,CONNECTED,399.750707,-81,6,5966.07222,7255.0632,853.4789999999999,0.490055
-103,8299.52212,CONNECTED,693.2768120000001,-60,9,5978.5221200000005,8191.7444,885.3510000000001,0.609951
-103,8315.11098,CONNECTED,757.6534690000001,-77,7,5976.1109799999995,8364.4675,1013.65,0.707299
-103,8315.64132,CONNECTED,945.898438,-63,4,5994.641320000001,8498.756,883.345,0.8062239999999999
-103,8315.73646,CONNECTED,565.3374259999999,-75,4,5994.73646,7318.3714,851.429,0.5428470000000001
-103,8327.84952,CONNECTED,959.820262,-71,8,6006.849520000001,8082.0432,393.713,0.7545569999999999
-103,8328.1422,CONNECTED,501.528355,-77,6,6007.1422,7584.726,841.4580000000001,0.485803
-103,8343.69612,CONNECTED,605.102291,-75,6,6004.6961200000005,7939.1682,381.73,0.5059899999999999
-103,8344.61564,CONNECTED,944.372831,-77,5,6023.61564,8315.713,1003.6669999999999,0.831332
-103,8374.711,CONNECTED,1151.479001,-87,6,6035.710999999999,8573.336,1201.907,1.012453
-103,8393.303440000002,CONNECTED,458.645655,-77,5,6054.30344,7919.1366,399.728,0.43933999999999995
-103,8395.787040000001,CONNECTED,1021.7866529999999,-75,4,6074.78704,8478.5124,979.568,1.002513
-103,8397.24414,CONNECTED,0.660416,-82,2,5902.401687,7190.3804,1040.353,13.886042000000002
-103,8402.05546,CONNECTED,762.222896,-77,4,6081.0554600000005,8610.498,915.98,0.6451279999999999
-103,8408.8653,CONNECTED,0.36732800000000004,-81,-5,5914.022847,7663.9749,1019.325,26.435143
-103,8410.47968,CONNECTED,728.5911639999999,-75,9,6089.4796799999995,8502.075,368.667,0.745694
-103,8427.45528,CONNECTED,650.284188,-80,8,6088.45528,8104.5,383.733,0.5884010000000001
-103,8427.948359999999,CONNECTED,780.734572,-88,6,6088.94836,7628.3121,1260.009,0.657239
-103,8428.57532,CONNECTED,1394.037161,-54,5,6107.57532,8230.6112,57.482,1.234828
-103,8433.116259999999,CONNECTED,735.952552,-80,9,6094.11626,8174.7390000000005,382.731,0.595539
-103,8433.32576,CONNECTED,873.341677,-71,2,6112.32576,8146.8816,127.287,0.909331
-103,8438.3226,CONNECTED,999.8379859999999,-86,6,6099.3226,8456.6636,1268.0230000000001,0.839191
-103,8439.684640000001,CONNECTED,1047.33889,-59,-1,6118.6846399999995,8171.0944,390.74,0.96141
-103,8441.10998,CONNECTED,263.729893,-74,9,6120.109979999999,7654.1405,476.909,0.35436799999999996
-103,8447.63778,CONNECTED,725.3414190000001,-75,5,6108.63778,8483.255,1007.63,0.826478
-103,8448.23984,CONNECTED,873.356348,-79,4,6127.23984,7893.265,882.382,0.787027
-103,8450.58446,CONNECTED,717.6219169999999,-77,8,6111.58446,8396.6315,1011.6439999999999,0.679204
-103,8455.160259999999,CONNECTED,358.355386,-75,7,6134.160260000001,7878.5718,945.4730000000001,0.440192
-103,8483.50944,CONNECTED,753.968789,-86,8,6144.50944,8378.2531,1261.013,0.659801
-103,8508.437,CONNECTED,1502.681033,-60,8,6187.437,8111.4514,125.26100000000001,1.03376
-103,8511.30712,CONNECTED,1107.330981,-67,8,6190.30712,8181.5756,117.272,0.925155
-103,8516.967340000001,CONNECTED,884.9687779999999,-71,9,6195.96734,8332.9402,1006.674,0.923531
-103,8520.34246,CONNECTED,870.784301,-77,5,6199.34246,8293.8609,914.975,0.7409319999999999
-103,8528.013,CONNECTED,500.541204,-73,1,6189.013000000001,7628.3505,1015.653,0.533696
-103,8532.45492,CONNECTED,971.994392,-78,8,6211.45492,8525.7006,977.567,0.847915
-103,8544.838259999999,CONNECTED,743.863154,-77,8,6205.83826,8267.61,1012.6460000000001,0.693485
-103,8546.71052,CONNECTED,1250.650958,-75,5,6225.7105200000005,8173.762,869.3539999999999,1.068366
-103,8572.51978,CONNECTED,592.9487280000001,-75,11,6251.51978,7667.9865,474.905,0.5572739999999999
-103,8573.0964,CONNECTED,944.906382,-78,5,6252.0964,8493.5102,978.568,0.838656
-103,8584.203759999999,CONNECTED,1013.7040509999999,-66,10,6245.20376,8240.085,829.2289999999999,0.843671
-103,8601.37926,CONNECTED,1039.0978949999999,-90,5,6280.37926,8961.5524,996.7410000000001,1.008032
-103,8610.68534,CONNECTED,1057.244636,-85,11,6289.68534,8510.0742,975.705,0.8204100000000001
-103,8631.741979999999,CONNECTED,579.1072389999999,-73,4,6292.74198,7992.754,1014.6510000000001,0.585531
-103,8638.10212,CONNECTED,1222.364141,-87,5,6299.1021200000005,8719.368,1314.111,1.073619
-103,8646.12112,CONNECTED,762.2361950000001,-83,5,6325.121120000001,7990.4942,988.73,0.706951
-103,8651.3034,CONNECTED,652.03991,-77,7,6312.3034,8498.9715,1010.6389999999999,0.6395109999999999
-103,8681.976040000001,CONNECTED,574.8181030000001,-75,8,6342.97604,7260.2919999999995,1008.632,0.8275030000000001
-103,8683.45286,CONNECTED,889.0175830000001,-70,10,6344.45286,8280.1425,349.659,0.728102
-103,8708.73728,CONNECTED,615.729063,-75,2,6387.737279999999,8043.941999999999,980.569,0.7659999999999999
-103,8739.3161,CONNECTED,923.091048,-86,10,6400.3161,8564.9795,1287.056,0.70694
-103,8748.52276,CONNECTED,701.2220169999999,-56,9,6427.52276,8086.4,862.314,0.532193
-103,8756.7638,CONNECTED,771.928318,-86,5,6417.7638,8347.289,1305.094,0.641988
-103,8762.4145,CONNECTED,691.131433,-60,5,6441.4145,8425.396,884.3480000000001,0.638991
-103,8767.92506,CONNECTED,625.8235549999999,-78,10,6446.9250600000005,7835.3871,1068.8039999999999,0.697681
-103,8785.44572,CONNECTED,1310.130025,-64,9,6464.445720000001,9122.706,663.0160000000001,0.970283
-103,8799.819,CONNECTED,974.959969,-70,9,6460.819,8656.4625,350.661,0.7872680000000001
-103,8811.78124,CONNECTED,870.461368,-88,7,6490.78124,7815.5664,976.707,0.904018
-103,8818.83992,CONNECTED,766.992977,-89,6,6479.83992,7848.7519999999995,1218.938,0.631463
-103,8819.6751,CONNECTED,805.810177,-63,7,6498.6751,8310.9645,662.0160000000001,0.6026560000000001
-103,8820.30286,CONNECTED,1785.343035,-86,5,6481.30286,9802.4066,1275.037,1.3002879999999999
-103,8856.831,CONNECTED,1045.1970019999999,-85,7,6517.831,8744.953000000001,1313.111,0.841248
-103,8875.16034,CONNECTED,642.607121,-88,8,6536.160339999999,7791.9642,1236.976,0.555358
-103,8882.2847,CONNECTED,823.190407,-85,5,6543.2847,7997.5055,1312.11,0.723943
-103,8891.00128,CONNECTED,861.29719,-55,8,6570.0012799999995,8227.19,861.314,0.6551680000000001
-103,8980.6205,CONNECTED,999.8324,-75,5,6659.6205,8192.895,868.3539999999999,0.941408
-103,9020.51852,CONNECTED,1262.19733,-91,5,6699.5185200000005,8838.0422,998.7460000000001,1.075328
-103,9084.02112,CONNECTED,1391.360711,-85,6,6745.02112,8617.3935,1316.116,1.287258
-103,9137.125259999999,CONNECTED,1754.3885480000001,-65,4,6816.12526,8632.818000000001,665.018,1.248297
-103,9167.87272,CONNECTED,765.438214,-88,9,6828.87272,7081.8413,1180.024,0.7865489999999999
