pageRef,startedDateTime,requestMethod,requestUrl,requestHttpVersion,requestHeaderSize,responseStatus,responseContentSize,responseContentType,responseContentLength,responseCacheControl,time,blocked,dns,connect,send,wait,receive,ssl
page_1,2020-12-25T10:21:06.556Z,GET,http://1stdibs.com/,http/1.1,-1,301,0,nosniff,0,,153.14399999624584,63.07099999673851,0.03399999999999892,36.074999999999996,0.13500000000000512,51.38000000000001,2.4489999923389405,-1
page_1,2020-12-25T10:21:06.709Z,GET,https://www.1stdibs.com/,h2,-1,200,292998,nosniff,40626,"no-cache, no-store, must-revalidate, max-age=0, stale-while-revalidate=600, stale-if-error=604800",263.0340000032447,2.720999994944781,64.88000000000001,111.865,0.5159999999999911,56.36700000000002,26.685000004363246,72.84700000000001
page_1,2020-12-25T10:21:07.025Z,GET,https://a.1stdibscdn.com/dist/fonts/CardinalClassic/cardinalclshortw-regular.woff,h2,-1,200,90327,application/font-woff,90327,max-age=31536000,345.15599999576807,5.363999997247942,50.939,144.333,3.336999999999989,92.15100000000001,49.031999995349906,73.61999999999999
page_1,2020-12-25T10:21:07.028Z,GET,https://a.1stdibscdn.com/dist/fonts/CardinalClassic/cardinalclshortw-italic.woff,h2,-1,200,91091,application/font-woff,91091,max-age=31536000,385.23200000054203,198.2420000012871,-1,-1,3.0600000000000023,93.84900000000002,90.08100000210106,-1
page_1,2020-12-25T10:21:07.030Z,GET,https://a.1stdibscdn.com/dist/fonts/ProximaNova/ProximaNova-Light.woff,h2,-1,200,56000,application/font-woff,56000,max-age=31536000,384.1600000014296,196.10900000384916,-1,-1,2.8870000000000005,52.78,132.3839999968186,-1
page_1,2020-12-25T10:21:07.032Z,GET,https://a.1stdibscdn.com/dist/fonts/ProximaNova/ProximaNova-Sbold.woff,h2,-1,200,55920,application/font-woff,55920,max-age=31536000,427.9309999983525,194.36699999920464,-1,-1,2.6410000000000196,94.77000000000001,136.15299999946728,-1
page_1,2020-12-25T10:21:07.045Z,GET,https://a.1stdibscdn.com/dist/dibs-buyer-layout/dibs-buyer-layout-buyer-904af269-f549-400e-b1c6-f279d43e8c2b-b522caaba61d6beb6a87.css,h2,-1,200,31367,text/css,5753,max-age=31536000,95.1480000076117,38.02200000055879,-1,-1,0.8770000000000024,52.897,3.352000014274381,-1
page_1,2020-12-25T10:21:07.047Z,GET,https://a.1stdibscdn.com/dist/dibs-buyer-layout/mobileHeader-buyer-904af269-f549-400e-b1c6-f279d43e8c2b-1a02d55cb9808ca26fb1.css,h2,-1,200,16103,text/css,4250,max-age=31536000,91.21300000697374,36.28799999957625,-1,-1,0.9679999999999964,51.891000000000005,2.0660000009229407,-1
page_1,2020-12-25T10:21:07.048Z,GET,https://a.1stdibscdn.com/dist/dibs-buyer-layout/mobileFooter-buyer-904af269-f549-400e-b1c6-f279d43e8c2b-3f21d2dfd3e6de9619a6.css,h2,-1,200,30141,text/css,6385,max-age=31536000,87.35699999670032,34.82899999210704,-1,-1,1.2119999999999997,49.928000000000004,1.3880000042263418,-1
page_1,2020-12-25T10:21:07.049Z,GET,https://a.1stdibscdn.com/dist/app-buyer-misc/buyer-responsive-catalog~dealerStorefront~homepage~question~shoppingWith~visuallySimilar.295.0.0.435423015efa2a7f5f60.css,h2,-1,200,3224,text/css,1036,max-age=31536000,125.32800000917632,34.40099999854155,-1,-1,1.0899999999999999,88.922,0.9150000114459544,-1
page_1,2020-12-25T10:21:07.049Z,GET,https://a.1stdibscdn.com/dist/app-buyer-misc/buyer-responsive-homepage.295.0.0.3130bb05dec35fc5406b.css,h2,-1,200,31402,text/css,6434,max-age=31536000,92.63300000748131,34.2220000063302,-1,-1,0.7930000000000028,56.788,0.830000004498288,-1
page_1,2020-12-25T10:21:07.050Z,GET,https://a.1stdibscdn.com/cms/CMS_GENERIC_IMAGE/1608148910_p40fc/122120_Carousel_Banner_Trends_mobile.jpg?disable=upscale&auto=webp&quality=60,h2,-1,200,173360,image/webp,173360,max-age=31536000,416.46800001035444,234.31900000489503,-1,-1,3.115,46.609,132.4250000034226,-1
page_1,2020-12-25T10:21:07.050Z,GET,https://a.1stdibscdn.com/custom-made-luxurious-wittmann-sofa-in-anthracite-leather-for-sale/1121189/f_207146121601113029750/20714612_master.jpg?width=240&disable=upscale&auto=webp&quality=60,h2,-1,200,2374,image/webp,2374,max-age=31536000,281.52699999918696,235.15600000953674,-1,-1,2.1099999999999994,43.438,0.8229999948525801,-1
page_1,2020-12-25T10:21:07.050Z,GET,https://a.1stdibscdn.com/14-karat-white-gold-aquamarine-blue-topaz-pearl-drop-earrings-for-sale/1121189/j_105200421602336239872/10520042_master.jpg?width=240&disable=upscale&auto=webp&quality=60,h2,-1,200,1718,image/webp,1718,max-age=31536000,416.97400000703055,235.14300000567175,-1,-1,1.9529999999999994,119.655,60.22300000768155,-1
page_1,2020-12-25T10:21:07.050Z,GET,https://a.1stdibscdn.com/black-efflorescence-ii-floral-stoneware-ceramic-sculpture-by-vanessa-hogge-for-sale/1121189/f_215031921605963825247/21503192_master.jpg?width=240&disable=upscale&auto=webp&quality=60,h2,-1,200,6276,image/webp,6276,max-age=31536000,430.3070000023581,235.07600000384824,-1,-1,1.8680000000000003,116.047,77.315999995335,-1
page_1,2020-12-25T10:21:07.051Z,GET,https://a.1stdibscdn.com/whorl-console-from-the-concrete-canvas-collection-by-neal-aronowitz-for-sale/1121189/f_160911411569662073876/16091141_master.jpg?width=240&disable=upscale&auto=webp&quality=60,h2,-1,200,1928,image/webp,1928,max-age=31536000,431.30300000484567,234.96099999760835,-1,-1,1.7850000000000001,118.496,76.06100001430605,-1
page_1,2020-12-25T10:21:07.051Z,GET,https://a.1stdibscdn.com/moby-in-the-middle-in-the-18-karat-yellow-gold-with-12-carat-pave-diamonds-for-sale/1121189/j_98372921593854630031/9837292_master.jpg?width=240&disable=upscale&auto=webp&quality=60,h2,-1,200,3868,image/webp,3868,max-age=31536000,432.9499999876134,234.89799999898298,-1,-1,1.6860000000000008,114.726,81.63999998942018,-1
page_1,2020-12-25T10:21:07.051Z,GET,https://a.1stdibscdn.com/maarten-vrolijk-sakura-trp-20004-nl-for-sale/1121189/f_208228521601700019632/20822852_master.jpg?width=240&disable=upscale&auto=webp&quality=60,h2,-1,200,6678,image/webp,6678,max-age=31536000,434.17999999655876,234.84100000458676,-1,-1,1.584999999999999,117.163,80.59099999081809,-1
page_1,2020-12-25T10:21:07.051Z,GET,https://a.1stdibscdn.com/archivesE/upload/a_2622/1489069787670/print_283_master.jpg?width=240&disable=upscale&auto=webp&quality=60,h2,-1,200,7048,image/webp,7048,max-age=31536000,435.49000000348315,234.74800001223198,-1,-1,1.4949999999999992,120.939,78.30799999646842,-1
page_1,2020-12-25T10:21:07.051Z,GET,https://a.1stdibscdn.com/fin-patinaed-brass-chandelier-for-sale/1121189/f_212126221605684530723/21212622_master.jpg?width=240&disable=upscale&auto=webp&quality=60,h2,-1,200,1846,image/webp,1846,max-age=31536000,441.514999998617,234.68499999947008,-1,-1,1.4089999999999998,123.30199999999999,82.11899999878369,-1
page_1,2020-12-25T10:21:07.068Z,GET,https://a.1stdibscdn.com/dist/dibs-vendor/dibs-vendor-buyer-e61dced8-3704-440f-9909-fd31dfdc1b9b-4d8b1bcfed148c7cad77.js,h2,-1,200,371861,application/javascript,107867,max-age=31536000,403.3530000015162,158.56600000242517,-1,-1,2.413000000000004,96.32199999999999,146.05199999641627,-1
page_1,2020-12-25T10:21:07.068Z,GET,https://a.1stdibscdn.com/dist/dibs-buyer-layout/mobileHeader-buyer-904af269-f549-400e-b1c6-f279d43e8c2b-ec6d5bb1a954e674a84b.js,h2,-1,200,163683,application/javascript,43061,max-age=31536000,407.82300000137184,158.72900000364984,-1,-1,2.030000000000001,95.618,151.44600000348873,-1
page_1,2020-12-25T10:21:07.068Z,GET,https://a.1stdibscdn.com/dist/dibs-buyer-layout/mobileFooter-buyer-904af269-f549-400e-b1c6-f279d43e8c2b-ec6d5bb1a954e674a84b.js,h2,-1,200,118142,application/javascript,32277,max-age=31536000,431.4989999984391,215.8770000002021,-1,-1,3.027000000000001,131.838,80.75700000335928,-1
page_1,2020-12-25T10:21:07.069Z,GET,https://a.1stdibscdn.com/dist/dibs-buyer-layout/dibs-buyer-layout-buyer-904af269-f549-400e-b1c6-f279d43e8c2b-ec6d5bb1a954e674a84b.js,h2,-1,200,250169,application/javascript,69958,max-age=31536000,463.27300000120886,215.80299999210797,-1,-1,2.9239999999999995,134.807,109.7390000068117,-1
page_1,2020-12-25T10:21:07.069Z,GET,https://a.1stdibscdn.com/dist/app-buyer-misc/buyer-responsive-buyer-responsive-runtime.295.0.0.6a832e447903a9b9de76.js,h2,-1,200,6148,application/javascript,2712,max-age=31536000,465.78100000624545,215.69600000260772,-1,-1,2.828999999999999,127.529,119.72699999751057,-1
page_1,2020-12-25T10:21:07.069Z,GET,https://a.1stdibscdn.com/dist/app-buyer-misc/buyer-responsive-vendors~homepage.295.0.0.4cc89da0d3d385e369e9.js,h2,-1,200,8337,application/javascript,2561,max-age=31536000,470.34400000120513,215.60100000600332,-1,-1,2.7409999999999997,130.189,121.81299999065232,-1
page_1,2020-12-25T10:21:07.069Z,GET,https://a.1stdibscdn.com/dist/app-buyer-misc/buyer-responsive-catalog~dealerStorefront~homepage~question~shoppingWith~visuallySimilar.295.0.0.6ea977cdbcf5ab0f2ab8.js,h2,-1,200,26273,application/javascript,7762,max-age=31536000,471.374000000651,215.49200000431574,-1,-1,2.657,133.33599999999998,119.8889999941457,-1
page_1,2020-12-25T10:21:07.069Z,GET,https://a.1stdibscdn.com/dist/app-buyer-misc/buyer-responsive-homepage.295.0.0.5f82eb8cd6c8e4c0250c.js,h2,-1,200,185667,application/javascript,40350,max-age=31536000,482.85699999541976,215.67400000804477,-1,-1,2.2799999999999994,136.197,128.7059999885969,-1
page_1,2020-12-25T10:21:07.178Z,GET,https://www.google-analytics.com/analytics.js,h2,-1,200,47051,text/javascript,18817,"public, max-age=7200",206.63800000329502,36.540000000968575,0,55.978,1.1389999999999958,55.599,57.381999999051914,52.548
page_1,2020-12-25T10:21:07.179Z,GET,https://www.googletagmanager.com/gtm.js?id=GTM-55BM57,h2,-1,200,339283,application/javascript; charset=UTF-8,72274,"private, max-age=900",365.73499999940395,36.74600001249928,0,81.648,0.7060000000000031,126.99,119.64499998430256,80.635
page_1,2020-12-25T10:21:07.748Z,GET,https://a.1stdibscdn.com/dist/dibs-buyer-layout/NotificationQueue-buyer-904af269-f549-400e-b1c6-f279d43e8c2b-ec6d5bb1a954e674a84b.js,h2,-1,200,42665,application/javascript,10722,max-age=31536000,63.00999999803025,3.786000002225861,-1,-1,0.6070000000000002,57.557,1.0599999950500205,-1
page_1,2020-12-25T10:21:07.778Z,GET,https://www.googleadservices.com/pagead/conversion_async.js,h2,-1,200,31077,text/javascript; charset=UTF-8,12179,"private, max-age=3600",288.20599999744445,2.006999988174066,45.064,123.81899999999999,0.7800000000000011,105.43699999999998,11.099000010290183,67.67599999999999
page_1,2020-12-25T10:21:07.837Z,GET,https://a.1stdibscdn.com/dist/dibs-buyer-layout/MessageBanner-buyer-904af269-f549-400e-b1c6-f279d43e8c2b-d1018306c373939ef984.css,h2,-1,200,2136,text/css,838,max-age=31536000,64.07399999443442,1.6919999913517385,-1,-1,0.289,56.629,5.464000001666136,-1
page_1,2020-12-25T10:21:07.839Z,GET,https://a.1stdibscdn.com/dist/dibs-buyer-layout/MessageBanner-buyer-904af269-f549-400e-b1c6-f279d43e8c2b-ec6d5bb1a954e674a84b.js,h2,-1,200,43720,application/javascript,9837,max-age=31536000,55.9439999924507,1.4690000029979273,-1,-1,0.178,53.277,1.0199999960605055,-1
page_1,2020-12-25T10:21:07.840Z,GET,https://a.1stdibscdn.com/dist/dibs-buyer-layout/cookieNotification-buyer-904af269-f549-400e-b1c6-f279d43e8c2b-b4a4786da060d6ef5e0b.css,h2,-1,200,518,text/css,306,max-age=31536000,62.57500000356231,2.8479999974761157,-1,-1,0.504,57.811,1.4120000123512,-1
page_1,2020-12-25T10:21:07.841Z,GET,https://a.1stdibscdn.com/dist/dibs-buyer-layout/cookieNotification-buyer-904af269-f549-400e-b1c6-f279d43e8c2b-ec6d5bb1a954e674a84b.js,h2,-1,200,5336,application/javascript,1941,max-age=31536000,81.02499999222346,2.4279999961424616,-1,-1,1.385,74.594,2.61799999861978,-1
page_1,2020-12-25T10:21:07.853Z,POST,https://www.1stdibs.com/soa/graphql/,h2,-1,200,376,application/json; charset=utf-8,376,,149.91799999552313,4.760000006326474,-1,-1,0.7170000000000001,143.56199999999998,0.878999984706752,-1
page_1,2020-12-25T10:21:07.865Z,GET,https://a.1stdibscdn.com/dist/dibs-buyer-layout/backToTop-buyer-904af269-f549-400e-b1c6-f279d43e8c2b-5f11c9dcb4579d6de332.css,h2,-1,200,797,text/css,486,max-age=31536000,75.46699998783879,4.572999994639307,-1,-1,0.532,68.77699999999999,1.584999990882352,-1
page_1,2020-12-25T10:21:07.867Z,GET,https://a.1stdibscdn.com/dist/dibs-buyer-layout/backToTop-buyer-904af269-f549-400e-b1c6-f279d43e8c2b-ec6d5bb1a954e674a84b.js,h2,-1,200,4157,application/javascript,2028,max-age=31536000,57.82899999758229,3.77600000357721,-1,-1,0.42200000000000004,52.075,1.5559999883407727,-1
page_1,2020-12-25T10:21:08.036Z,POST,https://www.1stdibs.com/soa/graphql/,h2,-1,200,78,application/json; charset=utf-8,78,,134.36699999147095,1.4739999899668619,-1,-1,0.399,131.84799999999998,0.6460000004153699,-1
page_1,2020-12-25T10:21:08.044Z,POST,https://www.1stdibs.com/soa/graphql/,h2,-1,200,6809,application/json; charset=utf-8,2203,,385.364000001573,3.2890000003818423,-1,-1,1.7839999999999998,378.555,1.736000005621463,-1
page_1,2020-12-25T10:21:08.156Z,POST,https://www.1stdibs.com/soa/graphql/,h2,-1,200,769,"multipart/mixed; boundary=""-""",,128.8500000082422,1.3750000073835253,-1,-1,0.392,126.119,0.9640000062063336,-1
page_1,2020-12-25T10:21:08.196Z,POST,https://www.1stdibs.com/soa/graphql/,h2,-1,200,351,application/json; charset=utf-8,351,,117.04899999313056,1.355999997060746,-1,-1,0.443,113.441,1.8089999939547852,-1
