timestamp,latitude,longitude,locationAccuracy,movingSpeed,movingSpeedAccuracyMPS,compassDirection,compassAccuracy,nrStatus,mCid,towerid,rsrp,nr_ssRsrp,nr_ssSinr,rsrp_avg,nr_ssRsrp_avg,nr_ssSinr_avg,mobileRx,mobileTx,currentNow,voltageNow,num_mcids,nrStatus_array,downlink_mbps,uplink_mbps,sw_power,sw_power_rolled,sw_power_baseline,parent_file,protocol,length,Fixedtimestamp,_start,_end,_seconds,bits_per_second,session_num,conn_num,iperf_type,Throughput,run_number,iperf_did,seq_no,time_since_start,avg_power,avg_power_rolled,avg_power_baseline,provider,network_type,direction,trajectory
2021-01-16 13:22:14,44.97368053,-93.22249718,5.758699999999998,0.941969738,1.2384087100000003,358,43.714524,CONNECTED,49128028,491280,-100.0,-100.0,7.0,-100.0,-100.0,7.0,276767001,660800,-2057.6,3690400,1,['CONNECTED'],777.39824,0.749888,7593.36704,4742.427563999999,2398.111274999999,S20UPM-run133-iPerf.txt,TCP,1164.0,2021-01-16 13:22:14-06:00,2.0,3.0,1.0,774000000.0,1.0,,parallel-merged,774.0,133.0,S20UPM,2.0,2.0,7933.21448,7933.550843999985,5589.234555000025,Verizon,,downlink,clockwise
2021-01-16 13:22:15,44.97367645999999,-93.22249828,6.3313000000000015,0.5974838750000001,0.6126032728,314,0.0,CONNECTED,49128028,491280,-103.0,-103.0,8.0,-103.0,-103.0,8.0,342436597,732040,-2130.7,3649000,1,['CONNECTED'],525.356768,0.56992,7774.924299999999,5108.538183999999,2764.221894999999,S20UPM-run133-iPerf.txt,TCP,1164.0,2021-01-16 13:22:15-06:00,3.0,4.0,1.0,551000000.0,1.0,,parallel-merged,551.0,133.0,S20UPM,3.0,3.0,7935.7531399999825,7936.158400000013,5591.842111000044,Verizon,,downlink,clockwise
2021-01-16 13:22:16,44.97366441000001,-93.22250051,6.448200000000003,0.460517435,0.080622576,205,0.0,CONNECTED,49128028,491280,-105.0,-105.0,3.0,-105.0,-105.0,3.0,409215329,801696,-1915.7,3649000,1,['CONNECTED'],534.229856,0.557248,6990.3893,5483.940094,3139.6238049999997,S20UPM-run133-iPerf.txt,TCP,1164.0,2021-01-16 13:22:16-06:00,4.0,5.0,1.0,478000000.0,1.0,,parallel-merged,478.0,133.0,S20UPM,4.0,4.0,7557.717780000025,7557.169357999985,5212.853069000072,Verizon,,downlink,clockwise
2021-01-16 13:22:17,44.97364816,-93.22250421,6.3654,1.24124279,0.080622576,190,0.0,CONNECTED,49128028,491280,-102.0,-102.0,-1.0,-102.0,-102.0,-1.0,481494413,865500,-1861.4,3649000,1,['CONNECTED'],578.232672,0.510432,6792.2486,5848.238033999999,3503.921744999999,S20UPM-run133-iPerf.txt,TCP,1164.0,2021-01-16 13:22:17-06:00,5.0,6.0,1.0,530000000.0,1.0,,parallel-merged,530.0,133.0,S20UPM,5.0,5.0,7786.606260000013,7787.965840000102,5443.649551000086,Verizon,,downlink,clockwise
2021-01-16 13:22:18,44.97363657999999,-93.22250782,6.3678,1.2896121900000002,0.080622576,191,0.0,CONNECTED,49128028,491280,-102.0,-102.0,5.0,-102.0,-102.0,5.0,553783701,931800,-2084.4,3649000,1,['CONNECTED'],578.314304,0.5304,7605.9756,6326.0224339999995,3981.7061449999997,S20UPM-run133-iPerf.txt,TCP,1164.0,2021-01-16 13:22:18-06:00,6.0,7.0,1.0,582000000.0,1.0,,parallel-merged,582.0,133.0,S20UPM,6.0,6.0,7834.239007801571,7832.892104420971,5488.575815420972,Verizon,,downlink,clockwise
2021-01-16 13:22:19,44.97363132999999,-93.22251107,6.2576,0.95834442,0.080622576,195,0.0,CONNECTED,49128028,491280,-104.0,-104.0,6.0,-104.0,-104.0,6.0,638792313,1002884,-2082.6,3649000,1,['CONNECTED'],680.068896,0.568672,7599.4074,6749.147394,4404.831104999999,S20UPM-run133-iPerf.txt,TCP,1164.0,2021-01-16 13:22:19-06:00,7.0,8.0,1.0,663000000.0,1.0,,parallel-merged,663.0,133.0,S20UPM,7.0,7.0,7845.721620000002,7846.019912000096,5501.703623000094,Verizon,,downlink,clockwise
2021-01-16 13:22:20,44.97362859999999,-93.22251179999998,5.989,0.578846768,0.080622576,191,0.0,CONNECTED,49128028,491280,-104.0,-104.0,0.0,-104.0,-104.0,0.0,736999101,1083524,-2156.6,3649000,1,['CONNECTED'],785.654304,0.64512,7869.4334,7172.879564,4828.563275,S20UPM-run133-iPerf.txt,TCP,1164.0,2021-01-16 13:22:20-06:00,8.0,9.0,1.0,729000000.0,1.0,,parallel-merged,729.0,133.0,S20UPM,8.0,8.0,7864.118899999996,7864.744138000134,5520.4278490001,Verizon,,downlink,clockwise
2021-01-16 13:22:21,44.97362905,-93.2225125,6.698299999999999,0.2874465098,0.040311288,219,0.0,CONNECTED,49128028,491280,-101.0,-101.0,5.0,-101.0,-101.0,5.0,831626733,1164072,-2080.0,3649000,1,['CONNECTED'],757.021056,0.644384,7589.92,7488.565344,5144.249055,S20UPM-run133-iPerf.txt,TCP,1164.0,2021-01-16 13:22:21-06:00,9.0,10.0,1.0,720000000.0,1.0,,parallel-merged,720.0,133.0,S20UPM,9.0,9.0,7938.164519999965,7936.628016000125,5592.311727000105,Verizon,,downlink,clockwise
2021-01-16 13:22:22,44.97363545555557,-93.2225218333333,8.870333333333333,0.004949998711111111,0.0,272,0.0,CONNECTED,49128028,491280,-105.0,-105.0,4.0,-105.0,-105.0,4.0,894087293,1219276,-2216.222222222222,3649000,1,['CONNECTED'],499.68448,0.441632,8086.994888888888,7549.256592888889,5204.940303888889,S20UPM-run133-iPerf.txt,TCP,1164.0,2021-01-16 13:22:22-06:00,10.0,11.0,1.0,558000000.0,1.0,,parallel-merged,558.0,133.0,S20UPM,10.0,10.0,7845.8193200000005,7847.128332000149,5502.812043000141,Verizon,,downlink,clockwise
2021-01-16 13:22:23,44.973637,-93.22252446,9.9384,0.0015969503589999998,0.0,270,0.0,CONNECTED,49128028,491280,-105.0,-105.0,5.0,-105.0,-105.0,4.9,951193233,1280512,-1868.5,3649000,1,['CONNECTED'],456.84752,0.489888,6818.1565,7472.081702888888,5127.765413888888,S20UPM-run133-iPerf.txt,TCP,1164.0,2021-01-16 13:22:23-06:00,11.0,12.0,1.0,452000000.0,1.0,,parallel-merged,452.0,133.0,S20UPM,11.0,11.0,7338.75974,7338.773994000122,4994.457705000089,Verizon,,downlink,clockwise
