timestamp,latitude,longitude,locationAccuracy,movingSpeed,movingSpeedAccuracyMPS,compassDirection,compassAccuracy,nrStatus,mCid,towerid,rsrp,nr_ssRsrp,nr_ssSinr,rsrp_avg,nr_ssRsrp_avg,nr_ssSinr_avg,mobileRx,mobileTx,currentNow,voltageNow,num_mcids,nrStatus_array,downlink_mbps,uplink_mbps,sw_power,sw_power_rolled,sw_power_baseline,parent_file,protocol,length,Fixedtimestamp,_start,_end,_seconds,bits_per_second,session_num,conn_num,iperf_type,Throughput,run_number,iperf_did,seq_no,time_since_start,avg_power,avg_power_rolled,avg_power_baseline,provider,network_type,direction,trajectory
2021-01-23 07:09:08,44.97372910000001,-93.2225168,3.79,0.024248547899999997,0.080622576,42,0.0,CONNECTED,4311027714,43110277,-74,-74,5,-74.0,-74.0,5.0,9461396955,48805027,-757.0,3792000,1,['CONNECTED'],41.043776,0.646368,2870.544,2469.3377599999994,112.06521940624953,S20UPM-run20048-iPerf.txt,TCP,1320.0,2021-01-23 07:09:08-06:00,2.0,3.0,1.0,33700000.0,1.0,,parallel-merged,33.7,20048.0,S20UPM,2.0,2.0,2950.6185400000013,2950.963282000001,593.6907414062579,TMobile,SA only,downlink,clockwise
2021-01-23 07:09:09,44.97372910000001,-93.22251673000002,3.79,0.0235457471,0.080622576,43,0.0,CONNECTED,4311027714,43110277,-72,-72,5,-72.6,-72.6,3.2,9465854347,48868471,-701.3,3792000,1,['CONNECTED'],35.659136,0.507552,2659.3296,2460.08528,102.81273940624988,S20UPM-run20048-iPerf.txt,TCP,1320.0,2021-01-23 07:09:09-06:00,3.0,4.0,1.0,35600000.0,1.0,,parallel-merged,35.6,20048.0,S20UPM,3.0,3.0,2911.1184999999928,2911.28803800001,554.0154974062701,TMobile,SA only,downlink,clockwise
2021-01-23 07:09:10,44.97372910000001,-93.2225167,3.79,0.022934271899999997,0.080622576,43,0.0,CONNECTED,4311027714,43110277,-72,-72,3,-72.0,-72.0,3.0,9470507615,48932347,-707.7,3792000,1,['CONNECTED'],37.226144,0.511008,2683.5984,2524.9664,167.69385940624989,S20UPM-run20048-iPerf.txt,TCP,1320.0,2021-01-23 07:09:10-06:00,4.0,5.0,1.0,35800000.0,1.0,,parallel-merged,35.8,20048.0,S20UPM,4.0,4.0,3009.2288399999984,3009.3285780000006,652.0560374062608,TMobile,SA only,downlink,clockwise
2021-01-23 07:09:11,44.97372916999999,-93.2225167,3.79,0.0222560217,0.080622576,42,0.0,CONNECTED,4311027714,43110277,-72,-72,3,-72.0,-72.0,3.0,9474857087,48988795,-663.5,3792000,1,['CONNECTED'],34.795776,0.451584,2515.992,2561.3063999999995,204.03385940624958,S20UPM-run20048-iPerf.txt,TCP,1320.0,2021-01-23 07:09:11-06:00,5.0,6.0,1.0,31000000.0,1.0,,parallel-merged,31.0,20048.0,S20UPM,5.0,5.0,3021.20554,3021.76029200001,664.4877514062615,TMobile,SA only,downlink,clockwise
2021-01-23 07:09:12,44.9737292,-93.2225167,3.79,0.0216003507,0.080622576,42,0.0,CONNECTED,4311027714,43110277,-71,-71,3,-71.3,-71.3,2.3,9479277559,49046551,-749.0,3792000,1,['CONNECTED'],35.363776,0.462048,2840.208,2608.4788799999997,251.20633940624975,S20UPM-run20048-iPerf.txt,TCP,1320.0,2021-01-23 07:09:12-06:00,6.0,7.0,1.0,36800000.0,1.0,,parallel-merged,36.8,20048.0,S20UPM,6.0,6.0,2957.163332666532,2957.0660392078357,599.7934986140881,TMobile,SA only,downlink,clockwise
2021-01-23 07:09:13,44.9737292,-93.2225167,3.79,0.0209056214,0.080622576,42,0.0,CONNECTED,4311027714,43110277,-71,-71,2,-71.0,-71.0,2.0,9484280219,49108627,-735.7,3792000,1,['CONNECTED'],40.02128,0.496608,2789.7744,2665.2071999999994,307.93465940624947,S20UPM-run20048-iPerf.txt,TCP,1320.0,2021-01-23 07:09:13-06:00,7.0,8.0,1.0,37800000.0,1.0,,parallel-merged,37.8,20048.0,S20UPM,7.0,7.0,2906.4130000000046,2906.3571840000013,549.0846434062507,TMobile,SA only,downlink,clockwise
2021-01-23 07:09:14,44.97372913000001,-93.22251677,3.79,0.0201240143,0.080622576,42,0.0,CONNECTED,4311027714,43110277,-71,-71,2,-71.0,-71.0,2.0,9489416299,49171339,-736.9,3792000,1,['CONNECTED'],41.08864,0.501696,2794.3248,2728.7231999999995,371.45065940624954,S20UPM-run20048-iPerf.txt,TCP,1320.0,2021-01-23 07:09:14-06:00,8.0,9.0,1.0,43400000.0,1.0,,parallel-merged,43.4,20048.0,S20UPM,8.0,8.0,2852.671439999992,2851.8512200000005,494.5786794062393,TMobile,SA only,downlink,clockwise
2021-01-23 07:09:15,44.97372910000001,-93.2225168,3.79,0.0193781385,0.080622576,43,0.0,CONNECTED,4311027714,43110277,-70,-70,3,-70.3,-70.3,2.7,9495192799,49235863,-650.7,3792000,1,['CONNECTED'],46.212,0.516192,2467.4544,2693.836799999999,336.5642594062492,S20UPM-run20048-iPerf.txt,TCP,1320.0,2021-01-23 07:09:15-06:00,9.0,10.0,1.0,41200000.0,1.0,,parallel-merged,41.2,20048.0,S20UPM,9.0,9.0,2924.586720000001,2925.4372079999926,568.164667406239,TMobile,SA only,downlink,clockwise
2021-01-23 07:09:16,44.97372868,-93.22251652,3.79,0.0182768443,0.6357560527999999,47,0.0,CONNECTED,4311027714,43110277,-70,-70,3,-70.0,-70.0,3.0,9500589931,49296499,-681.6,3792000,1,['CONNECTED'],43.177056,0.485088,2584.6272,2690.348159999999,333.0756194062492,S20UPM-run20048-iPerf.txt,TCP,1320.0,2021-01-23 07:09:16-06:00,10.0,11.0,1.0,32200000.000000004,1.0,,parallel-merged,32.2,20048.0,S20UPM,10.0,10.0,2995.890120000007,2995.5533559999926,638.2808154062307,TMobile,SA only,downlink,clockwise
2021-01-23 07:09:17,44.9737285,-93.22251430000004,3.79,0.067003915,0.8775440600000002,63,60.707003,CONNECTED,4311027714,43110277,-70,-70,3,-70.0,-70.0,3.0,9504462355,49346827,-654.4,3792000,1,['CONNECTED'],30.979392,0.402624,2481.4848,2668.733759999999,311.46121940624926,S20UPM-run20048-iPerf.txt,TCP,1320.0,2021-01-23 07:09:17-06:00,11.0,12.0,1.0,33900000.0,1.0,,parallel-merged,33.9,20048.0,S20UPM,11.0,11.0,3018.197959999989,3018.150349999981,660.8778094062233,TMobile,SA only,downlink,clockwise
