timestamp,latitude,longitude,locationAccuracy,movingSpeed,movingSpeedAccuracyMPS,compassDirection,compassAccuracy,nrStatus,mCid,towerid,rsrp,nr_ssRsrp,nr_ssSinr,rsrp_avg,nr_ssRsrp_avg,nr_ssSinr_avg,mobileRx,mobileTx,currentNow,voltageNow,num_mcids,nrStatus_array,downlink_mbps,uplink_mbps,sw_power,sw_power_rolled,sw_power_baseline,parent_file,protocol,length,Fixedtimestamp,_start,_end,_seconds,bits_per_second,session_num,conn_num,iperf_type,Throughput,run_number,iperf_did,seq_no,time_since_start,avg_power,avg_power_rolled,avg_power_baseline,provider,network_type,direction,trajectory
2021-01-16 14:19:46,44.97370312,-93.22253116000002,4.135,0.07064735920000001,0.5757513536000001,239,0.0,CONNECTED,49128028,491280,-99.0,-99.0,8.0,-99.6,-99.6,7.4,439545285,639391,-2348.1,3638000.0,1,['CONNECTED'],1760.738656,1.5768,8542.3878,4594.274939999999,2167.0788199999993,S20UPM-run148-iPerf.txt,TCP,1059.0,2021-01-16 14:19:46-06:00,2.0,3.0,1.0,1820000000.0,1.0,,parallel-merged,1820.0,148.0,S20UPM,2.0,2.0,8789.490660000034,8788.394308000026,6361.198188000081,Verizon,,downlink,clockwise
2021-01-16 14:19:47,44.97370304000001,-93.22253004,4.176,0.06899031480000001,0.8206154024000002,190,0.0,CONNECTED,49128028,491280,-99.0,-99.0,9.0,-99.0,-99.0,8.7,677244677,835847,-2418.8,3638000.0,1,['CONNECTED'],1901.595136,1.571648,8799.5944,5103.04826,2675.8521399999995,S20UPM-run148-iPerf.txt,TCP,1059.0,2021-01-16 14:19:47-06:00,3.0,4.0,1.0,1900000000.0,1.0,,parallel-merged,1900.0,148.0,S20UPM,3.0,3.0,8772.59242000001,8772.548051999987,6345.351932000082,Verizon,,downlink,clockwise
2021-01-16 14:19:48,44.97370221999999,-93.22253142,4.1972000000000005,0.0665787682,0.08602325599999999,291,0.0,CONNECTED,49128028,491280,-96.0,-96.0,10.0,-96.9,-96.9,9.7,932065277,1039635,-2453.7,3638000.0,1,['CONNECTED'],2038.5648,1.630304,8926.5606,5670.50452,3243.3084000000003,S20UPM-run148-iPerf.txt,TCP,1059.0,2021-01-16 14:19:48-06:00,4.0,5.0,1.0,2110000000.0,1.0,,parallel-merged,2109.9999999999995,148.0,S20UPM,4.0,4.0,9142.653560000015,9141.788138000053,6714.592018000107,Verizon,,downlink,clockwise
2021-01-16 14:19:53,44.97367596,-93.22251334,4.0818,0.94131022,0.0893498776,144,0.0,CONNECTED,49128028,491280,-91.0,-91.0,13.0,-92.4,-92.4,12.3,2114834201,1958487,-2155.6,3638000.0,1,['CONNECTED'],1394.168256,1.194016,7842.0728,8124.894020000002,5697.697900000001,S20UPM-run148-iPerf.txt,TCP,1059.0,2021-01-16 14:19:53-06:00,9.0,10.0,1.0,1070000000.0,1.0,,parallel-merged,1070.0000000000002,148.0,S20UPM,9.0,9.0,9155.464020000003,9157.563270000044,6730.367150000075,Verizon,,downlink,clockwise
2021-01-16 14:19:55,44.97367488,-93.22250851999998,4.0416,0.2540646440000001,0.0893498776,94,0.0,CONNECTED,49128028,491280,-101.0,-101.0,6.0,-102.4,-102.4,5.3,2335172289,2158339,-2095.4,3638000.0,1,['CONNECTED'],842.057472,0.720448,7623.0652,8276.19534,5848.99922,S20UPM-run148-iPerf.txt,TCP,1059.0,2021-01-16 14:19:55.010000-06:00,11.01,12.01,1.0,1300000000.0,1.0,,parallel-merged,1300.0,148.0,S20UPM,11.0,11.0,7737.578659999985,7735.110130000033,5307.914010000021,Verizon,,downlink,clockwise
2021-01-16 14:19:57,44.97367506,-93.22250852,4.0128,0.097116854,0.08602325599999999,139,0.0,CONNECTED,49128028,491280,-94.0,-94.0,13.0,-94.0,-94.0,11.6,2687336437,2479939,-2129.9,3638000.0,1,['CONNECTED'],1362.617312,1.242432,7748.5762,8134.713519999999,5707.517399999999,S20UPM-run148-iPerf.txt,TCP,1059.0,2021-01-16 14:19:57-06:00,13.0,14.0,1.0,1690000000.0,1.0,,parallel-merged,1690.0,148.0,S20UPM,13.0,13.0,8535.206599999998,8534.797603999994,6107.601484000016,Verizon,,downlink,clockwise
2021-01-16 14:20:01,44.97368502,-93.22248302,5.411600000000001,0.440907696,0.5574836400000001,94,42.82630439999999,CONNECTED,49128028,491280,-95.0,-95.0,15.0,-95.6,-95.6,11.4,3309044665,3120035,-1857.6,3638000.0,1,['CONNECTED'],1033.51184,1.093216,6757.9488,7929.63946,5502.44334,S20UPM-run148-iPerf.txt,TCP,1059.0,2021-01-16 14:20:01.010000-06:00,17.01,18.01,1.0,1450000000.0,1.0,,parallel-merged,1450.0,148.0,S20UPM,17.0,17.0,8178.343779999994,8181.867116000002,5754.670996000001,Verizon,,downlink,clockwise
2021-01-16 14:20:04,44.97368492999999,-93.22245514,7.42,0.6593586559999999,0.0,102,0.0,CONNECTED,49128028,491280,-90.0,-90.0,18.0,-90.0,-90.0,17.1,3959917037,3708535,-2193.6,3638000.0,1,['CONNECTED'],1959.675744,1.706624,7980.3168,7893.550500000002,5466.3543800000025,S20UPM-run148-iPerf.txt,TCP,1059.0,2021-01-16 14:20:04.010000-06:00,20.01,21.01,1.0,1840000000.0,1.0,,parallel-merged,1840.0,148.0,S20UPM,20.0,20.0,8896.80768000001,8894.931854000051,6467.735734000072,Verizon,,downlink,clockwise
2021-01-16 14:20:05,44.97368385,-93.22244815000002,7.777499999999999,0.97584885,0.0,118,0.0,CONNECTED,49128028,491280,-90.0,-90.0,18.0,-91.4,-91.4,17.3,4192689073,3904851,-2286.6,3638000.0,1,['CONNECTED'],1862.176288,1.570528,8318.6508,7963.1090600000025,5535.912940000002,S20UPM-run148-iPerf.txt,TCP,1059.0,2021-01-16 14:20:05.010000-06:00,21.01,22.01,1.0,1680000000.0,1.0,,parallel-merged,1680.0,148.0,S20UPM,21.0,21.0,9021.588300000038,9022.252956000062,6595.056836000098,Verizon,,downlink,clockwise
2021-01-16 14:20:07,44.9736749,-93.22243608,8.9208,0.9235960319999998,0.0,132,0.0,CONNECTED,49128028,491280,-92.0,-92.0,17.0,-93.4,-93.4,16.4,4522533945,4192707,-2033.3,3638000.0,1,['CONNECTED'],959.214368,0.819872,7397.1454,7935.460260000003,5508.264140000003,S20UPM-run148-iPerf.txt,TCP,1059.0,2021-01-16 14:20:07-06:00,23.0,24.0,1.0,1340000000.0,1.0,,parallel-merged,1340.0,148.0,S20UPM,23.0,23.0,8155.970380000002,8156.543346000102,5729.34722600012,Verizon,,downlink,clockwise
