timestamp,latitude,longitude,locationAccuracy,movingSpeed,movingSpeedAccuracyMPS,compassDirection,compassAccuracy,nrStatus,mCid,towerid,rsrp,nr_ssRsrp,nr_ssSinr,rsrp_avg,nr_ssRsrp_avg,nr_ssSinr_avg,mobileRx,mobileTx,currentNow,voltageNow,num_mcids,nrStatus_array,downlink_mbps,uplink_mbps,sw_power,sw_power_rolled,sw_power_baseline,parent_file,protocol,length,Fixedtimestamp,_start,_end,_seconds,bits_per_second,session_num,conn_num,iperf_type,Throughput,run_number,iperf_did,seq_no,time_since_start,avg_power,avg_power_rolled,avg_power_baseline,provider,network_type,direction,trajectory
2021-01-23 10:42:25,44.97397560000001,-93.2224677,4.692,0.005234746300000001,0.08602325599999999,46,0.0,CONNECTED,4311027714,43110277,-69,-69,5,-69.0,-69.0,5.0,18357597,1000502,-884.7,3782000,1,['CONNECTED'],27.543664,0.291616,3345.9354,2820.3130399999986,463.0404994062487,S20UPM-run20060-iPerf.txt,TCP,1019.0,2021-01-23 10:42:25-06:00,4.0,5.0,1.0,25100000.0,1.0,,parallel-merged,25.1,20060.0,S20UPM,4.0,4.0,3415.2558000000054,3415.71336999999,1058.440829406229,TMobile,SA only,downlink,clockwise
2021-01-23 10:42:26,44.9739758,-93.2224675,4.646,0.012107403999999999,0.08602325599999999,47,0.0,CONNECTED,4311027714,43110277,-69,-69,5,-69.0,-69.0,5.0,21610045,1035706,-826.7,3782000,1,['CONNECTED'],26.019584,0.281632,3126.5794,2903.025379999998,545.7528394062483,S20UPM-run20060-iPerf.txt,TCP,1019.0,2021-01-23 10:42:26-06:00,5.0,6.0,1.0,25600000.0,1.0,,parallel-merged,25.6,20060.0,S20UPM,5.0,5.0,3504.6261800000025,3504.4195499999882,1147.1470094062258,TMobile,SA only,downlink,clockwise
2021-01-23 10:42:27,44.9739758,-93.2224674,4.638999999999999,0.010660448999999999,0.08602325599999999,60,0.0,CONNECTED,4311027714,43110277,-69,-69,5,-69.0,-69.0,5.0,24933241,1063422,-765.1,3782000,1,['CONNECTED'],26.585568,0.221728,2893.6082,2983.9979999999982,626.7254594062483,S20UPM-run20060-iPerf.txt,TCP,1019.0,2021-01-23 10:42:27-06:00,6.0,7.0,1.0,19700000.0,1.0,,parallel-merged,19.7,20060.0,S20UPM,6.0,6.0,3386.595620000009,3386.4812199999815,1029.2086794062202,TMobile,SA only,downlink,clockwise
2021-01-23 10:42:28,44.9739758,-93.22246729999998,4.634,0.008958100999999998,0.080622576,75,0.0,CONNECTED,4311027714,43110277,-69,-69,5,-69.0,-69.0,5.0,27510257,1085210,-809.9,3782000,1,['CONNECTED'],20.616128,0.174304,3063.0418,3029.3063599999978,672.0338194062479,S20UPM-run20060-iPerf.txt,TCP,1019.0,2021-01-23 10:42:28-06:00,7.0,8.0,1.0,27700000.0,1.0,,parallel-merged,27.7,20060.0,S20UPM,7.0,7.0,3150.2350070014045,3149.611478295641,792.3389377018806,TMobile,SA only,downlink,clockwise
2021-01-23 10:42:29,44.9739758,-93.2224672,4.637999999999999,0.0082374625,0.080622576,85,0.0,CONNECTED,4311027714,43110277,-69,-69,5,-69.0,-69.0,5.0,31091009,1111468,-802.1,3782000,1,['CONNECTED'],28.646016,0.210064,3033.5422,3070.7948999999976,713.5223594062477,S20UPM-run20060-iPerf.txt,TCP,1019.0,2021-01-23 10:42:29-06:00,8.0,9.0,1.0,28400000.0,1.0,,parallel-merged,28.4,20060.0,S20UPM,8.0,8.0,3442.946220000007,3443.5736779999866,1086.3011374062287,TMobile,SA only,downlink,clockwise
2021-01-23 10:42:30,44.973975700000004,-93.2224671,4.6469999999999985,0.009362998,0.08602325599999999,122,0.0,CONNECTED,4311027714,43110277,-69,-69,5,-69.0,-69.0,5.0,34803069,1135868,-803.0,3782000,1,['CONNECTED'],29.69648,0.1952,3036.946,3088.872859999997,731.6003194062473,S20UPM-run20060-iPerf.txt,TCP,1019.0,2021-01-23 10:42:30-06:00,9.0,10.0,1.0,35600000.0,1.0,,parallel-merged,35.6,20060.0,S20UPM,9.0,9.0,3140.5317800000003,3141.446897999952,784.1743574062118,TMobile,SA only,downlink,clockwise
2021-01-23 10:42:31,44.973975700000004,-93.22246700000002,4.634,0.008819919999999998,0.08602325599999999,116,0.0,CONNECTED,4311027714,43110277,-69,-69,5,-69.0,-69.0,5.0,39387131,1165352,-883.1,3782000,1,['CONNECTED'],36.672496,0.235872,3339.8842,3136.3747799999974,779.1022394062475,S20UPM-run20060-iPerf.txt,TCP,1019.0,2021-01-23 10:42:31-06:00,10.0,11.0,1.0,31300000.0,1.0,,parallel-merged,31.3,20060.0,S20UPM,10.0,10.0,3210.6809599999974,3210.562457999939,853.2899174061986,TMobile,SA only,downlink,clockwise
2021-01-23 10:42:32,44.9739755,-93.22246700000002,4.608000000000001,0.008251786999999998,0.080622576,168,0.0,CONNECTED,4311027714,43110277,-69,-69,5,-69.0,-69.0,5.0,43481943,1192340,-760.9,3782000,1,['CONNECTED'],32.758496,0.215904,2877.7238,3113.3802199999977,756.1076794062478,S20UPM-run20060-iPerf.txt,TCP,1019.0,2021-01-23 10:42:32-06:00,11.0,12.0,1.0,24000000.0,1.0,,parallel-merged,24.0,20060.0,S20UPM,11.0,11.0,3247.21614,3245.8564039999314,888.5838634062023,TMobile,SA only,downlink,clockwise
2021-01-23 10:42:33,44.97397539999999,-93.22246700000002,4.596000000000001,0.0096452385,0.08602325599999999,177,0.0,CONNECTED,4311027714,43110277,-69,-69,5,-69.0,-69.0,5.0,46636635,1215844,-832.1,3782000,1,['CONNECTED'],25.237536,0.188032,3147.0022,3108.690539999998,751.4179994062479,S20UPM-run20060-iPerf.txt,TCP,1019.0,2021-01-23 10:42:33-06:00,12.0,13.0,1.0,22100000.0,1.0,,parallel-merged,22.1,20060.0,S20UPM,12.0,12.0,3486.3055999999947,3485.3256119999855,1128.0530714062174,TMobile,SA only,downlink,clockwise
2021-01-23 10:42:34,44.97397539999999,-93.2224668,4.573,0.008930654999999997,0.08602325599999999,130,0.0,CONNECTED,4311027714,43110277,-69,-69,5,-69.0,-69.0,5.0,49501047,1237578,-879.4,3782000,1,['CONNECTED'],22.915296,0.173872,3325.8908,3119.0153999999975,761.7428594062476,S20UPM-run20060-iPerf.txt,TCP,1019.0,2021-01-23 10:42:34-06:00,13.0,14.0,1.0,17300000.0,1.0,,parallel-merged,17.3,20060.0,S20UPM,13.0,13.0,3400.1509999999935,3400.406531999979,1043.1339914062223,TMobile,SA only,downlink,clockwise
2021-01-23 10:42:35,44.9739753,-93.2224668,4.564,0.008988132999999999,0.080622576,144,0.0,CONNECTED,4311027714,43110277,-69,-69,5,-69.0,-69.0,5.0,51742575,1257080,-765.1,3782000,1,['CONNECTED'],17.932224,0.156016,2893.6082,3073.7826799999975,716.5101394062476,S20UPM-run20060-iPerf.txt,TCP,1019.0,2021-01-23 10:42:35-06:00,14.0,15.0,1.0,17300000.0,1.0,,parallel-merged,17.3,20060.0,S20UPM,14.0,14.0,3332.919103820762,3334.121530306053,976.8489897122946,TMobile,SA only,downlink,clockwise
2021-01-23 10:42:36,44.9739753,-93.22246659999998,4.553999999999999,0.010484272,0.08602325599999999,114,0.0,CONNECTED,4311027714,43110277,-69,-69,5,-71.0,-71.0,3.8,53988423,1282488,-805.8,3782000,1,['CONNECTED'],17.966784,0.203264,3047.5356,3065.8782999999976,708.6057594062477,S20UPM-run20060-iPerf.txt,TCP,1019.0,2021-01-23 10:42:36-06:00,15.0,16.0,1.0,24100000.0,1.0,,parallel-merged,24.1,20060.0,S20UPM,15.0,15.0,3088.13128,3087.2103879999886,729.9378474062545,TMobile,SA only,downlink,clockwise
