enabled_radio_type,carrier,interval,RTT1,RTT2,active_radio_type,KeepOrDrop
4G-LTE,Verizon,5.8,280,280,4,YEP
4G-LTE,Verizon,5.9,180,180,4,YEP
4G-LTE,Verizon,6,90,90,4,YEP
4G-LTE,Verizon,6.1,290,290,4,YEP
4G-LTE,Verizon,6.2,200,200,4,YEP
4G-LTE,Verizon,6.3,109,110,4,YEP
4G-LTE,Verizon,6.4,309,310,4,YEP
4G-LTE,Verizon,6.5,220,220,4,YEP
4G-LTE,Verizon,6.6,119,120,4,YEP
4G-LTE,Verizon,6.7,340,340,4,YEP
4G-LTE,Verizon,6.8,240,240,4,YEP
4G-LTE,Verizon,6.9,140,139,4,YEP
4G-LTE,Verizon,7,360,359,4,YEP
4G-LTE,Verizon,7.1,270,269,4,YEP
4G-LTE,Verizon,7.2,160,159,4,YEP
4G-LTE,Verizon,7.3,370,370,4,YEP
4G-LTE,Verizon,7.4,280,280,4,YEP
4G-LTE,Verizon,7.5,179,180,4,YEP
4G-LTE,Verizon,7.6,79,80,4,YEP
4G-LTE,Verizon,7.7,80,80,4,YEP
4G-LTE,Verizon,7.8,99,100,4,YEP
4G-LTE,Verizon,7.9,110,110,4,YEP
4G-LTE,Verizon,8,320,320,4,YEP
4G-LTE,Verizon,8.1,220,219,4,YEP
4G-LTE,Verizon,8.2,110,109,4,YEP
4G-LTE,Verizon,8.3,340,339,4,YEP
4G-LTE,Verizon,8.4,250,250,4,YEP
4G-LTE,Verizon,8.5,130,130,4,YEP
4G-LTE,Verizon,8.6,359,360,4,YEP
4G-LTE,Verizon,8.7,259,260,4,YEP
4G-LTE,Verizon,8.8,153,154,4,YEP
4G-LTE,Verizon,8.9,385,386,4,YEP
4G-LTE,Verizon,9,280,280,4,YEP
4G-LTE,Verizon,9.1,190,190,4,YEP
4G-LTE,Verizon,9.2,70,70,4,YEP
4G-LTE,Verizon,9.3,310,309,4,YEP
4G-LTE,Verizon,9.4,190,189,4,YEP
4G-LTE,Verizon,9.5,100,100,4,YEP
4G-LTE,Verizon,9.6,330,330,4,YEP
4G-LTE,Verizon,9.7,220,220,4,YEP
4G-LTE,Verizon,9.8,110,110,4,YEP
4G-LTE,Verizon,9.9,506,507,4,YEP
4G-LTE,Verizon,10,559,560,4,YEP
4G-LTE,Verizon,10.1,1438,1439,4,YEP
4G-LTE,Verizon,10.2,1328,1328,4,YEP
4G-LTE,Verizon,10.3,1226,1225,4,YEP
4G-LTE,Verizon,10.4,1119,1118,4,YEP
4G-LTE,Verizon,10.5,1024,1023,4,YEP
4G-LTE,Verizon,10.6,919,919,4,YEP
4G-LTE,Verizon,10.7,793,792,4,YEP
4G-LTE,Verizon,10.8,731,731,4,YEP
4G-LTE,Verizon,10.9,628,627,4,YEP
4G-LTE,Verizon,11,520,520,4,YEP
4G-LTE,Verizon,11.1,417,417,4,YEP
4G-LTE,Verizon,11.2,331,332,4,YEP
4G-LTE,Verizon,11.3,1510,1511,4,YEP
4G-LTE,Verizon,11.4,1380,1380,4,YEP
4G-LTE,Verizon,11.5,1319,1320,4,YEP
4G-LTE,Verizon,11.6,1200,1199,4,YEP
4G-LTE,Verizon,11.7,1099,1098,4,YEP
4G-LTE,Verizon,11.8,1001,1000,4,YEP
4G-LTE,Verizon,11.9,880,879,4,YEP
4G-LTE,Verizon,12,808,808,4,YEP
4G-LTE,Verizon,12.1,712,712,4,YEP
4G-LTE,Verizon,12.2,600,600,4,YEP
4G-LTE,Verizon,12.3,490,490,4,YEP
4G-LTE,Verizon,12.4,411,411,4,YEP
4G-LTE,Verizon,12.5,1567,1568,4,YEP
4G-LTE,Verizon,12.6,1482,1482,4,YEP
4G-LTE,Verizon,12.7,1378,1378,4,YEP
4G-LTE,Verizon,12.8,1282,1282,4,YEP
4G-LTE,Verizon,12.9,1185,1185,4,YEP
4G-LTE,Verizon,13,1084,1083,4,YEP
4G-LTE,Verizon,13.1,980,979,4,YEP
4G-LTE,Verizon,13.2,870,869,4,YEP
4G-LTE,Verizon,13.3,789,789,4,YEP
4G-LTE,Verizon,13.4,681,681,4,YEP
4G-LTE,Verizon,13.5,587,586,4,YEP
4G-LTE,Verizon,13.6,472,473,4,YEP
4G-LTE,Verizon,13.7,379,380,4,YEP
4G-LTE,Verizon,13.8,1554,1555,4,YEP
4G-LTE,Verizon,13.9,1445,1445,4,YEP
4G-LTE,Verizon,14,1380,1380,4,YEP
4G-LTE,Verizon,14.1,1239,1240,4,YEP
4G-LTE,Verizon,14.2,1180,1180,4,YEP
4G-LTE,Verizon,14.3,1065,1064,4,YEP
4G-LTE,Verizon,14.4,959,958,4,YEP
4G-LTE,Verizon,14.5,851,850,4,YEP
4G-LTE,Verizon,14.6,744,744,4,YEP
4G-LTE,Verizon,14.7,680,679,4,YEP
4G-LTE,Verizon,14.8,560,560,4,YEP
4G-LTE,Verizon,14.9,474,474,4,YEP
4G-LTE,Verizon,15,326,326,4,YEP
4G-LTE,Verizon,15.1,1552,1553,4,YEP
4G-LTE,Verizon,15.2,1446,1447,4,YEP
4G-LTE,Verizon,15.3,1350,1350,4,YEP
4G-LTE,Verizon,15.4,1230,1230,4,YEP
4G-LTE,Verizon,15.5,1140,1140,4,YEP
4G-LTE,Verizon,15.6,1020,1020,4,YEP
4G-LTE,Verizon,15.7,955,954,4,YEP
4G-LTE,Verizon,15.8,859,858,4,YEP
4G-LTE,Verizon,15.9,726,725,4,YEP
4G-LTE,Verizon,16,630,630,4,YEP
4G-LTE,Verizon,16.1,530,530,4,YEP
4G-LTE,Verizon,16.2,459,460,4,YEP
4G-LTE,Verizon,16.3,349,349,4,YEP
4G-LTE,Verizon,16.4,1491,1491,4,YEP
4G-LTE,Verizon,16.5,1439,1440,4,YEP
4G-LTE,Verizon,16.6,1319,1320,4,YEP
4G-LTE,Verizon,16.7,1199,1200,4,YEP
4G-LTE,Verizon,16.8,1131,1132,4,YEP
4G-LTE,Verizon,16.9,1008,1008,4,YEP
4G-LTE,Verizon,17,928,928,4,YEP
4G-LTE,Verizon,17.1,833,832,4,YEP
4G-LTE,Verizon,17.2,720,721,4,YEP
4G-LTE,Verizon,17.3,620,620,4,YEP
4G-LTE,Verizon,17.4,529,529,4,YEP
4G-LTE,Verizon,17.5,401,401,4,YEP
4G-LTE,Verizon,17.6,1605,1605,4,YEP
4G-LTE,Verizon,17.7,1497,1498,4,YEP
4G-LTE,Verizon,17.8,1401,1400,4,YEP
4G-LTE,Verizon,17.9,1293,1293,4,YEP
4G-LTE,Verizon,18,1223,1223,4,YEP
4G-LTE,Verizon,18.1,1080,1080,4,YEP
4G-LTE,Verizon,18.2,1005,1005,4,YEP
4G-LTE,Verizon,18.3,887,887,4,YEP
4G-LTE,Verizon,18.4,800,800,4,YEP
4G-LTE,Verizon,18.5,734,735,4,YEP
4G-LTE,Verizon,18.6,575,575,4,YEP
4G-LTE,Verizon,18.7,512,511,4,YEP
4G-LTE,Verizon,18.8,388,388,4,YEP
4G-LTE,Verizon,18.9,1572,1572,4,YEP
4G-LTE,Verizon,19,1500,1500,4,YEP
4G-LTE,Verizon,19.1,1380,1380,4,YEP
4G-LTE,Verizon,19.2,1280,1280,4,YEP
4G-LTE,Verizon,19.3,1169,1169,4,YEP
4G-LTE,Verizon,19.4,1072,1071,4,YEP
4G-LTE,Verizon,19.5,980,980,4,YEP
4G-LTE,Verizon,19.6,900,900,4,YEP
4G-LTE,Verizon,19.7,780,780,4,YEP
4G-LTE,Verizon,19.8,680,680,4,YEP
4G-LTE,Verizon,19.9,580,580,4,YEP
4G-LTE,Verizon,0,79,80,4,YEP
4G-LTE,Verizon,0.1,81,82,4,YEP
4G-LTE,Verizon,0.2,58,58,4,YEP
4G-LTE,Verizon,0.3,100,100,4,YEP
4G-LTE,Verizon,0.4,360,360,4,YEP
4G-LTE,Verizon,0.5,122,122,4,YEP
4G-LTE,Verizon,0.6,359,360,4,YEP
4G-LTE,Verizon,0.7,238,238,4,YEP
4G-LTE,Verizon,0.8,182,182,4,YEP
4G-LTE,Verizon,0.9,370,370,4,YEP
4G-LTE,Verizon,1,280,280,4,YEP
4G-LTE,Verizon,1.1,180,180,4,YEP
4G-LTE,Verizon,1.2,108,108,4,YEP
4G-LTE,Verizon,1.3,282,282,4,YEP
4G-LTE,Verizon,1.4,190,190,4,YEP
4G-LTE,Verizon,1.5,108,108,4,YEP
4G-LTE,Verizon,1.6,322,322,4,YEP
4G-LTE,Verizon,1.7,218,218,4,YEP
4G-LTE,Verizon,1.8,140,140,4,YEP
4G-LTE,Verizon,1.9,322,322,4,YEP
4G-LTE,Verizon,2,240,240,4,YEP
4G-LTE,Verizon,2.1,140,140,4,YEP
4G-LTE,Verizon,2.2,350,350,4,YEP
4G-LTE,Verizon,2.3,260,259,4,YEP
4G-LTE,Verizon,2.4,160,159,4,YEP
4G-LTE,Verizon,2.5,388,387,4,YEP
4G-LTE,Verizon,2.6,272,271,4,YEP
4G-LTE,Verizon,2.7,180,180,4,YEP
4G-LTE,Verizon,2.8,80,80,4,YEP
4G-LTE,Verizon,2.9,328,328,4,YEP
4G-LTE,Verizon,3,182,182,4,YEP
4G-LTE,Verizon,3.1,126,126,4,YEP
4G-LTE,Verizon,3.2,318,318,4,YEP
4G-LTE,Verizon,3.3,214,214,4,YEP
4G-LTE,Verizon,3.4,120,120,4,YEP
4G-LTE,Verizon,3.5,340,340,4,YEP
4G-LTE,Verizon,3.6,240,240,4,YEP
4G-LTE,Verizon,3.7,108,108,4,YEP
4G-LTE,Verizon,3.8,94,94,4,YEP
4G-LTE,Verizon,3.9,89,90,4,YEP
4G-LTE,Verizon,4,290,290,4,YEP
4G-LTE,Verizon,4.1,380,380,4,YEP
4G-LTE,Verizon,4.2,298,298,4,YEP
4G-LTE,Verizon,4.3,179,180,4,YEP
4G-LTE,Verizon,4.4,371,372,4,YEP
4G-LTE,Verizon,4.5,310,310,4,YEP
4G-LTE,Verizon,4.6,190,190,4,YEP
4G-LTE,Verizon,4.7,100,100,4,YEP
4G-LTE,Verizon,4.8,330,330,4,YEP
4G-LTE,Verizon,4.9,218,218,4,YEP
4G-LTE,Verizon,5,112,112,4,YEP
4G-LTE,Verizon,5.1,328,328,4,YEP
4G-LTE,Verizon,5.2,280,279,4,YEP
4G-LTE,Verizon,5.3,112,111,4,YEP
4G-LTE,Verizon,5.4,371,370,4,YEP
4G-LTE,Verizon,5.5,249,249,4,YEP
4G-LTE,Verizon,5.6,170,170,4,YEP
4G-LTE,Verizon,5.7,370,370,4,YEP
4G-LTE,Verizon,5.8,280,280,4,YEP
4G-LTE,Verizon,5.9,168,168,4,YEP
4G-LTE,Verizon,6,79,80,4,YEP
4G-LTE,Verizon,6.1,312,312,4,YEP
4G-LTE,Verizon,6.2,199,200,4,YEP
4G-LTE,Verizon,6.3,87,88,4,YEP
4G-LTE,Verizon,6.4,331,332,4,YEP
4G-LTE,Verizon,6.5,220,220,4,YEP
4G-LTE,Verizon,6.6,120,121,4,YEP
4G-LTE,Verizon,6.7,338,339,4,YEP
4G-LTE,Verizon,6.8,239,240,4,YEP
4G-LTE,Verizon,6.9,128,128,4,YEP
4G-LTE,Verizon,7,372,372,4,YEP
4G-LTE,Verizon,7.1,260,260,4,YEP
4G-LTE,Verizon,7.2,160,160,4,YEP
4G-LTE,Verizon,7.3,380,380,4,YEP
4G-LTE,Verizon,7.4,281,281,4,YEP
4G-LTE,Verizon,7.5,187,186,4,YEP
4G-LTE,Verizon,7.6,72,71,4,YEP
4G-LTE,Verizon,7.7,70,70,4,YEP
4G-LTE,Verizon,7.8,70,69,4,YEP
4G-LTE,Verizon,7.9,150,150,4,YEP
4G-LTE,Verizon,8,320,320,4,YEP
4G-LTE,Verizon,8.1,238,238,4,YEP
4G-LTE,Verizon,8.2,102,102,4,YEP
4G-LTE,Verizon,8.3,317,318,4,YEP
4G-LTE,Verizon,8.4,280,280,4,YEP
4G-LTE,Verizon,8.5,112,112,4,YEP
4G-LTE,Verizon,8.6,369,370,4,YEP
4G-LTE,Verizon,8.7,250,250,4,YEP
4G-LTE,Verizon,8.8,147,148,4,YEP
4G-LTE,Verizon,8.9,82,82,4,YEP
4G-LTE,Verizon,9,270,270,4,YEP
4G-LTE,Verizon,9.1,180,180,4,YEP
4G-LTE,Verizon,9.2,88,88,4,YEP
4G-LTE,Verizon,9.3,302,302,4,YEP
4G-LTE,Verizon,9.4,190,190,4,YEP
4G-LTE,Verizon,9.5,110,110,4,YEP
4G-LTE,Verizon,9.6,298,297,4,YEP
4G-LTE,Verizon,9.7,242,241,4,YEP
4G-LTE,Verizon,9.8,110,109,4,YEP
4G-LTE,Verizon,9.9,567,566,4,YEP
4G-LTE,Verizon,10,130,130,4,BAD
4G-LTE,Verizon,10.1,1564,1564,4,YEP
4G-LTE,Verizon,10.2,1297,1297,4,YEP
4G-LTE,Verizon,10.3,1241,1241,4,YEP
4G-LTE,Verizon,10.4,1100,1100,4,YEP
4G-LTE,Verizon,10.5,1028,1029,4,YEP
4G-LTE,Verizon,10.6,914,914,4,YEP
4G-LTE,Verizon,10.7,839,840,4,YEP
4G-LTE,Verizon,10.8,702,701,4,YEP
4G-LTE,Verizon,10.9,625,625,4,YEP
4G-LTE,Verizon,11,512,513,4,YEP
4G-LTE,Verizon,11.1,427,427,4,YEP
4G-LTE,Verizon,11.2,313,313,4,YEP
4G-LTE,Verizon,11.3,1507,1507,4,YEP
4G-LTE,Verizon,11.4,1639,1639,4,YEP
4G-LTE,Verizon,11.5,1081,1080,4,YEP
4G-LTE,Verizon,11.6,1180,1180,4,YEP
4G-LTE,Verizon,11.7,1118,1118,4,YEP
4G-LTE,Verizon,11.8,991,990,4,YEP
4G-LTE,Verizon,11.9,911,910,4,YEP
4G-LTE,Verizon,12,798,797,4,YEP
4G-LTE,Verizon,12.1,722,722,4,YEP
4G-LTE,Verizon,12.2,588,587,4,YEP
4G-LTE,Verizon,12.3,480,480,4,YEP
4G-LTE,Verizon,12.4,406,406,4,YEP
4G-LTE,Verizon,12.5,1566,1566,4,YEP
