enabled_radio_type,carrier,interval,RTT1,RTT2,active_radio_type,KeepOrDrop
5G-NSA-mmWave,Verizon,5.7,66,66,5,YEP
5G-NSA-mmWave,Verizon,5.8,109,109,5,YEP
5G-NSA-mmWave,Verizon,5.9,105,105,5,YEP
5G-NSA-mmWave,Verizon,6,80,80,5,YEP
5G-NSA-mmWave,Verizon,6.1,135,135,5,YEP
5G-NSA-mmWave,Verizon,6.2,122,122,5,YEP
5G-NSA-mmWave,Verizon,6.3,105,105,5,YEP
5G-NSA-mmWave,Verizon,6.4,76,76,5,YEP
5G-NSA-mmWave,Verizon,6.5,139,139,5,YEP
5G-NSA-mmWave,Verizon,6.6,122,122,5,YEP
5G-NSA-mmWave,Verizon,6.7,106,105,5,YEP
5G-NSA-mmWave,Verizon,6.8,77,78,5,YEP
5G-NSA-mmWave,Verizon,6.9,138,138,5,YEP
5G-NSA-mmWave,Verizon,7,119,120,5,YEP
5G-NSA-mmWave,Verizon,7.1,76,76,5,YEP
5G-NSA-mmWave,Verizon,7.2,95,96,5,YEP
5G-NSA-mmWave,Verizon,7.3,68,67,5,YEP
5G-NSA-mmWave,Verizon,7.4,119,120,5,YEP
5G-NSA-mmWave,Verizon,7.5,104,103,5,YEP
5G-NSA-mmWave,Verizon,7.6,74,74,5,YEP
5G-NSA-mmWave,Verizon,7.7,68,67,5,YEP
5G-NSA-mmWave,Verizon,7.8,116,117,5,YEP
5G-NSA-mmWave,Verizon,7.9,100,101,5,YEP
5G-NSA-mmWave,Verizon,8,73,73,5,YEP
5G-NSA-mmWave,Verizon,8.1,72,71,5,YEP
5G-NSA-mmWave,Verizon,8.2,113,113,5,YEP
5G-NSA-mmWave,Verizon,8.3,97,98,5,YEP
5G-NSA-mmWave,Verizon,8.4,83,83,5,YEP
5G-NSA-mmWave,Verizon,8.5,139,139,5,YEP
5G-NSA-mmWave,Verizon,8.6,108,109,5,YEP
5G-NSA-mmWave,Verizon,8.7,116,116,5,YEP
5G-NSA-mmWave,Verizon,8.8,76,75,5,YEP
5G-NSA-mmWave,Verizon,8.9,67,67,5,YEP
5G-NSA-mmWave,Verizon,9,110,111,5,YEP
5G-NSA-mmWave,Verizon,9.1,103,103,5,YEP
5G-NSA-mmWave,Verizon,9.2,78,79,5,YEP
5G-NSA-mmWave,Verizon,9.3,65,65,5,YEP
5G-NSA-mmWave,Verizon,9.4,121,120,5,YEP
5G-NSA-mmWave,Verizon,9.5,93,93,5,YEP
5G-NSA-mmWave,Verizon,9.6,57,58,5,YEP
5G-NSA-mmWave,Verizon,9.7,84,83,5,YEP
5G-NSA-mmWave,Verizon,9.8,118,118,5,YEP
5G-NSA-mmWave,Verizon,9.9,98,98,5,YEP
5G-NSA-mmWave,Verizon,10,61,61,5,YEP
5G-NSA-mmWave,Verizon,10.1,84,85,5,YEP
5G-NSA-mmWave,Verizon,10.2,1345,1345,4,YEP
5G-NSA-mmWave,Verizon,10.3,133,133,5,YEP
5G-NSA-mmWave,Verizon,10.4,945,945,4,YEP
5G-NSA-mmWave,Verizon,10.5,73,73,5,YEP
5G-NSA-mmWave,Verizon,10.6,571,570,4,YEP
5G-NSA-mmWave,Verizon,10.7,73,74,5,YEP
5G-NSA-mmWave,Verizon,10.8,1466,1465,4,YEP
5G-NSA-mmWave,Verizon,10.9,92,92,5,YEP
5G-NSA-mmWave,Verizon,11,1055,1055,4,YEP
5G-NSA-mmWave,Verizon,11.1,127,128,5,YEP
5G-NSA-mmWave,Verizon,11.2,601,600,4,YEP
5G-NSA-mmWave,Verizon,11.3,119,120,5,YEP
5G-NSA-mmWave,Verizon,11.4,1513,1512,4,YEP
5G-NSA-mmWave,Verizon,11.5,125,126,5,YEP
5G-NSA-mmWave,Verizon,11.6,1083,1083,4,YEP
5G-NSA-mmWave,Verizon,11.7,93,94,5,YEP
5G-NSA-mmWave,Verizon,11.8,748,747,4,YEP
5G-NSA-mmWave,Verizon,11.9,878,877,4,YEP
5G-NSA-mmWave,Verizon,12,822,821,4,YEP
5G-NSA-mmWave,Verizon,12.1,700,699,4,YEP
5G-NSA-mmWave,Verizon,12.2,610,610,4,YEP
5G-NSA-mmWave,Verizon,12.3,462,462,4,YEP
5G-NSA-mmWave,Verizon,12.4,430,430,4,YEP
5G-NSA-mmWave,Verizon,12.5,1575,1574,4,YEP
5G-NSA-mmWave,Verizon,12.6,1480,1479,4,YEP
5G-NSA-mmWave,Verizon,12.7,1373,1372,4,YEP
5G-NSA-mmWave,Verizon,12.8,1300,1299,4,YEP
5G-NSA-mmWave,Verizon,12.9,1171,1171,4,YEP
5G-NSA-mmWave,Verizon,13,1078,1077,4,YEP
5G-NSA-mmWave,Verizon,13.1,959,958,4,YEP
5G-NSA-mmWave,Verizon,13.2,885,885,4,YEP
5G-NSA-mmWave,Verizon,13.3,787,786,4,YEP
5G-NSA-mmWave,Verizon,13.4,668,668,4,YEP
5G-NSA-mmWave,Verizon,13.5,592,591,4,YEP
5G-NSA-mmWave,Verizon,13.6,480,480,4,YEP
5G-NSA-mmWave,Verizon,13.7,400,400,4,YEP
5G-NSA-mmWave,Verizon,13.8,1553,1553,4,YEP
5G-NSA-mmWave,Verizon,13.9,1449,1449,4,YEP
5G-NSA-mmWave,Verizon,14,1366,1366,4,YEP
5G-NSA-mmWave,Verizon,14.1,1261,1261,4,YEP
5G-NSA-mmWave,Verizon,14.2,1180,1181,4,YEP
5G-NSA-mmWave,Verizon,14.3,1050,1050,4,YEP
5G-NSA-mmWave,Verizon,14.4,952,952,4,YEP
5G-NSA-mmWave,Verizon,14.5,868,868,4,YEP
5G-NSA-mmWave,Verizon,14.6,760,760,4,YEP
5G-NSA-mmWave,Verizon,14.7,654,654,4,YEP
5G-NSA-mmWave,Verizon,14.8,566,566,4,YEP
5G-NSA-mmWave,Verizon,14.9,448,448,4,YEP
5G-NSA-mmWave,Verizon,15,360,360,4,YEP
5G-NSA-mmWave,Verizon,15.1,1536,1535,4,YEP
5G-NSA-mmWave,Verizon,15.2,1436,1436,4,YEP
5G-NSA-mmWave,Verizon,15.3,1337,1336,4,YEP
5G-NSA-mmWave,Verizon,15.4,1269,1268,4,YEP
5G-NSA-mmWave,Verizon,15.5,1134,1133,4,YEP
5G-NSA-mmWave,Verizon,15.6,1040,1039,4,YEP
5G-NSA-mmWave,Verizon,15.7,920,919,4,YEP
5G-NSA-mmWave,Verizon,15.8,860,860,4,YEP
5G-NSA-mmWave,Verizon,15.9,732,732,4,YEP
5G-NSA-mmWave,Verizon,16,628,628,4,YEP
5G-NSA-mmWave,Verizon,16.1,560,560,4,YEP
5G-NSA-mmWave,Verizon,16.2,432,432,4,YEP
5G-NSA-mmWave,Verizon,16.3,335,335,4,YEP
5G-NSA-mmWave,Verizon,16.4,1525,1525,4,YEP
5G-NSA-mmWave,Verizon,16.5,1427,1428,4,YEP
5G-NSA-mmWave,Verizon,16.6,1289,1289,4,YEP
5G-NSA-mmWave,Verizon,16.7,1239,1240,4,YEP
5G-NSA-mmWave,Verizon,16.8,1143,1143,4,YEP
5G-NSA-mmWave,Verizon,16.9,999,1000,4,YEP
5G-NSA-mmWave,Verizon,17,915,915,4,YEP
5G-NSA-mmWave,Verizon,17.1,853,853,4,YEP
5G-NSA-mmWave,Verizon,17.2,700,700,4,YEP
5G-NSA-mmWave,Verizon,17.3,607,607,4,YEP
5G-NSA-mmWave,Verizon,17.4,521,521,4,YEP
5G-NSA-mmWave,Verizon,17.5,421,421,4,YEP
5G-NSA-mmWave,Verizon,17.6,340,340,4,YEP
5G-NSA-mmWave,Verizon,17.7,1459,1458,4,YEP
5G-NSA-mmWave,Verizon,17.8,1411,1411,4,YEP
5G-NSA-mmWave,Verizon,17.9,1298,1297,4,YEP
5G-NSA-mmWave,Verizon,18,1217,1217,4,YEP
5G-NSA-mmWave,Verizon,18.1,1087,1088,4,YEP
5G-NSA-mmWave,Verizon,18.2,1010,1010,4,YEP
5G-NSA-mmWave,Verizon,18.3,882,882,4,YEP
5G-NSA-mmWave,Verizon,18.4,808,808,4,BAD
5G-NSA-mmWave,Verizon,18.5,718,718,4,YEP
5G-NSA-mmWave,Verizon,18.6,593,593,4,YEP
5G-NSA-mmWave,Verizon,18.7,487,487,4,YEP
5G-NSA-mmWave,Verizon,18.8,420,420,4,YEP
5G-NSA-mmWave,Verizon,18.9,1577,1577,4,YEP
5G-NSA-mmWave,Verizon,19,1458,1459,4,YEP
5G-NSA-mmWave,Verizon,19.1,1383,1384,4,YEP
5G-NSA-mmWave,Verizon,19.2,1300,1300,4,YEP
5G-NSA-mmWave,Verizon,19.3,1173,1174,4,YEP
5G-NSA-mmWave,Verizon,19.4,1063,1063,4,YEP
5G-NSA-mmWave,Verizon,19.5,993,994,4,YEP
5G-NSA-mmWave,Verizon,19.6,870,871,4,YEP
5G-NSA-mmWave,Verizon,19.7,778,778,4,YEP
5G-NSA-mmWave,Verizon,19.8,689,689,4,YEP
5G-NSA-mmWave,Verizon,19.9,575,575,4,YEP
5G-NSA-mmWave,Verizon,0,56,56,4,YEP
5G-NSA-mmWave,Verizon,0.1,59,60,4,YEP
5G-NSA-mmWave,Verizon,0.2,79,80,4,YEP
5G-NSA-mmWave,Verizon,0.3,114,114,4,YEP
5G-NSA-mmWave,Verizon,0.4,269,270,4,YEP
5G-NSA-mmWave,Verizon,0.5,66,66,4,YEP
5G-NSA-mmWave,Verizon,0.6,65,65,5,YEP
5G-NSA-mmWave,Verizon,0.7,109,109,5,YEP
5G-NSA-mmWave,Verizon,0.8,69,70,5,YEP
5G-NSA-mmWave,Verizon,0.9,64,65,5,YEP
5G-NSA-mmWave,Verizon,1,125,126,5,YEP
5G-NSA-mmWave,Verizon,1.1,98,97,5,YEP
5G-NSA-mmWave,Verizon,1.2,48,49,5,YEP
5G-NSA-mmWave,Verizon,1.3,94,94,5,YEP
5G-NSA-mmWave,Verizon,1.4,117,116,5,YEP
5G-NSA-mmWave,Verizon,1.5,75,74,5,YEP
5G-NSA-mmWave,Verizon,1.6,74,75,5,YEP
5G-NSA-mmWave,Verizon,1.7,87,88,5,YEP
5G-NSA-mmWave,Verizon,1.8,120,121,5,YEP
5G-NSA-mmWave,Verizon,1.9,104,104,5,YEP
5G-NSA-mmWave,Verizon,2,55,56,5,YEP
5G-NSA-mmWave,Verizon,2.1,82,81,5,YEP
5G-NSA-mmWave,Verizon,2.2,117,118,5,YEP
5G-NSA-mmWave,Verizon,2.3,104,105,5,YEP
5G-NSA-mmWave,Verizon,2.4,74,75,5,YEP
5G-NSA-mmWave,Verizon,2.5,62,63,5,YEP
5G-NSA-mmWave,Verizon,2.6,122,122,5,YEP
5G-NSA-mmWave,Verizon,2.7,97,98,5,YEP
5G-NSA-mmWave,Verizon,2.8,82,82,5,YEP
5G-NSA-mmWave,Verizon,2.9,65,65,5,YEP
5G-NSA-mmWave,Verizon,3,120,120,5,YEP
5G-NSA-mmWave,Verizon,3.1,93,93,5,YEP
5G-NSA-mmWave,Verizon,3.2,80,80,5,YEP
5G-NSA-mmWave,Verizon,3.3,56,57,5,YEP
5G-NSA-mmWave,Verizon,3.4,118,118,5,YEP
5G-NSA-mmWave,Verizon,3.5,102,102,5,YEP
5G-NSA-mmWave,Verizon,3.6,80,81,5,YEP
5G-NSA-mmWave,Verizon,3.7,67,67,5,YEP
5G-NSA-mmWave,Verizon,3.8,117,117,5,YEP
5G-NSA-mmWave,Verizon,3.9,105,105,5,YEP
5G-NSA-mmWave,Verizon,4,75,75,5,YEP
5G-NSA-mmWave,Verizon,4.1,135,135,5,YEP
5G-NSA-mmWave,Verizon,4.2,124,125,5,YEP
5G-NSA-mmWave,Verizon,4.3,100,100,5,YEP
5G-NSA-mmWave,Verizon,4.4,80,81,5,YEP
