timestamp,latitude,longitude,locationAccuracy,movingSpeed,movingSpeedAccuracyMPS,compassDirection,compassAccuracy,nrStatus,mCid,towerid,rsrp,nr_ssRsrp,nr_ssSinr,rsrp_avg,nr_ssRsrp_avg,nr_ssSinr_avg,mobileRx,mobileTx,currentNow,voltageNow,num_mcids,nrStatus_array
2021-01-16 19:09:41,44.9737351,-93.2225269,7.6930000000000005,3.2783108e-05,0.0,85,0.0,NOT_RESTRICTED,49128028,491280,,,,,,,912442,375334,-833.3333333333334,3822000,1,['NOT_RESTRICTED']
2021-01-16 19:09:42,44.97373572999999,-93.22252653999999,7.7146,0.00011595928280000003,0.0,83,0.0,CONNECTED,49128028,491280,,,,,,,912659,375427,-1130.3,3822000,1,"['NOT_RESTRICTED', 'CONNECTED']"
2021-01-16 19:09:43,44.97373629999999,-93.22252630000001,7.670299999999999,9.432602200000001e-05,0.0,80,0.0,CONNECTED,49128028,491280,-83.0,-83.0,23.0,-83.0,-83.0,23.0,912743,375511,-1018.5,3822000,1,['CONNECTED']
2021-01-16 19:09:44,44.97373679999999,-93.2225261,7.642,0.00010159865999999999,0.0,83,0.0,CONNECTED,49128028,491280,-83.0,-83.0,23.0,-83.0,-83.0,23.0,912743,375511,-721.8,3822000,1,['CONNECTED']
2021-01-16 19:09:45,44.973737249999985,-93.22252582999998,7.623100000000001,6.875694540000002e-05,0.0,86,0.0,CONNECTED,49128028,491280,-83.0,-83.0,23.0,-83.0,-83.0,22.2,913019,375683,-826.3,3822000,1,['CONNECTED']
2021-01-16 19:09:46,44.97373757,-93.22252508000001,7.662400000000001,0.00024355140059999998,0.0,88,0.0,CONNECTED,49128028,491280,-83.0,-83.0,22.0,-83.0,-83.0,22.0,913019,375683,-832.2,3822000,1,['CONNECTED']
2021-01-16 19:09:47,44.9737376,-93.22252508999999,7.578800000000001,3.8461844099999977e-05,0.0,253,0.0,CONNECTED,49128028,491280,-83.0,-83.0,23.0,-83.0,-83.0,22.8,913019,375683,-864.3,3822000,1,['CONNECTED']
2021-01-16 19:09:48,44.973737250000006,-93.22252527999999,7.543800000000002,0.00039345004969999997,0.0080622576,265,0.0,CONNECTED,49128028,491280,-83.0,-83.0,23.0,-83.0,-83.0,22.2,913019,375683,-1009.2,3822000,1,['CONNECTED']
2021-01-16 19:09:49,44.973735160000004,-93.22252637,6.5919,0.01660137925,0.080622576,220,0.0,CONNECTED,49128028,491280,-83.0,-83.0,22.0,-83.0,-83.0,22.0,913019,375683,-704.7,3822000,1,['CONNECTED']
2021-01-16 19:09:50,44.97373455999999,-93.22252675999998,6.177199999999998,0.03926034469999999,0.080622576,206,0.0,CONNECTED,49128028,491280,-83.0,-83.0,22.0,-83.0,-83.0,22.0,913019,375683,-741.8,3822000,1,['CONNECTED']
2021-01-16 19:09:51,44.973734230000005,-93.22252698000001,5.636700000000001,0.0413636903,0.080622576,205,0.0,CONNECTED,49128028,491280,-83.0,-83.0,22.0,-83.0,-83.0,22.0,913019,375683,-813.3,3822000,1,['CONNECTED']
2021-01-16 19:09:52,44.973734109999995,-93.22252708999999,5.046400000000001,0.02476731919999999,0.080622576,206,0.0,CONNECTED,49128028,491280,-83.0,-83.0,23.0,-83.0,-83.0,22.8,913019,375683,-765.3,3822000,1,['CONNECTED']
2021-01-16 19:09:53,44.97373412,-93.22252701000001,4.4612,0.00891057918,0.080622576,206,0.0,CONNECTED,49128028,491280,-83.0,-83.0,23.0,-83.0,-83.0,22.2,913233,375853,-904.3,3822000,1,['CONNECTED']
2021-01-16 19:09:54,44.973734289999996,-93.222527,3.9633000000000003,0.007978421740000002,0.080622576,37,0.0,CONNECTED,49128028,491280,-83.0,-83.0,22.0,-83.0,-83.0,22.0,913317,375937,-883.5,3822000,1,['CONNECTED']
2021-01-16 19:09:55,44.97373447999999,-93.22252691000003,3.9479999999999995,0.013747404800000002,0.080622576,14,0.0,CONNECTED,49128028,491280,-83.0,-83.0,23.0,-83.0,-83.0,22.8,913401,376021,-827.9,3822000,1,['CONNECTED']
2021-01-16 19:09:56,44.97373449999999,-93.22252690000002,3.9552,0.010322436,0.080622576,12,0.0,CONNECTED,49128028,491280,-83.0,-83.0,23.0,-83.0,-83.0,23.0,913401,376021,-902.4,3822000,1,['CONNECTED']
2021-01-16 19:09:57,44.973734400000005,-93.22252690000002,3.932,0.001050054,0.086023256,121,0.0,CONNECTED,49128028,491280,-83.0,-83.0,23.0,-83.0,-83.0,22.2,913401,376021,-870.6,3822000,1,['CONNECTED']
2021-01-16 19:09:58,44.973734400000005,-93.22252690000002,3.9558999999999997,0.0023650413999999993,0.081162644,170,0.0,CONNECTED,49128028,491280,-83.0,-83.0,22.0,-83.0,-83.0,22.0,913401,376021,-807.9,3822000,1,['CONNECTED']
