pageRef,startedDateTime,requestMethod,requestUrl,requestHttpVersion,requestHeaderSize,responseStatus,responseContentSize,responseContentType,responseContentLength,responseCacheControl,time,blocked,dns,connect,send,wait,receive,ssl
page_1,2020-12-25T20:03:23.049Z,GET,http://1stdibs.com/,http/1.1,-1,301,0,nosniff,0,,159.02900000219233,7.852000018600375,104.667,17.804999999999993,0.23699999999999477,24.052999999999997,4.414999973960221,-1
page_1,2020-12-25T20:03:23.208Z,GET,https://www.1stdibs.com/,h2,-1,200,292998,nosniff,40626,"no-cache, no-store, must-revalidate, max-age=0, stale-while-revalidate=600, stale-if-error=604800",142.52200000919402,2.834000000912696,27.511,68.741,0.5910000000000082,28.075000000000003,14.770000008866191,48.608000000000004
page_1,2020-12-25T20:03:23.380Z,GET,https://a.1stdibscdn.com/dist/fonts/CardinalClassic/cardinalclshortw-regular.woff,h2,-1,200,90327,application/font-woff,90327,max-age=31536000,169.462999998359,8.073000012589619,34.841,55.071999999999996,1.0670000000000073,50.82900000000001,19.58099997136742,33.165
page_1,2020-12-25T20:03:23.381Z,GET,https://a.1stdibscdn.com/dist/fonts/CardinalClassic/cardinalclshortw-italic.woff,h2,-1,200,91091,application/font-woff,91091,max-age=31536000,176.70300000463612,97.51200001732633,-1,-1,0.9339999999999975,50.059,28.19799998542294,-1
page_1,2020-12-25T20:03:23.381Z,GET,https://a.1stdibscdn.com/dist/fonts/ProximaNova/ProximaNova-Light.woff,h2,-1,200,56000,application/font-woff,56000,max-age=31536000,145.0219999824185,97.1879999903664,-1,-1,0.8360000000000127,29.561999999999998,17.435999994631857,-1
page_1,2020-12-25T20:03:23.381Z,GET,https://a.1stdibscdn.com/dist/fonts/ProximaNova/ProximaNova-Sbold.woff,h2,-1,200,55920,application/font-woff,55920,max-age=31536000,180.67400000290945,97.10300001866743,-1,-1,0.534000000000006,47.714,35.32299998914823,-1
page_1,2020-12-25T20:03:23.393Z,GET,https://a.1stdibscdn.com/dist/dibs-buyer-layout/dibs-buyer-layout-buyer-904af269-f549-400e-b1c6-f279d43e8c2b-b522caaba61d6beb6a87.css,h2,-1,200,31367,text/css,5753,max-age=31536000,68.60200001392514,36.4940000053905,-1,-1,6.094999999999999,25.022,0.9910000080708414,-1
page_1,2020-12-25T20:03:23.394Z,GET,https://a.1stdibscdn.com/dist/dibs-buyer-layout/mobileHeader-buyer-904af269-f549-400e-b1c6-f279d43e8c2b-1a02d55cb9808ca26fb1.css,h2,-1,200,16103,text/css,4250,max-age=31536000,70.31699997605756,35.035000001961365,-1,-1,6.294000000000004,27.693999999999996,1.293999986955896,-1
page_1,2020-12-25T20:03:23.395Z,GET,https://a.1stdibscdn.com/dist/dibs-buyer-layout/mobileFooter-buyer-904af269-f549-400e-b1c6-f279d43e8c2b-3f21d2dfd3e6de9619a6.css,h2,-1,200,30141,text/css,6385,max-age=31536000,95.75400000903755,34.06499999908358,-1,-1,6.181999999999999,31.003000000000007,24.50400000088848,-1
page_1,2020-12-25T20:03:23.397Z,GET,https://a.1stdibscdn.com/dist/app-buyer-misc/buyer-responsive-catalog~dealerStorefront~homepage~question~shoppingWith~visuallySimilar.295.0.0.435423015efa2a7f5f60.css,h2,-1,200,3224,text/css,1036,max-age=31536000,66.37500002398156,33.10399999875017,-1,-1,5.9999999999999964,26.581000000000003,0.6900000153109431,-1
