pageRef,startedDateTime,requestMethod,requestUrl,requestHttpVersion,requestHeaderSize,responseStatus,responseContentSize,responseCacheControl,time,blocked,dns,connect,send,wait,receive,ssl
page_1,2020-12-24T13:34:44.877Z,POST,https://www.google-analytics.com/j/collect?v=1&_v=j87&aip=1&a=880126659&t=pageview&_s=1&dl=https%3A%2F%2Fwww.23andme.com%2F&ul=en-us&de=UTF-8&dt=XXXXX&sd=24-bit&sr=393x851&vp=393x727&je=0&_u=aGBAAAALAAAAAC~&jid=1749051145&gjid=229054192&cid=1034647999.1608816885&tid=UA-25986670-13&_gid=1752144191.1608816885&_r=1&gtm=2wgbu0KWSG3N&cd2=GA%20-%20Pageview%20-%20UA-25986670-13%20-%20Main&cd4=GTM-KWSG3N&cd5=278&cd7=(not%20set)&cd8=(not%20set)&cd9=(not%20set)&cd10=(not%20set)&cd14=Mozilla%2F5.0%20(Linux%3B%20Android%2011%3B%20Pixel%205)%20AppleWebKit%2F537.36%20(KHTML%2C%20like%20Gecko)%20Chrome%2F87.0.4280.101%20Mobile%20Safari%2F537.36&z=2001846342,h3-Q050,-1,200,1,text/plain,1,"no-cache, no-store, must-revalidate",46.3820000004489,1.4609999998356216,0,0.699,0.3890000000000001,40.287,3.545999999914784,0
page_1,2020-12-24T13:34:44.885Z,GET,https://www.google-analytics.com/collect?v=1&_v=j87&aip=1&a=880126659&t=event&ni=1&_s=2&dl=https%3A%2F%2Fwww.23andme.com%2F&ul=en-us&de=UTF-8&dt=XXXXX&sd=24-bit&sr=393x851&vp=393x727&je=0&ec=airpr&ea=home_pageview&el=en-us&_u=aGBAAAALAAAAAC~&jid=&gjid=&cid=1034647999.1608816885&tid=UA-25986670-13&_gid=1752144191.1608816885&gtm=2wgbu0KWSG3N&cd2=GA%20-%20Pageview%20-%20UA-25986670-13%20-%20Main&cd4=GTM-KWSG3N&cd5=278&cd7=(not%20set)&cd8=(not%20set)&cd9=(not%20set)&cd10=(not%20set)&cd14=Mozilla%2F5.0%20(Linux%3B%20Android%2011%3B%20Pixel%205)%20AppleWebKit%2F537.36%20(KHTML%2C%20like%20Gecko)%20Chrome%2F87.0.4280.101%20Mobile%20Safari%2F537.36&z=1179801343,h3-Q050,-1,200,35,image/gif,35,"no-cache, no-store, must-revalidate",29.48599999945145,1.89400000167964,-1,-1,0.28800000000000003,23.053,4.250999998475891,-1
page_1,2020-12-24T13:34:44.888Z,GET,https://permalinks.23andme.com/pop-up-shop/styles.css,h2,-1,200,10917,text/css,"public, max-age=60",90.16999999948894,43.07500000101793,-1,-1,25.28300000000001,21.167999999999992,0.6439999997382984,-1
page_1,2020-12-24T13:34:44.979Z,GET,https://www.facebook.com/tr/?id=308315429350550&ev=PageView&dl=https%3A%2F%2Fwww.23andme.com%2F&rl=&if=false&ts=1608816884973&sw=393&sh=851&v=2.9.31&r=stable&ec=0&o=30&fbp=fb.1.1608816884964.9682340&it=1608816884735&coo=false&dpo=LDU&dpoco=0&dpost=0&rqm=GET,h2,-1,200,44,image/gif,44,"no-cache, must-revalidate, max-age=0",153.3579999995709,6.842000000444473,14.095,108.77000000000001,2.3259999999999934,20.75800000000001,0.5669999991368968,75.526
page_1,2020-12-24T13:34:44.980Z,GET,https://www.facebook.com/tr/?id=308315429350550&ev=ViewContent&dl=https%3A%2F%2Fwww.23andme.com%2F&rl=&if=false&ts=1608816884979&sw=393&sh=851&v=2.9.31&r=stable&ec=1&o=30&fbp=fb.1.1608816884964.9682340&it=1608816884735&coo=false&dpo=LDU&dpoco=0&dpost=0&rqm=GET,h2,-1,200,44,image/gif,44,"no-cache, must-revalidate, max-age=0",153.35899999990943,129.47200000127242,-1,-1,1.816999999999993,21.661000000000016,0.4090000002179295,-1
page_1,2020-12-24T13:34:45.023Z,GET,https://ct.pinterest.com/user/?tid=2613185345123&pd=%7B%22np%22%3A%22gtm%22%7D&cb=1608816885022,h2,-1,200,38,application/json; charset=utf-8,64,"no-cache,no-store,must-revalidate,max-age=0",131.96700000116834,2.1560000012847595,17.269,68.44,1.6000000000000085,41.85799999999999,0.6439999997382984,37.561
page_1,2020-12-24T13:34:45.030Z,GET,https://ct.pinterest.com/v3/?tid=2613185345123&pd=%7B%22np%22%3A%22gtm%22%7D&event=init&ad=%7B%22loc%22%3A%22https%3A%2F%2Fwww.23andme.com%2F%22%2C%22ref%22%3A%22%22%2C%22if%22%3Afalse%2C%22sh%22%3A851%2C%22sw%22%3A393%2C%22mh%22%3A%222a04f3ee%22%7D&cb=1608816885026,h2,-1,200,35,image/gif,35,"no-cache,no-store,must-revalidate,max-age=0",132.2470000013709,81.07400000068452,-1,-1,1.507000000000005,48.80699999999999,0.8589999997639097,-1
page_1,2020-12-24T13:34:45.031Z,GET,https://ct.pinterest.com/v3/?event=pagevisit&ed=%7B%22np%22%3A%22gtm%22%7D&tid=2613185345123&pd=%7B%22np%22%3A%22gtm%22%7D&ad=%7B%22loc%22%3A%22https%3A%2F%2Fwww.23andme.com%2F%22%2C%22ref%22%3A%22%22%2C%22if%22%3Afalse%2C%22sh%22%3A851%2C%22sw%22%3A393%2C%22mh%22%3A%222a04f3ee%22%7D&cb=1608816885029,h2,-1,200,35,image/gif,35,"no-cache,no-store,must-revalidate,max-age=0",133.56999999814434,79.67399999921606,-1,-1,1.4329999999999927,51.80800000000001,0.6549999998242129,-1
page_1,2020-12-24T13:34:45.036Z,GET,https://www.google.com/pagead/1p-user-list/1012295175/?random=1608816884760&cv=9&fst=1608814800000&num=1&label=DasJCPmP5gMQh8zZ4gM&guid=ON&u_h=851&u_w=393&u_ah=851&u_aw=393&u_cd=24&u_his=2&u_tz=-360&u_java=false&u_nplug=0&u_nmime=0&gtm=2wgbu0&sendb=1&frm=0&url=https%3A%2F%2Fwww.23andme.com%2F&tiba=DNA%20Genetic%20Testing%20%26%20Analysis%20-%2023andMe&async=1&fmt=3&is_vtc=1&random=887930829&resp=GooglemKTybQhCsO&rmt_tld=0&ipr=y,h3-Q050,-1,200,42,image/gif,42,"no-cache, no-store, must-revalidate",134.8969999999099,3.8500000001559966,0.44599999999999995,67.56099999999999,0.30700000000000216,58.87700000000001,3.855999999359483,101.28699999999999
page_1,2020-12-24T13:34:44.834Z,GET,https://cm.g.doubleclick.net/pixel?google_nid=9675309&google_hm=Znhjc3ZwQU0xS1NxTHEy&google_cm&google_sc,h2,-1,302,0,text/html; charset=UTF-8,384,"no-cache, must-revalidate",205.40999999866472,1.2300000001371374,21.692999999999998,105.81800000000001,1.1939999999999884,49.554,25.920999996742466,67.035
page_1,2020-12-24T13:34:45.039Z,GET,https://tags.w55c.net/match-result?id=8bb138bc0446417c9a4df9a0136d0caf8a93328592bf4d059bfc856c256fbc33&ei=GOOGLE&euid=&google_gid=CAESEDNQ_oKWmahep9gsy1PGLCA&google_cver=1,http/1.1,-1,200,42,image/gif,42,"no-cache, must-revalidate",63.1199999988894,2.4870000023476315,-1,-1,0.20099999999999996,40.444,19.98799999637413,-1
page_1,2020-12-24T13:34:45.057Z,GET,https://permalinks.23andme.com/pop-up-shop/icons/logo.svg,h2,-1,200,4078,image/svg+xml,"public, max-age=3600",88.03700000134995,51.51300000093272,-1,-1,2.880000000000001,32.897999999999996,0.7460000015271362,-1
page_1,2020-12-24T13:34:45.129Z,GET,https://www.google.com/pagead/1p-user-list/1012295175/?random=1608816884753&cv=9&fst=1608814800000&num=1&label=Qa57CImrjQUQh8zZ4gM&guid=ON&u_h=851&u_w=393&u_ah=851&u_aw=393&u_cd=24&u_his=2&u_tz=-360&u_java=false&u_nplug=0&u_nmime=0&gtm=2wgbu0&sendb=1&frm=0&url=https%3A%2F%2Fwww.23andme.com%2F&tiba=DNA%20Genetic%20Testing%20%26%20Analysis%20-%2023andMe&async=1&fmt=3&is_vtc=1&random=2059464824&resp=GooglemKTybQhCsO&rmt_tld=0&ipr=y,h3-Q050,-1,200,42,image/gif,42,"no-cache, no-store, must-revalidate",48.081000000820495,1.848999999440741,-1,-1,0.2580000000000001,41.61,4.364000000350643,-1
page_1,2020-12-24T13:34:45.172Z,POST,https://ct.pinterest.com/md/,h2,-1,204,0,"no-cache,no-store,must-revalidate,max-age=0",147.1540000020468,4.331000000996981,0.014999999999999986,56.319,0.7979999999999947,84.887,0.8039999993343372,30.984
page_1,2020-12-24T13:34:45.485Z,GET,https://www.facebook.com/tr/?id=308315429350550&ev=Microdata&dl=https%3A%2F%2Fwww.23andme.com%2F&rl=&if=false&ts=1608816885484&cd,h2,-1,200,44,image/gif,44,"no-cache, must-revalidate, max-age=0",35.93700000055833,7.226999999104068,-1,-1,0.6400000000000001,27.279,0.79100000220933,-1
