timestamp,latitude,longitude,movingSpeed,compassDirection,nrStatus,rsrp,nr_ssRsrp,nr_ssSinr,rsrp_avg,nr_ssRsrp_avg,nr_ssSinr_avg,mobileRx,mobileTx,currentNow,voltageNow,nrStatus_array
2021-01-24 13:32:26,44.97374170000001,-93.22251849999999,0.0001370268,123,NOT_RESTRICTED,,,,,,,275491935,9965708041,-800.25,3813000.0,['NOT_RESTRICTED']
2021-01-24 13:32:27,44.97374173,-93.22251853,0.0018956151599999998,184,CONNECTED,,,,,,,275492019,9965708125,-844.8,3813000.0,"['NOT_RESTRICTED', 'CONNECTED']"
2021-01-24 13:32:28,44.973741799999985,-93.22251860000001,0.005998987999999999,324,CONNECTED,-74.0,-74.0,4.0,-74.0,-74.0,4.0,275492019,9965708125,-750.3,3813000.0,['CONNECTED']
2021-01-24 13:32:29,44.973741799999985,-93.22251860000001,0.00487127009,324,CONNECTED,-74.0,-74.0,4.0,-74.8,-74.8,3.2,275492019,9965708125,-658.3,3813000.0,['CONNECTED']
2021-01-24 13:32:30,44.973741799999985,-93.22251860000001,0.0022399282999999996,324,CONNECTED,-75.0,-75.0,3.0,-75.0,-75.0,3.0,275492019,9965708125,-658.6,3813000.0,['CONNECTED']
2021-01-24 13:32:31,44.973741799999985,-93.22251863,0.00239711429,308,CONNECTED,-75.0,-75.0,3.0,-75.8,-75.8,3.0,275492019,9965708125,-675.9,3813000.0,['CONNECTED']
2021-01-24 13:32:32,44.973741799999985,-93.22251870000001,0.0027638816,271,CONNECTED,-76.0,-76.0,3.0,-76.0,-76.0,3.0,275492019,9965708125,-656.6,3813000.0,['CONNECTED']
2021-01-24 13:32:33,44.973741799999985,-93.22251870000001,0.0020532499009999995,267,CONNECTED,-76.0,-76.0,3.0,-76.0,-76.0,3.0,275492019,9965708125,-604.4,3813000.0,['CONNECTED']
2021-01-24 13:32:34,44.97374176999999,-93.22251870000001,0.001780849269,235,CONNECTED,-76.0,-76.0,4.0,-76.0,-76.0,3.8,275492019,9965708125,-666.0,3813000.0,['CONNECTED']
2021-01-24 13:32:35,44.97374170000001,-93.22251870000001,0.005014242599999999,180,CONNECTED,-76.0,-76.0,4.0,-76.0,-76.0,4.0,275492187,9965708295,-701.6,3813000.0,['CONNECTED']
2021-01-24 13:32:36,44.97374170000001,-93.22251873,0.00447915372,196,CONNECTED,-76.0,-76.0,4.0,-76.8,-76.8,3.2,275492187,9965708295,-651.5,3813000.0,['CONNECTED']
2021-01-24 13:32:37,44.97374170000001,-93.2225188,0.003230613,234,CONNECTED,-76.0,-76.0,3.0,-76.22222222222223,-76.22222222222223,3.0,275492187,9965708295,-731.7777777777778,3813000.0,['CONNECTED']
2021-01-24 13:32:38,44.97374170000001,-93.22251881999999,0.0033713868,241,CONNECTED,-74.0,-74.0,5.0,-74.6,-74.6,4.4,275492271,9965708379,-665.1,3813000.0,['CONNECTED']
2021-01-24 13:32:39,44.97374170000001,-93.22251889999998,0.003934482000000001,268,CONNECTED,-74.0,-74.0,5.0,-74.0,-74.0,4.2,275493691,9965710346,-707.8,3813000.0,['CONNECTED']
2021-01-24 13:32:40,44.97374170000001,-93.22251889999998,0.0031390878599999996,270,CONNECTED,-74.0,-74.0,4.0,-74.0,-74.0,4.0,275493691,9965710346,-771.9,3813000.0,['CONNECTED']
2021-01-24 13:32:41,44.97374170000001,-93.22251889999998,0.0010159531300000003,274,CONNECTED,-74.0,-74.0,5.0,-74.0,-74.0,4.8,275493691,9965710346,-568.3,3813000.0,['CONNECTED']
2021-01-24 13:32:42,44.97374170000001,-93.22251893,0.00133618992,274,CONNECTED,-74.0,-74.0,5.0,-74.0,-74.0,3.6,275493691,9965710346,-716.1,3813000.0,['CONNECTED']
2021-01-24 13:32:43,44.97374170000001,-93.22251900000002,0.0035382467,270,CONNECTED,-71.0,-71.0,3.0,-71.9,-71.9,3.0,275493691,9965710346,-627.0,3813000.0,['CONNECTED']
2021-01-24 13:32:44,44.97374167,-93.22251900000002,0.00367781393,248,CONNECTED,-70.0,-70.0,4.0,-70.3,-70.3,3.7,275493691,9965710346,-695.8,3813000.0,['CONNECTED']
2021-01-24 13:32:45,44.97374159999999,-93.22251900000002,0.0033684208399999997,196,CONNECTED,-70.0,-70.0,4.0,-70.8,-70.8,4.0,275493691,9965710346,-671.9,3813000.0,['CONNECTED']
2021-01-24 13:32:46,44.97374159999999,-93.22251900000002,0.0018866376,192,CONNECTED,-71.0,-71.0,4.0,-71.8,-71.8,4.0,275493691,9965710346,-636.8,3813000.0,['CONNECTED']
2021-01-24 13:32:47,44.97374159999999,-93.22251900000002,0.0013482942899999998,177,CONNECTED,-70.0,-70.0,4.0,-70.4,-70.4,4.0,275493691,9965710346,-676.3,3813000.0,['CONNECTED']
2021-01-24 13:32:48,44.97374159999999,-93.22251900000002,9.124099850000001e-05,110,CONNECTED,-70.0,-70.0,4.0,-71.6,-71.6,3.2,275493691,9965710346,-613.6,3813000.0,['CONNECTED']
2021-01-24 13:32:49,44.97374159999999,-93.22251900000002,8.533996649999999e-05,30,CONNECTED,-72.0,-72.0,3.0,-72.0,-72.0,2.2,275493691,9965710346,-597.6,3813000.0,['CONNECTED']
2021-01-24 13:32:50,44.97374159999999,-93.22251900000002,7.657379999999999e-05,20,NOT_RESTRICTED,-70.0,-70.0,4.0,-71.33333333333333,-71.33333333333333,2.6666666666666665,275493691,9965710430,-660.5,3813000.0,"['CONNECTED', 'NOT_RESTRICTED']"
