timestamp,latitude,longitude,movingSpeed,compassDirection,nrStatus,rsrp,nr_ssRsrp,nr_ssSinr,rsrp_avg,nr_ssRsrp_avg,nr_ssSinr_avg,mobileRx,mobileTx,currentNow,voltageNow,nrStatus_array
2021-01-23 10:41:34,44.97398845,-93.2224697,0.20526239000000002,192,CONNECTED,-68,-68,5,-68.0,-68.0,5.0,2566476,830242,-590.5,3843000,['CONNECTED']
2021-01-23 10:41:35,44.973987099999995,-93.22246970000002,0.20334254000000002,187,CONNECTED,-68,-68,5,-68.0,-68.0,5.0,2566589,830242,-771.5,3843000,['CONNECTED']
2021-01-23 10:41:36,44.97398670000001,-93.22246930000001,0.12731153000000003,179,CONNECTED,-68,-68,5,-68.0,-68.0,5.0,2566673,830326,-741.7,3843000,['CONNECTED']
2021-01-23 10:41:37,44.97398650000001,-93.2224688,0.06992224000000001,164,CONNECTED,-68,-68,5,-68.0,-68.0,5.0,2566673,830326,-691.7,3843000,['CONNECTED']
2021-01-23 10:41:38,44.973986599999996,-93.22246840000001,0.04005535700000001,133,CONNECTED,-68,-68,5,-68.0,-68.0,5.0,2566673,830326,-688.2,3843000,['CONNECTED']
2021-01-23 10:41:39,44.97398649000001,-93.22246788999999,0.0375871396,122,CONNECTED,-68,-68,5,-68.4,-68.4,5.0,2567712,831146,-729.5,3843000,['CONNECTED']
2021-01-23 10:41:40,44.9739846,-93.22246840000001,0.14205763000000002,185,CONNECTED,-69,-69,5,-69.0,-69.0,5.0,2567712,831146,-740.4,3843000,['CONNECTED']
2021-01-23 10:41:41,44.9739834,-93.22246870000001,0.14139578000000003,187,CONNECTED,-69,-69,5,-69.0,-69.0,5.0,2567712,831146,-666.3,3843000,['CONNECTED']
2021-01-23 10:41:42,44.973982799999995,-93.2224688,0.098609984,187,CONNECTED,-69,-69,5,-69.0,-69.0,5.0,2567712,831146,-662.7,3843000,['CONNECTED']
2021-01-23 10:41:43,44.9739831,-93.2224688,0.027433876000000003,186,CONNECTED,-69,-69,5,-69.0,-69.0,5.0,2567712,831146,-691.7,3843000,['CONNECTED']
2021-01-23 10:41:44,44.973982710000016,-93.22246870000001,0.03225075274,177,CONNECTED,-69,-69,5,-69.0,-69.0,5.0,2568852,832038,-652.2,3843000,['CONNECTED']
2021-01-23 10:41:45,44.973982910000004,-93.22246869,0.00521953046,153,CONNECTED,-69,-69,5,-69.0,-69.0,5.0,2568852,832038,-696.5,3817800,['CONNECTED']
2021-01-23 10:41:46,44.973982969999994,-93.22246859999998,0.005307248,73,CONNECTED,-69,-69,5,-69.0,-69.0,5.0,2568852,832038,-611.1,3801000,['CONNECTED']
2021-01-23 10:41:47,44.973982690000014,-93.22246858999998,0.014585569900000001,167,CONNECTED,-69,-69,5,-69.0,-69.0,5.0,2568936,832122,-664.3,3801000,['CONNECTED']
2021-01-23 10:41:48,44.97398258,-93.22246851,0.0137232883,160,CONNECTED,-69,-69,5,-69.0,-69.0,5.0,2569020,832206,-706.8,3801000,['CONNECTED']
2021-01-23 10:41:49,44.97398243000001,-93.22246859999998,0.0155439567,199,CONNECTED,-69,-69,5,-69.0,-69.0,5.0,2570059,833026,-650.0,3801000,['CONNECTED']
2021-01-23 10:41:50,44.97398273000001,-93.22246858999998,0.0150795562,319,CONNECTED,-69,-69,5,-69.0,-69.0,5.0,2570059,833026,-658.4,3801000,['CONNECTED']
2021-01-23 10:41:51,44.97398303999999,-93.2224685,0.027256374200000006,4,CONNECTED,-69,-69,5,-69.0,-69.0,5.0,2570059,833026,-603.8,3801000,['CONNECTED']
2021-01-23 10:41:52,44.97398342,-93.22246848,0.03645464489999999,5,CONNECTED,-69,-69,5,-69.0,-69.0,5.0,2570059,833026,-607.1,3801000,['CONNECTED']
2021-01-23 10:41:53,44.97398359,-93.22246828,0.0287327236,27,CONNECTED,-69,-69,5,-69.0,-69.0,5.0,2570059,833026,-636.8,3801000,['CONNECTED']
2021-01-23 10:41:54,44.97398348888889,-93.2224681,0.012397978888888888,75,CONNECTED,-69,-69,5,-69.0,-69.0,5.0,2571199,833918,-669.4444444444445,3801000,['CONNECTED']
2021-01-23 10:41:55,44.973981900000005,-93.22246870000001,0.12122984,192,CONNECTED,-69,-69,5,-69.0,-69.0,5.0,2571199,833918,-678.3,3801000,['CONNECTED']
2021-01-23 10:41:56,44.973980999999995,-93.22246900000002,0.11021565999999997,193,CONNECTED,-69,-69,5,-69.0,-69.0,5.0,2571199,833918,-629.8,3801000,['CONNECTED']
2021-01-23 10:41:57,44.973980499999996,-93.22246889999998,0.08221359000000002,185,CONNECTED,-69,-69,5,-69.0,-69.0,5.0,2571199,833918,-600.6,3801000,['CONNECTED']
2021-01-23 10:41:58,44.97398040000001,-93.2224688,0.03941338,180,CONNECTED,-69,-69,5,-69.0,-69.0,5.0,2571199,833918,-596.7,3801000,['CONNECTED']
2021-01-23 10:41:59,44.97398063000001,-93.22246866999998,0.009440628800000003,91,CONNECTED,-69,-69,5,-69.0,-69.0,5.0,2572423,834894,-731.6,3801000,['CONNECTED']
2021-01-23 10:42:00,44.973981200000004,-93.2224682,0.04535823700000001,36,CONNECTED,-69,-69,5,-69.0,-69.0,5.0,2572507,834978,-666.7,3801000,['CONNECTED']
2021-01-23 10:42:01,44.97398140000001,-93.22246789999998,0.041430919999999996,38,CONNECTED,-69,-69,5,-69.0,-69.0,5.0,2572507,834978,-615.8,3801000,['CONNECTED']
2021-01-23 10:42:02,44.973981499999994,-93.22246770000001,0.02508954,45,CONNECTED,-69,-69,5,-69.0,-69.0,5.0,2572507,834978,-566.1,3801000,['CONNECTED']
2021-01-23 10:42:03,44.973981499999994,-93.22246770000001,0.010154028999999998,52,CONNECTED,-69,-69,5,-69.0,-69.0,5.0,2572507,834978,-660.4,3801000,['CONNECTED']
2021-01-23 10:42:04,44.97398140000001,-93.2224678,0.0021196623999999993,76,CONNECTED,-69,-69,5,-69.0,-69.0,5.0,2573647,835870,-729.3,3801000,['CONNECTED']
2021-01-23 10:42:05,44.9739806,-93.22246800000002,0.059312724,190,CONNECTED,-69,-69,5,-69.0,-69.0,5.0,2573647,835870,-669.8,3801000,['CONNECTED']
2021-01-23 10:42:06,44.97397999999999,-93.2224681,0.06361426999999999,188,CONNECTED,-69,-69,5,-69.0,-69.0,5.0,2573647,835870,-640.4,3801000,['CONNECTED']
2021-01-23 10:42:07,44.97397990000001,-93.2224681,0.03767398,183,CONNECTED,-69,-69,5,-69.0,-69.0,5.0,2573647,835870,-578.8,3801000,['CONNECTED']
2021-01-23 10:42:08,44.97397990000001,-93.22246789999998,0.015461720500000001,164,CONNECTED,-69,-69,5,-69.0,-69.0,5.0,2574282,836367,-672.9,3801000,['CONNECTED']
