timestamp,latitude,longitude,locationAccuracy,movingSpeed,movingSpeedAccuracyMPS,compassDirection,compassAccuracy,nrStatus,rsrp,nr_ssRsrp,nr_ssSinr,rsrp_avg,nr_ssRsrp_avg,nr_ssSinr_avg,mobileRx,mobileTx,currentNow,voltageNow,nrStatus_array
2021-01-07 18:48:48,44.9737235,-93.2225543,7.6610000000000005,0.06232779,0.08602325599999999,1,0.0,CONNECTED,-87.0,-87.0,20.0,-87.0,-87.0,20.0,3458436352,119996666,-958,3822000,['CONNECTED']
2021-01-07 18:48:49,44.9737235,-93.2225543,7.6610000000000005,0.06232779,0.08602325599999999,1,0.0,CONNECTED,-87.0,-87.0,20.0,-87.0,-87.0,20.0,3458436352,119996666,-611,3822000,['CONNECTED']
2021-01-07 18:48:50,44.973724600000004,-93.2225545,7.8660000000000005,0.05630048,0.080622576,357,0.0,CONNECTED,-87.0,-87.0,18.0,-87.0,-87.0,18.0,3458436352,119996666,-683,3822000,['CONNECTED']
2021-01-07 18:48:51,44.973724600000004,-93.2225545,7.8660000000000005,0.05630048,0.080622576,357,0.0,CONNECTED,-95.0,-95.0,12.0,-95.0,-95.0,12.0,3458436352,119996666,-1009,3822000,['CONNECTED']
2021-01-07 18:48:52,44.9737245,-93.2225545,8.146,0.014089154,0.07810249999999999,356,0.0,CONNECTED,-95.0,-95.0,10.0,-95.0,-95.0,10.0,3458436352,119996666,-1050,3822000,['CONNECTED']
2021-01-07 18:48:53,44.9737245,-93.2225545,8.146,0.014089154,0.07810249999999999,356,0.0,CONNECTED,-93.0,-93.0,16.0,-93.0,-93.0,16.0,3458436352,119996666,-979,3822000,['CONNECTED']
2021-01-07 18:48:54,44.9737231,-93.2225545,8.235,0.05920075599999999,0.08602325599999999,180,0.0,CONNECTED,-89.0,-89.0,19.0,-89.0,-89.0,19.0,3458436352,119996666,-823,3822000,['CONNECTED']
2021-01-07 18:48:55,44.9737231,-93.2225545,8.235,0.05920075599999999,0.08602325599999999,180,0.0,CONNECTED,-97.0,-97.0,7.0,-97.0,-97.0,7.0,3458436352,119996666,-1019,3822000,['CONNECTED']
2021-01-07 18:48:56,44.9737218,-93.2225545,8.119,0.06761389999999999,0.07810249999999999,179,0.0,NOT_RESTRICTED,,,,,,,3458436352,119996666,-433,3822000,['NOT_RESTRICTED']
2021-01-07 18:48:57,44.9737218,-93.2225545,8.119,0.06761389999999999,0.07810249999999999,179,0.0,NOT_RESTRICTED,,,,,,,3458436352,119996666,-532,3822000,['NOT_RESTRICTED']
2021-01-07 18:48:58,44.9737215,-93.2225545,8.408999999999999,0.03593088,0.07810249999999999,179,0.0,NOT_RESTRICTED,,,,,,,3458436352,119996666,-504,3822000,['NOT_RESTRICTED']
2021-01-07 18:48:59,44.9737215,-93.2225545,8.408999999999999,0.03593088,0.07810249999999999,179,0.0,NOT_RESTRICTED,,,,,,,3458436352,119996666,-560,3822000,['NOT_RESTRICTED']
2021-01-07 18:49:00,44.9737261,-93.22256829999999,7.869,0.5307081,0.08602325599999999,302,0.0,NOT_RESTRICTED,,,,,,,3458436352,119996666,-581,3778000,['NOT_RESTRICTED']
2021-01-07 18:49:01,44.9737261,-93.22256829999999,7.869,0.5307081,0.08602325599999999,302,0.0,NOT_RESTRICTED,,,,,,,3458436352,119996666,-532,3778000,['NOT_RESTRICTED']
2021-01-07 18:49:02,44.973721600000005,-93.22256259999999,7.422000000000001,0.13875337,0.08602325599999999,152,0.0,NOT_RESTRICTED,,,,,,,3458436352,119996666,-599,3778000,['NOT_RESTRICTED']
2021-01-07 18:49:03,44.973721600000005,-93.22256259999999,7.422000000000001,0.13875337,0.08602325599999999,152,0.0,NOT_RESTRICTED,,,,,,,3458436352,119996666,-453,3778000,['NOT_RESTRICTED']
2021-01-07 18:49:04,44.973713599999996,-93.222562,22.816,0.376094,0.080622576,175,0.0,NOT_RESTRICTED,,,,,,,3458436352,119996666,-460,3778000,['NOT_RESTRICTED']
2021-01-07 18:49:05,44.973713599999996,-93.222562,22.816,0.376094,0.080622576,175,0.0,NOT_RESTRICTED,,,,,,,3458436352,119996666,-646,3778000,['NOT_RESTRICTED']
2021-01-07 18:49:06,44.973704600000005,-93.22256180000001,22.526999999999997,0.45925429999999995,0.080622576,178,0.0,NOT_RESTRICTED,,,,,,,3458436352,119996666,-451,3778000,['NOT_RESTRICTED']
2021-01-07 18:49:07,44.973704600000005,-93.22256180000001,22.526999999999997,0.45925429999999995,0.080622576,178,0.0,NOT_RESTRICTED,,,,,,,3458436352,119996666,-565,3778000,['NOT_RESTRICTED']
2021-01-07 18:49:08,44.9737025,-93.22255729999999,15.911,0.24594653,0.080622576,145,0.0,NOT_RESTRICTED,,,,,,,3458436352,119996666,-576,3778000,['NOT_RESTRICTED']
2021-01-07 18:49:09,44.9737025,-93.22255729999999,15.911,0.24594653,0.080622576,145,0.0,NOT_RESTRICTED,,,,,,,3458436352,119996666,-459,3778000,['NOT_RESTRICTED']
2021-01-07 18:49:10,44.973702100000004,-93.2225522,4.893,0.18987776,0.080622576,110,0.0,NOT_RESTRICTED,,,,,,,3458436352,119996666,-236,3778000,['NOT_RESTRICTED']
2021-01-07 18:49:11,44.973702100000004,-93.2225522,4.893,0.18987776,0.080622576,110,0.0,NOT_RESTRICTED,,,,,,,3458436352,119996666,-282,3778000,['NOT_RESTRICTED']
2021-01-07 18:49:12,44.973702100000004,-93.2225505,4.824,0.09631682,0.080622576,101,0.0,NOT_RESTRICTED,,,,,,,3458436352,119996666,-474,3778000,['NOT_RESTRICTED']
2021-01-07 18:49:13,44.973702100000004,-93.2225505,4.824,0.09631682,0.080622576,101,0.0,NOT_RESTRICTED,,,,,,,3458436352,119996666,-468,3778000,['NOT_RESTRICTED']
2021-01-07 18:49:14,44.973702100000004,-93.2225505,5.071000000000001,0.019855767,0.080622576,100,0.0,NOT_RESTRICTED,,,,,,,3458436352,119996666,-558,3778000,['NOT_RESTRICTED']
2021-01-07 18:49:15,44.973702100000004,-93.2225505,5.071000000000001,0.019855767,0.080622576,100,0.0,NOT_RESTRICTED,,,,,,,3458436352,119996666,-453,3778000,['NOT_RESTRICTED']
2021-01-07 18:49:16,44.973702100000004,-93.2225505,4.941,0.0030619863,0.080622576,100,0.0,NOT_RESTRICTED,,,,,,,3458436352,119996666,-508,3778000,['NOT_RESTRICTED']
2021-01-07 18:49:17,44.973702100000004,-93.2225505,4.941,0.0030619863,0.080622576,100,0.0,NOT_RESTRICTED,,,,,,,3458436352,119996666,-489,3778000,['NOT_RESTRICTED']
2021-01-07 18:49:18,44.973702,-93.22255059999999,4.331,0.0036431840000000003,0.080622576,187,0.0,NOT_RESTRICTED,,,,,,,3458436352,119996666,-487,3778000,['NOT_RESTRICTED']
2021-01-07 18:49:19,44.973702,-93.22255059999999,4.331,0.0036431840000000003,0.080622576,187,0.0,NOT_RESTRICTED,,,,,,,3458436734,119997505,-1265,3778000,['NOT_RESTRICTED']
2021-01-07 18:49:20,44.9737009,-93.2225507,4.292,0.05286058,0.8405950000000001,183,0.0,CONNECTED,,,,,,,3458445852,121265592,-1180,3778000,['CONNECTED']
2021-01-07 18:49:21,44.9737009,-93.2225507,4.292,0.05286058,0.8405950000000001,183,0.0,CONNECTED,-95.0,-95.0,15.0,-95.0,-95.0,15.0,3458510904,132419228,-1443,3778000,['CONNECTED']
2021-01-07 18:49:22,44.9737004,-93.22254649999999,4.354,0.47408015,0.8154140000000001,71,7.867185000000001,CONNECTED,-92.0,-92.0,13.0,-92.0,-92.0,13.0,3458633260,143467008,-1494,3778000,['CONNECTED']
2021-01-07 18:49:23,44.9737004,-93.22254649999999,4.354,0.47408015,0.8154140000000001,71,7.867185000000001,CONNECTED,-92.0,-92.0,9.0,-92.0,-92.0,9.0,3458748284,156110560,-1711,3778000,['CONNECTED']
2021-01-07 18:49:24,44.973698999999996,-93.22254620000001,4.95,0.43173245,0.0,226,0.0,CONNECTED,-87.0,-87.0,20.0,-87.0,-87.0,20.0,3458869964,169379080,-1945,3778000,['CONNECTED']
2021-01-07 18:49:25,44.9736956,-93.22255,5.115,0.9047891,0.0,202,0.0,CONNECTED,-84.0,-84.0,18.0,-84.0,-84.0,18.0,3458997480,186244748,-1753,3778000,['CONNECTED']
2021-01-07 18:49:26,44.973689799999995,-93.2225459,5.417000000000001,0.9834209999999999,0.0,162,0.0,CONNECTED,-84.0,-84.0,20.0,-84.0,-84.0,20.0,3459108760,197923068,-1715,3778000,['CONNECTED']
2021-01-07 18:49:27,44.973681,-93.2225283,6.147,1.8418953000000002,0.0,139,0.0,CONNECTED,-90.0,-90.0,15.0,-90.0,-90.0,15.0,3459207872,208697316,-1672,3778000,['CONNECTED']
2021-01-07 18:49:28,44.973681,-93.2225283,6.147,1.8418953000000002,0.0,139,0.0,CONNECTED,-90.0,-90.0,16.0,-90.0,-90.0,16.0,3459300348,219215644,-1654,3778000,['CONNECTED']
2021-01-07 18:49:29,44.973667999999996,-93.222507,13.474,1.7572381000000001,0.0,156,0.0,CONNECTED,-86.0,-86.0,20.0,-86.0,-86.0,20.0,3459411368,231042424,-1845,3778000,['CONNECTED']
2021-01-07 18:49:30,44.9736511,-93.222497,20.971999999999998,1.7669185,0.0,164,0.0,CONNECTED,-88.0,-88.0,19.0,-88.0,-88.0,19.0,3459523428,244579684,-1828,3680000,['CONNECTED']
2021-01-07 18:49:31,44.9736315,-93.2224879,29.664,1.1445777,0.0,163,0.0,CONNECTED,-88.0,-88.0,16.0,-88.0,-88.0,16.0,3459641104,260429400,-1585,3680000,['CONNECTED']
2021-01-07 18:49:32,44.973625899999995,-93.2224786,32.674,0.6369085999999999,0.0,147,0.0,CONNECTED,-88.0,-88.0,12.0,-88.0,-88.0,12.0,3459747964,272474376,-1820,3680000,['CONNECTED']
2021-01-07 18:49:33,44.973625899999995,-93.2224786,32.674,0.6369085999999999,0.0,147,0.0,CONNECTED,-93.0,-93.0,13.0,-93.0,-93.0,13.0,3459844476,282096364,-1870,3680000,['CONNECTED']
2021-01-07 18:49:34,44.9736266,-93.2224659,37.509,0.49329948,0.0,121,0.0,CONNECTED,-93.0,-93.0,14.0,-93.0,-93.0,14.0,3459948736,293976188,-1689,3680000,['CONNECTED']
2021-01-07 18:49:35,44.973622799999994,-93.2224348,32.306,0.540814,0.0,103,0.0,CONNECTED,-90.0,-90.0,17.0,-90.0,-90.0,17.0,3460053932,307172212,-1717,3680000,['CONNECTED']
2021-01-07 18:49:36,44.973619299999996,-93.2224143,26.386999999999997,0.5961666999999999,0.0,101,0.0,CONNECTED,-88.0,-88.0,17.0,-88.0,-88.0,17.0,3460162196,321252196,-1782,3680000,['CONNECTED']
2021-01-07 18:49:37,44.9736166,-93.2223895,19.74,0.7145008,0.0,98,0.0,CONNECTED,-88.0,-88.0,14.0,-88.0,-88.0,14.0,3460255068,332914496,-1653,3680000,['CONNECTED']
2021-01-07 18:49:38,44.9736148,-93.2223694,13.958,0.79605925,0.0,96,0.0,CONNECTED,-91.0,-91.0,16.0,-91.0,-91.0,16.0,3460361044,344216196,-1675,3680000,['CONNECTED']
2021-01-07 18:49:39,44.9736124,-93.2223462,7.479,0.8977463999999999,0.0,94,0.0,CONNECTED,-88.0,-88.0,17.0,-88.0,-88.0,17.0,3460466812,357455444,-1733,3680000,['CONNECTED']
2021-01-07 18:49:40,44.973609700000004,-93.2223258,7.276,0.9589877,0.0,94,0.0,CONNECTED,-85.0,-85.0,23.0,-85.0,-85.0,23.0,3460572216,369820968,-1567,3680000,['CONNECTED']
2021-01-07 18:49:41,44.9736066,-93.2223073,6.834,1.0018526,0.0,94,0.0,CONNECTED,-88.0,-88.0,20.0,-88.0,-88.0,20.0,3460703412,388491004,-1968,3680000,['CONNECTED']
2021-01-07 18:49:42,44.9736066,-93.2223073,6.834,1.0018526,0.0,94,0.0,CONNECTED,-84.0,-84.0,19.0,-84.0,-84.0,19.0,3460817656,400899940,-1667,3680000,['CONNECTED']
2021-01-07 18:49:43,44.9736006,-93.222286,6.751,1.0545083999999998,0.0,93,0.0,CONNECTED,-89.0,-89.0,10.0,-89.0,-89.0,10.0,3460941000,414410536,-1850,3680000,['CONNECTED']
2021-01-07 18:49:44,44.9735991,-93.222267,6.854,1.0823641000000002,0.0,93,0.0,CONNECTED,-87.0,-87.0,17.0,-87.0,-87.0,17.0,3461068972,428846920,-1678,3680000,['CONNECTED']
2021-01-07 18:49:45,44.9735933,-93.2222462,6.976,1.1211895,0.0,92,0.0,CONNECTED,-87.0,-87.0,16.0,-87.0,-87.0,16.0,3461184288,441287180,-1753,3680000,['CONNECTED']
2021-01-07 18:49:46,44.9735905,-93.2222284,7.062,1.1351745,0.0,92,0.0,CONNECTED,-89.0,-89.0,15.0,-89.0,-89.0,15.0,3461307008,454497220,-1832,3680000,['CONNECTED']
2021-01-07 18:49:47,44.973581200000005,-93.22220809999999,7.1610000000000005,1.1561551,0.0,93,0.0,CONNECTED,-89.0,-89.0,15.0,-89.0,-89.0,15.0,3461433316,468908992,-1927,3680000,['CONNECTED']
2021-01-07 18:49:48,44.973572499999996,-93.22219100000001,7.114,1.176688,0.0,96,0.0,CONNECTED,-84.0,-84.0,23.0,-84.0,-84.0,23.0,3461573952,486450772,-2267,3680000,['CONNECTED']
2021-01-07 18:49:49,44.9735643,-93.2221723,6.874,1.1978921999999999,0.0,98,0.0,CONNECTED,-87.0,-87.0,18.0,-87.0,-87.0,18.0,3461695840,499450356,-1948,3680000,['CONNECTED']
2021-01-07 18:49:50,44.9735643,-93.2221723,6.874,1.1978921999999999,0.0,98,0.0,CONNECTED,-89.0,-89.0,18.0,-89.0,-89.0,18.0,3461801712,509693412,-1976,3680000,['CONNECTED']
2021-01-07 18:49:51,44.9735549,-93.2221567,6.586,1.2161728,0.0,100,0.0,CONNECTED,-87.0,-87.0,21.0,-87.0,-87.0,21.0,3461906048,520204496,-1848,3680000,['CONNECTED']
2021-01-07 18:49:52,44.97355039999999,-93.2221385,6.329,1.2294432,0.0,102,0.0,CONNECTED,-87.0,-87.0,21.0,-87.0,-87.0,21.0,3462029808,532043452,-1898,3680000,['CONNECTED']
2021-01-07 18:49:53,44.9735448,-93.22212090000001,6.21,1.2527727,0.0,103,0.0,CONNECTED,-91.0,-91.0,19.0,-91.0,-91.0,19.0,3462142440,542517064,-1765,3680000,['CONNECTED']
2021-01-07 18:49:54,44.9735404,-93.222102,6.12,1.2689204,0.0,103,0.0,CONNECTED,-89.0,-89.0,21.0,-89.0,-89.0,21.0,3462267084,556539380,-1889,3680000,['CONNECTED']
2021-01-07 18:49:55,44.9735339,-93.2220844,6.171,1.2762307,0.0,104,0.0,CONNECTED,-87.0,-87.0,17.0,-87.0,-87.0,17.0,3462384500,570391272,-1729,3680000,['CONNECTED']
2021-01-07 18:49:56,44.973526899999996,-93.2220684,6.24,1.2693267,0.0,106,0.0,CONNECTED,-87.0,-87.0,17.0,-87.0,-87.0,17.0,3462478880,580724164,-1721,3680000,['CONNECTED']
2021-01-07 18:49:57,44.973519200000005,-93.2220526,6.2170000000000005,1.2655104,0.0,108,0.0,CONNECTED,-85.0,-85.0,22.0,-85.0,-85.0,22.0,3462597284,591929220,-1736,3680000,['CONNECTED']
2021-01-07 18:49:58,44.9735114,-93.2220377,6.209,1.2611573999999999,0.0,111,0.0,CONNECTED,-85.0,-85.0,22.0,-85.0,-85.0,22.0,3462740876,602154236,-1732,3680000,['CONNECTED']
2021-01-07 18:49:59,44.9735114,-93.2220377,6.209,1.2611573999999999,0.0,111,0.0,CONNECTED,-85.0,-85.0,22.0,-85.0,-85.0,22.0,3462872436,612646076,-1750,3680000,['CONNECTED']
