parent_file,exp_label,protocol,length,timestamp,Fixedtimestamp,time,_socket,_start,_end,_seconds,_bytes,bits_per_second,rtt,rttvar,pmtu,_omitted,session_num,conn_num,iperf_type,snd_cwnd,Throughput,run_number,iperf_did,seq_no
S20UPM-run123-iPerf.txt,S20UPM-run123-iPerf,TCP,1056.0,2021-01-15 21:51:44 CST,2021-01-15 21:51:45-06:00,21:51:45,,0.0,1.0,1.0,,883000000.0,-1,,,,1,,parallel-merged,-1.0,883.0,123,S20UPM,0
S20UPM-run123-iPerf.txt,S20UPM-run123-iPerf,TCP,1056.0,2021-01-15 21:51:44 CST,2021-01-15 21:51:46-06:00,21:51:46,,1.0,2.0,1.0,,1140000000.0,-1,,,,1,,parallel-merged,-1.0,1140.0,123,S20UPM,1
S20UPM-run123-iPerf.txt,S20UPM-run123-iPerf,TCP,1056.0,2021-01-15 21:51:44 CST,2021-01-15 21:51:47-06:00,21:51:47,,2.0,3.0,1.0,,902000000.0,-1,,,,1,,parallel-merged,-1.0,902.0,123,S20UPM,2
S20UPM-run123-iPerf.txt,S20UPM-run123-iPerf,TCP,1056.0,2021-01-15 21:51:44 CST,2021-01-15 21:51:48-06:00,21:51:48,,3.0,4.0,1.0,,757000000.0,-1,,,,1,,parallel-merged,-1.0,757.0,123,S20UPM,3
S20UPM-run123-iPerf.txt,S20UPM-run123-iPerf,TCP,1056.0,2021-01-15 21:51:44 CST,2021-01-15 21:51:49-06:00,21:51:49,,4.0,5.0,1.0,,1040000000.0,-1,,,,1,,parallel-merged,-1.0,1040.0,123,S20UPM,4
S20UPM-run123-iPerf.txt,S20UPM-run123-iPerf,TCP,1056.0,2021-01-15 21:51:44 CST,2021-01-15 21:51:50-06:00,21:51:50,,5.0,6.0,1.0,,1270000000.0,-1,,,,1,,parallel-merged,-1.0,1270.0,123,S20UPM,5
S20UPM-run123-iPerf.txt,S20UPM-run123-iPerf,TCP,1056.0,2021-01-15 21:51:44 CST,2021-01-15 21:51:51-06:00,21:51:51,,6.0,7.0,1.0,,1490000000.0,-1,,,,1,,parallel-merged,-1.0,1490.0,123,S20UPM,6
S20UPM-run123-iPerf.txt,S20UPM-run123-iPerf,TCP,1056.0,2021-01-15 21:51:44 CST,2021-01-15 21:51:52-06:00,21:51:52,,7.0,8.0,1.0,,1520000000.0,-1,,,,1,,parallel-merged,-1.0,1520.0,123,S20UPM,7
S20UPM-run123-iPerf.txt,S20UPM-run123-iPerf,TCP,1056.0,2021-01-15 21:51:44 CST,2021-01-15 21:51:55-06:00,21:51:55,,10.0,11.0,1.0,,1460000000.0,-1,,,,1,,parallel-merged,-1.0,1460.0,123,S20UPM,10
S20UPM-run123-iPerf.txt,S20UPM-run123-iPerf,TCP,1056.0,2021-01-15 21:51:44 CST,2021-01-15 21:51:56-06:00,21:51:56,,11.0,12.0,1.0,,1570000000.0,-1,,,,1,,parallel-merged,-1.0,1570.0,123,S20UPM,11
S20UPM-run123-iPerf.txt,S20UPM-run123-iPerf,TCP,1056.0,2021-01-15 21:51:44 CST,2021-01-15 21:51:57-06:00,21:51:57,,12.0,13.0,1.0,,1440000000.0,-1,,,,1,,parallel-merged,-1.0,1440.0,123,S20UPM,12
S20UPM-run123-iPerf.txt,S20UPM-run123-iPerf,TCP,1056.0,2021-01-15 21:51:44 CST,2021-01-15 21:51:58-06:00,21:51:58,,13.0,14.0,1.0,,974000000.0,-1,,,,1,,parallel-merged,-1.0,974.0,123,S20UPM,13
S20UPM-run123-iPerf.txt,S20UPM-run123-iPerf,TCP,1056.0,2021-01-15 21:51:44 CST,2021-01-15 21:52:01-06:00,21:52:01,,16.0,17.0,1.0,,1120000000.0,-1,,,,1,,parallel-merged,-1.0,1120.0,123,S20UPM,16
S20UPM-run123-iPerf.txt,S20UPM-run123-iPerf,TCP,1056.0,2021-01-15 21:51:44 CST,2021-01-15 21:52:02-06:00,21:52:02,,17.0,18.0,1.0,,1290000000.0,-1,,,,1,,parallel-merged,-1.0,1290.0,123,S20UPM,17
S20UPM-run123-iPerf.txt,S20UPM-run123-iPerf,TCP,1056.0,2021-01-15 21:51:44 CST,2021-01-15 21:52:03-06:00,21:52:03,,18.0,19.0,1.0,,1250000000.0,-1,,,,1,,parallel-merged,-1.0,1250.0,123,S20UPM,18
S20UPM-run123-iPerf.txt,S20UPM-run123-iPerf,TCP,1056.0,2021-01-15 21:51:44 CST,2021-01-15 21:52:04-06:00,21:52:04,,19.0,20.0,1.0,,1360000000.0,-1,,,,1,,parallel-merged,-1.0,1360.0,123,S20UPM,19
S20UPM-run123-iPerf.txt,S20UPM-run123-iPerf,TCP,1056.0,2021-01-15 21:51:44 CST,2021-01-15 21:52:05-06:00,21:52:05,,20.0,21.0,1.0,,1920000000.0,-1,,,,1,,parallel-merged,-1.0,1920.0,123,S20UPM,20
S20UPM-run123-iPerf.txt,S20UPM-run123-iPerf,TCP,1056.0,2021-01-15 21:51:44 CST,2021-01-15 21:52:06-06:00,21:52:06,,21.0,22.0,1.0,,963000000.0,-1,,,,1,,parallel-merged,-1.0,963.0,123,S20UPM,21
S20UPM-run123-iPerf.txt,S20UPM-run123-iPerf,TCP,1056.0,2021-01-15 21:51:44 CST,2021-01-15 21:52:07-06:00,21:52:07,,22.0,23.0,1.0,,1040000000.0,-1,,,,1,,parallel-merged,-1.0,1040.0,123,S20UPM,22
S20UPM-run123-iPerf.txt,S20UPM-run123-iPerf,TCP,1056.0,2021-01-15 21:51:44 CST,2021-01-15 21:52:08-06:00,21:52:08,,23.0,24.0,1.0,,1160000000.0,-1,,,,1,,parallel-merged,-1.0,1160.0,123,S20UPM,23
S20UPM-run123-iPerf.txt,S20UPM-run123-iPerf,TCP,1056.0,2021-01-15 21:51:44 CST,2021-01-15 21:52:09-06:00,21:52:09,,24.0,25.0,1.0,,1190000000.0,-1,,,,1,,parallel-merged,-1.0,1190.0,123,S20UPM,24
