parent_file,exp_label,protocol,length,timestamp,Fixedtimestamp,time,_socket,_start,_end,_seconds,_bytes,bits_per_second,rtt,rttvar,pmtu,_omitted,session_num,conn_num,iperf_type,snd_cwnd,Throughput,run_number,iperf_did,seq_no
S20UPM-run63-iPerf.txt,S20UPM-run63-iPerf,TCP,1320.0,2021-01-13 18:30:56 CST,2021-01-13 18:30:57-06:00,18:30:57,,0.0,1.0,1.0,,665000000.0,-1,,,,1,,parallel-merged,-1.0,665.0,63,S20UPM,0
S20UPM-run63-iPerf.txt,S20UPM-run63-iPerf,TCP,1320.0,2021-01-13 18:30:56 CST,2021-01-13 18:30:58-06:00,18:30:58,,1.0,2.0,1.0,,112000000.0,-1,,,,1,,parallel-merged,-1.0,112.0,63,S20UPM,1
S20UPM-run63-iPerf.txt,S20UPM-run63-iPerf,TCP,1320.0,2021-01-13 18:30:56 CST,2021-01-13 18:30:59-06:00,18:30:59,,2.0,3.0,1.0,,283000000.0,-1,,,,1,,parallel-merged,-1.0,283.0,63,S20UPM,2
S20UPM-run63-iPerf.txt,S20UPM-run63-iPerf,TCP,1320.0,2021-01-13 18:30:56 CST,2021-01-13 18:31:00-06:00,18:31:00,,3.0,4.0,1.0,,761000000.0,-1,,,,1,,parallel-merged,-1.0,761.0,63,S20UPM,3
S20UPM-run63-iPerf.txt,S20UPM-run63-iPerf,TCP,1320.0,2021-01-13 18:30:56 CST,2021-01-13 18:31:01-06:00,18:31:01,,4.0,5.0,1.0,,799000000.0,-1,,,,1,,parallel-merged,-1.0,799.0,63,S20UPM,4
S20UPM-run63-iPerf.txt,S20UPM-run63-iPerf,TCP,1320.0,2021-01-13 18:30:56 CST,2021-01-13 18:31:02-06:00,18:31:02,,5.0,6.0,1.0,,914000000.0,-1,,,,1,,parallel-merged,-1.0,914.0,63,S20UPM,5
S20UPM-run63-iPerf.txt,S20UPM-run63-iPerf,TCP,1320.0,2021-01-13 18:30:56 CST,2021-01-13 18:31:03-06:00,18:31:03,,6.0,7.0,1.0,,1460000000.0,-1,,,,1,,parallel-merged,-1.0,1460.0,63,S20UPM,6
S20UPM-run63-iPerf.txt,S20UPM-run63-iPerf,TCP,1320.0,2021-01-13 18:30:56 CST,2021-01-13 18:31:04-06:00,18:31:04,,7.0,8.0,1.0,,1570000000.0,-1,,,,1,,parallel-merged,-1.0,1570.0,63,S20UPM,7
S20UPM-run63-iPerf.txt,S20UPM-run63-iPerf,TCP,1320.0,2021-01-13 18:30:56 CST,2021-01-13 18:31:05-06:00,18:31:05,,8.0,9.0,1.0,,1670000000.0,-1,,,,1,,parallel-merged,-1.0,1670.0,63,S20UPM,8
S20UPM-run63-iPerf.txt,S20UPM-run63-iPerf,TCP,1320.0,2021-01-13 18:30:56 CST,2021-01-13 18:31:06-06:00,18:31:06,,9.0,10.0,1.0,,1750000000.0,-1,,,,1,,parallel-merged,-1.0,1750.0,63,S20UPM,9
S20UPM-run63-iPerf.txt,S20UPM-run63-iPerf,TCP,1320.0,2021-01-13 18:30:56 CST,2021-01-13 18:31:07-06:00,18:31:07,,10.0,11.0,1.0,,1680000000.0,-1,,,,1,,parallel-merged,-1.0,1680.0,63,S20UPM,10
S20UPM-run63-iPerf.txt,S20UPM-run63-iPerf,TCP,1320.0,2021-01-13 18:30:56 CST,2021-01-13 18:31:08-06:00,18:31:08,,11.0,12.0,1.0,,1600000000.0,-1,,,,1,,parallel-merged,-1.0,1600.0,63,S20UPM,11
S20UPM-run63-iPerf.txt,S20UPM-run63-iPerf,TCP,1320.0,2021-01-13 18:30:56 CST,2021-01-13 18:31:09-06:00,18:31:09,,12.0,13.0,1.0,,1680000000.0,-1,,,,1,,parallel-merged,-1.0,1680.0,63,S20UPM,12
S20UPM-run63-iPerf.txt,S20UPM-run63-iPerf,TCP,1320.0,2021-01-13 18:30:56 CST,2021-01-13 18:31:10-06:00,18:31:10,,13.0,14.0,1.0,,1610000000.0,-1,,,,1,,parallel-merged,-1.0,1610.0,63,S20UPM,13
S20UPM-run63-iPerf.txt,S20UPM-run63-iPerf,TCP,1320.0,2021-01-13 18:30:56 CST,2021-01-13 18:31:11-06:00,18:31:11,,14.0,15.0,1.0,,1360000000.0,-1,,,,1,,parallel-merged,-1.0,1360.0,63,S20UPM,14
S20UPM-run63-iPerf.txt,S20UPM-run63-iPerf,TCP,1320.0,2021-01-13 18:30:56 CST,2021-01-13 18:31:12-06:00,18:31:12,,15.0,16.0,1.0,,1410000000.0,-1,,,,1,,parallel-merged,-1.0,1410.0,63,S20UPM,15
S20UPM-run63-iPerf.txt,S20UPM-run63-iPerf,TCP,1320.0,2021-01-13 18:30:56 CST,2021-01-13 18:31:13-06:00,18:31:13,,16.0,17.0,1.0,,1460000000.0,-1,,,,1,,parallel-merged,-1.0,1460.0,63,S20UPM,16
S20UPM-run63-iPerf.txt,S20UPM-run63-iPerf,TCP,1320.0,2021-01-13 18:30:56 CST,2021-01-13 18:31:14-06:00,18:31:14,,17.0,18.0,1.0,,1680000000.0,-1,,,,1,,parallel-merged,-1.0,1680.0,63,S20UPM,17
