parent_file,exp_label,protocol,length,timestamp,Fixedtimestamp,time,_start,_end,_seconds,bits_per_second,rtt,iperf_type,Throughput,run_number,iperf_did,seq_no
S20UPM-run196-iPerf.txt,S20UPM-run196-iPerf,TCP,0,2021-01-20 15:15:05 CST,2021-01-20 15:15:06-06:00,15:15:06,0.0,1.0,1.0,475000000.0,-1,parallel-merged,475.0,196,S20UPM,0
S20UPM-run196-iPerf.txt,S20UPM-run196-iPerf,TCP,0,2021-01-20 15:15:05 CST,2021-01-20 15:15:07-06:00,15:15:07,1.0,2.0,1.0,352000000.0,-1,parallel-merged,352.0,196,S20UPM,1
S20UPM-run196-iPerf.txt,S20UPM-run196-iPerf,TCP,0,2021-01-20 15:15:05 CST,2021-01-20 15:15:08-06:00,15:15:08,2.0,3.0,1.0,96500000.0,-1,parallel-merged,96.5,196,S20UPM,2
S20UPM-run196-iPerf.txt,S20UPM-run196-iPerf,TCP,0,2021-01-20 15:15:05 CST,2021-01-20 15:15:09-06:00,15:15:09,3.0,4.0,1.0,103000000.0,-1,parallel-merged,103.0,196,S20UPM,3
S20UPM-run196-iPerf.txt,S20UPM-run196-iPerf,TCP,0,2021-01-20 15:15:05 CST,2021-01-20 15:15:10-06:00,15:15:10,4.0,5.0,1.0,99600000.0,-1,parallel-merged,99.6,196,S20UPM,4
S20UPM-run196-iPerf.txt,S20UPM-run196-iPerf,TCP,0,2021-01-20 15:15:05 CST,2021-01-20 15:15:11-06:00,15:15:11,5.0,6.0,1.0,81800000.0,-1,parallel-merged,81.8,196,S20UPM,5
S20UPM-run196-iPerf.txt,S20UPM-run196-iPerf,TCP,0,2021-01-20 15:15:05 CST,2021-01-20 15:15:12-06:00,15:15:12,6.0,7.0,1.0,87000000.0,-1,parallel-merged,87.0,196,S20UPM,6
S20UPM-run196-iPerf.txt,S20UPM-run196-iPerf,TCP,0,2021-01-20 15:15:05 CST,2021-01-20 15:15:13-06:00,15:15:13,7.0,8.0,1.0,87000000.0,-1,parallel-merged,87.0,196,S20UPM,7
S20UPM-run196-iPerf.txt,S20UPM-run196-iPerf,TCP,0,2021-01-20 15:15:05 CST,2021-01-20 15:15:14-06:00,15:15:14,8.0,9.0,1.0,99600000.0,-1,parallel-merged,99.6,196,S20UPM,8
S20UPM-run196-iPerf.txt,S20UPM-run196-iPerf,TCP,0,2021-01-20 15:15:05 CST,2021-01-20 15:15:15-06:00,15:15:15,9.0,10.0,1.0,96500000.0,-1,parallel-merged,96.5,196,S20UPM,9
S20UPM-run196-iPerf.txt,S20UPM-run196-iPerf,TCP,0,2021-01-20 15:15:05 CST,2021-01-20 15:15:16-06:00,15:15:16,10.0,11.0,1.0,75500000.0,-1,parallel-merged,75.5,196,S20UPM,10
S20UPM-run196-iPerf.txt,S20UPM-run196-iPerf,TCP,0,2021-01-20 15:15:05 CST,2021-01-20 15:15:17-06:00,15:15:17,11.0,12.0,1.0,99600000.0,-1,parallel-merged,99.6,196,S20UPM,11
S20UPM-run196-iPerf.txt,S20UPM-run196-iPerf,TCP,0,2021-01-20 15:15:05 CST,2021-01-20 15:15:18-06:00,15:15:18,12.0,13.0,1.0,68200000.0,-1,parallel-merged,68.2,196,S20UPM,12
S20UPM-run196-iPerf.txt,S20UPM-run196-iPerf,TCP,0,2021-01-20 15:15:05 CST,2021-01-20 15:15:19-06:00,15:15:19,13.0,14.0,1.0,75500000.0,-1,parallel-merged,75.5,196,S20UPM,13
S20UPM-run196-iPerf.txt,S20UPM-run196-iPerf,TCP,0,2021-01-20 15:15:05 CST,2021-01-20 15:15:20-06:00,15:15:20,14.0,15.0,1.0,125000000.0,-1,parallel-merged,125.0,196,S20UPM,14
S20UPM-run196-iPerf.txt,S20UPM-run196-iPerf,TCP,0,2021-01-20 15:15:05 CST,2021-01-20 15:15:21-06:00,15:15:21,15.0,16.0,1.0,106000000.0,-1,parallel-merged,106.0,196,S20UPM,15
S20UPM-run196-iPerf.txt,S20UPM-run196-iPerf,TCP,0,2021-01-20 15:15:05 CST,2021-01-20 15:15:22-06:00,15:15:22,16.0,17.0,1.0,82800000.0,-1,parallel-merged,82.8,196,S20UPM,16
S20UPM-run196-iPerf.txt,S20UPM-run196-iPerf,TCP,0,2021-01-20 15:15:05 CST,2021-01-20 15:15:23-06:00,15:15:23,17.0,18.0,1.0,127000000.0,-1,parallel-merged,127.0,196,S20UPM,17
S20UPM-run196-iPerf.txt,S20UPM-run196-iPerf,TCP,0,2021-01-20 15:15:05 CST,2021-01-20 15:15:24-06:00,15:15:24,18.0,19.0,1.0,67099999.99999999,-1,parallel-merged,67.1,196,S20UPM,18
S20UPM-run196-iPerf.txt,S20UPM-run196-iPerf,TCP,0,2021-01-20 15:15:05 CST,2021-01-20 15:15:25-06:00,15:15:25,19.0,20.0,1.0,96500000.0,-1,parallel-merged,96.5,196,S20UPM,19
S20UPM-run196-iPerf.txt,S20UPM-run196-iPerf,TCP,0,2021-01-20 15:15:05 CST,2021-01-20 15:15:26-06:00,15:15:26,20.0,21.0,1.0,74400000.0,-1,parallel-merged,74.4,196,S20UPM,20
S20UPM-run196-iPerf.txt,S20UPM-run196-iPerf,TCP,0,2021-01-20 15:15:05 CST,2021-01-20 15:15:27-06:00,15:15:27,21.0,22.0,1.0,92300000.0,-1,parallel-merged,92.3,196,S20UPM,21
S20UPM-run196-iPerf.txt,S20UPM-run196-iPerf,TCP,0,2021-01-20 15:15:05 CST,2021-01-20 15:15:28-06:00,15:15:28,22.0,23.0,1.0,82800000.0,-1,parallel-merged,82.8,196,S20UPM,22
S20UPM-run196-iPerf.txt,S20UPM-run196-iPerf,TCP,0,2021-01-20 15:15:05 CST,2021-01-20 15:15:29-06:00,15:15:29,23.0,24.0,1.0,82800000.0,-1,parallel-merged,82.8,196,S20UPM,23
S20UPM-run196-iPerf.txt,S20UPM-run196-iPerf,TCP,0,2021-01-20 15:15:05 CST,2021-01-20 15:15:30-06:00,15:15:30,24.0,25.0,1.0,81800000.0,-1,parallel-merged,81.8,196,S20UPM,24
S20UPM-run196-iPerf.txt,S20UPM-run196-iPerf,TCP,0,2021-01-20 15:15:05 CST,2021-01-20 15:15:31-06:00,15:15:31,25.0,26.0,1.0,69200000.0,-1,parallel-merged,69.2,196,S20UPM,25
S20UPM-run196-iPerf.txt,S20UPM-run196-iPerf,TCP,0,2021-01-20 15:15:05 CST,2021-01-20 15:15:32-06:00,15:15:32,26.0,27.0,1.0,67099999.99999999,-1,parallel-merged,67.1,196,S20UPM,26
S20UPM-run196-iPerf.txt,S20UPM-run196-iPerf,TCP,0,2021-01-20 15:15:05 CST,2021-01-20 15:15:33-06:00,15:15:33,27.0,28.0,1.0,73400000.0,-1,parallel-merged,73.4,196,S20UPM,27
S20UPM-run196-iPerf.txt,S20UPM-run196-iPerf,TCP,0,2021-01-20 15:15:05 CST,2021-01-20 15:15:34-06:00,15:15:34,28.0,29.0,1.0,97500000.0,-1,parallel-merged,97.5,196,S20UPM,28
S20UPM-run196-iPerf.txt,S20UPM-run196-iPerf,TCP,0,2021-01-20 15:15:05 CST,2021-01-20 15:15:35-06:00,15:15:35,29.0,30.0,1.0,114000000.0,-1,parallel-merged,114.0,196,S20UPM,29
S20UPM-run196-iPerf.txt,S20UPM-run196-iPerf,TCP,0,2021-01-20 15:15:05 CST,2021-01-20 15:15:36-06:00,15:15:36,30.0,31.0,1.0,77600000.0,-1,parallel-merged,77.6,196,S20UPM,30
S20UPM-run196-iPerf.txt,S20UPM-run196-iPerf,TCP,0,2021-01-20 15:15:05 CST,2021-01-20 15:15:37-06:00,15:15:37,31.0,32.0,1.0,83900000.0,-1,parallel-merged,83.9,196,S20UPM,31
S20UPM-run196-iPerf.txt,S20UPM-run196-iPerf,TCP,0,2021-01-20 15:15:05 CST,2021-01-20 15:15:38-06:00,15:15:38,32.0,33.0,1.0,82800000.0,-1,parallel-merged,82.8,196,S20UPM,32
