parent_file,exp_label,protocol,length,timestamp,Fixedtimestamp,time,_start,_end,_seconds,bits_per_second,rtt,iperf_type,Throughput,run_number,iperf_did,seq_no
S20UPM-run20068-iPerf.txt,S20UPM-run20068-iPerf,TCP,984.0,2021-01-23 13:26:33 CST,2021-01-23 13:26:34-06:00,13:26:34,0.0,1.0,1.0,72300000.0,-1,parallel-merged,72.3,20068,S20UPM,0
S20UPM-run20068-iPerf.txt,S20UPM-run20068-iPerf,TCP,984.0,2021-01-23 13:26:33 CST,2021-01-23 13:26:35-06:00,13:26:35,1.0,2.0,1.0,76100000.0,-1,parallel-merged,76.1,20068,S20UPM,1
S20UPM-run20068-iPerf.txt,S20UPM-run20068-iPerf,TCP,984.0,2021-01-23 13:26:33 CST,2021-01-23 13:26:36-06:00,13:26:36,2.0,3.0,1.0,119000000.0,-1,parallel-merged,119.0,20068,S20UPM,2
S20UPM-run20068-iPerf.txt,S20UPM-run20068-iPerf,TCP,984.0,2021-01-23 13:26:33 CST,2021-01-23 13:26:37-06:00,13:26:37,3.0,4.0,1.0,91500000.0,-1,parallel-merged,91.5,20068,S20UPM,3
S20UPM-run20068-iPerf.txt,S20UPM-run20068-iPerf,TCP,984.0,2021-01-23 13:26:33 CST,2021-01-23 13:26:38-06:00,13:26:38,4.0,5.0,1.0,82100000.0,-1,parallel-merged,82.1,20068,S20UPM,4
S20UPM-run20068-iPerf.txt,S20UPM-run20068-iPerf,TCP,984.0,2021-01-23 13:26:33 CST,2021-01-23 13:26:39-06:00,13:26:39,5.0,6.0,1.0,127000000.0,-1,parallel-merged,127.0,20068,S20UPM,5
S20UPM-run20068-iPerf.txt,S20UPM-run20068-iPerf,TCP,984.0,2021-01-23 13:26:33 CST,2021-01-23 13:26:40-06:00,13:26:40,6.0,7.0,1.0,106000000.0,-1,parallel-merged,106.0,20068,S20UPM,6
S20UPM-run20068-iPerf.txt,S20UPM-run20068-iPerf,TCP,984.0,2021-01-23 13:26:33 CST,2021-01-23 13:26:41-06:00,13:26:41,7.0,8.0,1.0,95700000.0,-1,parallel-merged,95.7,20068,S20UPM,7
S20UPM-run20068-iPerf.txt,S20UPM-run20068-iPerf,TCP,984.0,2021-01-23 13:26:33 CST,2021-01-23 13:26:42-06:00,13:26:42,8.0,9.0,1.0,116000000.0,-1,parallel-merged,116.0,20068,S20UPM,8
S20UPM-run20068-iPerf.txt,S20UPM-run20068-iPerf,TCP,984.0,2021-01-23 13:26:33 CST,2021-01-23 13:26:43-06:00,13:26:43,9.0,10.0,1.0,131000000.0,-1,parallel-merged,131.0,20068,S20UPM,9
S20UPM-run20068-iPerf.txt,S20UPM-run20068-iPerf,TCP,984.0,2021-01-23 13:26:33 CST,2021-01-23 13:26:44-06:00,13:26:44,10.0,11.0,1.0,113000000.0,-1,parallel-merged,113.0,20068,S20UPM,10
S20UPM-run20068-iPerf.txt,S20UPM-run20068-iPerf,TCP,984.0,2021-01-23 13:26:33 CST,2021-01-23 13:26:45-06:00,13:26:45,11.0,12.0,1.0,106000000.0,-1,parallel-merged,106.0,20068,S20UPM,11
S20UPM-run20068-iPerf.txt,S20UPM-run20068-iPerf,TCP,984.0,2021-01-23 13:26:33 CST,2021-01-23 13:26:48-06:00,13:26:48,14.0,15.0,1.0,124000000.0,-1,parallel-merged,124.0,20068,S20UPM,14
S20UPM-run20068-iPerf.txt,S20UPM-run20068-iPerf,TCP,984.0,2021-01-23 13:26:33 CST,2021-01-23 13:26:49-06:00,13:26:49,15.0,16.0,1.0,127000000.0,-1,parallel-merged,127.0,20068,S20UPM,15
S20UPM-run20068-iPerf.txt,S20UPM-run20068-iPerf,TCP,984.0,2021-01-23 13:26:33 CST,2021-01-23 13:26:50-06:00,13:26:50,16.0,17.0,1.0,103000000.0,-1,parallel-merged,103.0,20068,S20UPM,16
S20UPM-run20068-iPerf.txt,S20UPM-run20068-iPerf,TCP,984.0,2021-01-23 13:26:33 CST,2021-01-23 13:26:51-06:00,13:26:51,17.0,18.0,1.0,127000000.0,-1,parallel-merged,127.0,20068,S20UPM,17
S20UPM-run20068-iPerf.txt,S20UPM-run20068-iPerf,TCP,984.0,2021-01-23 13:26:33 CST,2021-01-23 13:26:52-06:00,13:26:52,18.0,19.0,1.0,122000000.0,-1,parallel-merged,122.0,20068,S20UPM,18
S20UPM-run20068-iPerf.txt,S20UPM-run20068-iPerf,TCP,984.0,2021-01-23 13:26:33 CST,2021-01-23 13:26:53-06:00,13:26:53,19.0,20.0,1.0,119000000.0,-1,parallel-merged,119.0,20068,S20UPM,19
S20UPM-run20068-iPerf.txt,S20UPM-run20068-iPerf,TCP,984.0,2021-01-23 13:26:33 CST,2021-01-23 13:26:54-06:00,13:26:54,20.0,21.0,1.0,118000000.0,-1,parallel-merged,118.0,20068,S20UPM,20
S20UPM-run20068-iPerf.txt,S20UPM-run20068-iPerf,TCP,984.0,2021-01-23 13:26:33 CST,2021-01-23 13:26:55-06:00,13:26:55,21.0,22.0,1.0,106000000.0,-1,parallel-merged,106.0,20068,S20UPM,21
S20UPM-run20068-iPerf.txt,S20UPM-run20068-iPerf,TCP,984.0,2021-01-23 13:26:33 CST,2021-01-23 13:26:56-06:00,13:26:56,22.0,23.0,1.0,128000000.0,-1,parallel-merged,128.0,20068,S20UPM,22
S20UPM-run20068-iPerf.txt,S20UPM-run20068-iPerf,TCP,984.0,2021-01-23 13:26:33 CST,2021-01-23 13:26:57-06:00,13:26:57,23.0,24.0,1.0,74300000.0,-1,parallel-merged,74.3,20068,S20UPM,23
S20UPM-run20068-iPerf.txt,S20UPM-run20068-iPerf,TCP,984.0,2021-01-23 13:26:33 CST,2021-01-23 13:26:58-06:00,13:26:58,24.0,25.0,1.0,110000000.0,-1,parallel-merged,110.0,20068,S20UPM,24
S20UPM-run20068-iPerf.txt,S20UPM-run20068-iPerf,TCP,984.0,2021-01-23 13:26:33 CST,2021-01-23 13:26:59-06:00,13:26:59,25.0,26.0,1.0,121000000.0,-1,parallel-merged,121.0,20068,S20UPM,25
S20UPM-run20068-iPerf.txt,S20UPM-run20068-iPerf,TCP,984.0,2021-01-23 13:26:33 CST,2021-01-23 13:27:00-06:00,13:27:00,26.0,27.0,1.0,104000000.0,-1,parallel-merged,104.0,20068,S20UPM,26
S20UPM-run20068-iPerf.txt,S20UPM-run20068-iPerf,TCP,984.0,2021-01-23 13:26:33 CST,2021-01-23 13:27:01-06:00,13:27:01,27.0,28.0,1.0,90500000.0,-1,parallel-merged,90.5,20068,S20UPM,27
S20UPM-run20068-iPerf.txt,S20UPM-run20068-iPerf,TCP,984.0,2021-01-23 13:26:33 CST,2021-01-23 13:27:02-06:00,13:27:02,28.0,29.0,1.0,57500000.0,-1,parallel-merged,57.5,20068,S20UPM,28
S20UPM-run20068-iPerf.txt,S20UPM-run20068-iPerf,TCP,984.0,2021-01-23 13:26:33 CST,2021-01-23 13:27:05-06:00,13:27:05,31.0,32.0,1.0,72900000.0,-1,parallel-merged,72.9,20068,S20UPM,31
S20UPM-run20068-iPerf.txt,S20UPM-run20068-iPerf,TCP,984.0,2021-01-23 13:26:33 CST,2021-01-23 13:27:06-06:00,13:27:06,32.0,33.0,1.0,95500000.0,-1,parallel-merged,95.5,20068,S20UPM,32
S20UPM-run20068-iPerf.txt,S20UPM-run20068-iPerf,TCP,984.0,2021-01-23 13:26:33 CST,2021-01-23 13:27:07-06:00,13:27:07,33.0,34.0,1.0,81800000.0,-1,parallel-merged,81.8,20068,S20UPM,33
S20UPM-run20068-iPerf.txt,S20UPM-run20068-iPerf,TCP,984.0,2021-01-23 13:26:33 CST,2021-01-23 13:27:08-06:00,13:27:08,34.0,35.0,1.0,72100000.0,-1,parallel-merged,72.1,20068,S20UPM,34
S20UPM-run20068-iPerf.txt,S20UPM-run20068-iPerf,TCP,984.0,2021-01-23 13:26:33 CST,2021-01-23 13:27:09-06:00,13:27:09,35.0,36.0,1.0,68500000.0,-1,parallel-merged,68.5,20068,S20UPM,35
S20UPM-run20068-iPerf.txt,S20UPM-run20068-iPerf,TCP,984.0,2021-01-23 13:26:33 CST,2021-01-23 13:27:10-06:00,13:27:10,36.0,37.0,1.0,52000000.0,-1,parallel-merged,52.0,20068,S20UPM,36
S20UPM-run20068-iPerf.txt,S20UPM-run20068-iPerf,TCP,984.0,2021-01-23 13:26:33 CST,2021-01-23 13:27:11-06:00,13:27:11,37.0,38.0,1.0,40000000.0,-1,parallel-merged,40.0,20068,S20UPM,37
S20UPM-run20068-iPerf.txt,S20UPM-run20068-iPerf,TCP,984.0,2021-01-23 13:26:33 CST,2021-01-23 13:27:12-06:00,13:27:12,38.0,39.0,1.0,62000000.0,-1,parallel-merged,62.0,20068,S20UPM,38
S20UPM-run20068-iPerf.txt,S20UPM-run20068-iPerf,TCP,984.0,2021-01-23 13:26:33 CST,2021-01-23 13:27:13-06:00,13:27:13,39.0,40.0,1.0,37200000.0,-1,parallel-merged,37.2,20068,S20UPM,39
S20UPM-run20068-iPerf.txt,S20UPM-run20068-iPerf,TCP,984.0,2021-01-23 13:26:33 CST,2021-01-23 13:27:14-06:00,13:27:14,40.0,41.0,1.0,39500000.0,-1,parallel-merged,39.5,20068,S20UPM,40
S20UPM-run20068-iPerf.txt,S20UPM-run20068-iPerf,TCP,984.0,2021-01-23 13:26:33 CST,2021-01-23 13:27:15-06:00,13:27:15,41.0,42.0,1.0,126000000.0,-1,parallel-merged,126.0,20068,S20UPM,41
S20UPM-run20068-iPerf.txt,S20UPM-run20068-iPerf,TCP,984.0,2021-01-23 13:26:33 CST,2021-01-23 13:27:16-06:00,13:27:16,42.0,43.0,1.0,91200000.0,-1,parallel-merged,91.2,20068,S20UPM,42
S20UPM-run20068-iPerf.txt,S20UPM-run20068-iPerf,TCP,984.0,2021-01-23 13:26:33 CST,2021-01-23 13:27:17-06:00,13:27:17,43.0,44.0,1.0,64200000.0,-1,parallel-merged,64.2,20068,S20UPM,43
S20UPM-run20068-iPerf.txt,S20UPM-run20068-iPerf,TCP,984.0,2021-01-23 13:26:33 CST,2021-01-23 13:27:18-06:00,13:27:18,44.0,45.0,1.0,61400000.0,-1,parallel-merged,61.4,20068,S20UPM,44
S20UPM-run20068-iPerf.txt,S20UPM-run20068-iPerf,TCP,984.0,2021-01-23 13:26:33 CST,2021-01-23 13:27:19-06:00,13:27:19,45.0,46.0,1.0,59600000.0,-1,parallel-merged,59.6,20068,S20UPM,45
S20UPM-run20068-iPerf.txt,S20UPM-run20068-iPerf,TCP,984.0,2021-01-23 13:26:33 CST,2021-01-23 13:27:20-06:00,13:27:20,46.0,47.0,1.0,59400000.0,-1,parallel-merged,59.4,20068,S20UPM,46
