parent_file,exp_label,protocol,length,timestamp,Fixedtimestamp,time,_socket,_start,_end,_seconds,_bytes,bits_per_second,rtt,rttvar,pmtu,_omitted,session_num,conn_num,iperf_type,snd_cwnd,Throughput,run_number,iperf_did,seq_no
S20UPM-run133-iPerf.txt,S20UPM-run133-iPerf,TCP,1164.0,2021-01-16 13:22:11 CST,2021-01-16 13:22:12-06:00,13:22:12,,0.0,1.0,1.0,,511000000.0,-1,,,,1,,parallel-merged,-1.0,511.0,133,S20UPM,0
S20UPM-run133-iPerf.txt,S20UPM-run133-iPerf,TCP,1164.0,2021-01-16 13:22:11 CST,2021-01-16 13:22:13-06:00,13:22:13,,1.0,2.0,1.0,,790000000.0,-1,,,,1,,parallel-merged,-1.0,790.0,133,S20UPM,1
S20UPM-run133-iPerf.txt,S20UPM-run133-iPerf,TCP,1164.0,2021-01-16 13:22:11 CST,2021-01-16 13:22:14-06:00,13:22:14,,2.0,3.0,1.0,,774000000.0,-1,,,,1,,parallel-merged,-1.0,774.0,133,S20UPM,2
S20UPM-run133-iPerf.txt,S20UPM-run133-iPerf,TCP,1164.0,2021-01-16 13:22:11 CST,2021-01-16 13:22:15-06:00,13:22:15,,3.0,4.0,1.0,,551000000.0,-1,,,,1,,parallel-merged,-1.0,551.0,133,S20UPM,3
S20UPM-run133-iPerf.txt,S20UPM-run133-iPerf,TCP,1164.0,2021-01-16 13:22:11 CST,2021-01-16 13:22:16-06:00,13:22:16,,4.0,5.0,1.0,,478000000.0,-1,,,,1,,parallel-merged,-1.0,478.0,133,S20UPM,4
S20UPM-run133-iPerf.txt,S20UPM-run133-iPerf,TCP,1164.0,2021-01-16 13:22:11 CST,2021-01-16 13:22:17-06:00,13:22:17,,5.0,6.0,1.0,,530000000.0,-1,,,,1,,parallel-merged,-1.0,530.0,133,S20UPM,5
S20UPM-run133-iPerf.txt,S20UPM-run133-iPerf,TCP,1164.0,2021-01-16 13:22:11 CST,2021-01-16 13:22:18-06:00,13:22:18,,6.0,7.0,1.0,,582000000.0,-1,,,,1,,parallel-merged,-1.0,582.0,133,S20UPM,6
S20UPM-run133-iPerf.txt,S20UPM-run133-iPerf,TCP,1164.0,2021-01-16 13:22:11 CST,2021-01-16 13:22:19-06:00,13:22:19,,7.0,8.0,1.0,,663000000.0,-1,,,,1,,parallel-merged,-1.0,663.0,133,S20UPM,7
S20UPM-run133-iPerf.txt,S20UPM-run133-iPerf,TCP,1164.0,2021-01-16 13:22:11 CST,2021-01-16 13:22:20-06:00,13:22:20,,8.0,9.0,1.0,,729000000.0,-1,,,,1,,parallel-merged,-1.0,729.0,133,S20UPM,8
S20UPM-run133-iPerf.txt,S20UPM-run133-iPerf,TCP,1164.0,2021-01-16 13:22:11 CST,2021-01-16 13:22:21-06:00,13:22:21,,9.0,10.0,1.0,,720000000.0,-1,,,,1,,parallel-merged,-1.0,720.0,133,S20UPM,9
S20UPM-run133-iPerf.txt,S20UPM-run133-iPerf,TCP,1164.0,2021-01-16 13:22:11 CST,2021-01-16 13:22:22-06:00,13:22:22,,10.0,11.0,1.0,,558000000.0,-1,,,,1,,parallel-merged,-1.0,558.0,133,S20UPM,10
S20UPM-run133-iPerf.txt,S20UPM-run133-iPerf,TCP,1164.0,2021-01-16 13:22:11 CST,2021-01-16 13:22:23-06:00,13:22:23,,11.0,12.0,1.0,,452000000.0,-1,,,,1,,parallel-merged,-1.0,452.0,133,S20UPM,11
S20UPM-run133-iPerf.txt,S20UPM-run133-iPerf,TCP,1164.0,2021-01-16 13:22:11 CST,2021-01-16 13:22:24-06:00,13:22:24,,12.0,13.0,1.0,,244000000.0,-1,,,,1,,parallel-merged,-1.0,244.0,133,S20UPM,12
S20UPM-run133-iPerf.txt,S20UPM-run133-iPerf,TCP,1164.0,2021-01-16 13:22:11 CST,2021-01-16 13:22:25-06:00,13:22:25,,13.0,14.0,1.0,,159000000.0,-1,,,,1,,parallel-merged,-1.0,159.0,133,S20UPM,13
S20UPM-run133-iPerf.txt,S20UPM-run133-iPerf,TCP,1164.0,2021-01-16 13:22:11 CST,2021-01-16 13:22:26-06:00,13:22:26,,14.0,15.0,1.0,,437000000.0,-1,,,,1,,parallel-merged,-1.0,437.0,133,S20UPM,14
S20UPM-run133-iPerf.txt,S20UPM-run133-iPerf,TCP,1164.0,2021-01-16 13:22:11 CST,2021-01-16 13:22:27-06:00,13:22:27,,15.0,16.0,1.0,,264000000.0,-1,,,,1,,parallel-merged,-1.0,264.0,133,S20UPM,15
S20UPM-run133-iPerf.txt,S20UPM-run133-iPerf,TCP,1164.0,2021-01-16 13:22:11 CST,2021-01-16 13:22:28-06:00,13:22:28,,16.0,17.0,1.0,,596000000.0,-1,,,,1,,parallel-merged,-1.0,596.0,133,S20UPM,16
S20UPM-run133-iPerf.txt,S20UPM-run133-iPerf,TCP,1164.0,2021-01-16 13:22:11 CST,2021-01-16 13:22:29-06:00,13:22:29,,17.0,18.0,1.0,,579000000.0,-1,,,,1,,parallel-merged,-1.0,579.0,133,S20UPM,17
S20UPM-run133-iPerf.txt,S20UPM-run133-iPerf,TCP,1164.0,2021-01-16 13:22:11 CST,2021-01-16 13:22:30-06:00,13:22:30,,18.0,19.0,1.0,,706000000.0,-1,,,,1,,parallel-merged,-1.0,706.0,133,S20UPM,18
S20UPM-run133-iPerf.txt,S20UPM-run133-iPerf,TCP,1164.0,2021-01-16 13:22:11 CST,2021-01-16 13:22:31-06:00,13:22:31,,19.0,20.0,1.0,,711000000.0,-1,,,,1,,parallel-merged,-1.0,711.0,133,S20UPM,19
S20UPM-run133-iPerf.txt,S20UPM-run133-iPerf,TCP,1164.0,2021-01-16 13:22:11 CST,2021-01-16 13:22:32-06:00,13:22:32,,20.0,21.0,1.0,,825000000.0,-1,,,,1,,parallel-merged,-1.0,825.0,133,S20UPM,20
S20UPM-run133-iPerf.txt,S20UPM-run133-iPerf,TCP,1164.0,2021-01-16 13:22:11 CST,2021-01-16 13:22:33-06:00,13:22:33,,21.0,22.0,1.0,,782000000.0,-1,,,,1,,parallel-merged,-1.0,782.0,133,S20UPM,21
