parent_file,exp_label,protocol,length,timestamp,Fixedtimestamp,time,_socket,_start,_end,_seconds,_bytes,bits_per_second,rtt,snd_cwnd,session_num,conn_num,iperf_type,Throughput,run_number,iperf_did,seq_no
S20UPM-run20076-iPerf.txt,S20UPM-run20076-iPerf,TCP,0,2021-01-24 13:33:12 CST,2021-01-24 13:33:13-06:00,13:33:13,,0.0,1.0,1.0,,466000000.0,-1,-1,1,,parallel-merged,466.0,20076,S20UPM,0
S20UPM-run20076-iPerf.txt,S20UPM-run20076-iPerf,TCP,0,2021-01-24 13:33:12 CST,2021-01-24 13:33:14-06:00,13:33:14,,1.0,2.0,1.0,,127000000.0,-1,-1,1,,parallel-merged,127.0,20076,S20UPM,1
S20UPM-run20076-iPerf.txt,S20UPM-run20076-iPerf,TCP,0,2021-01-24 13:33:12 CST,2021-01-24 13:33:15-06:00,13:33:15,,2.0,3.0,1.0,,89100000.0,-1,-1,1,,parallel-merged,89.1,20076,S20UPM,2
S20UPM-run20076-iPerf.txt,S20UPM-run20076-iPerf,TCP,0,2021-01-24 13:33:12 CST,2021-01-24 13:33:16-06:00,13:33:16,,3.0,4.0,1.0,,101000000.0,-1,-1,1,,parallel-merged,101.0,20076,S20UPM,3
S20UPM-run20076-iPerf.txt,S20UPM-run20076-iPerf,TCP,0,2021-01-24 13:33:12 CST,2021-01-24 13:33:17-06:00,13:33:17,,4.0,5.0,1.0,,102000000.0,-1,-1,1,,parallel-merged,102.0,20076,S20UPM,4
S20UPM-run20076-iPerf.txt,S20UPM-run20076-iPerf,TCP,0,2021-01-24 13:33:12 CST,2021-01-24 13:33:18-06:00,13:33:18,,5.0,6.0,1.0,,69200000.0,-1,-1,1,,parallel-merged,69.2,20076,S20UPM,5
S20UPM-run20076-iPerf.txt,S20UPM-run20076-iPerf,TCP,0,2021-01-24 13:33:12 CST,2021-01-24 13:33:19-06:00,13:33:19,,6.0,7.0,1.0,,68200000.0,-1,-1,1,,parallel-merged,68.2,20076,S20UPM,6
S20UPM-run20076-iPerf.txt,S20UPM-run20076-iPerf,TCP,0,2021-01-24 13:33:12 CST,2021-01-24 13:33:20-06:00,13:33:20,,7.0,8.0,1.0,,87000000.0,-1,-1,1,,parallel-merged,87.0,20076,S20UPM,7
S20UPM-run20076-iPerf.txt,S20UPM-run20076-iPerf,TCP,0,2021-01-24 13:33:12 CST,2021-01-24 13:33:21-06:00,13:33:21,,8.0,9.0,1.0,,76500000.0,-1,-1,1,,parallel-merged,76.5,20076,S20UPM,8
S20UPM-run20076-iPerf.txt,S20UPM-run20076-iPerf,TCP,0,2021-01-24 13:33:12 CST,2021-01-24 13:33:22-06:00,13:33:22,,9.0,10.0,1.0,,96500000.0,-1,-1,1,,parallel-merged,96.5,20076,S20UPM,9
S20UPM-run20076-iPerf.txt,S20UPM-run20076-iPerf,TCP,0,2021-01-24 13:33:12 CST,2021-01-24 13:33:23-06:00,13:33:23,,10.0,11.0,1.0,,72400000.0,-1,-1,1,,parallel-merged,72.4,20076,S20UPM,10
S20UPM-run20076-iPerf.txt,S20UPM-run20076-iPerf,TCP,0,2021-01-24 13:33:12 CST,2021-01-24 13:33:24-06:00,13:33:24,,11.0,12.0,1.0,,86000000.0,-1,-1,1,,parallel-merged,86.0,20076,S20UPM,11
S20UPM-run20076-iPerf.txt,S20UPM-run20076-iPerf,TCP,0,2021-01-24 13:33:12 CST,2021-01-24 13:33:25-06:00,13:33:25,,12.0,13.0,1.0,,89100000.0,-1,-1,1,,parallel-merged,89.1,20076,S20UPM,12
S20UPM-run20076-iPerf.txt,S20UPM-run20076-iPerf,TCP,0,2021-01-24 13:33:12 CST,2021-01-24 13:33:26-06:00,13:33:26,,13.0,14.0,1.0,,86000000.0,-1,-1,1,,parallel-merged,86.0,20076,S20UPM,13
S20UPM-run20076-iPerf.txt,S20UPM-run20076-iPerf,TCP,0,2021-01-24 13:33:12 CST,2021-01-24 13:33:27-06:00,13:33:27,,14.0,15.0,1.0,,73400000.0,-1,-1,1,,parallel-merged,73.4,20076,S20UPM,14
S20UPM-run20076-iPerf.txt,S20UPM-run20076-iPerf,TCP,0,2021-01-24 13:33:12 CST,2021-01-24 13:33:28-06:00,13:33:28,,15.0,16.0,1.0,,90200000.0,-1,-1,1,,parallel-merged,90.2,20076,S20UPM,15
S20UPM-run20076-iPerf.txt,S20UPM-run20076-iPerf,TCP,0,2021-01-24 13:33:12 CST,2021-01-24 13:33:29-06:00,13:33:29,,16.0,17.0,1.0,,75500000.0,-1,-1,1,,parallel-merged,75.5,20076,S20UPM,16
S20UPM-run20076-iPerf.txt,S20UPM-run20076-iPerf,TCP,0,2021-01-24 13:33:12 CST,2021-01-24 13:33:30-06:00,13:33:30,,17.0,18.0,1.0,,88100000.0,-1,-1,1,,parallel-merged,88.1,20076,S20UPM,17
S20UPM-run20076-iPerf.txt,S20UPM-run20076-iPerf,TCP,0,2021-01-24 13:33:12 CST,2021-01-24 13:33:31-06:00,13:33:31,,18.0,19.0,1.0,,105000000.0,-1,-1,1,,parallel-merged,105.0,20076,S20UPM,18
S20UPM-run20076-iPerf.txt,S20UPM-run20076-iPerf,TCP,0,2021-01-24 13:33:12 CST,2021-01-24 13:33:32-06:00,13:33:32,,19.0,20.0,1.0,,68200000.0,-1,-1,1,,parallel-merged,68.2,20076,S20UPM,19
S20UPM-run20076-iPerf.txt,S20UPM-run20076-iPerf,TCP,0,2021-01-24 13:33:12 CST,2021-01-24 13:33:33-06:00,13:33:33,,20.0,21.0,1.0,,97500000.0,-1,-1,1,,parallel-merged,97.5,20076,S20UPM,20
S20UPM-run20076-iPerf.txt,S20UPM-run20076-iPerf,TCP,0,2021-01-24 13:33:12 CST,2021-01-24 13:33:34-06:00,13:33:34,,21.0,22.0,1.0,,61900000.0,-1,-1,1,,parallel-merged,61.9,20076,S20UPM,21
S20UPM-run20076-iPerf.txt,S20UPM-run20076-iPerf,TCP,0,2021-01-24 13:33:12 CST,2021-01-24 13:33:35-06:00,13:33:35,,22.0,23.0,1.0,,81800000.0,-1,-1,1,,parallel-merged,81.8,20076,S20UPM,22
S20UPM-run20076-iPerf.txt,S20UPM-run20076-iPerf,TCP,0,2021-01-24 13:33:12 CST,2021-01-24 13:33:36-06:00,13:33:36,,23.0,24.0,1.0,,99600000.0,-1,-1,1,,parallel-merged,99.6,20076,S20UPM,23
S20UPM-run20076-iPerf.txt,S20UPM-run20076-iPerf,TCP,0,2021-01-24 13:33:12 CST,2021-01-24 13:33:37-06:00,13:33:37,,24.0,25.0,1.0,,73400000.0,-1,-1,1,,parallel-merged,73.4,20076,S20UPM,24
