timestamp,latitude,longitude,movingSpeed,compassDirection,nrStatus,rsrp,nr_ssRsrp,nr_ssSinr,rsrp_avg,nr_ssRsrp_avg,nr_ssSinr_avg,mobileRx,mobileTx,currentNow,voltageNow,nrStatus_array,downlink_mbps,uplink_mbps,sw_power,sw_power_rolled,sw_power_baseline,Fixedtimestamp,_start,_end,iperf_type,Throughput,run_number,seq_no,time_since_start,avg_power,avg_power_rolled,avg_power_baseline,provider,radio_type_used,direction
2021-01-24 17:16:53,44.97369557,-93.22249133,0.010526701099999996,114,CONNECTED,-72,-72,3,-72.0,-72.0,3.0,61931127,3949941827,-748.6,3799000,['CONNECTED'],0.04736,5.085776,2843.9314,2519.7374033333335,162.46486273958362,2021-01-24 17:16:53-06:00,0.0,1.0,parallel-merged,472.0,20079.0,0.0,0.0,3160.5727800000036,3162.213636000077,804.9410954063154,TMobile,SA only,uplink
2021-01-24 17:16:54,44.97369567000001,-93.22249129999999,0.0067554825500000006,8,CONNECTED,-72,-72,3,-72.0,-72.0,3.0,61949483,3952848603,-861.6,3799000,['CONNECTED'],0.146848,23.254208,3273.2184,2604.3791233333336,247.1065827395837,2021-01-24 17:16:54-06:00,1.0,2.0,parallel-merged,39.8,20079.0,1.0,1.0,3278.3120599999943,3276.0850360000727,918.8124954063243,TMobile,SA only,uplink
2021-01-24 17:16:55,44.97369570000001,-93.22249129999999,0.0068821535,6,CONNECTED,-72,-72,3,-72.0,-72.0,3.0,62030167,3958506631,-1056.6,3799000,['CONNECTED'],0.645472,45.264224,4014.0233999999996,2737.2301533333334,379.9576127395835,2021-01-24 17:16:55-06:00,2.0,3.0,parallel-merged,62.9,20079.0,2.0,2.0,3608.45954,3609.244594000101,1251.9720534063526,TMobile,SA only,uplink
2021-01-24 17:16:57,44.973695940000006,-93.22249139999998,0.01222940488,344,CONNECTED,-72,-72,3,-72.0,-72.0,3.0,62158743,3967431455,-1055.5,3799000,['CONNECTED'],0.49088,33.384128,4009.8445,3051.31881,694.0462694062503,2021-01-24 17:16:57.010000-06:00,4.01,5.01,parallel-merged,56.6,20079.0,4.0,4.0,4273.245919999998,4273.142000000117,1915.8694594063677,TMobile,SA only,uplink
2021-01-24 17:16:59,44.97369631,-93.22249129999999,0.0239220657,5,CONNECTED,-72,-72,3,-72.0,-72.0,3.0,62296387,3977812299,-958.7,3799000,['CONNECTED'],0.53456,41.023648,3642.1013,3343.3859299999995,986.1133894062496,2021-01-24 17:16:59-06:00,6.0,7.0,parallel-merged,36.7,20079.0,6.0,6.0,4051.3504600000024,4050.452638000161,1693.1800974063851,TMobile,SA only,uplink
2021-01-24 17:17:00,44.97369653999999,-93.22249123000002,0.02501460630000001,9,CONNECTED,-72,-72,3,-72.0,-72.0,3.0,62364195,3983036467,-1048.5,3799000,['CONNECTED'],0.542464,41.793344,3983.2515,3486.9881299999993,1129.7155894062494,2021-01-24 17:17:00-06:00,7.0,8.0,parallel-merged,37.7,20079.0,7.0,7.0,4187.611342268453,4186.251764353017,1828.979223759254,TMobile,SA only,uplink
2021-01-24 17:17:01,44.97369674,-93.2224912,0.022557839800000003,9,CONNECTED,-72,-72,3,-72.0,-72.0,3.0,62430339,3987826859,-992.0,3799000,['CONNECTED'],0.529152,38.323136,3768.608,3635.4910399999994,1278.2184994062495,2021-01-24 17:17:01-06:00,8.0,9.0,parallel-merged,38.8,20079.0,8.0,8.0,4174.797399999993,4175.652266000131,1818.3797254063672,TMobile,SA only,uplink
2021-01-24 17:17:02,44.97369694000001,-93.22249112999998,0.022173253500000004,11,CONNECTED,-72,-72,3,-72.0,-72.0,3.0,62483691,3991551843,-1019.8,3799000,['CONNECTED'],0.426816,29.799872,3874.2202,3726.8949799999996,1369.6224394062497,2021-01-24 17:17:02-06:00,9.0,10.0,parallel-merged,21.0,20079.0,9.0,9.0,4033.1598799999947,4034.2003220001184,1676.9277814063526,TMobile,SA only,uplink
2021-01-24 17:17:03,44.97369700000001,-93.22249109999998,0.022228515,12,CONNECTED,-72,-72,3,-72.0,-72.0,3.0,62548691,3996281923,-941.6,3799000,['CONNECTED'],0.52,37.84064,3577.1384,3800.21568,1442.9431394062499,2021-01-24 17:17:03-06:00,10.0,11.0,parallel-merged,55.6,20079.0,10.0,10.0,4144.579520000001,4144.8700780000845,1787.597537406335,TMobile,SA only,uplink
2021-01-24 17:17:04,44.97369714,-93.22249109999998,0.015249165,8,CONNECTED,-72,-72,3,-72.0,-72.0,3.0,62621542,4001618524,-1012.3,3791000,['CONNECTED'],0.582808,42.692808,3837.6293,3856.65677,1499.3842294062501,2021-01-24 17:17:04-06:00,11.0,12.0,parallel-merged,38.8,20079.0,11.0,11.0,4202.313180000006,4201.460040000052,1844.1874994063157,TMobile,SA only,uplink
2021-01-24 17:17:05,44.973697200000004,-93.22249109999998,0.012258015,6,CONNECTED,-72,-72,3,-72.0,-72.0,3.0,62692834,4007063836,-1065.3,3783000,['CONNECTED'],0.570336,43.562496,4030.0299,3858.2574200000004,1500.9848794062505,2021-01-24 17:17:05-06:00,12.0,13.0,parallel-merged,44.0,20079.0,12.0,12.0,4259.892779999996,4258.4598140000435,1901.1872734062947,TMobile,SA only,uplink
2021-01-24 17:17:06,44.97369741000001,-93.22249103,0.01425958275,11,CONNECTED,-72,-72,3,-72.0,-72.0,3.0,62760226,4011631752,-957.5,3783000,['CONNECTED'],0.539136,36.543328,3622.2225,3831.006190000001,1473.733649406251,2021-01-24 17:17:06-06:00,13.0,14.0,parallel-merged,24.1,20079.0,13.0,13.0,4228.334100000015,4228.654862000023,1871.3823214062847,TMobile,SA only,uplink
2021-01-24 17:17:07,44.97369756999999,-93.22249093000002,0.015332131950000001,20,CONNECTED,-72,-72,3,-72.0,-72.0,3.0,62831446,4017107304,-1047.0,3783000,['CONNECTED'],0.56976,43.804416,3960.801,3826.1018400000007,1468.8292994062508,2021-01-24 17:17:07-06:00,14.0,15.0,parallel-merged,53.5,20079.0,14.0,14.0,4143.559231846363,4143.84528305662,1786.572742462874,TMobile,SA only,uplink
2021-01-24 17:17:08,44.9736976,-93.2224909,0.015424161,23,CONNECTED,-72,-72,3,-72.0,-72.0,3.0,62902010,4022312888,-1005.8,3783000,['CONNECTED'],0.564512,41.644672,3804.9414,3810.0943500000008,1452.8218094062508,2021-01-24 17:17:08-06:00,15.0,16.0,parallel-merged,33.6,20079.0,15.0,15.0,4233.791039999988,4234.696843999983,1877.4243034062554,TMobile,SA only,uplink
2021-01-24 17:17:09,44.97369788000001,-93.22249083,0.0184760938,16,CONNECTED,-72,-72,3,-72.0,-72.0,3.0,62973802,4027641884,-1024.1,3783000,['CONNECTED'],0.574336,42.631968,3874.1702999999993,3833.3012500000004,1476.0287094062505,2021-01-24 17:17:09-06:00,16.0,17.0,parallel-merged,45.1,20079.0,16.0,16.0,4273.788759999991,4273.428069999992,1916.1555294062264,TMobile,SA only,uplink
2021-01-24 17:17:10,44.97369800000001,-93.22249080000002,0.019784065,12,CONNECTED,-72,-72,3,-72.0,-72.0,3.0,63047278,4033230796,-993.4,3783000,['CONNECTED'],0.587808,44.711296,3758.0322,3810.7793200000006,1453.5067794062506,2021-01-24 17:17:10-06:00,17.0,18.0,parallel-merged,39.8,20079.0,17.0,17.0,4212.547339999989,4211.964943999987,1854.6924034062286,TMobile,SA only,uplink
2021-01-24 17:17:11,44.97369821000001,-93.22249073,0.017544978499999996,13,CONNECTED,-72,-72,3,-72.0,-72.0,3.0,63119038,4038410448,-978.8,3783000,['CONNECTED'],0.57408,41.437216,3702.8004,3804.1985600000007,1446.9260194062508,2021-01-24 17:17:11-06:00,18.0,19.0,parallel-merged,34.6,20079.0,18.0,18.0,4183.0097600000045,4182.50709999997,1825.2345594062097,TMobile,SA only,uplink
2021-01-24 17:17:12,44.97369837,-93.2224907,0.014297066499999997,12,CONNECTED,-72,-72,3,-72.0,-72.0,3.0,63187886,4043473784,-1001.6,3783000,['CONNECTED'],0.550784,40.506688,3789.0528,3795.6818200000002,1438.4092794062503,2021-01-24 17:17:12-06:00,19.0,20.0,parallel-merged,38.8,20079.0,19.0,19.0,4231.833560000019,4232.811901999969,1875.5393614062157,TMobile,SA only,uplink
2021-01-24 17:17:13,44.9736984,-93.2224907,0.013316365,11,CONNECTED,-72,-72,3,-72.0,-72.0,3.0,63247738,4047474480,-1081.6,3783000,['CONNECTED'],0.478816,32.005568,4091.6927999999994,3847.1372600000004,1489.8647194062505,2021-01-24 17:17:13-06:00,20.0,21.0,parallel-merged,26.2,20079.0,20.0,20.0,4223.28918000001,4223.871209999994,1866.5986694062167,TMobile,SA only,uplink
2021-01-24 17:17:14,44.97369847000001,-93.22249077,0.0095091175,238,CONNECTED,-72,-72,3,-72.0,-72.0,3.0,63307486,4051819816,-1086.7,3783000,['CONNECTED'],0.477984,34.762688,4110.9861,3874.4729400000006,1517.2003994062507,2021-01-24 17:17:14-06:00,21.0,22.0,parallel-merged,37.7,20079.0,21.0,21.0,4162.431600000014,4161.8778739999525,1804.605333406217,TMobile,SA only,uplink
2021-01-24 17:17:15,44.97369857000002,-93.22249080000002,0.008996613300000001,341,CONNECTED,-72,-72,3,-72.0,-72.0,3.0,63366402,4055793228,-1097.4,3783000,['CONNECTED'],0.471328,31.787296,4151.4642,3886.6163700000006,1529.3438294062507,2021-01-24 17:17:15-06:00,22.0,23.0,parallel-merged,29.4,20079.0,22.0,22.0,4222.455071014205,4221.005193038577,1863.7326524448354,TMobile,SA only,uplink
2021-01-24 17:17:16,44.97369860000002,-93.22249080000002,0.009476259,343,CONNECTED,-72,-72,3,-72.0,-72.0,3.0,63420066,4059261168,-976.5,3783000,['CONNECTED'],0.429312,27.74352,3694.0995,3893.8040699999997,1536.5315294062498,2021-01-24 17:17:16-06:00,23.0,24.0,parallel-merged,18.9,20079.0,23.0,23.0,4253.605759999995,4254.871959999989,1897.5994194062393,TMobile,SA only,uplink
2021-01-24 17:17:17,44.97369853000002,-93.22249073,0.005229027199999997,185,CONNECTED,-72,-72,3,-72.0,-72.0,3.0,63472430,4062818140,-1044.5,3783000,['CONNECTED'],0.418912,28.455776,3951.3435,3892.8583200000003,1535.5857794062504,2021-01-24 17:17:17-06:00,24.0,25.0,parallel-merged,37.7,20079.0,24.0,24.0,4247.598079999975,4248.594587999969,1891.3220474062182,TMobile,SA only,uplink
2021-01-24 17:17:18,44.97369850000001,-93.2224907,0.003408785,117,CONNECTED,-72,-72,3,-72.0,-72.0,3.0,63539562,4067466472,-1004.9,3783000,['CONNECTED'],0.537056,37.186656,3801.5367,3892.5178499999993,1535.2453094062494,2021-01-24 17:17:18-06:00,25.0,26.0,parallel-merged,44.0,20079.0,25.0,25.0,4266.927360000007,4266.809341999972,1909.5368014061905,TMobile,SA only,uplink
2021-01-24 17:17:19,44.97369866,-93.22249062,0.007940478599999998,44,CONNECTED,-72,-72,3,-72.0,-72.0,3.0,63608046,4072568664,-1028.2,3783000,['CONNECTED'],0.547872,40.817536,3889.6806,3894.06888,1536.79633940625,2021-01-24 17:17:19-06:00,26.0,27.0,parallel-merged,30.4,20079.0,26.0,26.0,4126.042360000002,4125.267241999943,1767.9947014061884,TMobile,SA only,uplink
2021-01-24 17:17:20,44.97369877000001,-93.22249066999998,0.0100863643,253,CONNECTED,-72,-72,3,-72.0,-72.0,3.0,63665746,4076247696,-1086.6,3783000,['CONNECTED'],0.4616,29.432256,4110.6078,3929.3264399999994,1572.0538994062495,2021-01-24 17:17:20-06:00,27.0,28.0,parallel-merged,22.0,20079.0,27.0,27.0,4212.462580000001,4211.388423999947,1854.1158834061862,TMobile,SA only,uplink
