pageRef,startedDateTime,requestMethod,requestUrl,requestHttpVersion,requestHeaderSize,responseStatus,responseContentSize,time,blocked,dns,connect,send,wait,receive,ssl
page_1,2020-12-26T08:42:39.159Z,GET,http://6pm.com/,http/1.1,-1,307,0,12.274000007892027,9.104000001575798,-1,-1,0,0,3.1700000108685344,-1
page_1,2020-12-26T08:42:39.172Z,GET,https://6pm.com/,h2,-1,301,0,text/html,134,374.8900000064168,44.67700000596233,0.027999999999998693,220.40099999999998,0.9480000000000359,105.24899999999997,3.58700001379475,123.238
page_1,2020-12-26T08:42:39.547Z,GET,https://www.6pm.com/,h2,-1,200,179069,nosniff,36285,"max-age=0, no-cache, no-store",744.7180000017397,3.195999984588474,60.153999999999996,108.244,0.4800000000000182,551.385,21.259000030113384,68.705
page_1,2020-12-26T08:42:40.340Z,GET,https://www.6pm.com/marty-assets/marty-6pm.app.e48809230770885d3829.css,h2,-1,200,336635,text/css,35405,max-age=30790352,46.510000014677644,11.174000004166738,-1,-1,0.5499999999999998,0.16500000000000004,34.62099999887869,-1
page_1,2020-12-26T08:42:40.341Z,GET,https://www.6pm.com/marty-assets/marty-6pm.Landing.e611a4a6d764e0a95c7d.css,h2,-1,200,826,text/css,274,max-age=30791017,19.93799998308532,14.408000007815659,-1,-1,3.944000000000001,0.2649999999999988,1.3209999888204038,-1
page_1,2020-12-26T08:42:40.368Z,GET,https://www.6pm.com/marty-assets/marty-6pm.Landing.e611a4a6d764e0a95c7d.js,h2,-1,200,6068,application/javascript,2231,max-age=30791375,19.991000008303672,18.030000012772156,-1,-1,0.8789999999999996,0.10600000000000076,0.9759999811649323,-1
page_1,2020-12-26T08:42:40.378Z,GET,https://www.google-analytics.com/analytics.js,h2,-1,200,47051,text/javascript,18817,"public, max-age=7200",250.0419999996666,132.2420000059586,-1,-1,5.791,57.854,54.154999990714714,-1
page_1,2020-12-26T08:42:40.379Z,GET,https://images-na.ssl-images-amazon.com/images/G/01/6pm/logos/6pm-Logo-2x._V285053989_.png,h2,-1,200,4702,image/png,4702,"max-age=630720000,public",192.69699999131262,135.37999997751788,-1,-1,2.264000000000001,53.151,1.9020000181626529,-1
page_1,2020-12-26T08:42:40.380Z,GET,https://m.media-amazon.com/images/G/01/6pm/landing/2020/homepage/sunday-steals-m.jpg,h2,-1,200,27369,image/jpeg,27369,"max-age=86400,public",198.5290000156965,136.92800001038052,-1,-1,0.5120000000000005,55.949,5.139999993843958,-1
page_1,2020-12-26T08:42:40.380Z,GET,https://m.media-amazon.com/images/G/01/6pm/promos/201226/header-m.png,h2,-1,200,625919,image/png,625919,"max-age=86400,public",487.66600000089966,136.77399999823422,-1,-1,0.33499999999999996,61.528999999999996,289.02799999923445,-1
page_1,2020-12-26T08:42:40.397Z,GET,https://www.6pm.com/karakoram/js/main.bd1547e.js,h2,-1,200,61603,text/javascript,15169,max-age=1261743,6.858999986434355,3.5069999870378523,-1,-1,0.2590000000000001,0.18500000000000005,2.9079999949317425,-1
page_1,2020-12-26T08:42:40.405Z,GET,https://www.6pm.com/marty-assets/marty-6pm.vendor.e611a4a6d764e0a95c7d.js,h2,-1,200,1029536,application/javascript,229134,max-age=30790869,62.781000015093014,6.471000007269904,-1,-1,0.2500000000000001,0.10499999999999998,55.955000018002465,-1
page_1,2020-12-26T08:42:40.405Z,GET,https://www.6pm.com/marty-assets/marty-6pm.app.e611a4a6d764e0a95c7d.js,h2,-1,200,1003544,application/javascript,212104,max-age=30791527,236.86100001214072,20.26900001605414,-1,-1,1.3499999999999999,0.2510000000000001,214.99099998618476,-1
page_1,2020-12-26T08:42:40.466Z,GET,https://s.go-mpulse.net/boomerang/Q9XJS-7ECPU-YHG3G-HBMFB-9Q3DD,h2,-1,200,191256,application/javascript; charset=utf-8,47928,max-age=604800,325.7349999912549,13.085999986249954,29.609,165.19799999999998,0.5080000000000098,57.82500000000002,59.50900001334958,101.028
page_1,2020-12-26T08:42:40.496Z,GET,https://ds-aksb-a.akamaihd.net/aksb.min.js,http/1.1,-1,200,13363,application/x-javascript,4826,max-age=43200,323.77799999085255,19.608999997911976,35.867000000000004,182.23600000000002,0.11099999999999,83.17600000000002,2.7790000021923333,104.88000000000001
page_1,2020-12-26T08:42:40.519Z,GET,https://www.6pm.com/marty-assets/icons-sprite-2x.49a51592299045dbe43beea868f3a168.png,h2,-1,200,18591,application/octet-stream,18591,max-age=5885247,57.39999999059364,1.5499999931752682,-1,-1,0.366,54.690999999999995,0.7929999846965075,-1
page_1,2020-12-26T08:42:40.551Z,GET,https://m.media-amazon.com/images/G/01/zappos/melody/6pm/Verlag-Light._CB1525671407_.woff2,h2,-1,200,19440,application/font-woff2,19440,"max-age=3600,public",66.45700000808574,1.7230000092890114,-1,-1,0.6519999999999999,45.937,18.14500000909902,-1
page_1,2020-12-26T08:42:40.555Z,GET,https://m.media-amazon.com/images/G/01/zappos/melody/melody-sprite.2020.09.01._TTH_.svg,h2,-1,200,96410,image/svg+xml,27847,"max-age=3600,public",319.26999997813255,1.4110000007897616,-1,-1,0.661,150.885,166.31299996515736,-1
page_1,2020-12-26T08:42:40.559Z,GET,https://m.media-amazon.com/images/G/01/zappos/melody/6pm/Verlag-Book._CB1525671407_.woff2,h2,-1,200,18600,application/font-woff2,18600,"max-age=3600,public",142.9599999974016,5.096999996829778,-1,-1,2.6339999999999995,133.292,1.9369999936316162,-1
page_1,2020-12-26T08:42:40.560Z,GET,https://m.media-amazon.com/images/G/01/zappos/melody/6pm/Knockout-30JuniorWelterwt._CB1525671406_.woff2,h2,-1,200,15036,application/font-woff2,15036,"max-age=3600,public",139.79099999414757,6.569000006295741,-1,-1,1.0329999999999995,131.34799999999998,0.8410000009462237,-1
page_1,2020-12-26T08:42:40.561Z,GET,https://m.media-amazon.com/images/G/01/zappos/melody/6pm/Verlag-Black._CB1525671406_.woff2,h2,-1,200,18524,application/font-woff2,18524,"max-age=3600,public",64.60000001243316,5.883999992733822,-1,-1,0.6720000000000002,56.455999999999996,1.588000013725832,-1
page_1,2020-12-26T08:42:40.562Z,GET,https://m.media-amazon.com/images/G/01/zappos/melody/6pm/Verlag-Bold._CB1525671406_.woff2,h2,-1,200,19596,application/font-woff2,19596,"max-age=3600,public",87.42399999755435,5.832999988576397,-1,-1,0.528,65.212,15.851000003749505,-1
page_1,2020-12-26T08:42:40.562Z,GET,https://m.media-amazon.com/images/G/01/zappos/melody/6pm/VerlagCondensed-Bold._CB1525671408_.woff2,h2,-1,200,20500,application/font-woff2,20500,"max-age=3600,public",136.3779999956023,5.476000017898157,-1,-1,0.42200000000000015,63.894000000000005,66.58599997172132,-1
page_1,2020-12-26T08:42:40.748Z,POST,https://www.google-analytics.com/j/collect?v=1&_v=j87&a=1101152776&t=pageview&_s=1&dl=https%3A%2F%2Fwww.6pm.com%2F&ul=en-us&de=UTF-8&dt=Discount%20Shoes%2C%20Clothing%20%26%20Accessories%20%7C%206pm&sd=24-bit&sr=393x851&vp=393x727&je=0&_u=IEBAAEABAAAAAC~&jid=1590762186&gjid=1626381310&cid=1060497851.1608972161&tid=UA-8814898-13&_gid=2062350845.1608972161&_r=1&_slc=1&z=1403843823,h2,-1,200,4,text/plain,4,"no-cache, no-store, must-revalidate",81.63199998671189,4.443999982777983,-1,-1,0.9540000000000002,74.84299999999999,1.3909999979659915,-1
page_1,2020-12-26T08:42:41.123Z,GET,https://www.6pm.com/track.cgi?ChRodHRwczovL3d3dy42cG0uY29tLxISbWFydHlfbGl2ZV82cG1fc3NsGgt3d3cuNnBtLmNvbSIPL2MvaG9tZXBhZ2UtbmV3KIDvm/8FMBI4gO+b/wVAjANIge+b/wVQbViJA2DTBmgYggEkNjczMjczYWItMjM0MS1lNTEyLTA5ODUtZTA0NGNmYzNiMzJhiAGJA5AB1wWaBiQ2NzMyNzNhYi0yMzQxLWU1MTItMDk4NS1lMDQ0Y2ZjM2IzMmE=,h2,-1,200,35,image/gif,35,"max-age=0, no-cache, no-store",141.80700000724755,1.737999980341643,-1,-1,0.41000000000000003,138.829,0.8300000336021185,-1
page_1,2020-12-26T08:42:41.154Z,POST,https://stats.g.doubleclick.net/j/collect?t=dc&aip=1&_r=3&v=1&_v=j87&tid=UA-8814898-13&cid=1060497851.1608972161&jid=1590762186&gjid=1626381310&_gid=2062350845.1608972161&_u=IEBAAEAAAAAAAC~&z=1319267040,h2,-1,200,2,text/plain,2,"no-cache, no-store, must-revalidate",323.58799999929033,1.868999986819923,41.856,187.40699999999998,0.5589999999999975,91.27699999999999,0.6200000061653554,119.367
page_1,2020-12-26T08:42:41.314Z,GET,https://amazon.6pm.com/mobileapi/v1/getCartItemsCount,http/1.1,-1,200,20,application/json;charset=UTF-8,20,no-cache,416.28099998342805,104.22300000097044,0.027000000000000024,185.451,0.29100000000002524,124.63499999999999,1.6539999924134463,109.36900000000001
page_1,2020-12-26T08:42:41.340Z,POST,https://amethyst.zappos.com/api/v1/events?X-Amethyst-Location=https%3A%2F%2Fwww.6pm.com%2F,h2,-1,200,2,application/json;charset=UTF-8,327.54499997827224,17.805000000558792,52.909,193.42499999999998,1.4930000000000234,61.31300000000002,0.5999999702908099,95.973
page_1,2020-12-26T08:42:41.343Z,POST,https://amethyst.zappos.com/api/v1/events?X-Amethyst-Location=https%3A%2F%2Fwww.6pm.com%2F,h2,-1,200,2,application/json;charset=UTF-8,326.6569999977946,261.54200000253695,-1,-1,1.3700000000000045,63.268,0.4769999941345304,-1
page_1,2020-12-26T08:42:41.345Z,POST,https://amethyst.zappos.com/api/v1/events?X-Amethyst-Location=https%3A%2F%2Fwww.6pm.com%2F,h2,-1,200,2,application/json;charset=UTF-8,332.36699999542907,259.0609999959972,-1,-1,1.2690000000000055,71.25599999999997,0.7810000097379088,-1
page_1,2020-12-26T08:42:41.355Z,POST,https://amethyst.zappos.com/api/v1/events?X-Amethyst-Location=https%3A%2F%2Fwww.6pm.com%2F,h2,-1,200,2,application/json;charset=UTF-8,321.68200000887737,249.68499999774247,-1,-1,1.1539999999999964,70.01800000000003,0.8250000246334821,-1
page_1,2020-12-26T08:42:41.358Z,POST,https://amethyst.zappos.com/api/v1/events?X-Amethyst-Location=https%3A%2F%2Fwww.6pm.com%2F,h2,-1,200,2,application/json;charset=UTF-8,353.43300001113676,247.18600000217185,-1,-1,1.049999999999983,71.60900000000001,33.58800002024509,-1
page_1,2020-12-26T08:42:41.361Z,POST,https://amethyst.zappos.com/api/v1/events?X-Amethyst-Location=https%3A%2F%2Fwww.6pm.com%2F,h2,-1,200,2,application/json;charset=UTF-8,356.5470000030473,244.26899999772758,-1,-1,0.9470000000000027,110.74399999999997,0.5870000168215483,-1
page_1,2020-12-26T08:42:41.363Z,POST,https://amethyst.zappos.com/api/v1/events?X-Amethyst-Location=https%3A%2F%2Fwww.6pm.com%2F,h2,-1,200,2,application/json;charset=UTF-8,377.7070000069216,309.8069999779631,-1,-1,1.2140000000000004,65.377,1.3090000429656357,-1
page_1,2020-12-26T08:42:41.367Z,POST,https://amethyst.zappos.com/api/v1/events?X-Amethyst-Location=https%3A%2F%2Fwww.6pm.com%2F,h2,-1,200,2,application/json;charset=UTF-8,381.4929999934975,306.40499999551105,-1,-1,1.1070000000000002,71.631,2.3499999952036887,-1
page_1,2020-12-26T08:42:41.386Z,POST,https://amethyst.zappos.com/api/v1/events?X-Amethyst-Location=https%3A%2F%2Fwww.6pm.com%2F,h2,-1,200,2,application/json;charset=UTF-8,358.5649999731686,287.28999997848456,-1,-1,1.0230000000000006,69.208,1.0440000041853637,-1
page_1,2020-12-26T08:42:41.389Z,POST,https://amethyst.zappos.com/api/v1/events?X-Amethyst-Location=https%3A%2F%2Fwww.6pm.com%2F,h2,-1,200,2,application/json;charset=UTF-8,353.5589999810327,284.14300000519864,-1,-1,0.9250000000000003,67.321,1.1699999740812927,-1
page_1,2020-12-26T08:42:41.393Z,POST,https://amethyst.zappos.com/api/v1/events?X-Amethyst-Location=https%3A%2F%2Fwww.6pm.com%2F,h2,-1,200,2,application/json;charset=UTF-8,354.3319999880623,280.90299997910114,-1,-1,0.827,70.874,1.728000002913177,-1
page_1,2020-12-26T08:42:41.625Z,GET,https://track.zappos.com/xd.cgi?uuid=673273ab-2341-e512-0985-e044cfc3b32a,h2,-1,200,35,image/gif,35,"private, no-cache, no-cache=Set-Cookie, proxy-revalidate",287.12399999494664,2.313000008976087,75.40299999999999,143.572,0.21999999999999886,63.91900000000001,1.6969999996945262,93.38300000000001
page_1,2020-12-26T08:42:41.630Z,GET,https://www.google.com/ads/ga-audiences?t=sr&aip=1&_r=4&slf_rd=1&v=1&_v=j87&tid=UA-8814898-13&cid=1060497851.1608972161&jid=1590762186&_u=IEBAAEAAAAAAAC~&z=786340353,h3-Q050,-1,200,42,image/gif,42,"no-cache, no-store, must-revalidate",165.6770000117831,3.516999996006489,1.9999999999999998,77.166,0.2849999999999966,80.92099999999999,1.7880000232253224,146.597
page_1,2020-12-26T08:42:41.642Z,GET,https://www.6pm.com/event.cgi?CiQ2NzMyNzNhYi0yMzQxLWU1MTItMDk4NS1lMDQ0Y2ZjM2IzMmEQARoeChJQYWdlIFZpZXcqSG9tZVBhZ2USAS0g6KTb8eku,h2,-1,200,35,image/gif,35,"max-age=0, no-cache, no-store",135.52300000446849,3.404000028172508,-1,-1,3.9050000000000002,126.87200000000001,1.3419999741017818,-1
page_1,2020-12-26T08:42:41.645Z,GET,https://c.go-mpulse.net/api/config.json?key=Q9XJS-7ECPU-YHG3G-HBMFB-9Q3DD&d=www.6pm.com&t=5363241&v=1.571.0&if=&sl=0&si=63vy2759bn-NaN&plugins=ConfigOverride,http/1.1,-1,200,3387,application/json,1001,"private, max-age=300, stale-while-revalidate=60, stale-if-error=120",310.66799999098293,4.452999989107251,40.795,142.743,0.37700000000000955,114.144,8.155999996233732,102.62899999999999
page_1,2020-12-26T08:42:41.656Z,GET,https://www.google-analytics.com/collect?v=1&_v=j87&a=1101152776&t=pageview&_s=2&dl=https%3A%2F%2Fwww.6pm.com%2F&dp=%2F&ul=en-us&de=UTF-8&dt=HomePage&sd=24-bit&sr=393x851&vp=393x727&je=0&_u=aEBAAEABAAAAAC~&jid=&gjid=&cid=1060497851.1608972161&tid=UA-8814898-13&_gid=2062350845.1608972161&z=429780948,h3-Q050,-1,200,35,image/gif,35,"no-cache, no-store, must-revalidate",49.52100000809878,1.7639999859966338,0,1.315,0.9460000000000002,43.998,1.4980000269133598,0
