start,end,seconds,bytes,bits_per_second,retransmits,omitted,interval,type,rtt,snd_cwnd,timestamp,throughput,protocol,direction,throughput_rolled3
0.0,0.500105,0.500105,184514528,2951612000.0,1,False,0,summary,76.269875,2.578796,2020-12-19 03:00:52.500105,2951.612,TCP,downlink,2951.612
0.500105,1.000629,0.500524,134703456,2153000000.0,0,False,1,summary,96.4585,3.276428,2020-12-19 03:00:53.000629,2153.0,TCP,downlink,2552.306
1.000629,1.500108,0.499479,103360448,1655492000.0,2,False,2,summary,165.001125,3.61372,2020-12-19 03:00:53.500108,1655.492,TCP,downlink,2253.368
1.500108,2.00009,0.499982,148491904,2375955000.0,0,False,3,summary,112.976625,4.060404,2020-12-19 03:00:54.000090,2375.955,TCP,downlink,2061.482333333334
2.00009,2.500108,0.500018,126555232,2024811000.0,0,False,4,summary,140.69925,4.39718,2020-12-19 03:00:54.500108,2024.811,TCP,downlink,2018.7526666666672
2.500108,3.000106,0.499998,129943136,2079098000.0,0,False,5,summary,130.546375,4.449296,2020-12-19 03:00:55.000106,2079.098,TCP,downlink,2159.954666666667
3.000106,3.500087,0.499981,131588320,2105493000.0,0,False,6,summary,140.905625,4.506916,2020-12-19 03:00:55.500087,2105.493,TCP,downlink,2069.8006666666674
3.500087,4.000101,0.500014,119467936,1911433000.0,0,False,7,summary,140.50825,4.570728,2020-12-19 03:00:56.000101,1911.433,TCP,downlink,2032.0080000000007
4.000101,4.500089,0.499988,133361760,2133840000.0,0,False,8,summary,144.39325,4.635056,2020-12-19 03:00:56.500089,2133.84,TCP,downlink,2050.255333333334
4.500089,5.000128,0.500039,104641824,1674138000.0,1,False,9,summary,190.977625,4.377916,2020-12-19 03:00:57.000128,1674.138,TCP,downlink,1906.4703333333339
5.000128,5.500079,0.499951,128211584,2051586000.0,1725,False,10,summary,105.328875,3.396312,2020-12-19 03:00:57.500079,2051.586,TCP,downlink,1953.1880000000003
5.500079,6.000103,0.500024,127801760,2044731000.0,0,False,11,summary,102.026875,3.58878,2020-12-19 03:00:58.000103,2044.731,TCP,downlink,1923.4850000000004
6.000103,6.500097,0.499994,88398240,1414389000.0,2,False,12,summary,100.100125,3.579664,2020-12-19 03:00:58.500097,1414.389,TCP,downlink,1836.9020000000003
6.500097,7.000105,0.500008,128150208,2050370000.0,0,False,13,summary,122.669375,3.718984,2020-12-19 03:00:59.000105,2050.37,TCP,downlink,1836.4966666666671
7.000105,7.500092,0.499987,101376736,1622070000.0,2,False,14,summary,173.311125,3.496932,2020-12-19 03:00:59.500092,1622.07,TCP,downlink,1695.6096666666672
7.500092,8.000104,0.500012,129578432,2073205000.0,0,False,15,summary,113.15175,3.510176,2020-12-19 03:01:00.000104,2073.205,TCP,downlink,1915.2150000000004
8.000104,8.500107,0.500003,122265056,1956229000.0,0,False,16,summary,114.4705,3.69026,2020-12-19 03:01:00.500107,1956.229,TCP,downlink,1883.8346666666673
8.500107,9.000128,0.500021,130579072,2089177000.0,0,False,17,summary,124.883375,3.885136,2020-12-19 03:01:01.000128,2089.177,TCP,downlink,2039.537000000001
9.000128,9.500059,0.499931,144123328,2306291000.0,0,False,18,summary,127.54975,4.103576,2020-12-19 03:01:01.500059,2306.291,TCP,downlink,2117.232333333334
9.500059,10.000078,0.500019,124109024,1985670000.0,0,False,19,summary,136.404625,4.225008,2020-12-19 03:01:02.000078,1985.67,TCP,downlink,2127.0460000000007
10.000078,10.500108,0.50003,130700576,2091084000.0,0,False,20,summary,134.830125,4.256656,2020-12-19 03:01:02.500108,2091.084,TCP,downlink,2127.6816666666673
10.500108,11.00013,0.500022,128579936,2057189000.0,0,False,21,summary,139.741125,4.2871,2020-12-19 03:01:03.000130,2057.189,TCP,downlink,2044.6476666666674
11.00013,11.500093,0.499963,127820160,2045274000.0,0,False,22,summary,136.593,4.313932,2020-12-19 03:01:03.500093,2045.274,TCP,downlink,2064.5156666666676
11.500093,12.000107,0.500014,120443552,1927043000.0,0,False,23,summary,140.0965,4.336808,2020-12-19 03:01:04.000107,1927.043,TCP,downlink,2009.8353333333341
12.000107,12.500105,0.499998,128755296,2060093000.0,1,False,24,summary,130.8875,4.154832,2020-12-19 03:01:04.500105,2060.093,TCP,downlink,2010.803333333334
12.500105,13.000106,0.500001,126714208,2027423000.0,0,False,25,summary,142.38,4.181836,2020-12-19 03:01:05.000106,2027.423,TCP,downlink,2004.8530000000003
13.000106,13.500137,0.500031,90170048,1442631000.0,2,False,26,summary,177.040375,3.787784,2020-12-19 03:01:05.500137,1442.631,TCP,downlink,1843.382333333334
13.500137,14.000178,0.500041,124458848,1991178000.0,0,False,27,summary,126.17875,3.749428,2020-12-19 03:01:06.000178,1991.178,TCP,downlink,1820.4106666666673
14.000178,14.500105,0.499927,142669664,2283048000.0,0,False,28,summary,120.4375,3.807048,2020-12-19 03:01:06.500105,2283.048,TCP,downlink,1905.6190000000006
14.500105,15.000104,0.499999,121882592,1950126000.0,0,False,29,summary,126.76375,3.861916,2020-12-19 03:01:07.000104,1950.126,TCP,downlink,2074.7840000000006
15.000104,15.500085,0.499981,125871712,2014023000.0,0,False,30,summary,122.787875,3.91042,2020-12-19 03:01:07.500085,2014.023,TCP,downlink,2082.399000000001
