start,end,seconds,bytes,bits_per_second,jitter_ms,lost_packets,packets,lost_percent,omitted,sender,interval,type,rtt,snd_cwnd,timestamp,throughput,protocol,direction,throughput_rolled3
0.0,1.000447,1.0004470348358154,70641088,564876184.6675311,0.0009389283865902119,159135,210473,75.60827279508536,False,False,0,summary,,,2021-05-18 21:24:29.000447,564.8761846675311,UDP,downlink,564.8761846675311
1.000447,2.000448,1.0000009536743164,73844416,590754764.6123537,0.0010263126079844028,162514,216180,75.17531686557498,False,False,1,summary,,,2021-05-18 21:24:30.000448,590.7547646123537,UDP,downlink,577.8154746399424
2.000448,3.000381,0.9999330043792725,70734656,565915161.8375465,0.012180484451224358,166672,218078,76.4277001806693,False,False,2,summary,,,2021-05-18 21:24:31.000381,565.9151618375465,UDP,downlink,573.8487037058104
3.000381,4.000018,0.9996370077133179,65432928,523653506.1836387,0.03974392081463618,164679,212232,77.59385954992649,False,False,3,summary,,,2021-05-18 21:24:32.000018,523.6535061836387,UDP,downlink,560.1078108778464
4.000018,5.000446,1.0004279613494873,67970272,543529566.3532972,0.02059567854131403,171765,221162,77.66478870692072,False,False,4,summary,,,2021-05-18 21:24:33.000446,543.5295663532972,UDP,downlink,544.3660781248276
5.000446,6.000015,0.9995689988136292,67946880,543809422.5062598,0.0017769939343246256,167600,216980,77.24214213291548,False,False,5,summary,,,2021-05-18 21:24:34.000015,543.8094225062598,UDP,downlink,536.9974983477321
6.000015,7.000237,1.0002219676971436,67816160,542408882.749386,0.026418411081875162,167890,217175,77.30631978818924,False,False,6,summary,,,2021-05-18 21:24:35.000237,542.408882749386,UDP,downlink,543.2492905363144
7.000237,8.00044,1.000203013420105,65565024,524413728.9753307,0.0019094162752400217,169732,217381,78.08042101195596,False,False,7,summary,,,2021-05-18 21:24:36.000440,524.4137289753307,UDP,downlink,536.877344743659
8.00044,9.000019,0.9995790123939514,67711584,541920813.9461311,0.00527481950447266,169309,218518,77.4805736827172,False,False,8,summary,,,2021-05-18 21:24:37.000019,541.9208139461311,UDP,downlink,536.2478085569494
9.000019,10.001093,1.001073956489563,62462144,499161074.72446245,0.013612788408321225,168117,213511,78.73926870278346,False,False,9,summary,,,2021-05-18 21:24:38.001093,499.1610747244624,UDP,downlink,521.8318725486415
10.001093,11.000438,0.9993450045585632,69109600,553239169.133807,0.0007546504751765181,169477,219702,77.13948894411521,False,False,10,summary,,,2021-05-18 21:24:39.000438,553.239169133807,UDP,downlink,531.440352601467
11.000438,12.000017,0.9995790123939514,67302912,538650060.9996781,0.0005084244767119476,165118,214030,77.14712890716255,False,False,11,summary,,,2021-05-18 21:24:40.000017,538.6500609996781,UDP,downlink,530.350101619316
12.000017,13.000444,1.000427007675171,65541632,524109257.3244943,0.02021293907824082,172334,219966,78.34574434230744,False,False,12,summary,,,2021-05-18 21:24:41.000444,524.1092573244943,UDP,downlink,538.6661624859933
13.000444,14.000506,1.0000619888305664,66769024,534119082.5826875,0.0011236170588830798,168369,216893,77.62767816388727,False,False,13,summary,,,2021-05-18 21:24:42.000506,534.1190825826875,UDP,downlink,532.2928003022868
14.000506,15.000498,0.9999920129776001,64603200,516829727.93061393,0.0019300526834939331,164381,211331,77.78366638117456,False,False,14,summary,,,2021-05-18 21:24:43.000498,516.8297279306139,UDP,downlink,525.019355945932
