start,end,seconds,bytes,bits_per_second,retransmits,omitted,interval,type,rtt,snd_cwnd,timestamp,throughput,protocol,direction,throughput_rolled3
0.0,0.500112,0.500112,153686784,2458438000.0,0,False,0,summary,43.0145,1.05006,2020-12-19 02:45:10.500112,2458.438,TCP,downlink,2458.438
0.500112,1.000134,0.500022,120498144,1927886000.0,1,False,1,summary,57.359125,1.56262,2020-12-19 02:45:11.000134,1927.886,TCP,downlink,2193.1620000000003
1.000134,1.500103,0.499969,102832512,1645422000.0,0,False,2,summary,60.237625,2.116288,2020-12-19 02:45:11.500103,1645.422,TCP,downlink,2010.5820000000003
1.500103,2.000065,0.499962,121842432,1949627000.0,1,False,3,summary,82.209875,2.614916,2020-12-19 02:45:12.000065,1949.627,TCP,downlink,1840.9783333333337
2.000065,2.500033,0.499968,123824352,1981317000.0,1,False,4,summary,90.186625,3.063836,2020-12-19 02:45:12.500033,1981.317,TCP,downlink,1858.7886666666673
2.500033,3.00008,0.500047,132175840,2114614000.0,0,False,5,summary,106.3565,3.477668,2020-12-19 02:45:13.000080,2114.614,TCP,downlink,2015.1860000000004
3.00008,3.500106,0.500026,129623552,2073869000.0,1,False,6,summary,113.934875,3.886684,2020-12-19 02:45:13.500106,2073.869,TCP,downlink,2056.6000000000004
3.500106,4.000107,0.500001,118772256,1900352000.0,1,False,7,summary,132.294625,3.860712,2020-12-19 02:45:14.000107,1900.352,TCP,downlink,2029.611666666667
4.000107,4.500132,0.500025,127527424,2040337000.0,0,False,8,summary,108.700125,3.987992,2020-12-19 02:45:14.500132,2040.337,TCP,downlink,2004.852666666667
4.500132,5.000293,0.500161,123978080,1983011000.0,0,False,9,summary,116.093625,4.122324,2020-12-19 02:45:15.000293,1983.011,TCP,downlink,1974.5666666666668
5.000293,5.500108,0.499815,117978592,1888356000.0,1,False,10,summary,135.386875,3.964256,2020-12-19 02:45:15.500108,1888.356,TCP,downlink,1970.5680000000002
5.500108,6.000105,0.499997,130020128,2080335000.0,2,False,11,summary,118.9635,3.913172,2020-12-19 02:45:16.000105,2080.335,TCP,downlink,1983.9006666666671
6.000105,6.500111,0.500006,129450880,2071188000.0,0,False,12,summary,134.712375,4.055932,2020-12-19 02:45:16.500111,2071.188,TCP,downlink,2013.2930000000003
6.500111,7.000131,0.50002,124469248,1991429000.0,2,False,13,summary,143.227625,4.189232,2020-12-19 02:45:17.000131,1991.429,TCP,downlink,2047.6506666666671
7.000131,7.500269,0.500138,77093216,1233151000.0,3,False,14,summary,167.7455,3.538384,2020-12-19 02:45:17.500269,1233.151,TCP,downlink,1765.2560000000003
7.500269,8.00011,0.499841,134809056,2157631000.0,2,False,15,summary,121.82225,3.466488,2020-12-19 02:45:18.000110,2157.631,TCP,downlink,1794.0703333333338
8.00011,8.500164,0.500054,131597216,2105328000.0,4,False,16,summary,110.0285,3.070544,2020-12-19 02:45:18.500164,2105.328,TCP,downlink,1832.0366666666669
8.500164,9.000111,0.499947,122810560,1965177000.0,0,False,17,summary,99.539875,3.148804,2020-12-19 02:45:19.000111,1965.177,TCP,downlink,2076.0453333333335
9.000111,9.500074,0.499963,127281216,2036651000.0,1,False,18,summary,101.746875,3.037176,2020-12-19 02:45:19.500074,2036.651,TCP,downlink,2035.7186666666669
9.500074,10.000087,0.500013,124212064,1987341000.0,2,False,19,summary,97.078,2.962872,2020-12-19 02:45:20.000087,1987.341,TCP,downlink,1996.3896666666672
10.000087,10.500108,0.500021,123152672,1970360000.0,2,False,20,summary,94.587375,2.593416,2020-12-19 02:45:20.500108,1970.36,TCP,downlink,1998.1173333333338
10.500108,11.000109,0.500001,126727776,2027641000.0,2,False,21,summary,81.349875,2.56108,2020-12-19 02:45:21.000109,2027.641,TCP,downlink,1995.1140000000007
11.000109,11.50008,0.499971,125506112,2008214000.0,1,False,22,summary,85.857625,2.541128,2020-12-19 02:45:21.500080,2008.214,TCP,downlink,2002.0716666666674
