start,end,seconds,bytes,bits_per_second,omitted,sender,interval,type,rtt,snd_cwnd,timestamp,throughput,protocol,direction,throughput_rolled3
0.0,1.001259,1.0012589693069458,5490240,43866693.179689564,False,False,0,summary,,,2021-01-23 18:14:30.001259,43.86669317968956,TCP,downlink,43.86669317968956
1.001259,2.001579,1.0003199577331543,20962336,167645048.67025292,False,False,1,summary,,,2021-01-23 18:14:31.001579,167.64504867025292,TCP,downlink,105.75587092497125
2.001579,3.001714,1.0001349449157715,55938528,447447843.1884888,False,False,2,summary,,,2021-01-23 18:14:32.001714,447.4478431884888,TCP,downlink,219.65319501281041
3.001714,4.005222,1.0035079717636108,134122496,1069229142.3597721,False,False,3,summary,,,2021-01-23 18:14:33.005222,1069.2291423597721,TCP,downlink,561.440678072838
4.005222,5.001633,0.9964110255241394,163129280,1309734844.9285939,False,False,4,summary,,,2021-01-23 18:14:34.001633,1309.734844928594,TCP,downlink,942.1372768256183
5.001633,6.001582,0.9999489784240723,165907072,1327324298.1774602,False,False,5,summary,,,2021-01-23 18:14:35.001582,1327.3242981774602,TCP,downlink,1235.4294284886087
6.001582,7.001581,0.9999989867210388,161854752,1294839328.0334492,False,False,6,summary,,,2021-01-23 18:14:36.001581,1294.8393280334492,TCP,downlink,1310.6328237131677
7.001581,8.00085,0.9992690086364746,167010624,1337062373.0471923,False,False,7,summary,,,2021-01-23 18:14:37.000850,1337.0623730471923,TCP,downlink,1319.7419997527004
8.00085,9.000162,0.9993119835853577,163966912,1312638412.774479,False,False,8,summary,,,2021-01-23 18:14:38.000162,1312.6384127744789,TCP,downlink,1314.8467046183732
9.000162,10.000887,1.0007250308990479,156876384,1254101809.4376059,False,False,9,summary,,,2021-01-23 18:14:39.000887,1254.1018094376059,TCP,downlink,1301.267531753092
10.000887,11.000737,0.9998499751091003,164427520,1315617535.3772106,False,False,10,summary,,,2021-01-23 18:14:40.000737,1315.6175353772105,TCP,downlink,1294.1192525297647
11.000737,12.000066,0.9993289709091187,166135840,1329979174.7165012,False,False,11,summary,,,2021-01-23 18:14:41.000066,1329.9791747165013,TCP,downlink,1299.899506510439
12.000066,13.003884,1.0038180351257324,155766976,1241396114.0316794,False,False,12,summary,,,2021-01-23 18:14:42.003884,1241.3961140316794,TCP,downlink,1295.6642747084636
13.003884,14.001859,0.9979749917984009,154802752,1240934919.3894143,False,False,13,summary,,,2021-01-23 18:14:43.001859,1240.9349193894143,TCP,downlink,1270.7700693791983
14.001859,15.001873,1.0000139474868774,151405760,1211229186.3968172,False,False,14,summary,,,2021-01-23 18:14:44.001873,1211.229186396817,TCP,downlink,1231.1867399393034
15.001873,16.002616,1.00074303150177,164045344,1311388349.1455307,False,False,15,summary,,,2021-01-23 18:14:45.002616,1311.3883491455308,TCP,downlink,1254.5174849772536
16.002616,17.000114,0.9974979758262634,163734016,1313157680.2599382,False,False,16,summary,,,2021-01-23 18:14:46.000114,1313.1576802599382,TCP,downlink,1278.5917386007616
17.000114,18.001994,1.0018800497055054,162789408,1299871441.0800028,False,False,17,summary,,,2021-01-23 18:14:47.001994,1299.8714410800028,TCP,downlink,1308.1391568284903
18.001994,19.002683,1.0006890296936035,165714080,1324799813.5903559,False,False,18,summary,,,2021-01-23 18:14:48.002683,1324.7998135903558,TCP,downlink,1312.6096449767654
19.002683,20.00213,0.9994469881057739,134047168,1072970709.5645454,False,False,19,summary,,,2021-01-23 18:14:49.002130,1072.9707095645454,TCP,downlink,1232.5473214116344
20.00213,21.00623,1.00409996509552,125703104,1001518640.531309,False,False,20,summary,,,2021-01-23 18:14:50.006230,1001.518640531309,TCP,downlink,1133.0963878954028
21.00623,22.000459,0.9942290186882019,132389440,1065263133.6363629,False,False,21,summary,,,2021-01-23 18:14:51.000459,1065.263133636363,TCP,downlink,1046.584161244072
22.000459,23.002841,1.0023820400238037,140592800,1122069585.3382316,False,False,22,summary,,,2021-01-23 18:14:52.002841,1122.0695853382315,TCP,downlink,1062.950453168634
23.002841,24.001147,0.9983059763908386,144159392,1155232126.4963465,False,False,23,summary,,,2021-01-23 18:14:53.001147,1155.2321264963464,TCP,downlink,1114.1882818236465
24.001147,25.000962,0.9998149871826172,146702240,1173835094.5379832,False,False,24,summary,,,2021-01-23 18:14:54.000962,1173.8350945379832,TCP,downlink,1150.3789354575201
25.000962,26.003479,1.0025169849395752,153338336,1223626837.6779046,False,False,25,summary,,,2021-01-23 18:14:55.003479,1223.6268376779046,TCP,downlink,1184.2313529040778
26.003479,27.000148,0.9966689944267273,157256512,1262256680.0361009,False,False,26,summary,,,2021-01-23 18:14:56.000148,1262.2566800361008,TCP,downlink,1219.906204083996
27.000148,28.000204,1.0000560283660889,159943136,1279473401.1958768,False,False,27,summary,,,2021-01-23 18:14:57.000204,1279.473401195877,TCP,downlink,1255.1189729699606
28.000204,29.002169,1.001965045928955,162333952,1296124671.4908686,False,False,28,summary,,,2021-01-23 18:14:58.002169,1296.1246714908686,TCP,downlink,1279.284917574282
29.002169,30.001315,0.9991459846496582,165359072,1324003295.137951,False,False,29,summary,,,2021-01-23 18:14:59.001315,1324.003295137951,TCP,downlink,1299.8671226082317
