start,end,seconds,bytes,bits_per_second,retransmits,omitted,interval,type,rtt,snd_cwnd,timestamp,throughput,protocol,direction,throughput_rolled3
0.0,0.500104,0.500104,11796480,188704448.15634,0,False,0,summary,75.578,0.869632,2020-12-18 06:05:34.500104,188.70444815634,TCP,downlink,188.70444815634
0.500104,1.000107,0.500003,30277632,484439109.018615,0,False,1,summary,50.463,5.484736,2020-12-18 06:05:35.000107,484.439109018615,TCP,downlink,336.5717785874775
1.000107,1.50008,0.499973,77070336,1233192000.0,0,False,2,summary,50.201,8.433504,2020-12-18 06:05:35.500080,1233.192,TCP,downlink,635.445185724985
1.50008,2.000102,0.500022,56885248,910123607.789808,0,False,3,summary,54.608,8.433504,2020-12-18 06:05:36.000102,910.123607789808,TCP,downlink,875.9182389361412
2.000102,2.500098,0.499996,82706432,1323314000.0,0,False,4,summary,51.654,8.433504,2020-12-18 06:05:36.500098,1323.314,TCP,downlink,1155.5432025966027
2.500098,3.000114,0.500016,77070336,1233086000.0,0,False,5,summary,54.612,8.433504,2020-12-18 06:05:37.000114,1233.086,TCP,downlink,1155.5078692632694
3.000114,3.50007,0.499956,80216064,1283570000.0,0,False,6,summary,49.711,8.433504,2020-12-18 06:05:37.500070,1283.57,TCP,downlink,1279.99
3.50007,4.000104,0.500034,74448896,1191101000.0,0,False,7,summary,50.788,8.433504,2020-12-18 06:05:38.000104,1191.101,TCP,downlink,1235.9189999999999
4.000104,4.500082,0.499978,83623936,1338042000.0,0,False,8,summary,49.618,8.433504,2020-12-18 06:05:38.500082,1338.042,TCP,downlink,1270.904333333333
4.500082,5.000077,0.499995,78774272,1260401000.0,0,False,9,summary,51.777,8.433504,2020-12-18 06:05:39.000077,1260.401,TCP,downlink,1263.181333333333
5.000077,5.5001,0.500023,82968576,1327436000.0,0,False,10,summary,49.955,8.433504,2020-12-18 06:05:39.500100,1327.436,TCP,downlink,1308.626333333333
5.5001,6.000066,0.499966,79691776,1275155000.0,0,False,11,summary,51.093,8.433504,2020-12-18 06:05:40.000066,1275.155,TCP,downlink,1287.6639999999995
6.000066,6.500053,0.499987,83623936,1338018000.0,0,False,12,summary,51.742,8.433504,2020-12-18 06:05:40.500053,1338.018,TCP,downlink,1313.5363333333328
6.500053,7.000081,0.500028,74317824,1189019000.0,0,False,13,summary,60.103,8.433504,2020-12-18 06:05:41.000081,1189.019,TCP,downlink,1267.397333333333
7.000081,7.500143,0.500062,76677120,1226681000.0,0,False,14,summary,49.354,8.433504,2020-12-18 06:05:41.500143,1226.681,TCP,downlink,1251.2393333333332
7.500143,8.000096,0.499953,79036416,1264702000.0,0,False,15,summary,53.851,8.433504,2020-12-18 06:05:42.000096,1264.702,TCP,downlink,1226.8006666666668
8.000096,8.500113,0.500017,81395712,1302287000.0,0,False,16,summary,51.009,8.433504,2020-12-18 06:05:42.500113,1302.287,TCP,downlink,1264.5566666666666
8.500113,9.000096,0.499983,73400320,1174445000.0,0,False,17,summary,84.788,8.433504,2020-12-18 06:05:43.000096,1174.445,TCP,downlink,1247.1446666666666
9.000096,9.500118,0.500022,82313216,1316953000.0,0,False,18,summary,52.211,8.433504,2020-12-18 06:05:43.500118,1316.953,TCP,downlink,1264.5616666666665
9.500118,10.000105,0.499987,73793536,1180728000.0,0,False,19,summary,62.824,8.433504,2020-12-18 06:05:44.000105,1180.728,TCP,downlink,1224.0419999999997
10.000105,10.5001,0.499995,80216064,1283470000.0,0,False,20,summary,55.353,8.433504,2020-12-18 06:05:44.500100,1283.47,TCP,downlink,1260.3836666666666
